player,fant_pos,Long_Name.x,Opponent,expected_points,Salary,ovr_ex_rec,ovr_ex_rec_yds,ovr_ex_rec_td,fl,ex_ppd
Mark Andrews,TE,Baltimore Ravens,DEN,15.724120996514962,25,6.637962962962963,87.19425229319195,0.6142857142857143,0,0.6289648398605985
Travis Kelce,TE,Kansas City Chiefs,CIN,12.147186143465788,33,5.5703125,66.13719082654978,0.4788851351351351,1,0.3680965498019936
Deebo Samuel,WR,San Francisco 49ers,MIA,13.002013265593327,21,5.10268869452543,85.5079101845271,0.358974358974359,2,0.6191434888377775
Dalton Schultz,TE,Dallas Cowboys,IND,9.316770406770406,17,4.43980343980344,44.78686868686869,0.4363636363636364,0,0.548045318045318
Ja Marr Chase,WR,Cincinnati Bengals,KC,14.764618651763172,35,4.870174632352941,84.32472512057288,0.6691176470588235,1,0.4218462471932335
George Kittle,TE,San Francisco 49ers,MIA,11.157339457413432,21,5.293211162015826,62.30514096185738,0.40384615384615385,1,0.5313018789244491
Justin Jefferson,WR,Minnesota Vikings,NYJ,15.986448060259463,39,6.376884422110553,96.9765982844294,0.5363321799307958,1,0.4099089246220375
Davante Adams,WR,Las Vegas Raiders,LAC,16.85464687223697,31,7.042395104895105,88.49753667615502,0.7472826086956521,0,0.5436982862011925
Dawson Knox,TE,Buffalo Bills,NE,7.834544454225773,14,2.9377986522360633,34.673400433619776,0.48305084745762716,0,0.5596103181589838
Mike Evans,WR,Tampa Bay Buccaneers,NO,11.46720551224833,19,4.046875,55.978377796901896,0.6409883720930233,0,0.6035371322235964
Hunter Henry,TE,New England Patriots,BUF,7.5416368136935805,12,2.97694109169519,33.97428562927953,0.4426229508196721,0,0.6284697344744651
Tyreek Hill,WR,Miami Dolphins,SF,13.847901840535068,39,6.364415546032214,72.54180208243909,0.5884861407249466,1,0.35507440616756586
Stefon Diggs,WR,Buffalo Bills,NE,11.751373950241568,35,5.358043940467754,62.78234332948867,0.46568627450980393,0,0.33575354143547337
Mike Williams,WR,Los Angeles Chargers,LV,12.018852055843206,24,4.665258865506445,66.14915322580646,0.5118845500848896,0,0.5007855023268003
Tyler Lockett,WR,Seattle Seahawks,LAR,13.023199172548132,22,5.210262345679013,80.68067999708626,0.39166666666666666,0,0.5919635987521878
Pat Freiermuth,TE,Pittsburgh Steelers,ATL,8.908690685444938,18,4.042105263157895,35.68034697649364,0.5766590389016018,1,0.49492726030249656
Diontae Johnson,WR,Pittsburgh Steelers,ATL,14.35363764675834,16,6.627096774193548,76.62810157277275,0.605890603085554,2,0.8971023529223963
Noah Fant,TE,Seattle Seahawks,LAR,8.20221290091082,12,4.853395061728395,46.0051537004662,0.19583333333333333,0,0.6835177417425683
Tyler Higbee,TE,Los Angeles Rams,SEA,7.392810216508195,15,4.251970443349753,36.81459141174781,0.26422764227642276,0,0.49285401443387966
CeeDee Lamb,WR,Dallas Cowboys,IND,11.166233200413528,25,4.865307930881702,66.0898907103825,0.35409836065573774,0,0.4466493280165411
Keenan Allen,WR,Los Angeles Chargers,LV,11.498752802642718,22,6.3034706546275405,63.6346484375,0.33059210526315785,0,0.5226705819383054
T J Hockenson,TE,Minnesota Vikings,NYJ,9.331123540976124,20,5.10249162479062,49.563483168161085,0.30392156862745096,0,0.4665561770488062
Michael Pittman Jr,WR,Indianapolis Colts,DAL,11.764139558872687,16,5.496005809731301,70.16136654007036,0.33333333333333337,0,0.7352587224295429
Tee Higgins,WR,Cincinnati Bengals,KC,12.486314572281618,25,5.402715773809524,76.77813828233997,0.375,1,0.4994525828912647
Tyler Conklin,TE,New York Jets,MIN,7.277873790098653,13,3.924794160088277,39.79113073690877,0.22272727272727272,0,0.559836445392204
Chris Godwin,WR,Tampa Bay Buccaneers,NO,11.164402785957943,21,6.125,68.17849629811765,0.2616279069767442,2,0.5316382279027592
David Njoku,TE,Cleveland Browns,HOU,6.7687713323025775,17,2.6046610169491524,36.068766591790904,0.3099273607748184,0,0.39816301954721045
Brandin Cooks,WR,Houston Texans,CLE,12.155353317209597,13,5.728283898305085,66.12639939485626,0.4464285714285714,0,0.9350271782468921
Jaylen Waddle,WR,Miami Dolphins,SF,11.681826437904093,28,6.242574257425742,62.21253594905505,0.4107142857142857,1,0.41720808706800333
Gerald Everett,TE,Los Angeles Chargers,LV,5.807661170792611,18,3.2049423785196627,30.01127192982456,0.24746075715604798,2,0.3226478428218117
Cole Kmet,TE,Chicago Bears,GB,5.779795028902271,18,3.779234585400425,38.90177736202058,0,0,0.3210997238279039
Darnell Mooney,WR,Chicago Bears,GB,11.8535714853369,15,5.337442075996292,70.15619678107984,0.3615384615384616,0,0.79023809902246
Amon Ra St Brown,WR,Detroit Lions,JAX,11.28554969786318,27,5.8560606060606055,63.140411339633125,0.3405797101449275,0,0.41798332214308076
Evan Engram,TE,Jacksonville Jaguars,DET,6.897177171998779,15,3.219128152791952,31.648060780589425,0.3771929824561403,1,0.4598118114665853
Terry McLaurin,WR,Washington Football Team,NYG,10.980163889953776,17,4.822042300066094,65.52336017231653,0.3361344537815126,0,0.6458919935266927
Foster Moreau,TE,Las Vegas Raiders,LAC,4.342907061138683,15,1.773065644033386,21.94102149360419,0.21037868162692847,0,0.2895271374092455
Amari Cooper,WR,Cleveland Browns,HOU,12.747398188395227,22,4.919915254237289,65.68312231978763,0.6198547215496368,0,0.5794271903816012
Adam Thielen,WR,Minnesota Vikings,NYJ,12.492062720665912,17,5.173270197139544,56.972828257160494,0.7013574660633484,0,0.7348272188627006
Christian Kirk,WR,Jacksonville Jaguars,DET,12.947691554070817,21,4.9539808774908405,70.02959179841525,0.5779569892473118,0,0.6165567406700388
DeVonta Smith,WR,Philadelphia Eagles,TEN,10.118161787166853,20,4.368515727551169,60.83157654734552,0.32835820895522383,1,0.5059080893583426
Van Jefferson,WR,Los Angeles Rams,SEA,7.86831641887536,11,3.0751955954795713,46.520959525559476,0.2797704447632712,0,0.7153014926250327
A J Brown,WR,Philadelphia Eagles,TEN,12.744570771162259,28,5.5407166123778495,74.35750926511795,0.42307692307692313,0,0.4551632418272235
Juwan Johnson,TE,New Orleans Saints,TB,4.457318474709858,16,1.4883648774433758,16.4417051874679,0.3448275862068966,0,0.2785824046693661
Tyler Boyd,WR,Cincinnati Bengals,KC,9.797875038587197,18,4.722970545977011,56.26044938012484,0.3017241379310345,0,0.544326391032622
Brandon Aiyuk,WR,San Francisco 49ers,MIA,8.039950842878634,20,3.489491318915626,47.26892898690627,0.28128587830080365,1,0.4019975421439317
Chase Claypool,WR,Chicago Bears,GB,9.803112145365436,13,4.356979642708765,64.09105082631743,0.2025862068965517,0,0.7540855496434951
Hayden Hurst,TE,Cincinnati Bengals,KC,4.437409599128349,14,2.4159564393939394,19.794313794313794,0.23863636363636362,1,0.3169578285091678
Jakobi Meyers,WR,New England Patriots,BUF,7.109780582935227,16,4.499179924553059,44.42280172897504,0.08955223880597014,1,0.4443612864334517
Allen Lazard,WR,Green Bay Packers,CHI,7.303359602551556,17,2.45668210670784,31.041962680305275,0.4951370468611848,0,0.42960938838538565
Logan Thomas,TE,Washington Football Team,NYG,8.147732824472586,12,3.1938202247191008,34.5558461687494,0.5714285714285714,1,0.6789777353727154
Elijah Moore,WR,New York Jets,MIN,12.219573698022792,12,4.682036917331035,61.093244701265036,0.6282051282051282,0,1.018297808168566
Courtland Sutton,WR,Denver Broncos,BAL,8.123527902431453,16,3.6729909773168057,53.735995779521545,0.15223880597014924,0,0.5077204939019658
Robert Woods,WR,Tennessee Titans,PHI,12.187630297475438,12,5.348189415041783,64.83232559651518,0.505050505050505,0,1.0156358581229532
Brock Wright,TE,Detroit Lions,JAX,3.4591206148259586,11,1.3385281385281385,13.886143095370445,0.23354037267080746,0,0.3144655104387235
Kalif Raymond,WR,Detroit Lions,JAX,6.95246537742704,11,3.0224828934506354,38.5917624486722,0.26367461430575034,0,0.6320423070388218
Jarvis Landry,WR,New Orleans Saints,TB,8.746624653389354,15,5.457337883959044,54.03013182674199,0.15804597701149425,2,0.5831083102259569
Donovan Peoples Jones,WR,Cleveland Browns,HOU,8.12387562856468,15,2.845833333333333,52.44376328844791,0.2689075630252101,1,0.5415917085709786
Quez Watkins,WR,Philadelphia Eagles,TEN,6.549309844572556,13,3.1214518380642158,45.69536306492829,0.06984126984126984,0,0.5037930649671197
Corey Davis,WR,New York Jets,MIN,11.102281811403529,15,4.010582010582011,60.52546361668078,0.5444444444444444,1,0.7401521207602353
Nick Westbrook Ikhine,WR,Tennessee Titans,PHI,6.949046336858568,13,2.9560901494049125,36.32984733230491,0.3305785123966942,1,0.5345420259121976
Nelson Agholor,WR,New England Patriots,BUF,4.892300316555589,11,2.316881394467601,28.028251365631675,0.15517241379310345,0,0.4447545742323263
Randall Cobb,WR,Green Bay Packers,CHI,7.2095798703884935,13,2.5574690649317513,33.746323201711384,0.460223537146614,1,0.554583066952961
DeVante Parker,WR,New England Patriots,BUF,7.516738586659305,14,3.8230190861769806,46.57860622518183,0.15789473684210525,0,0.5369098990470932
DeAndre Carter,WR,Los Angeles Chargers,LV,3.7732475983233593,16,1.6024711892598313,18.58438596491228,0.185595567867036,0,0.23582797489520996
Marquez Valdes Scantling,WR,Kansas City Chiefs,CIN,6.836464080313878,11,2.5187500000000003,40.44656647881445,0.2554054054054054,0,0.6214967345739889
Zay Jones,WR,Jacksonville Jaguars,DET,6.169152636201127,16,3.1246537396121883,40.23492433061699,0.11944444444444444,1,0.38557203976257043
Olamide Zaccheaus,WR,Atlanta Falcons,PIT,5.093973597385072,14,2.040372251944432,27.314145900569237,0.22372881355932206,0,0.36385525695607657
Jauan Jennings,WR,San Francisco 49ers,MIA,5.536723092365953,12,2.0448622597727137,22.06599654787288,0.38461538461538464,0,0.4613935910304961
Michael Gallup,WR,Dallas Cowboys,IND,7.763973616473615,11,3.7567567567567566,46.51309523809523,0.2057142857142857,0,0.7058157833157832
Josh Reynolds,WR,Detroit Lions,JAX,6.5890110135834314,13,2.7613944321261394,40.12131400913786,0.19936373276776245,0,0.5068470010448793
Nico Collins,WR,Houston Texans,CLE,5.55599747832362,15,2.6884745762711866,36.403316187594555,0.09523809523809523,0,0.3703998318882414
Devin Duvernay,WR,Baltimore Ravens,DEN,3.911195399736172,11,2.2333333333333334,19.01022239563012,0.1489177489177489,0,0.3555632181578338
Julio Jones,WR,Tampa Bay Buccaneers,NO,5.551474308085054,11,2.7125000000000004,37.55689424364123,0.07325581395348837,0,0.5046794825531867
Jerry Jeudy,WR,Denver Broncos,BAL,8.493830371898365,15,4.606618240516545,61.90521251640094,0,0,0.5662553581265577
Mack Hollins,WR,Las Vegas Raiders,LAC,3.9134632046009505,16,0.9500129500129499,15.060895798360217,0.322061191626409,0,0.2445914502875594
Demarcus Robinson,WR,Baltimore Ravens,DEN,3.6348049775974087,11,1.5255009107468123,16.636236088750564,0.20140515222482436,0,0.33043681614521897
Kadarius Toney,WR,Kansas City Chiefs,CIN,6.87018513573244,13,4.444852941176471,46.47758665144204,0,0,0.5284757796717261
Darius Slayton,WR,New York Giants,WAS,6.494317444364379,17,2.5286195286195285,36.30007680054614,0.296969696969697,1,0.3820186731979046
Damiere Byrd,WR,Atlanta Falcons,PIT,3.6267751279711127,12,1.8357366771159875,23.74361334867664,0.07999999999999999,1,0.30223126066425937
Marquise Goodwin,WR,Seattle Seahawks,LAR,4.59153535157323,14,2.0763187429854093,31.261032528077983,0.07121212121212121,0,0.32796681082665924
Chris Moore,WR,Houston Texans,CLE,5.204182966378408,12,2.3119560238204304,25.038034100666476,0.2574002574002574,0,0.4336819138648673
Isaiah McKenzie,WR,Buffalo Bills,NE,2.3065441335040386,15,1.5052550628044092,13.198740489103443,0.0673758865248227,1,0.15376960890026925
Parris Campbell,WR,Indianapolis Colts,DAL,5.492073637136284,16,2.022339800117578,34.015386577124154,0.17989417989417988,0,0.34325460232101773
