player,fant_pos,Long_Name.x,Opponent,expected_points,Salary,ovr_ex_pas_yds,ovr_ex_pas_td,ovr_ex_rus_yds,ovr_ex_rus_td,fl,pl_int_game,ex_ppd
Josh Allen,QB,Buffalo Bills,NE,20.313491332250422,40,223.1764705882353,1.6764705882352942,43.80550155779831,0.25588235294117645,3,0.8823529411764706,0.5078372833062605
Justin Herbert,QB,Los Angeles Chargers,LV,20.12690807620758,33,258.9117647058823,1.9705882352941178,18.29261017384053,0.17647058823529413,1,0.8823529411764706,0.6099063053396236
Tom Brady,QB,Tampa Bay Buccaneers,NO,18.155232549957784,27,268.7352941176471,1.8529411764705883,4.646443146636645,0.09803921568627451,3,0.7058823529411765,0.6724160203688068
Patrick Mahomes,QB,Kansas City Chiefs,CIN,19.63938092372499,38,266.5,1.852941176470588,21.190868060779295,0.11397058823529412,4,0.7647058823529411,0.5168258137822366
Aaron Rodgers,QB,Green Bay Packers,CHI,18.83480164175994,27,224.38786764705884,2.068014705882353,6.689588815789474,0.19471153846153846,0,0.25,0.6975852459911089
Matthew Stafford,QB,Los Angeles Rams,SEA,17.741064275977774,22,276.4411764705883,1.9117647058823528,2.716525112718884,0,2,1,0.8064120125444443
Dak Prescott,QB,Dallas Cowboys,IND,18.426250659301004,31,256.09007352941177,2.0974264705882355,8.554418357715903,0.05208333333333333,6,0.625,0.5943951825580969
Joe Burrow,QB,Cincinnati Bengals,KC,18.61074417927332,38,269.7702205882353,1.8566176470588234,7.919022675086108,0.12109375,2,0.875,0.4897564257703505
Jalen Hurts,QB,Philadelphia Eagles,TEN,20.304387534756074,38,227.41764705882355,1.2392156862745098,39.97485573971762,0.5199999999999999,2,0.6,0.5343259877567388
Kirk Cousins,QB,Minnesota Vikings,NYJ,18.70456863380067,27,261.5827205882353,1.8547794117647058,7.971421632124352,0.11875,2,0.4375,0.6927618012518766
Ryan Tannehill,QB,Tennessee Titans,PHI,16.88434514513322,20,220.29411764705884,1.4411764705882353,13.999461681511207,0.36700767263427103,4,0.8235294117647058,0.8442172572566611
Carson Wentz,QB,Washington Football Team,NYG,15.746472893490614,23,217.70588235294116,1.588235294117647,13.052059251648256,0.06334841628959276,5,0.4117647058823529,0.6846292562387223
Derek Carr,QB,Las Vegas Raiders,LAC,15.328505947833676,24,251.91176470588235,1.4705882352941178,7.81447124304267,0,5,0.8235294117647058,0.6386877478264031
Russell Wilson,QB,Denver Broncos,BAL,18.566853252412077,22,250.64915966386553,1.8046218487394958,11.170423280423279,0.1294642857142857,1,0.42857142857142855,0.8439478751096399
Lamar Jackson,QB,Baltimore Ravens,DEN,19.15630094756741,30,227.4950980392157,1.3137254901960784,56.34928398547802,0.125,3,1.0833333333333333,0.6385433649189136
Jimmy Garoppolo,QB,San Francisco 49ers,MIA,15.159563082347015,29,240.8529411764706,1.343137254901961,3.1653277931671284,0.17272727272727273,3,0.8,0.5227435545636901
Mac Jones,QB,New England Patriots,BUF,11.322670440561161,23,193.29411764705884,1,7.085527935023381,0,3,0.7647058823529411,0.4922900191548331
Matt Ryan,QB,Indianapolis Colts,DAL,14.135806560276226,20,235.79411764705884,1.2941176470588236,4.232931912922649,0.04679144385026737,4,0.7058823529411765,0.7067903280138113
Taylor Heinicke,QB,Washington Football Team,NYG,15.829059743331513,21,221.4514472455649,1.4290382819794583,20.509415216838796,0.06837606837606837,2,0.9523809523809523,0.753764749682453
Teddy Bridgewater,QB,Miami Dolphins,SF,15.198372491853885,20,212.23529411764707,1.3781512605042017,8.034985422740524,0.17261904761904762,1,0.5,0.7599186245926942
Trevor Lawrence,QB,Jacksonville Jaguars,DET,15.784541645718114,31,229.44117647058823,1.2647058823529411,22.67528071057483,0.14479638009049772,5,1,0.5091787627651004
Jared Goff,QB,Detroit Lions,JAX,13.964914295516722,24,229.86344537815125,1.384453781512605,6.611327829116801,0,6,0.5714285714285714,0.5818714289798634
Tua Tagovailoa,QB,Miami Dolphins,SF,15.572052821128452,32,207.27450980392157,1.3627450980392157,10.653861544617847,0.28431372549019607,1,0.7843137254901961,0.4866266506602641
Daniel Jones,QB,New York Giants,WAS,18.427460716729602,26,237.8048128342246,1.4545454545454546,27.789045669969838,0.25,3,0.6363636363636364,0.7087484891049847
Davis Mills,QB,Houston Texans,CLE,13.725886721270786,20,207.7070588235294,1.4929411764705882,4.058396624472574,0,1,0.8,0.6862943360635393
