player,position,opponent,expected_points,salary,ex_ppd,week,TEAM,OPP,MATCHUP,Start_Sit,Online_proj,rk_rec,yds_rec,tgt_rec,day_rec,g_number_rec,date_rec,age_rec,team_rec,home_away_rec,opp_rec,result_rec,tgt_2_rec,rec_rec,yds_2_rec,y_r_rec,td_rec,ctch_percent_rec,y_tgt_rec,x1_rec,pos_rec,draft_rec,rk_rus,yds_rus,att_rus,day_rus,g_number_rus,date_rus,age_rus,team_rus,home_away_rus,opp_rus,result_rus,att_2_rus,yds_2_rus,y_a_rus,td_rus,x1_rus,pos_rus,draft_rus,points,FPPG
George Kittle,TE,DEN,5.423096881934042,25,0.2169238752773617,3,SF,at DEN,3 out of 5 stars,B-,6.5,104,28,5,Sun,3,2022-09-25,28-351,SFO,away,DEN,L 10-11,5,4,28,7,0,80,5.6,0,TE,5-146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.800000000000001,10.5
Justin Jefferson,WR,DET,18.95309043345338,38,0.49876553772245735,3,MIN,vs. DET,2 out of 5 stars,A+,18.6,157,14,6,Sun,3,2022-09-25,23-101,MIN,home,DET,W 28-24,6,3,14,4.7,0,50,2.3,0,WR,1-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9000000000000004,21.3
Davante Adams,WR,TEN,17.487306495749497,35,0.4996373284499856,3,LV,at TEN,4 out of 5 stars,A+,16.2,84,36,10,Sun,3,2022-09-25,29-275,LVR,away,TEN,L 22-24,10,5,36,7.2,1,50,3.6,2,WR,2-53,127,-4,1,NA,3,2022-09-25,29-275,LVR,away,TEN,L 22-24,1,-4,-4,0,0,NA,2-53,11.7,16.6
Dawson Knox,TE,MIA,5.807963223510949,16,0.36299770146943433,3,BUF,at MIA,4 out of 5 stars,C,7.0,116,25,4,Sun,3,2022-09-25,25-315,BUF,away,MIA,L 19-21,4,4,25,6.3,0,100,6.3,1,TE,3-96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,3.6
Hunter Henry,TE,BAL,6.107489781086018,12,0.5089574817571682,3,NE,vs. BAL,3 out of 5 stars,D-,5.9,191,8,1,Sun,3,2022-09-25,27-292,NWE,home,BAL,L 26-37,1,1,8,8,0,100,8,1,TE,2-35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3,1.5
Tyreek Hill,WR,BUF,14.179641605202136,28,0.506415771614362,3,MIA,vs. BUF,2 out of 5 stars,A,13.9,89,33,4,Sun,3,2022-09-25,28-208,MIA,home,BUF,W 21-19,4,2,33,16.5,0,50,8.3,2,WR,5-165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.300000000000001,25.2
Dallas Goedert,TE,WAS,9.723942585057577,19,0.5117864518451356,3,PHI,at WAS,3 out of 5 stars,B+,8.9,111,26,4,Sun,3,2022-09-25,27-265,PHI,away,WAS,W 24-8,4,3,26,8.7,1,75,6.5,1,TE,2-49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1,9.1
Stefon Diggs,WR,MIA,19.512927472107233,31,0.6294492732937818,3,BUF,at MIA,3 out of 5 stars,A+,16.1,31,74,11,Sun,3,2022-09-25,28-300,BUF,away,MIA,L 19-21,11,7,74,10.6,0,63.6,6.7,4,WR,5-146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.9,30.5
Kyle Pitts,TE,SEA,6.419330982432392,20,0.3209665491216196,3,ATL,at SEA,5 out of 5 stars,B+,9.4,21,87,8,Sun,3,2022-09-25,21-354,ATL,away,SEA,W 27-23,8,5,87,17.4,0,62.5,10.9,5,TE,1-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.200000000000001,2.9
Mike Williams,WR,JAX,10.956009423887496,26,0.4213849778418268,3,LAC,vs. JAC,4 out of 5 stars,A-,11.8,154,15,6,Sun,3,2022-09-25,27-356,LAC,home,JAX,L 10-38,6,1,15,15,1,16.7,2.5,1,WR,1-7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,11.6
Zach Ertz,TE,LAR,9.567142011681238,15,0.6378094674454159,3,ARI,vs. LAR,2 out of 5 stars,B,8.6,64,45,10,Sun,3,2022-09-25,31-319,ARI,home,LAR,L 12-20,10,6,45,7.5,0,60,4.5,2,TE,2-35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5,11
Mike Gesicki,TE,BUF,5.790845687402099,11,0.5264405170365545,3,MIA,vs. BUF,2 out of 5 stars,D-,5.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.4
Tyler Lockett,WR,ATL,12.360786403883408,16,0.772549150242713,3,SEA,vs. ATL,4 out of 5 stars,B-,9.5,29,76,11,Sun,3,2022-09-25,29-362,SEA,home,ATL,L 23-27,11,9,76,8.4,0,81.8,6.9,3,WR,3-69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.100000000000001,9.8
Pat Freiermuth,TE,CLE,9.567134442111277,17,0.5627726142418398,3,PIT,at CLE,3 out of 5 stars,B,8.1,73,41,4,Thu,3,2022-09-22,23-332,PIT,away,CLE,L 17-29,4,2,41,20.5,0,50,10.3,2,TE,2-55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.1000000000000005,8.4
Diontae Johnson,WR,CLE,12.02756405080473,19,0.6330296868844595,3,PIT,at CLE,3 out of 5 stars,B+,10.7,26,84,11,Thu,3,2022-09-22,26-079,PIT,away,CLE,L 17-29,11,8,84,10.5,0,72.7,7.6,4,WR,3-66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.4,10.7
Noah Fant,TE,ATL,5.648032830377297,13,0.4344640638751767,3,SEA,vs. ATL,5 out of 5 stars,F,4.6,107,27,4,Sun,3,2022-09-25,24-309,SEA,home,ATL,L 23-27,4,4,27,6.8,0,100,6.8,1,TE,1-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7,2.6
Tyler Higbee,TE,ARI,8.155241014522337,18,0.453068945251241,3,LAR,at ARI,2 out of 5 stars,B,8.8,42,61,4,Sun,3,2022-09-25,29-267,LAR,away,ARI,W 20-12,4,4,61,15.3,0,100,15.3,2,TE,4-110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.100000000000001,8.5
CeeDee Lamb,WR,NYG,9.088598141504804,19,0.478347270605516,3,DAL,at NYG,4 out of 5 stars,A-,10.9,20,87,12,Mon,3,2022-09-26,23-171,DAL,away,NYG,W 23-16,12,8,87,10.9,1,66.7,7.3,6,WR,1-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.700000000000003,7.8
Keenan Allen,WR,JAX,9.457723801934945,24,0.3940718250806226,3,LAC,vs. JAC,4 out of 5 stars,C,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.6
T J Hockenson,TE,MIN,7.870089076429307,16,0.4918805672768317,3,DET,at MIN,2 out of 5 stars,B-,8.0,141,18,4,Sun,3,2022-09-25,25-084,DET,away,MIN,L 24-28,4,3,18,6,1,75,4.5,1,TE,1-8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.3,4.9
Michael Pittman Jr,WR,KC,23.637772182750197,26,0.9091450839519306,3,IND,vs. KC,3 out of 5 stars,A-,11.2,37,72,9,Sun,3,2022-09-25,24-355,IND,home,KAN,W 20-17,9,8,72,9,0,88.9,8,4,WR,2-34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.2,22.6
C J Uzomah,TE,CIN,3.600075533249165,12,0.30000629443743043,3,NYJ,vs. CIN,4 out of 5 stars,F,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.6
Tee Higgins,WR,NYJ,11.291418478585609,21,0.5376865942183623,3,CIN,at NYJ,4 out of 5 stars,A,12.3,14,93,7,Sun,3,2022-09-25,23-250,CIN,away,NYJ,W 27-12,7,5,93,18.6,0,71.4,13.3,4,WR,2-33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.8,9.9
Darren Waller,TE,TEN,10.845628545473067,22,0.4929831157033213,3,LV,at TEN,2 out of 5 stars,A,10.3,131,22,5,Sun,3,2022-09-25,30-012,LVR,away,TEN,L 22-24,5,3,22,7.3,0,60,4.4,1,TE,6-204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7,12
Tyler Conklin,TE,CIN,5.855914703422558,13,0.4504549771863506,3,NYJ,vs. CIN,4 out of 5 stars,D,6.2,25,84,8,Sun,3,2022-09-25,27-057,NYJ,home,CIN,L 12-27,8,8,84,10.5,0,100,10.5,3,TE,5-157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.4,8.2
Brandin Cooks,WR,CHI,10.502847221691807,16,0.6564279513557381,3,HOU,at CHI,3 out of 5 stars,A-,11.3,125,22,7,Sun,3,2022-09-25,29-000,HOU,away,CHI,L 20-23,7,2,22,11,0,28.6,3.1,1,WR,1-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2,9.6
Jaylen Waddle,WR,BUF,13.456634292585363,25,0.5382653717034145,3,MIA,vs. BUF,2 out of 5 stars,A,12.4,9,102,6,Sun,3,2022-09-25,23-304,MIA,home,BUF,W 21-19,6,4,102,25.5,0,66.7,17,4,WR,1-6,77,9,1,NA,3,2022-09-25,23-304,MIA,home,BUF,W 21-19,1,9,9,0,0,NA,1-6,13.100000000000001,25.2
Gerald Everett,TE,JAX,7.860515032838792,15,0.5240343355225862,3,LAC,vs. JAC,3 out of 5 stars,C+,7.7,115,25,6,Sun,3,2022-09-25,28-092,LAC,home,JAX,L 10-38,6,2,25,12.5,0,33.3,4.2,1,TE,2-44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,11.5
Darnell Mooney,WR,HOU,6.7384800087521395,14,0.4813200006251528,3,CHI,vs. HOU,4 out of 5 stars,C+,9,121,23,6,Sun,3,2022-09-25,24-331,CHI,home,HOU,W 23-20,6,2,23,11.5,0,33.3,3.8,1,WR,5-173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3000000000000003,0.7
Amon Ra St Brown,WR,MIN,16.0804368193097,29,0.5544978213555068,3,DET,at MIN,4 out of 5 stars,A,13.9,35,73,9,Sun,3,2022-09-25,22-336,DET,away,MIN,L 24-28,9,6,73,12.2,0,66.7,8.1,4,WR,4-112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.3,25.6
Evan Engram,TE,LAC,6.427937158731643,12,0.5356614298943035,3,JAC,at LAC,4 out of 5 stars,D+,6.4,187,9,3,Sun,3,2022-09-25,28-023,JAX,away,LAC,W 38-10,3,1,9,9,0,33.3,3,1,TE,1-23,108,0,1,NA,3,2022-09-25,28-023,JAX,away,LAC,W 38-10,1,0,0,0,0,NA,1-23,1.4,6.4
Terry McLaurin,WR,PHI,10.01340237508171,22,0.45515465341280503,3,WAS,vs. PHI,3 out of 5 stars,B+,10.2,8,102,9,Sun,3,2022-09-25,27-010,WAS,home,PHI,L 8-24,9,6,102,17,0,66.7,11.3,4,WR,3-76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.200000000000001,11.5
Marquise Brown,WR,LAR,11.301818482502371,19,0.5948325517106511,3,ARI,vs. LAR,3 out of 5 stars,A-,11.1,5,140,17,Sun,3,2022-09-25,25-113,ARI,home,LAR,L 12-20,17,14,140,10,0,82.4,8.2,7,WR,1-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,11
Austin Hooper,TE,LV,3.5363893788012835,12,0.294699114900107,3,TEN,vs. LV,3 out of 5 stars,F,5.6,138,19,2,Sun,3,2022-09-25,27-331,TEN,home,LVR,W 24-22,2,2,19,9.5,0,100,9.5,1,TE,3-81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9000000000000004,1.8
Amari Cooper,WR,PIT,14.343383086948574,22,0.6519719584976624,3,CLE,vs. PIT,3 out of 5 stars,B-,9.8,10,101,11,Thu,3,2022-09-22,28-097,CLE,home,PIT,W 29-17,11,7,101,14.4,1,63.6,9.2,4,WR,1-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.6,14.5
Adam Thielen,WR,DET,9.432822052093218,16,0.5895513782558262,3,MIN,vs. DET,2 out of 5 stars,B-,9.4,44,61,8,Sun,3,2022-09-25,32-034,MIN,home,DET,W 28-24,8,6,61,10.2,1,75,7.6,6,WR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.100000000000001,6.2
Christian Kirk,WR,LAC,15.890257190265242,18,0.8827920661258468,3,JAC,at LAC,2 out of 5 stars,A,11.3,36,72,9,Sun,3,2022-09-25,25-311,JAX,away,LAC,W 38-10,9,6,72,12,1,66.7,8,4,WR,2-47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.2,18.8
DeVonta Smith,WR,WAS,8.11148978297277,17,0.47714645782192766,3,PHI,at WAS,3 out of 5 stars,C+,9.1,1,169,12,Sun,3,2022-09-25,23-315,PHI,away,WAS,W 24-8,12,8,169,21.1,1,66.7,14.1,7,WR,1-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.900000000000002,5.8
A J Brown,WR,WAS,13.887336711918437,28,0.49597631113994417,3,PHI,at WAS,3 out of 5 stars,A,15.5,22,85,10,Sun,3,2022-09-25,25-087,PHI,away,WAS,W 24-8,10,5,85,17,1,50,8.5,5,WR,2-51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,15
Tyler Boyd,WR,NYJ,8.545876161332059,12,0.7121563467776716,3,CIN,at NYJ,4 out of 5 stars,C-,7.9,6,105,5,Sun,3,2022-09-25,27-314,CIN,away,NYJ,W 27-12,5,4,105,26.3,1,80,21,4,WR,2-55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.5,8
Brandon Aiyuk,WR,DEN,7.539045826259672,12,0.6282538188549727,3,SF,at DEN,2 out of 5 stars,B-,9.8,78,39,8,Sun,3,2022-09-25,24-192,SFO,away,DEN,L 10-11,8,3,39,13,1,37.5,4.9,3,WR,1-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4,7.2
K J Osborn,WR,DET,5.960143210897958,11,0.5418312009907235,3,MIN,vs. DET,2 out of 5 stars,D,7.2,33,73,8,Sun,3,2022-09-25,25-107,MIN,home,DET,W 28-24,8,5,73,14.6,1,62.5,9.1,3,WR,5-176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.8,3.2
Chase Claypool,WR,CLE,6.693424570709182,14,0.4781017550506559,3,PIT,at CLE,3 out of 5 stars,C,8.3,86,35,6,Thu,3,2022-09-22,24-077,PIT,away,CLE,L 17-29,6,3,35,11.7,0,50,5.8,2,WR,2-49,72,11,1,NA,3,2022-09-22,24-077,PIT,away,CLE,L 17-29,1,11,11,0,1,NA,2-49,6.1,6
Hayden Hurst,TE,NYJ,5.019954964300514,12,0.4183295803583762,3,CIN,at NYJ,4 out of 5 stars,D+,6.6,198,7,2,Sun,3,2022-09-25,29-032,CIN,away,NYJ,W 27-12,2,1,7,7,0,50,3.5,1,TE,1-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2000000000000002,6
Jakobi Meyers,WR,BAL,11.821758590816728,15,0.7881172393877819,3,NE,vs. BAL,4 out of 5 stars,C+,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.1
A J Green,WR,LAR,5.673586222972177,11,0.5157805657247434,3,ARI,vs. LAR,3 out of 5 stars,F,5.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.7
Allen Lazard,WR,TB,7.186217020652567,16,0.44913856379078543,3,GB,at TB,2 out of 5 stars,C,8.9,65,45,6,Sun,3,2022-09-25,26-288,GNB,away,TAM,W 14-12,6,4,45,11.3,1,66.7,7.5,4,WR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,8.3
Logan Thomas,TE,PHI,7.67286323749388,15,0.5115242158329253,3,WAS,vs. PHI,4 out of 5 stars,C-,6.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.6
Russell Gage,WR,GB,6.161533603113827,13,0.4739641233164482,3,TB,vs. GB,2 out of 5 stars,C,8.5,19,87,13,Sun,3,2022-09-25,26-246,TAM,home,GNB,L 12-14,13,12,87,7.3,1,92.3,6.7,5,WR,6-194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.700000000000003,3.8
Elijah Moore,WR,CIN,8.714271119958624,13,0.670328547689125,3,NYJ,vs. CIN,3 out of 5 stars,C+,9.4,55,49,9,Sun,3,2022-09-25,22-182,NYJ,home,CIN,L 12-27,9,4,49,12.3,0,44.4,5.4,3,WR,2-34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.9,6.2
Courtland Sutton,WR,SF,8.506009632358055,19,0.4476847174925292,3,DEN,vs. SF,3 out of 5 stars,A,12.1,12,97,10,Sun,3,2022-09-25,26-350,DEN,home,SFO,W 11-10,10,8,97,12.1,0,80,9.7,5,WR,2-40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.700000000000001,12.7
Robert Woods,WR,LV,8.599203947377227,15,0.5732802631584818,3,TEN,vs. LV,4 out of 5 stars,C-,7.6,24,85,9,Sun,3,2022-09-25,30-168,TEN,home,LVR,W 24-22,9,4,85,21.3,0,44.4,9.4,3,WR,2-41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.5,3.8
Robert Tonyan,TE,TB,4.439681377485405,13,0.34151395211426194,3,GB,at TB,3 out of 5 stars,D,6.0,83,37,7,Sun,3,2022-09-25,28-148,GNB,away,TAM,W 14-12,7,6,37,6.2,0,85.7,5.3,1,TE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7,3.6
Will Dissly,TE,ATL,6.011167920307523,13,0.4623975323313479,3,SEA,vs. ATL,5 out of 5 stars,F,3.8,88,34,3,Sun,3,2022-09-25,26-079,SEA,home,ATL,L 23-27,3,3,34,11.3,1,100,11.3,2,TE,4-120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.9,6.4
Mecole Hardman,WR,IND,6.680284479634585,12,0.5566903733028821,3,KC,at IND,3 out of 5 stars,C-,7.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.6
Jarvis Landry,WR,CAR,8.103199902876412,12,0.6752666585730344,3,NO,at CAR,4 out of 5 stars,C,8.4,128,22,5,Sun,3,2022-09-25,29-301,NOR,away,CAR,L 14-22,5,2,22,11,0,40,4.4,1,WR,2-63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2,9.7
O J Howard,TE,CHI,5.354898967130099,11,0.4868089970118272,3,HOU,at CHI,3 out of 5 stars,F,3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9
Corey Davis,WR,CIN,10.75369554620379,14,0.7681211104431279,3,NYJ,vs. CIN,3 out of 5 stars,C-,8,106,27,5,Sun,3,2022-09-25,27-257,NYJ,home,CIN,L 12-27,5,2,27,13.5,0,40,5.4,1,WR,1-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7,13
Nelson Agholor,WR,BAL,12.274705626307776,12,1.022892135525648,3,NE,vs. BAL,4 out of 5 stars,D,7.4,71,41,3,Sun,3,2022-09-25,29-124,NWE,home,BAL,L 26-37,3,2,41,20.5,0,66.7,13.7,1,WR,1-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.1000000000000005,11.2
DeAndre Carter,WR,JAX,6.382371305460327,15,0.4254914203640218,3,LAC,vs. JAC,4 out of 5 stars,F,5.5,95,31,4,Sun,3,2022-09-25,29-168,LAC,home,JAX,L 10-38,4,3,31,10.3,0,75,7.8,2,WR,0,128,-5,1,NA,3,2022-09-25,29-168,LAC,home,JAX,L 10-38,1,-5,-5,0,0,NA,0,4.1,10.4
Marquez Valdes Scantling,WR,IND,5.391627955323629,12,0.4493023296103024,3,KC,at IND,3 out of 5 stars,C,8.3,61,48,7,Sun,3,2022-09-25,27-350,KAN,away,IND,L 17-20,7,4,48,12,0,57.1,6.9,3,WR,5-174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.800000000000001,4.2
Zay Jones,WR,LAC,6.212916265828376,11,0.5648105696207615,3,JAC,at LAC,2 out of 5 stars,D+,7.5,23,85,11,Sun,3,2022-09-25,27-179,JAX,away,LAC,W 38-10,11,10,85,8.5,1,90.9,7.7,5,WR,2-37,111,0,1,NA,3,2022-09-25,27-179,JAX,away,LAC,W 38-10,1,0,0,0,0,NA,2-37,19.5,6.6
Rashod Bateman,WR,NE,10.111143666665347,19,0.5321654561402814,3,BAL,at NE,2 out of 5 stars,B+,10.3,46,59,4,Sun,3,2022-09-25,22-300,BAL,away,NWE,W 37-26,4,2,59,29.5,0,50,14.8,1,WR,1-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.9,15.9
Michael Gallup,WR,NYG,3.815294964607464,14,0.2725210689005332,3,DAL,at NYG,4 out of 5 stars,F,5.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.2
Devin Duvernay,WR,NE,6.772707677255154,15,0.4515138451503436,3,BAL,at NE,2 out of 5 stars,F,6.9,114,25,2,Sun,3,2022-09-25,25-013,BAL,away,NWE,W 37-26,2,2,25,12.5,1,100,12.5,2,WR,3-92,124,-2,2,NA,3,2022-09-25,25-013,BAL,away,NWE,W 37-26,2,-2,-1,0,0,NA,3-92,9.3,15.3
Julio Jones,WR,GB,6.642099602318121,15,0.44280664015454135,3,TB,vs. GB,2 out of 5 stars,D+,6.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1
Jerry Jeudy,WR,SF,7.966745597009253,17,0.4686320939417208,3,DEN,vs. SF,3 out of 5 stars,C+,9.2,146,17,6,Sun,3,2022-09-25,23-154,DEN,home,SFO,W 11-10,6,2,17,8.5,0,33.3,2.8,1,WR,1-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7,10
Sterling Shepard,WR,DAL,10.095516693738036,13,0.7765782072106181,3,NYG,vs. DAL,3 out of 5 stars,C,8.5,56,49,10,Mon,3,2022-09-26,29-228,NYG,home,DAL,L 16-23,10,5,49,9.8,0,50,4.9,2,WR,2-40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.4,10.2
Ashton Dulin,WR,KC,5.718755395603649,11,0.5198868541457863,3,IND,vs. KC,3 out of 5 stars,F,5.8,196,7,1,Sun,3,2022-09-25,25-133,IND,home,KAN,W 20-17,1,1,7,7,0,100,7,1,WR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2000000000000002,8.4
Isaiah McKenzie,WR,MIA,4.19706537036948,14,0.29979038359782,3,BUF,at MIA,3 out of 5 stars,D-,7.1,30,76,9,Sun,3,2022-09-25,27-169,BUF,away,MIA,L 19-21,9,7,76,10.9,1,77.8,8.4,4,WR,5-172,91,6,1,NA,3,2022-09-25,27-169,BUF,away,MIA,L 19-21,1,6,6,0,1,NA,5-172,17.700000000000003,6.8
Breshad Perriman,WR,GB,5.574918465207228,13,0.4288398819390175,3,TB,vs. GB,2 out of 5 stars,D-,6,69,44,4,Sun,3,2022-09-25,29-015,TAM,home,GNB,L 12-14,4,3,44,14.7,0,75,11,1,WR,1-26,113,0,1,NA,3,2022-09-25,29-015,TAM,home,GNB,L 12-14,1,0,0,0,0,NA,1-26,5.9,5.6
Curtis Samuel,WR,PHI,6.13614404077077,18,0.3408968911539316,3,WAS,vs. PHI,3 out of 5 stars,B,10.1,60,48,10,Sun,3,2022-09-25,26-045,WAS,home,PHI,L 8-24,10,7,48,6.9,0,70,4.8,2,WR,2-40,69,13,3,NA,3,2022-09-25,26-045,WAS,home,PHI,L 8-24,3,13,4.3,0,1,NA,2-40,9.600000000000001,17.3
Drake London,WR,SEA,7.941928651449377,17,0.4671722736146692,3,ATL,at SEA,2 out of 5 stars,B+,10.6,52,54,6,Sun,3,2022-09-25,21-063,ATL,away,SEA,W 27-23,6,3,54,18,1,50,9,3,WR,1-8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.9,15.2
Noah Brown,WR,NYG,8.091795905707196,11,0.7356178096097451,3,DAL,at NYG,4 out of 5 stars,D+,7.4,51,54,7,Mon,3,2022-09-26,26-263,DAL,away,NYG,W 23-16,7,5,54,10.8,0,71.4,7.7,3,WR,7-239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.9,13.5
Garrett Wilson,WR,CIN,6.584261551155116,15,0.4389507700770077,3,NYJ,vs. CIN,3 out of 5 stars,B-,9.9,45,60,11,Sun,3,2022-09-25,22-065,NYJ,home,CIN,L 12-27,11,6,60,10,0,54.5,5.5,3,WR,1-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,16.6
Robbie Anderson,WR,NO,5.442336309523809,13,0.41864125457875456,3,CAR,vs. NO,4 out of 5 stars,C,8.1,155,14,4,Sun,3,2022-09-25,29-139,CAR,home,NOR,W 22-14,4,1,14,14,0,25,3.5,1,WR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9000000000000001,10.7
Michael Thomas,WR,CAR,7.570484539969835,23,0.3291515017378189,3,NO,at CAR,4 out of 5 stars,A-,11.2,57,49,5,Sun,3,2022-09-25,29-206,NOR,away,CAR,L 14-22,5,5,49,9.8,0,100,9.8,3,WR,2-47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.4,17.8
