player,Position_yah,Opponent_yah,expected_points,Salary_yah,home_away,games,ex_ppd
Josh Allen,QB,CHI,23.076015794986553,37,Away,14,0.6236761025672042
Justin Herbert,QB,IND,16.36004302847852,31,Away,14,0.5277433234993071
Tom Brady,QB,ARI,16.026908248785066,28,Away,14,0.5723895803137523
Patrick Mahomes,QB,SEA,24.24232834491498,37,Home,14,0.6551980633760806
Aaron Rodgers,QB,MIA,14.245586092946446,26,Away,14,0.5479071574210171
Matthew Stafford,QB,DEN,13.30536209550173,20,Home,9,0.6652681047750865
Dak Prescott,QB,PHI,17.097912719362643,27,Home,9,0.6332560266430609
Joe Burrow,QB,NE,20.120256399515366,35,Away,14,0.5748644685575819
Jalen Hurts,QB,DAL,23.042750553815814,38,Away,14,0.6063881724688372
Kyler Murray,QB,TB,18.05351125334052,20,Home,11,0.902675562667026
Kirk Cousins,QB,NYG,17.556213818749324,32,Home,14,0.5486316818359164
Ryan Tannehill,QB,HOU,14.58198295085624,20,Home,12,0.729099147542812
Carson Wentz,QB,SF,13.766129873838835,20,Away,6,0.6883064936919417
Derek Carr,QB,PIT,14.861103187154372,26,Away,14,0.5715808918136297
Russell Wilson,QB,LAR,13.914744693410288,22,Away,12,0.6324883951550131
Lamar Jackson,QB,ATL,20.75033529729288,32,Home,12,0.6484479780404026
Jimmy Garoppolo,QB,WAS,15.641869966373868,20,Home,10.75,0.7820934983186933
Mac Jones,QB,CIN,11.853799492793028,20,Home,11,0.5926899746396515
Matt Ryan,QB,LAC,13.020667561277603,24,Home,12,0.5425278150532334
Taylor Heinicke,QB,SF,12.852238414033728,22,Away,8,0.5841926551833513
Teddy Bridgewater,QB,GB,9.795141618678917,20,Home,3.25,0.4897570809339459
Trevor Lawrence,QB,NYJ,16.93308494900867,35,Away,15,0.4838024271145334
Jared Goff,QB,CAR,14.788363729275463,28,Away,14,0.5281558474741237
Tua Tagovailoa,QB,GB,17.948099849270235,33,Home,12,0.5438818136142496
