player,fant_pos,Long_Name.x,Opponent,expected_points,Salary,ovr_ex_rec_yds,ovr_ex_rec_td,ovr_ex_rus_yds,ovr_ex_rus_td,ovr_ex_rec,fl,ex_ppd
Jonathan Taylor,RB,Indianapolis Colts,LV,19.24007656623003,24,22.524808792901272,0.12200435729847495,94.01010884668828,0.9625668449197861,2.628903413217139,2,0.8016698569262513
Austin Ekeler,RB,Los Angeles Chargers,SF,17.57829846669337,35,35.0037109375,0.4144736842105263,55.78881543075246,0.7291666666666667,4.024407449209932,3,0.502237099048382
Najee Harris,RB,Pittsburgh Steelers,NO,15.575389323762693,16,27.626919004764424,0.1649616368286445,70.72200958715767,0.45294117647058824,4.066159169550173,0,0.9734618327351683
James Conner,RB,Arizona Cardinals,LAR,17.218986485980317,20,28.837423650470477,0.1917211328976035,54.40628659941818,1.0485933503836318,2.9054571226080794,0,0.8609493242990158
Ezekiel Elliott,RB,Dallas Cowboys,GB,12.110072852948306,18,14.990122549019608,0.10441176470588234,55.26952224967382,0.5490196078431373,2.562334393216746,1,0.6727818251637948
Nick Chubb,RB,Cleveland Browns,MIA,13.405036655191617,37,13.459918244406197,0.07482993197278912,78.93770596057121,0.5142857142857142,1.546875,1,0.36229828797815183
Alvin Kamara,RB,New Orleans Saints,PIT,18.81090147145374,31,38.48005944373983,0.3729767769176636,82.3635338615607,0.3945578231292517,4.24266908128439,0,0.6068032732727012
Antonio Gibson,RB,Washington Football Team,PHI,13.830646063739199,17,19.835925415529996,0.22580645161290322,63.21884146436901,0.5384615384615384,2.9113809351214206,4,0.8135674155140705
Leonard Fournette,RB,Tampa Bay Buccaneers,SEA,15.801403572722077,25,30.75761400580678,0.11331923890063425,63.64610700304479,0.5494949494949495,4.7682926829268295,0,0.632056142908883
Cordarrelle Patterson,RB,Atlanta Falcons,CAR,14.879408520793207,23,33.77139249336624,0.3770491803278688,47.2833433132605,0.4828614008941878,3.228942905596382,0,0.6469308052518786
Aaron Jones,RB,Green Bay Packers,DAL,12.934758201413374,21,25.26322132097335,0.3230769230769231,53.51898245614035,0.26666666666666666,3.3028192371475953,1,0.6159408667339702
Derrick Henry,RB,Tennessee Titans,DEN,18.77032718356471,37,19.908937975424223,0,104.65245424292846,0.8695652173913043,2.1935933147632314,0,0.5073061400963436
Dalvin Cook,RB,Minnesota Vikings,BUF,15.041875670469958,26,14.248520710059172,0,87.6756476683938,0.6692307692307693,2.283533049864708,2,0.5785336796334599
Josh Jacobs,RB,Las Vegas Raiders,IND,13.16693957738211,30,22.076993019190734,0,63.45108644382252,0.5230024213075061,3.494607087827427,2,0.438897985912737
Devin Singletary,RB,Buffalo Bills,MIN,10.264351790394898,16,13.637359421380491,0.0538971807628524,52.09313324729904,0.3656716417910447,2.347779176407121,0,0.6415219868996811
David Montgomery,RB,Chicago Bears,DET,14.97493302875382,21,26.594073061332182,0,69.80609133185942,0.6346153846153846,3.362140871177016,1,0.7130920489882772
AJ Dillon,RB,Green Bay Packers,DAL,12.44561831375353,17,22.89452764599139,0.12191582002902757,60.89084409136048,0.37735849056603776,2.444757345348728,1,0.7320951949266782
D Andre Swift,RB,Detroit Lions,CHI,16.844425542485077,18,40.05403518750727,0.21840242669362991,61.06244297023355,0.5038759689922481,5.170307728447263,1,0.9358014190269487
Elijah Mitchell,RB,San Francisco 49ers,LAC,14.827682827350491,17,12.049762262882707,0.09481216457960644,93.61379887908265,0.46511627906976744,1.8035121025154248,0,0.8722166369029701
Myles Gaskin,RB,Miami Dolphins,CLE,10.377709546666514,13,14.89877015504398,0.312256049960968,43.82945801271328,0.20491803278688522,3.06597954877455,1,0.798285349743578
Tony Pollard,RB,Dallas Cowboys,GB,11.254801925143642,23,26.598037037037038,0,59.92986209427927,0.16592592592592592,3.2129129129129126,0,0.4893392141366801
Chuba Hubbard,RB,Carolina Panthers,ATL,9.169830321716889,15,12.665657787517905,0.1053864168618267,44.48849255086239,0.34715525554484084,1.7406255888449218,1,0.6113220214477926
Saquon Barkley,RB,New York Giants,HOU,12.508651511884022,36,23.145747087705786,0.2153846153846154,55.47890083849799,0.3173076923076923,3.2077580539119,1,0.3474625419967784
Clyde Edwards Helaire,RB,Kansas City Chiefs,JAX,10.878018558701587,19,11.666812773951158,0.1648648648648649,53.97427109974425,0.47500000000000003,1.7494419642857142,2,0.5725272925632414
Alexander Mattison,RB,Minnesota Vikings,BUF,8.405263512710798,11,14.502958579881657,0.05203619909502263,37.14300518134715,0.33461538461538465,2.1492075763432545,1,0.7641148647918907
Jamaal Williams,RB,Detroit Lions,CHI,8.803996551481927,25,11.964813785436354,0,51.15191940615058,0.26,1.8646464646464647,0,0.3521598620592771
Latavius Murray,RB,Denver Broncos,TEN,7.498275796233021,14,6.750974116337323,0,35.69882716049383,0.46875,0.8815913370998116,0,0.5355911283023587
Miles Sanders,RB,Philadelphia Eagles,WAS,7.772700612613286,22,14.963351938895418,0,51.956108041743406,0,2.4948425624321393,1,0.3533045733006039
Christian McCaffrey,RB,San Francisco 49ers,LAC,15.659079918968857,43,46.330016583747934,0.1456043956043956,65.9851602690938,0.14285714285714285,5.393586005830904,0,0.3641646492783455
Kenneth Gainwell,RB,Philadelphia Eagles,WAS,8.270529099742353,12,23.471318257032543,0.11020408163265305,19.642800766715524,0.3183673469387755,3.1019078641228477,1,0.6892107583118627
Kareem Hunt,RB,Cleveland Browns,MIA,14.661955013335415,15,30.15021686746988,0,54.21183326588426,0.72,3.8114999999999997,0,0.9774636675556944
D Onta Foreman,RB,Carolina Panthers,ATL,13.098150968983425,19,18.20506329113924,0,83.66065870430691,0.42352941176470593,1.2741379310344827,1,0.6893763667886014
J D McKissic,RB,Washington Football Team,PHI,12.550861532756388,11,46.13014627530757,0.25925925925925924,22.258342767804194,0.26495726495726496,5.133426966292134,0,1.1409874120687624
Nyheim Hines,RB,Buffalo Bills,MIN,6.5686123862053085,15,22.587556234615057,0.06565656565656565,20.131791431746166,0.12727272727272726,2.8600219058050387,2,0.43790749241368726
Khalil Herbert,RB,Chicago Bears,DET,5.942368522594435,20,8.32179607109448,0,34.93019428913364,0.1778975741239892,1.099568083655376,0,0.2971184261297218
Dontrell Hilliard,RB,Tennessee Titans,DEN,7.707634316853687,13,12.41076653013458,0,43.13500487692926,0.191904047976012,2.554989914513495,1,0.5928949474502836
Craig Reynolds,RB,Detroit Lions,CHI,7.661346772453852,12,11.655494882778013,0,57.57532281205165,0,1.4765300059417705,0,0.6384455643711543
Jerick McKinnon,RB,Kansas City Chiefs,JAX,2.777511725978737,13,9.925255152556343,0.08454608454608456,6.638704177323103,0,1.2276785714285714,0,0.21365474815221056
Eno Benjamin,RB,Arizona Cardinals,LAR,3.459896207589222,16,6.1007171811662,0,16.12574038392921,0.13204508856682767,0.8899598393574297,0,0.21624351297432637
Deon Jackson,RB,Indianapolis Colts,LV,1.2133680638405049,19,0,0,4.052872557596967,0.13468013468013468,0,0,0.0638614770442371
Kylin Hill,RB,Green Bay Packers,DAL,0.5620542040868011,12,0.8076477404403245,0,4.018947368421053,0,0.15878938640132667,0,0.046837850340566756
