player,fant_pos,Long_Name.x,Opponent,expected_points,Salary,ovr_ex_rec,ovr_ex_rec_yds,ovr_ex_rec_td,fl,ex_ppd
Cooper Kupp,WR,Los Angeles Rams,ARI,19.17242112195705,39,8.119747899159664,102.23020630052969,0.8149210903873745,0,0.4916005415886423
Travis Kelce,TE,Kansas City Chiefs,JAX,11.663367779109086,32,5.294363839285714,63.59091264871634,0.46368243243243246,1,0.36448024309715893
Deebo Samuel,WR,San Francisco 49ers,LAC,13.004587504942872,24,4.988662131519275,84.34554363481158,0.38827838827838823,2,0.541857812705953
George Kittle,TE,San Francisco 49ers,LAC,11.211304061288832,21,5.174927113702624,61.45818526415542,0.4368131868131868,1,0.5338716219661348
Justin Jefferson,WR,Minnesota Vikings,BUF,12.903955631230414,36,5.546851906591782,78.60633484162896,0.39792387543252594,1,0.3584432119786226
Davante Adams,WR,Las Vegas Raiders,IND,17.683573443400025,25,7.338068181818182,90.82474135099628,0.8220108695652173,0,0.707342937736001
Dawson Knox,TE,Buffalo Bills,MIN,8.925177231739474,15,3.265999591586686,39.870926901834174,0.5508474576271187,0,0.5950118154492983
Mike Evans,WR,Tampa Bay Buccaneers,SEA,12.31333264190788,22,4.394690040650406,60.25871342512909,0.6816860465116279,0,0.5596969382685401
Tyreek Hill,WR,Miami Dolphins,CLE,14.062510307152852,37,6.323407713905718,71.82256343590186,0.6396588486140724,1,0.38006784613926625
Dallas Goedert,TE,Philadelphia Eagles,WAS,10.777422536663199,17,4.37166675868161,63.949789878308664,0.36610169491525424,0,0.6339660315684235
Stefon Diggs,WR,Buffalo Bills,MIN,13.38392647869448,36,5.956626506024096,72.19338715878509,0.5310457516339869,0,0.3717757355192911
Kyle Pitts,TE,Atlanta Falcons,CAR,8.213357028476322,17,3.9025801784422476,58.43885121073379,0.0696969696969697,0,0.4831386487339013
Mike Williams,WR,Los Angeles Chargers,SF,11.54313781728223,26,4.5103036481468,64.00040322580645,0.4813242784380306,0,0.4439668391262396
Zach Ertz,TE,Arizona Cardinals,LAR,8.387634904107568,16,4.559332715477293,46.036950420954156,0.25071225071225073,0,0.524227181506723
Mike Gesicki,TE,Miami Dolphins,CLE,8.323314556628805,13,4.643811881188118,50.490276636537935,0.15873015873015872,0,0.6402549658945235
Tyler Lockett,WR,Seattle Seahawks,TB,13.525007149486317,21,5.414448302469136,80.1778299825175,0.4666666666666667,0,0.6440479594993485
Pat Freiermuth,TE,Pittsburgh Steelers,NO,8.088928688436996,13,3.93312693498452,35.07567356718954,0.45919145690312735,1,0.6222252837259228
Diontae Johnson,WR,Pittsburgh Steelers,NO,13.39390748762402,15,6.448425047438331,75.3294882084735,0.48246844319775595,2,0.8929271658416014
Noah Fant,TE,Seattle Seahawks,TB,8.493640059785893,14,5.043595679012345,45.7184222027972,0.23333333333333334,0,0.6066885756989924
Tyler Higbee,TE,Los Angeles Rams,ARI,6.999794741170564,14,3.871346469622331,33.32414189286227,0.28861788617886175,0,0.49998533865504025
CeeDee Lamb,WR,Dallas Cowboys,GB,10.911940186087726,24,4.801137202776547,64.16289617486338,0.34918032786885245,0,0.4546641744203219
Keenan Allen,WR,Los Angeles Chargers,SF,11.068940745849174,23,6.094102708803613,61.567578125,0.31085526315789475,0,0.4812582932977902
T J Hockenson,TE,Minnesota Vikings,BUF,7.589577885657548,17,4.438337520938023,40.17467948717949,0.22549019607843135,0,0.4464457579798558
Michael Pittman Jr,WR,Indianapolis Colts,LV,11.857828606444507,14,5.783587509077706,67.69956420533104,0.36601307189542487,0,0.846987757603179
Darren Waller,TE,Las Vegas Raiders,IND,9.347652561640434,20,4.772727272727273,56.56941099189841,0.21739130434782608,0,0.4673826280820217
Chris Godwin,WR,Tampa Bay Buccaneers,SEA,12.048602598934911,16,6.651422764227642,73.39170286588532,0.2782392026578073,2,0.753037662433432
David Njoku,TE,Cleveland Browns,MIA,6.5135677090930315,17,2.6427966101694915,34.87568919746784,0.28410008071025017,0,0.3831510417113548
Brandin Cooks,WR,Houston Texans,NYG,12.579455251599859,12,6.00635593220339,70.04848714069591,0.42857142857142855,0,1.0482879376333216
Jaylen Waddle,WR,Miami Dolphins,CLE,11.814318179088716,30,6.202351485148515,61.59571007943029,0.4464285714285714,1,0.39381060596962386
Gerald Everett,TE,Los Angeles Chargers,SF,5.568306054580434,14,3.0984911488653912,29.03640350877193,0.23268698060941828,2,0.3977361467557453
Cole Kmet,TE,Chicago Bears,DET,5.971355923888146,13,3.6729270021261513,41.3489242282507,0,0,0.45933507106831895
Darnell Mooney,WR,Chicago Bears,DET,12.219825043861132,17,5.187303058387395,74.56942745436665,0.3615384615384616,0,0.7188132378741843
Amon Ra St Brown,WR,Detroit Lions,CHI,10.829104406561688,20,5.378787878787879,57.91884380211228,0.3913043478260869,0,0.5414552203280845
Evan Engram,TE,Jacksonville Jaguars,KC,6.827622542501,15,3.4069106283714827,32.118865265608726,0.3421052631578947,1,0.4551748361667334
Mo Alie Cox,TE,Indianapolis Colts,LV,4.959194243335867,12,1.8492975734355044,23.18070360832675,0.28607918263090676,0,0.4132661869446556
Terry McLaurin,WR,Washington Football Team,PHI,10.969742232531658,19,4.866573033707866,64.77632186265961,0.3431372549019608,0,0.5773548543437714
Foster Moreau,TE,Las Vegas Raiders,IND,4.564053044948432,11,1.8475073313782993,22.51800080521554,0.2314165497896213,0,0.41491391317713017
Amari Cooper,WR,Cleveland Browns,MIA,12.256222103912016,24,4.991949152542373,63.510465591178274,0.5682001614205003,0,0.510675920996334
Adam Thielen,WR,Minnesota Vikings,BUF,9.99017096446381,17,4.4999033629686895,46.180473372781066,0.5203619909502263,0,0.5876571155566946
Cameron Brate,TE,Tampa Bay Buccaneers,SEA,4.13135903909188,13,2.11156278229449,16.905647280479947,0.23083548664944015,0,0.31779684916091383
Christian Kirk,WR,Jacksonville Jaguars,KC,12.873779793945095,21,5.242963095344473,71.07136955950278,0.5241935483870968,0,0.6130371330450045
DeVonta Smith,WR,Philadelphia Eagles,WAS,10.713216522256717,18,4.399630511935436,62.14893803602433,0.4029850746268656,1,0.5951786956809287
A J Brown,WR,Philadelphia Eagles,WAS,13.50225349501125,31,5.580180405913305,75.9677867666998,0.5192307692307693,0,0.43555656435520157
Brandon Aiyuk,WR,San Francisco 49ers,LAC,8.074478952892852,20,3.411513859275053,46.62637063439024,0.30424799081515497,1,0.4037239476446426
K J Osborn,WR,Minnesota Vikings,BUF,6.9602077127720055,12,2.910385259631491,36.10897435897436,0.3156862745098039,0,0.5800173093976672
Chase Claypool,WR,Chicago Bears,DET,10.145002334423982,15,4.234420440382218,68.12274872853564,0.2025862068965517,0,0.6763334889615987
DeAndre Hopkins,WR,Arizona Cardinals,LAR,11.62194338313654,31,4.2050602409638556,56.08302151543499,0.6518518518518519,0,0.3749013994560174
Allen Lazard,WR,Green Bay Packers,DAL,7.416741519923887,18,2.628238119746097,34.288824070004395,0.44562334217506633,0,0.41204119555132707
Courtland Sutton,WR,Denver Broncos,TEN,7.6238491438518,16,3.6632093768445904,50.04184753936967,0.13134328358208955,0,0.4764905714907375
Robert Tonyan,TE,Green Bay Packers,DAL,5.246641550890825,13,2.3654143077714873,27.270643704798818,0.22281167108753316,0,0.40358781160698654
Will Dissly,TE,Seattle Seahawks,TB,2.9342942681925734,12,1.689579409918393,17.098435462842243,0.06327683615819209,0,0.24452452234938113
Mecole Hardman,WR,Kansas City Chiefs,JAX,6.490134494327042,15,3.6830357142857144,42.49166339428802,0.11177278973889143,2,0.4326756329551361
Jarvis Landry,WR,New Orleans Saints,PIT,8.076725161149524,17,4.791808873720136,51.003609541745135,0.15229885057471265,2,0.47510148006761904
Donovan Peoples Jones,WR,Cleveland Browns,MIA,7.836782465998447,15,2.8875,50.70903614457831,0.24649859943977592,1,0.5224521643998965
DeAndre Carter,WR,Los Angeles Chargers,SF,3.6197843753973267,13,1.5492455744326956,17.980701754385965,0.1745152354570637,0,0.2784449519536405
Marquez Valdes Scantling,WR,Kansas City Chiefs,JAX,6.569707982243694,15,2.3939732142857144,38.889375913170525,0.2472972972972973,0,0.4379805321495796
Zay Jones,WR,Jacksonville Jaguars,KC,6.253476185562246,14,3.3069252077562328,40.83346915017462,0.10833333333333334,1,0.44667687039730325
Olamide Zaccheaus,WR,Atlanta Falcons,CAR,4.985345488394422,11,1.9901991637818641,25.868560759950157,0.23389830508474577,0,0.45321322621767474
Michael Gallup,WR,Dallas Cowboys,GB,7.586436936936936,14,3.7072072072072073,45.156904761904755,0.20285714285714285,0,0.5418883526383526
Tre Quan Smith,WR,New Orleans Saints,PIT,7.6535249435596455,13,3.629299028616435,41.51872776731534,0.2811671087533157,0,0.5887326879661265
Rondale Moore,WR,Arizona Cardinals,LAR,5.924242333748299,13,4.4134743053848045,34.816775166568036,0.06651549508692366,1,0.4557109487498691
Julio Jones,WR,Tampa Bay Buccaneers,SEA,5.98312169361887,11,2.945630081300813,40.428647925033474,0.07790697674418606,0,0.5439201539653518
Jerry Jeudy,WR,Denver Broncos,TEN,8.062121266645509,18,4.594350282485875,57.649461254025695,0,0,0.44789562592475046
Kadarius Toney,WR,Kansas City Chiefs,JAX,6.581149521095226,13,4.224658613445378,44.68820214372537,0,0,0.506242270853479
Marquise Goodwin,WR,Seattle Seahawks,TB,4.694554421448361,12,2.1576879910213242,31.066195168467893,0.08484848484848485,0,0.3912128684540301
Isaiah McKenzie,WR,Buffalo Bills,MIN,2.645211228129636,14,1.6734170725455013,15.17722550012913,0.0768321513002364,1,0.18894365915211683
Parris Campbell,WR,Indianapolis Colts,LV,5.5314515622624985,12,2.1281599059376837,32.82186424108471,0.19753086419753085,0,0.4609542968552082
