Player,Position_yah,Team_yah,Opponent_yah,expected_points,Salary_yah,ovr_ex_pas_yds,ovr_ex_pas_td,ovr_ex_rus_yds,ovr_ex_rus_td,fmb_scrim,Int_pas,games,ex_ppd,home_away
Tyrod Taylor,QB,NYG,DET,8.630502427184467,20,133.15,0.835,29.645024271844658,0,1,1,0.75,0.4315251213592234,Home
Case Keenum,QB,BUF,CLE,7.32,20,111,0.72,0,0,0,0,1.5,0.366,Home
Trevor Siemian,QB,CHI,ATL,8.702000000000002,20,142.55,0.75,0,0,0,0,0.75,0.4351000000000001,Away
Chase Daniel,QB,LAC,KC,9.187999999999999,20,124.2,1.055,0,0,0,0,1.5,0.4593999999999999,Home
Chad Henne,QB,KC,LAC,7.066,20,104.65,0.72,0,0,0,0,1.5,0.3533,Away
Nick Mullens,QB,MIN,DAL,6.013999999999999,20,89.35,0.61,0,0,0,0,0.75,0.30069999999999997,Home
Bryce Perkins,QB,LAR,NO,6.641259911894274,20,96.45,0.55,5.832599118942731,0,0,0,0.75,0.3320629955947137,Away
Desmond Ridder,QB,ATL,CHI,6.268000000000001,20,101.7,0.55,0,0,0,0,0,0.3134,Home
Sam Darnold,QB,CAR,BAL,8.056000000000001,21,129.4,0.72,0,0,0,0,0,0.38361904761904764,Away
Matt Corral,QB,CAR,BAL,8.056000000000001,20,129.4,0.72,0,0,0,0,0,0.40280000000000005,Away
Tyler Huntley,QB,BAL,CAR,7.263999999999999,20,111.6,0.7,0,0,0,0,0,0.36319999999999997,Home
Joshua Dobbs,QB,CLE,BUF,6.204,20,105.1,0.5,0,0,0,0,0,0.3102,Away
Kellen Mond,QB,CLE,BUF,6.204,20,105.1,0.5,0,0,0,0,0,0.3102,Away
Sam Howell,QB,WAS,HOU,6.258,20,106.45,0.5,0,0,0,0,0,0.3129,Away
Kyle Allen,QB,HOU,WAS,7.853999999999999,20,106.35,0.9,0,0,0,0,0,0.39269999999999994,Home
Ian Book,QB,PHI,IND,6.3260000000000005,20,98.15,0.6,0,0,0,0,0,0.3163,Away
Nick Foles,QB,IND,PHI,5.774,20,88.85,0.555,0,0,0,0,0,0.2887,Home
Mike White,QB,NYJ,NE,6.746,20,102.15,0.665,0,0,0,0,0,0.33730000000000004,Away
Nate Sudfeld,QB,DET,NYG,6.5600000000000005,20,108.5,0.555,0,0,0,0,0,0.328,Away
Shane Buechele,QB,KC,LAC,7.066,20,104.65,0.72,0,0,0,0,0,0.3533,Away
Easton Stick,QB,LAC,KC,9.187999999999999,20,124.2,1.055,0,0,0,0,0,0.4593999999999999,Home
Will Grier,QB,DAL,MIN,7.918,20,131.45,0.665,0,0,0,0,0,0.39590000000000003,Away
Mason Rudolph,QB,PIT,CIN,6.104,20,102.6,0.5,0,0,0,0,0,0.3052,Home
