Player,Position_yah,Team_yah,Opponent_yah,expected_points,Salary_yah,ovr_ex_pas_yds,ovr_ex_pas_td,ovr_ex_rus_yds,ovr_ex_rus_td,fmb_scrim,Int_pas,games,ex_ppd,home_away
Patrick Mahomes,QB,KC,LAC,21.293824752027,39,267.75,2.11,28.014652014652015,0.13039325842696628,0.33,0.78,9,0.5459955064622307,Away
Josh Allen,QB,BUF,CLE,23.97528811272284,40,260.85,1.83,53.14434180138568,0.6328089887640449,0.89,1.11,9,0.599382202818071,Home
Aaron Rodgers,QB,GB,TEN,15.58410766721044,26,248.95,1.7650000000000001,4.861076672104405,0,0.64,0.64,11,0.5993887564311707,Home
Joe Burrow,QB,CIN,PIT,20.99104311193785,34,272.79999999999995,2,16.430971659919027,0.330990990990991,0.44,0.67,9,0.6173836209393485,Away
Justin Herbert,QB,LAC,KC,17.300344522968196,30,260.3,1.835,8.783445229681977,0,0.33,0.67,9,0.5766781507656066,Home
Kirk Cousins,QB,MIN,DAL,14.247687260206591,27,221.75,1.3900000000000001,6.497925233644859,0.1563157894736842,0.44,0.89,9,0.5276921207483922,Home
Jared Goff,QB,DET,NYG,13.544260400616333,26,235,1.3900000000000001,4.842604006163327,0,0.56,0.78,9,0.5209330923313974,Away
Matt Ryan,QB,IND,PHI,11.738250151975684,30,228.25,1.1800000000000002,6.940501519756839,0.18070000000000003,1.38,1.13,8,0.39127500506585616,Home
Jalen Hurts,QB,PHI,IND,19.741831481296092,38,221.3,1.38,34.89355290819902,0.5550793650793651,0.56,0.33,9,0.5195218810867392,Away
Kyler Murray,QB,ARI,SF,15.752433244916,31,219.4,1.165,34.53766578249337,0.2187777777777778,0.89,0.67,9,0.5081430079005161,Home
Derek Carr,QB,LV,DEN,11.992803001876174,23,205.4,1.055,7.768030018761726,0,0.33,0.56,9,0.5214262174728771,Away
Jacoby Brissett,QB,CLE,BUF,13.568291568788384,20,220.3,0.9450000000000001,17.070780856423173,0.15820224719101122,0.56,0.56,9,0.6784145784394192,Away
Russell Wilson,QB,DEN,LV,16.697007722007726,25,248.75,1.385,16.739720077220078,0.19383928571428571,0.5,0.63,8,0.667880308880309,Home
Davis Mills,QB,HOU,WAS,13.127511296660119,22,216.05,1.51,3.2551129666011787,0,0.44,1,9,0.5967050589390963,Home
Jimmy Garoppolo,QB,SF,ARI,16.627659660468876,27,244.25,1.54,3.0765966046887634,0.275,0.38,0.5,7.75,0.6158392466840324,Away
Matthew Stafford,QB,LAR,NO,11.709863436123346,25,218.45,1.05,0.9186343612334802,0.15666666666666668,0.63,1,8,0.4683945374449338,Away
Lamar Jackson,QB,BAL,CAR,21.10711719214753,36,209.8,1.5899999999999999,64.5311719214753,0.242,0.44,0.67,9,0.5863088108929869,Home
Marcus Mariota,QB,ATL,CHI,15.423881659487645,25,189.05,1.15,32.70972568578554,0.3818181818181818,0.8,0.7,10,0.6169552663795058,Home
Ryan Tannehill,QB,TEN,GB,13.662349707313634,21,201.55,1.35,4.8771334367726915,0.11877272727272728,0.25,0.5,8,0.6505880813006493,Away
Daniel Jones,QB,NYG,DET,19.4862840800573,30,216.3,1.28,42.49120145631068,0.3908606557377049,0.33,0.22,9,0.6495428026685767,Home
Andy Dalton,QB,NO,LAR,12.904473902236951,23,218.7,1.395,4.364739022369511,0,0.43,1,7,0.5610640827059544,Home
Justin Fields,QB,CHI,ATL,20.59192117005454,42,214.5,1.35,59.61921170054537,0.625,1.2,0.7,10,0.49028383738225095,Away
Carson Wentz,QB,WAS,HOU,13.289508896797152,23,230.55,1.335,17.275088967971527,0,1,1,6,0.5778047346433545,Away
Zach Wilson,QB,NYJ,NE,12.787054403541473,20,202.3,1,11.528922413793104,0.1186936936936937,0.17,0.83,6,0.6393527201770737,Away
Kenny Pickett,QB,PIT,CIN,14.149235446384315,20,199.35,0.665,25.989667896678966,0.541044776119403,0.5,1.33,5.75,0.7074617723192158,Home
Mac Jones,QB,NE,NYJ,11.673159726962458,20,195.55,0.835,12.650597269624573,0.17935,0.33,1.17,6,0.5836579863481229,Home
Baker Mayfield,QB,CAR,BAL,12.723516949152541,20,222.5,1.22,5.935169491525423,0.17,1,0.67,5.75,0.6361758474576271,Away
Cooper Rush,QB,DAL,MIN,11.911945022288261,20,216.45,1.08,0.9394502228826151,0,0.33,0.5,5.75,0.5955972511144131,Away
Joe Flacco,QB,NYJ,NE,12.636051724137932,20,252.3,1.5,2.0405172413793107,0,1.33,1,3,0.6318025862068966,Away
Jameis Winston,QB,NO,LAR,11.922684341342169,22,250.35,1.275,4.786843413421707,0,1,1.67,3,0.541940197333735,Home
Dak Prescott,QB,DAL,MIN,16.832873334470076,29,238.45,1.415,12.024962852897474,0.23872950819672134,0,1,4,0.580443908085175,Away
Taylor Heinicke,QB,WAS,HOU,15.971078291814948,24,211.45,1.125,19.630782918149464,0.425,0.25,1,4,0.6654615954922894,Away
Mitch Trubisky,QB,PIT,CIN,11.99833034091535,20,182.3,0.8,6.078228782287823,0.2164179104477612,0,0.4,4.75,0.5999165170457675,Home
Bailey Zappe,QB,NE,NYJ,11.678,20,198.2,1.125,0,0,0,0.75,3.5,0.5839000000000001,Home
P J Walker,QB,CAR,BAL,11.570389830508475,21,190.3,0.97,5.783898305084746,0,0,0.5,5.75,0.5509709443099273,Away
Sam Ehlinger,QB,IND,PHI,10.370990881458967,20,164.85,0.555,30.569908814589663,0,0.5,0.5,2,0.5185495440729484,Home
Colt McCoy,QB,ARI,SF,11.064242263483642,20,217.95,1,3.462422634836428,0,1,0,1,0.5532121131741821,Home
Brett Rypien,QB,DEN,LV,11.277731660231659,20,237.5,0.945,9.977316602316602,0,1,1,1,0.5638865830115829,Home
John Wolford,QB,LAR,NO,7.795444933920706,20,203.95,1.05,4.3744493392070485,0,2,1,1,0.3897722466960353,Away
Trey Lance,QB,SF,ARI,11.953261115602265,20,172.05,0.85,31.712611156022632,0,0.5,0.5,2,0.5976630557801133,Away
Malik Willis,QB,TEN,GB,7.628259115593483,20,110.35,0.725,13.142591155934834,0,0.4,0.2,4.25,0.38141295577967416,Away
Jordan Love,QB,GB,TEN,9.666,20,151.65,0.9,0,0,0,0,1.5,0.4833,Home
Jarrett Stidham,QB,LV,DEN,5.548,20,105.2,0.335,0,0,0,0,1.5,0.2774,Away
Brock Purdy,QB,SF,ARI,8.502,20,140.05,0.85,0,0,0,0.5,1.5,0.42510000000000003,Away
Brian Hoyer,QB,NE,NYJ,6.762,20,119.05,0.5,0,0,0,0,1,0.33809999999999996,Home
Gardner Minshew II,QB,PHI,IND,6.786,20,109.65,0.6,0,0,0,0,0.75,0.3393,Away
Brandon Allen,QB,CIN,PIT,9.718,20,142.95,1,0,0,0,0,0.75,0.4859,Away
Trace McSorley,QB,ARI,SF,6.9436056587091075,20,101.95,0.5,8.65605658709107,0,0,0,1.5,0.3471802829354554,Home
