Player,Position_yah,Team_yah,Opponent_yah,expected_points,Salary_yah,ovr_ex_rec,ovr_ex_rec_yds,ovr_ex_rec_td,fmb_scrim,games,ex_ppd,home_away
Taysom Hill,TE,NO,LAR,0.6978798204227161,11,0.33373303167420815,1.6938830458561212,0.0969375,0.11,7.75,0.06344362003842874,Home
Tyler Boyd,WR,CIN,PIT,10.511127376425856,25,3.7818250950570347,59.802148288973385,0.44,0,8.5,0.42044509505703426,Away
Justin Jefferson,WR,MIN,DAL,15.989314700949171,36,6.891015625,101.91499196141478,0.39205128205128204,0,9,0.4441476305819214,Home
Mack Hollins,WR,LV,DEN,6.6786076463893345,11,3.2784292035398233,40.7230971128609,0.16118055555555555,0,8.75,0.6071461496717577,Away
Chase Claypool,WR,CHI,ATL,8.689304659088748,13,5.449186991869919,52.89711163153787,0.1125,0,9.5,0.6684080506991344,Away
Amari Cooper,WR,CLE,BUF,12.390026647915036,20,4.851359223300971,63.967065868263475,0.5946067415730338,0,9,0.6195013323957518,Away
Cooper Kupp,WR,LAR,NO,16.124335028678804,38,7.432662601626017,86.27003727865798,0.7035,0.22,9,0.42432460601786326,Away
Stefon Diggs,WR,BUF,CLE,16.748111468103957,35,7.174089068825911,95.23229095853162,0.642972972972973,0.11,9,0.4785174705172559,Home
Davante Adams,WR,LV,DEN,14.485725873729278,29,6.231969026548672,76.77449693788276,0.6520486111111111,0.11,9,0.4995077887492854,Away
Terry McLaurin,WR,WAS,HOU,10.317600377893246,19,4.2534246575342465,73.90888049126121,0.16666666666666669,0.1,10,0.5430315988364867,Away
Travis Kelce,TE,KC,LAC,13.99169332157908,32,6.176470588235294,68.5043644472762,0.6755035971223021,0,9,0.43724041629934624,Away
A J Brown,WR,PHI,IND,13.439399477518798,28,4.950820895522387,74.07835183603757,0.5926923076923077,0,8.75,0.47997855276852847,Away
CeeDee Lamb,WR,DAL,MIN,15.96088955887937,24,6.6805,91.09164149043303,0.5852459016393443,0,9,0.66503706495330706,Away
Chris Olave,WR,NO,LAR,10.483492639206421,23,5.167805429864254,69.56339924274295,0.193875,0.11,8.25,0.4558040277915835,Home
Curtis Samuel,WR,WAS,HOU,8.31663438828531,14,4.345890410958905,48.43689182805857,0.25,0.1,9.5,0.5940453134489507,Away
JuJu Smith Schuster,WR,KC,LAC,8.508311577000043,22,4.508823529411766,56.920293086970375,0.16697841726618706,0.22,9,0.3867414353181838,Away
Ja Marr Chase,WR,CIN,PIT,16.621893536121675,33,6.174220532319392,86.54783269961978,0.86,0.14,7,0.5036937435188387,Away
Michael Pittman Jr,WR,IND,PHI,9.30788237632509,14,6.144375,59.79394876325088,0.11605000000000001,0.22,9,0.6648487411660778,Home
Amon Ra St Brown,WR,DET,NYG,10.97201060808796,18,5.843551401869158,61.52510356255178,0.31628742514970065,0,8,0.6095561448937755,Away
Deebo Samuel,WR,SF,ARI,8.852728074401965,20,4.773241206030151,52.57460854845535,0.28477443609022557,0.25,7.75,0.4426364037200982,Away
Brandon Aiyuk,WR,SF,ARI,11.977205163310627,21,5.492035175879397,64.43969530258147,0.501203007518797,0.11,9,0.5703431030147917,Away
Tee Higgins,WR,CIN,PIT,10.358674904942966,27,4.195893536121673,62.80728136882129,0.33,0,8.75,0.38365462610899875,Away
Gabe Davis,WR,BUF,CLE,10.38046222146977,19,2.690283400809717,59.19374575118967,0.5193243243243243,0,8,0.5463401169194616,Home
Dallas Goedert,TE,PHI,IND,9.502545786145147,21,4.8394527363184086,55.51280956447481,0.29192307692307695,0.11,9,0.452502180292626,Away
Courtland Sutton,WR,DEN,LV,9.931156902580884,15,5.064120603015075,62.69481216457961,0.18826923076923074,0,9,0.6620771268387257,Home
Allen Lazard,WR,GB,TEN,12.165222707616815,21,4.537433628318584,64.68529014844805,0.5713294797687862,0,9,0.5792963194103246,Home
Garrett Wilson,WR,NYJ,NE,9.050298416812115,15,4.447619047619048,55.9567808219178,0.24180180180180177,0.11,8,0.6033532277874744,Away
Donovan Peoples Jones,WR,CLE,BUF,7.439476864046365,12,4.041067961165049,56.38942883463841,0,0.11,8.5,0.6199564053371971,Away
DJ Moore,WR,CAR,BAL,10.701677763627806,19,4.922560975609756,59.00397275822929,0.39,0,10,0.563246198085674,Away
T J Hockenson,TE,MIN,DAL,8.767498328515336,19,4.195703125,49.05415996784566,0.2940384615384616,0,9,0.46144728044817557,Home
Mark Andrews,TE,BAL,CAR,13.064522111012197,29,5.9873595505617985,66.94325481798714,0.562752808988764,0,8,0.45050076244869647,Home
Mike Williams,WR,LAC,KC,12.412069804248407,26,5.064893617021276,68.44815303430079,0.5058012820512819,0,7,0.47738730016340025,Home
Marquise Brown,WR,ARI,SF,13.18188472064498,18,6.407518656716418,76.64279238440616,0.4423076923076923,0.17,6,0.7323269289247212,Home
DeVonta Smith,WR,PHI,IND,9.02623764920389,14,5.173557213930349,49.079205807002566,0.29192307692307695,0.11,9,0.6447312606574208,Away
Adam Thielen,WR,MIN,DAL,7.813562156041305,17,4.29453125,44.90142684887459,0.19602564102564102,0,9,0.4596213032965474,Home
Jakobi Meyers,WR,NE,NYJ,11.74445180363599,18,5.88044776119403,65.04227923038974,0.43,0.14,6.75,0.6524695446464439,Home
Darnell Mooney,WR,CHI,ATL,10.87028836084614,19,5.6048780487804875,73.92849336455895,0.1125,0,10,0.5721204400445337,Away
Diontae Johnson,WR,PIT,CIN,7.043807968971292,15,4.7271244635193135,49.002457372116346,0,0.11,9,0.46958719793141945,Home
Jerry Jeudy,WR,DEN,LV,10.52249611204502,16,3.698140703517588,52.845796064400716,0.5648076923076923,0,9,0.6576560070028138,Home
Marquez Valdes Scantling,WR,KC,LAC,5.859528752913567,14,2.5500000000000003,40.835935011150056,0.08348920863309353,0,8.25,0.4185377680652548,Away
Rondale Moore,WR,ARI,SF,8.96741811940715,16,5.236828358208955,56.059270172257484,0.12384615384615386,0,7,0.5604636324629468,Home
David Njoku,TE,CLE,BUF,9.011408017221969,15,5.04873786407767,58.75128972823583,0.14865168539325846,0.14,7,0.6007605344814646,Away
Drake London,WR,ATL,CHI,8.37216716319395,17,4.344755244755245,46.74789540816327,0.2875,0.1,9.5,0.49248042136435,Home
Pat Freiermuth,TE,PIT,CIN,8.122943100006573,16,4.075107296137339,51.13299899699096,0.16201492537313433,0,7.25,0.5076839437504108,Home
Parris Campbell,WR,IND,PHI,6.995014796819787,11,3.534375,33.28827296819787,0.3165,0,9.75,0.6359104360745261,Home
