,,,,,Games,,Receiving,,,,,,,,,,,Rushing,,,,,,,,Total Yds,,,,
39,David Montgomery,CHI,25,RB,5,5,2.2,2,22.6,11.3,0,1,30,2,22.6,90.9%,10.3,12.4,49.2,0.2,2,28,4,49.2,12.4,14.4,5,71.8,1,0
40,DeVonta Smith,PHI,24,WR,5,5,7.6,5.6,70.6,12.6,0.2,3.6,45,5.6,70.6,73.7%,9.3,,,,0,,,,,5.6,12.6,70.6,1,0
41,Mark Andrews,BAL,27,TE,5,5,9.2,6.4,69.8,10.9,0.8,4.2,25,6.4,69.8,69.6%,7.6,0.2,0.6,0,0.2,3,3,0.6,0.2,6.6,10.7,70.4,4,0
42,Travis Kelce,KAN,33,TE,5,5,8.4,6.6,69.4,10.5,1.4,5.2,35,6.6,69.4,78.6%,8.3,0.2,0.2,0,0.2,1,1,0.2,0.2,6.8,10.2,69.6,7,0
43,CeeDee Lamb,DAL,23,WR,5,5,10,5.6,68.2,12.2,0.4,3.6,30,5.6,68.2,56.0%,6.8,0.2,1.2,0,0.2,6,6,1.2,0.2,5.8,12,69.4,2,0
44,Ja'Marr Chase,CIN,22,WR,5,5,10.6,6.4,68.6,10.7,0.4,4.6,36,6.4,68.6,60.4%,6.5,0.8,0.4,0,0,4,0.5,0.4,0.8,7.2,9.6,69,2,0.2
45,Christian Kirk,JAX,26,WR,5,5,7.8,4.2,67.6,16.1,0.6,2.8,49,4.2,67.6,53.8%,8.7,0.2,0.6,0,0,3,3,0.6,0.2,4.4,15.5,68.2,3,0
46,Travis Etienne,JAX,23,RB,5,0,3.2,2.2,24.8,11.3,0,1.6,23,2.2,24.8,68.8%,7.8,8.8,43,0,1.8,30,4.9,43,8.8,11,6.2,67.8,0,0.2
47,Amon-Ra St. Brown,DET,23,WR,4,4,9.75,6.75,67.8,10,0.75,3.25,49,6.8,67.8,69.2%,6.9,0.5,17,0,0.25,58,34,17,0.5,7.25,11.7,84.8,3,0
48,Curtis Samuel,WAS,26,WR,6,5,8.33,5.67,47.8,8.4,0.33,2.83,32,5.7,47.8,68.0%,5.7,1.33,8.5,0,0.5,21,6.4,8.5,1.3,7,8,56.3,2,0.17
49,Dallas Goedert,PHI,27,TE,5,5,5.8,4.8,67,14,0.2,3,31,4.8,67,82.8%,11.6,,,,0,,,,,4.8,14,67,1,0
50,Josh Reynolds,DET,27,WR,5,5,6.8,4.6,67,14.6,0.4,3.2,31,4.6,67,67.6%,9.9,,,,0,,,,,4.6,14.6,67,2,0
51,Ezekiel Elliott,DAL,27,RB,5,5,1.4,1,5.4,5.4,0,0.2,31,1,5.4,71.4%,3.9,16.2,61,0.2,2.8,27,3.8,61,16.2,17.2,3.9,66.4,1,0
52,James Robinson,JAX,24,RB,5,5,1.8,1.6,9,5.6,0.2,0.8,10,1.6,9,88.9%,5,13.8,57.2,0.6,3,50,4.1,57.2,13.8,15.4,4.3,66.2,4,0.2
53,Kareem Hunt,CLE,27,RB,5,0,3.2,2.8,16.6,5.9,0.2,1.2,24,2.8,16.6,87.5%,5.2,11.4,49.4,0.4,3.2,24,4.3,49.4,11.4,14.2,4.6,66,3,0
54,Raheem Mostert,MIA,30,RB,5,3,2.4,1.4,13,9.3,0,0.6,16,1.4,13,58.3%,5.4,11.4,52,0.2,2.4,25,4.6,52,11.4,12.8,5.1,65,1,0
55,Tony Pollard,DAL,25,RB,5,1,2.6,1.4,14.2,10.1,0,0.4,46,1.4,14.2,53.8%,5.5,8.8,49.6,0.4,2.2,57,5.6,49.6,8.8,10.2,6.3,63.8,2,0
56,Mike Evans,TAM,29,WR,4,4,7.25,5,79,15.8,0.75,4.25,41,5,79,69.0%,10.9,,,,0,,,,,5,15.8,79,3,0
57,Devin Singletary,BUF,25,RB,5,5,4.6,3.6,29,8.1,0.2,1.8,22,3.6,29,78.3%,6.3,8,34.2,0,1.4,23,4.3,34.2,8,11.6,5.4,63.2,1,0.2
58,Tee Higgins,CIN,23,WR,5,5,5.6,4,63,15.8,0.4,3,59,4,63,71.4%,11.3,,,,0,,,,,4,15.8,63,2,0
59,AJ Dillon,GNB,24,RB,5,1,2.8,1.8,13.8,7.7,0,0.6,12,1.8,13.8,64.3%,4.9,12.6,49,0.2,3,14,3.9,49,12.6,14.4,4.4,62.8,1,0
60,Alvin Kamara,NOR,27,RB,3,3,5.67,3.67,36.7,10,0,1,54,3.7,36.7,64.7%,6.5,15.7,67.7,0,3.33,27,4.3,67.7,15.7,19.3,5.4,104.3,0,0.67
61,Gabriel Davis,BUF,23,WR,4,4,5,2.75,77.3,28.1,0.75,2.25,98,2.8,77.3,55.0%,15.5,,,,0,,,,,2.75,28.1,77.3,3,0
62,D'Andre Swift,DET,23,RB,3,3,4,2.67,25.7,9.6,0.33,1.33,25,2.7,25.7,66.7%,6.4,9,77,0.33,2,50,8.6,77,9,11.7,8.8,102.7,2,0
63,Amari Cooper,CLE,28,WR,5,5,8.6,5.4,60.8,11.3,0.6,3.8,32,5.4,60.8,62.8%,7.1,,,,0,,,,,5.4,11.3,60.8,3,0
64,James Conner,ARI,27,RB,5,5,3.8,2.8,20.6,7.4,0,1,21,2.8,20.6,73.7%,5.4,10.8,40,0.2,3.2,17,3.7,40,10.8,13.6,4.5,60.6,1,0.2
65,Corey Davis,NYJ,27,WR,5,3,5.8,3.4,59.8,17.6,0.4,3,66,3.4,59.8,58.6%,10.3,,,,0,,,,,3.4,17.6,59.8,2,0
66,Melvin Gordon,DEN,29,RB,5,1,2.6,2.2,19.6,8.9,0,0.8,24,2.2,19.6,84.6%,7.5,10.4,38.6,0.2,1.8,17,3.7,38.6,10.4,12.6,4.6,58.2,1,0.8
67,Tyler Higbee,LAR,29,TE,5,5,9.6,6.6,58,8.8,0,3.2,26,6.6,58,68.8%,6,,,,0,,,,,6.6,8.8,58,0,0
68,Damien Harris,NWE,25,RB,5,5,2,1.6,6,3.8,0,0.4,11,1.6,6,80.0%,3,11.4,51.4,0.6,2.6,16,4.5,51.4,11.4,13,4.4,57.4,3,0
69,Najee Harris,PIT,24,RB,5,5,3,2.6,12.8,4.9,0.2,1,14,2.6,12.8,86.7%,4.3,13.8,44.4,0.2,2,16,3.2,44.4,13.8,16.4,3.5,57.2,2,0.2
70,David Njoku,CLE,26,TE,5,5,5.8,4.8,57.8,12,0.2,3.4,38,4.8,57.8,82.8%,10,0.2,-1.2,0,0,-6,-6,-1.2,0.2,5,11.3,56.6,1,0.2
71,Michael Pittman Jr.,IND,25,WR,4,4,9,6.25,70.8,11.3,0.25,4,28,6.3,70.8,69.4%,7.9,,,,0,,,,,6.25,11.3,70.8,1,0
72,Justin Fields,CHI,23,QB,6,6,0,0,0,,0,0,0,0,0,0.0%,,9,47,0.17,3,39,5.2,47,9,9,5.2,47,1,1.17
73,Javonte Williams,DEN,22,RB,4,4,5.5,4,19,4.8,0,1,13,4,19,72.7%,3.5,11.8,51,0,2.25,17,4.3,51,11.8,15.8,4.4,70,0,0.25
74,Garrett Wilson,NYJ,22,WR,5,3,8.6,4.6,56.4,12.3,0.4,3,35,4.6,56.4,53.5%,6.6,0.2,-0.4,0,0,-2,-2,-0.4,0.2,4.8,11.7,56,2,0
75,Noah Brown,DAL,26,WR,5,5,5.8,3.8,55.8,14.7,0.2,2.8,45,3.8,55.8,65.5%,9.6,,,,0,,,,,3.8,14.7,55.8,1,0
76,Diontae Johnson,PIT,26,WR,5,5,10,5.6,53.4,9.5,0,2.8,25,5.6,53.4,56.0%,5.3,0.4,2.2,0,0,8,5.5,2.2,0.4,6,9.3,55.6,0,0.2
77,Mack Hollins,LVR,29,WR,5,4,5.8,3.4,54.6,16.1,0.2,2.4,60,3.4,54.6,58.6%,9.4,,,,0,,,,,3.4,16.1,54.6,1,0
78,Nico Collins,HOU,23,WR,5,3,5.4,3,54.4,18.1,0,2.2,58,3,54.4,55.6%,10.1,,,,0,,,,,3,18.1,54.4,0,0
79,Jakobi Meyers,NWE,26,WR,3,2,9,6.67,87,13.1,0.33,4,27,6.7,87,74.1%,9.7,0.33,2.33,0,0.33,7,7,2.3,0.3,7,12.8,89.3,1,0
80,T.J. Hockenson,DET,25,TE,5,5,6.8,3.8,53.4,14.1,0.6,2.4,81,3.8,53.4,55.9%,7.9,,,,0,,,,,3.8,14.1,53.4,3,0
81,Jalen Hurts,PHI,24,QB,5,5,0,0,0,,0,0,0,0,0,0.0%,,13.6,53.2,1.2,4.4,26,3.9,53.2,13.6,13.6,3.9,53.2,6,0.4
82,Drake London,ATL,21,WR,5,4,7.8,4.4,53.2,12.1,0.4,3,31,4.4,53.2,56.4%,6.8,,,,0,,,,,4.4,12.1,53.2,2,0
83,Michael Carter,NYJ,23,RB,5,5,4.2,3.4,20,5.9,0,1.2,12,3.4,20,81.0%,4.8,9.4,31.6,0.4,1.2,22,3.4,31.6,9.4,12.8,4,51.6,2,0.2
84,JuJu Smith-Schuster,KAN,26,WR,5,5,7,4.4,51.4,11.7,0,2.4,53,4.4,51.4,62.9%,7.3,,,,0,,,,,4.4,11.7,51.4,0,0.4
85,Marquez Valdes-Scantling,KAN,28,WR,5,4,6.2,3.8,51.6,13.6,0,2.6,36,3.8,51.6,61.3%,8.3,0.2,-0.6,0,0,-3,-3,-0.6,0.2,4,12.8,51,0,0
86,George Pickens,PIT,21,WR,5,2,5.6,3.4,50,14.7,0,2.4,36,3.4,50,60.7%,8.9,,,,0,,,,,3.4,14.7,50,0,0
87,Randall Cobb,GNB,32,WR,5,1,5,3.4,49.8,14.6,0,2.4,40,3.4,49.8,68.0%,10,,,,0,,,,,3.4,14.6,49.8,0,0.2
88,Devin Duvernay,BAL,25,WR,5,5,4,3.4,45.2,13.3,0.6,2,26,3.4,45.2,85.0%,11.3,1,4.4,0,0.6,12,4.4,4.4,1,4.4,11.3,49.6,3,0
89,Adam Thielen,MIN,32,WR,5,5,7,5,49.6,9.9,0.2,3.6,22,5,49.6,71.4%,7.1,,,,0,,,,,5,9.9,49.6,1,0
90,Brandon Aiyuk,SFO,24,WR,5,5,5.4,3.4,47.4,13.9,0.2,2.2,31,3.4,47.4,63.0%,8.8,0.2,1.4,0,0,7,7,1.4,0.2,3.6,13.6,48.8,1,0
91,J.D. McKissic,WAS,29,RB,6,0,5.5,4,26.5,6.6,0,1.17,14,4,26.5,72.7%,4.8,3.17,14.2,0,0.83,33,4.5,14.2,3.2,7.17,5.7,40.7,0,0
92,Rashod Bateman,BAL,23,WR,4,3,5.5,2.75,60.8,22.1,0.5,1.5,75,2.8,60.8,50.0%,11,,,,0,,,,,2.75,22.1,60.8,2,0.25
93,Darnell Mooney,CHI,25,WR,6,6,5.5,2.83,40.2,14.2,0,1.5,56,2.8,40.2,51.5%,7.3,,,,0,,,,,2.83,14.2,40.2,0,0
94,Jerry Jeudy,DEN,23,WR,5,5,5.8,2.8,47.2,16.9,0.4,2,67,2.8,47.2,48.3%,8.1,0.2,0.2,0,0.2,1,1,0.2,0.2,3,15.8,47.4,2,0
95,D.J. Moore,CAR,25,WR,5,5,7.4,3.4,39.4,11.6,0.2,2.2,29,3.4,39.4,45.9%,5.3,1,7.8,0,0.2,11,7.8,7.8,1,4.4,10.7,47.2,1,0
96,Brandin Cooks,HOU,29,WR,5,5,8.4,4.8,47,9.8,0.2,2.2,42,4.8,47,57.1%,5.6,,,,0,,,,,4.8,9.8,47,1,0
97,Pat Freiermuth,PIT,24,TE,5,4,6.4,4,47,11.8,0.2,2.4,31,4,47,62.5%,7.3,,,,0,,,,,4,11.8,47,1,0
98,Tyler Boyd,CIN,28,WR,5,3,4.6,3,46.8,15.6,0.4,2,56,3,46.8,65.2%,10.2,,,,0,,,,,3,15.6,46.8,2,0
99,Eno Benjamin,ARI,23,RB,5,0,3.4,2.4,19.4,8.1,0,0.8,22,2.4,19.4,70.6%,5.7,6,27.2,0.2,1.4,16,4.5,27.2,6,8.4,5.5,46.6,1,0
100,Taysom Hill,NOR,32,TE,4,1,0.25,0.25,0.5,2,0,0,2,0.3,0.5,100.0%,2,5.25,57,1.25,3.25,60,10.9,57,5.3,5.5,10.5,57.5,5,0.25
101,Daniel Jones,NYG,25,QB,5,5,0,0,0,,0,0,0,0,0,0.0%,,8.2,46,0.4,4.2,21,5.6,46,8.2,8.2,5.6,46,2,0.2
102,Zach Ertz,ARI,32,TE,5,5,8.2,5.6,45.8,8.2,0.4,2.8,23,5.6,45.8,68.3%,5.6,,,,0,,,,,5.6,8.2,45.8,2,0
103,Nelson Agholor,NWE,29,WR,5,3,3.8,2.8,45,16.1,0.2,1.4,44,2.8,45,73.7%,11.8,,,,0,,,,,2.8,16.1,45,1,0.4
104,Josh Allen,BUF,26,QB,5,5,0,0,0,,0,0,0,0,0,0.0%,,7,45,0.4,3.4,21,6.4,45,7,7,6.4,45,2,0.8
105,Romeo Doubs,GNB,22,WR,5,3,5.8,4.4,42.6,9.7,0.4,1.6,23,4.4,42.6,75.9%,7.3,0.2,2.2,0,0.2,11,11,2.2,0.2,4.6,9.7,44.8,2,0.4
106,Alec Pierce,IND,22,WR,4,3,5.5,3.75,55.5,14.8,0,2.75,44,3.8,55.5,68.2%,10.1,,,,0,,,,,3.75,14.8,55.5,0,0.25
107,Gerald Everett,LAC,28,TE,5,5,5.8,3.4,42.6,12.5,0.4,1.6,26,3.4,42.6,58.6%,7.3,,,,0,,,,,3.4,12.5,42.6,2,0
108,Olamide Zaccheaus,ATL,25,WR,5,3,2.8,2.4,42.6,17.8,0.4,1.8,42,2.4,42.6,85.7%,15.2,,,,0,,,,,2.4,17.8,42.6,2,0.2
109,Tyler Allgeier,ATL,22,RB,4,1,0.5,0.5,6.25,12.5,0,0.5,20,0.5,6.3,100.0%,12.5,9.75,46,0,1.75,42,4.7,46,9.8,10.3,5.1,52.3,0,0
110,Allen Lazard,GNB,27,WR,4,4,6.25,4,52.3,13.1,0.75,3.5,32,4,52.3,64.0%,8.4,,,,0,,,,,4,13.1,52.3,3,0
111,Marvin Jones,JAX,32,WR,5,4,6,3.6,41.6,11.6,0.2,2.6,37,3.6,41.6,60.0%,6.9,,,,0,,,,,3.6,11.6,41.6,1,0
112,Robbie Anderson,CAR,29,WR,5,4,5.4,2.6,41.2,15.8,0.2,1,75,2.6,41.2,48.1%,7.6,,,,0,,,,,2.6,15.8,41.2,1,0.2
113,Darrell Henderson,LAR,25,RB,5,3,3,2.4,13.6,5.7,0,0.6,15,2.4,13.6,80.0%,4.5,6.8,27.6,0.2,1.4,18,4.1,27.6,6.8,9.2,4.5,41.2,1,0
114,Greg Dortch,ARI,24,WR,5,2,4.8,4.2,40.8,9.7,0.2,2.2,30,4.2,40.8,87.5%,8.5,,,,0,,,,,4.2,9.7,40.8,1,0
115,Robert Woods,TEN,30,WR,5,4,5.6,3.4,40.8,12,0.2,2.2,41,3.4,40.8,60.7%,7.3,,,,0,,,,,3.4,12,40.8,1,0
116,Elijah Moore,NYJ,22,WR,5,5,5.8,3.2,40.6,12.7,0,2.2,28,3.2,40.6,55.2%,7,0.4,-0.8,0,0,2,-2,-0.8,0.4,3.6,11.1,39.8,0,0
117,Tyler Conklin,NYJ,27,TE,5,5,6,4.2,38.4,9.1,0.2,1.6,26,4.2,38.4,70.0%,6.4,,,,0,,,,,4.2,9.1,38.4,1,0.4
118,Donovan Peoples-Jones,CLE,23,WR,5,4,6.2,3.2,38.2,11.9,0,1.8,42,3.2,38.2,51.6%,6.2,,,,0,,,,,3.2,11.9,38.2,0,0
119,DeVante Parker,NWE,29,WR,5,5,3.2,1.6,37.8,23.6,0.2,1.4,40,1.6,37.8,50.0%,11.8,,,,0,,,,,1.6,23.6,37.8,1,0
120,Josh Palmer,LAC,24,WR,5,5,5.6,3.4,36.6,10.8,0.2,2.2,45,3.4,36.6,60.7%,6.5,0.2,0.8,0,0.2,4,4,0.8,0.2,3.6,10.4,37.4,1,0
121,Zay Jones,JAX,27,WR,4,3,8,5.5,46.3,8.4,0.25,2.75,18,5.5,46.3,68.8%,5.8,0.25,0,0,0,0,0,0,0.3,5.75,8,46.3,1,0
122,Craig Reynolds,DET,26,RB,5,0,1.2,1.2,19.6,16.3,0,0.8,36,1.2,19.6,100.0%,16.3,3.4,16.6,0,0.8,21,4.9,16.6,3.4,4.6,7.9,36.2,0,0
123,Ben Skowronek,LAR,25,WR,5,5,4.8,3.6,36.2,10.1,0,1.4,32,3.6,36.2,75.0%,7.5,,,,0,,,,,3.6,10.1,36.2,0,0
124,Richie James,NYG,27,WR,5,1,4.4,3.4,34.2,10.1,0,1.8,16,3.4,34.2,77.3%,7.8,0.4,1.2,0,0,4,3,1.2,0.4,3.8,9.3,35.4,0,0.2
125,Rex Burkhead,HOU,32,RB,5,0,4.8,3.6,22.4,6.2,0.2,0.8,13,3.6,22.4,75.0%,4.7,4,12.8,0,0.4,9,3.2,12.8,4,7.6,4.6,35.2,1,0
126,Chase Claypool,PIT,24,WR,5,5,5.8,3.2,25.8,8.1,0,1.4,20,3.2,25.8,55.2%,4.4,1.4,9.4,0,0.6,15,6.7,9.4,1.4,4.6,7.7,35.2,0,0
127,Darren Waller,LVR,30,TE,5,4,4.8,3.2,35,10.9,0.2,1.8,31,3.2,35,66.7%,7.3,,,,0,,,,,3.2,10.9,35,1,0
128,Russell Gage,TAM,26,WR,5,2,6.2,4.6,34.4,7.5,0.2,1.6,15,4.6,34.4,74.2%,5.5,,,,0,,,,,4.6,7.5,34.4,1,0.2
129,Ashton Dulin,IND,25,WR,5,1,3.6,2.4,33.6,14,0,1.8,39,2.4,33.6,66.7%,9.3,0.2,0.6,0,0,3,3,0.6,0.2,2.6,13.2,34.2,0,0
130,Michael Thomas,NOR,29,WR,3,3,7.33,5.33,57,10.7,1,4.33,21,5.3,57,72.7%,7.8,,,,0,,,,,5.33,10.7,57,3,0
131,DeAndre Carter,LAC,29,WR,5,3,3.2,2.6,35,13.5,0.2,2,35,2.6,35,81.3%,10.9,0.2,-1,0,0,-5,-5,-1,0.2,2.8,12.1,34,1,0.2
132,Cam Akers,LAR,23,RB,5,2,1,0.4,3.6,9,0,0.2,10,0.4,3.6,40.0%,3.6,10.2,30.2,0.2,1.6,14,3,30.2,10.2,10.6,3.2,33.8,1,0.2
133,Evan Engram,JAX,28,TE,5,4,5.2,3.8,33.6,8.8,0,1.6,28,3.8,33.6,73.1%,6.5,0.2,0,0,0,0,0,0,0.2,4,8.4,33.6,0,0
134,Jarvis Landry,NOR,30,WR,4,1,5.25,3.75,42,11.2,0,1.25,40,3.8,42,71.4%,8,,,,0,,,,,3.75,11.2,42,0,0
135,Samaje Perine,CIN,27,RB,5,0,2.6,2,18.8,9.4,0.2,0.8,15,2,18.8,76.9%,7.2,3,14,0,0.8,9,4.7,14,3,5,6.6,32.8,1,0
136,Mark Ingram,NOR,33,RB,5,2,1.2,1.2,3.4,2.8,0,0,7,1.2,3.4,100.0%,2.8,7.6,28.8,0.2,1.4,12,3.8,28.8,7.6,8.8,3.7,32.2,1,0.4
137,Joshua Kelley,LAC,25,RB,5,0,2,1.4,11.2,8,0,0.6,22,1.4,11.2,70.0%,5.6,4.6,20.8,0.2,1.2,16,4.5,20.8,4.6,6,5.3,32,1,0
138,Kenneth Walker III,SEA,22,RB,4,0,1.75,1.5,3.5,2.3,0,0,6,1.5,3.5,85.7%,2,5.75,36.5,0.25,1.25,69,6.3,36.5,5.8,7.25,5.5,40,1,0
139,Isaiah McKenzie,BUF,27,WR,4,4,5.25,3.75,38.3,10.2,0.75,2.25,28,3.8,38.3,71.4%,7.3,0.25,1.5,0,0.25,6,6,1.5,0.3,4,9.9,39.8,3,0
