Rk,Player,Tm,Age,Pos,G,GS,QBrec,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,1D,Lng,Y/A,AY/A,Y/C,Y/G,Rate,QBR,Sk,Yds,Sk%,NY/A,ANY/A,4QC,GWD
1,Josh Allen,BUF,26,QB,5,5,4-1-0,26.6,39.8,66.8,330.2,2.8,7,0.8,2,15.6,98,8.3,8.8,12.4,330.2,107.4,,1.6,7.8,3.9,7.79,8.27,0,0.2
2,Carson Wentz,WAS,30,QB,6,6,2-4-0,24,38.7,62.1,248.2,1.67,4.3,1,2.6,11.3,75,6.4,6.1,10.3,248.2,84.1,,3.83,23.3,9,5.29,5.02,0.17,0.17
3,Justin Herbert,LAC,24,QB,5,5,3-2-0,26.6,40,66.5,295.6,2,5,0.4,1,13.6,54,7.4,7.9,11.1,295.6,100.8,,1,4.4,2.4,7.1,7.64,0.2,0.2
4,Tom Brady,TAM,45,QB,5,5,3-2-0,28.2,41.4,68.1,281.8,1.4,3.4,0.2,0.5,14.4,48,6.8,7.3,10,281.8,96.5,,1.4,10.2,3.3,6.35,6.79,0,0.2
5,Patrick Mahomes,KAN,27,QB,5,5,4-1-0,25.2,37.8,66.7,279.6,3,7.9,0.4,1.1,16,53,7.4,8.5,11.1,279.6,110.5,,1.6,12.4,4.1,6.78,7.85,0,0
6,Matt Ryan,IND,37,QB,5,5,2-2-1,25.6,39,65.6,275.2,1,2.6,1.4,3.6,13.8,44,7.1,6,10.8,275.2,79.8,,4.2,33.6,9.7,5.59,4.6,0.6,0.4
7,Jalen Hurts,PHI,24,QB,5,5,5-0-0,21.6,31.8,67.9,271.8,0.8,2.5,0.4,1.3,12.2,54,8.5,8.5,12.6,271.8,97.4,,2.2,12,6.5,7.64,7.58,0,0.2
8,Jared Goff,DET,28,QB,5,5,1-4-0,22.2,37.2,59.7,271,2.2,5.9,0.8,2.2,13,81,7.3,7.5,12.2,271,92.9,,1.4,11.8,3.6,6.72,6.92,,
9,Kirk Cousins,MIN,34,QB,5,5,4-1-0,26.2,39.6,66.2,265.4,1.4,3.5,1,2.5,15,64,6.7,6.3,10.1,265.4,86.4,,1.6,13.4,3.9,6.12,5.7,0.6,0.6
10,Matthew Stafford,LAR,34,QB,5,5,2-3-0,26.8,38.4,69.8,264.6,1,2.6,1.4,3.6,13,75,6.9,5.8,9.9,264.6,82.4,,4.2,29.6,9.9,5.52,4.51,,
11,Joe Burrow,CIN,26,QB,5,5,2-3-0,24.8,38.2,64.9,263.2,1.8,4.7,1,2.6,13.4,59,6.9,6.7,10.6,263.2,89.7,,3.6,21.6,8.6,5.78,5.56,0.2,0.2
12,Geno Smith,SEA,32,QB,5,5,2-3-0,23.6,31.4,75.2,261,1.8,5.7,0.4,1.3,11.4,54,8.3,8.9,11.1,261,113.2,,1.8,15,5.4,7.41,7.95,,
13,Derek Carr,LVR,31,QB,5,5,1-4-0,22.6,36.8,61.4,255.8,1.6,4.3,0.8,2.2,12.4,60,7,6.8,11.3,255.8,87.7,,2.2,15.4,5.6,6.16,6.06,,
14,Russell Wilson,DEN,34,QB,5,5,2-3-0,20.2,34,59.4,250.8,0.8,2.4,0.6,1.8,10,67,7.4,7.1,12.4,250.8,82.8,,3.2,19.8,8.6,6.21,5.91,0.4,0.4
15,Kyler Murray,ARI,25,QB,5,5,2-3-0,28.2,43,65.6,248.2,1.2,2.8,0.6,1.4,13,30,5.8,5.7,8.8,248.2,84.3,,1.4,11.2,3.2,5.34,5.27,0.2,0.4
16,Trevor Lawrence,JAX,23,QB,5,5,2-3-0,22.6,36.2,62.4,246.4,1.6,4.4,0.8,2.2,13.4,49,6.8,6.7,10.9,246.4,88,,1.2,8.2,3.2,6.37,6.26,,
17,Aaron Rodgers,GNB,39,QB,5,5,3-2-0,22.8,33.6,67.9,231.4,1.6,4.8,0.6,1.8,11.4,55,6.9,7,10.1,231.4,95.8,,2.2,17,6.1,5.99,6.13,0.2,0.2
18,Lamar Jackson,BAL,25,QB,5,5,3-2-0,19,29.8,63.8,213.4,2.4,8.1,1,3.4,9.2,75,7.2,7.3,11.2,213.4,97.9,,1.8,5.6,5.7,6.58,6.67,0.2,0.2
19,Jacoby Brissett,CLE,30,QB,5,5,2-3-0,20.6,32.2,64,212,1,3.1,0.6,1.9,11.6,42,6.6,6.4,10.3,212,85.4,,1,8,3,6.14,5.93,0.2,0.2
20,Davis Mills,HOU,24,QB,5,5,1-3-1,20.8,33.2,62.7,209.6,1,3,0.8,2.4,8.8,58,6.3,5.8,10.1,209.6,80.6,,2.4,17.6,6.7,5.39,4.94,0,0.2
21,Tua Tagovailoa,MIA,24,QB,4,4,3-1-0,20,28.8,69.6,258.8,2,7,0.75,2.6,12,60,9,9.2,12.9,258.8,109.9,,1.5,13.3,5,8.12,8.32,0.5,0.5
22,Ryan Tannehill,TEN,34,QB,5,5,3-2-0,16.4,25.2,65.1,193,1.2,4.8,0.6,2.4,9.4,61,7.7,7.5,11.8,193,94.2,,2.4,18.8,8.7,6.31,6.2,,
23,Baker Mayfield,CAR,27,QB,5,5,1-4-0,16.8,30.6,54.9,192.4,0.8,2.6,0.8,2.6,6.8,75,6.3,5.6,11.5,192.4,71.9,,3,19.8,8.9,5.14,4.54,,
24,Marcus Mariota,ATL,29,QB,5,5,2-3-0,14.2,24.6,57.7,185.2,0.8,3.3,0.8,3.3,9,42,7.5,6.7,13,185.2,78.8,,2.4,18.4,8.9,6.18,5.44,0.2,0.2
25,Joe Flacco,NYJ,37,QB,3,3,1-2-0,30.3,51.7,58.7,300.3,1.67,3.2,1,1.9,15.3,66,5.8,5.6,9.9,300.3,77.9,,3,20,5.5,5.13,4.91,0.33,0.33
26,Justin Fields,CHI,23,QB,6,6,2-4-0,10.5,19.2,54.8,144.8,0.67,3.5,0.83,4.3,5.83,56,7.6,6.3,13.8,144.8,72.7,,3.83,22,16.7,5.34,4.29,0.17,0.33
27,Jameis Winston,NOR,28,QB,3,3,1-2-0,24.3,38.3,63.5,286,1.33,3.5,1.67,4.3,11.7,51,7.5,6.2,11.8,286,79.5,,3.67,24.7,8.7,6.22,5.07,0.33,0.33
28,Jimmy Garoppolo,SFO,31,QB,4,3,2-1-0,16.3,26.8,60.7,214.3,1.25,4.7,0.25,0.9,9.25,57,8,8.5,13.2,214.3,97.8,,1.75,10.3,6.1,7.16,7.64,,
29,Daniel Jones,NYG,25,QB,5,5,4-1-0,17.6,26.4,66.7,169.6,0.6,2.3,0.4,1.5,7.8,65,6.4,6.2,9.6,169.6,85.7,,3,17.6,10.2,5.17,4.97,0.4,0.6
30,Cooper Rush,DAL,29,QB,5,4,4-0-0,14.4,23.6,61,167.8,0.8,3.4,0,0,7.6,46,7.1,7.8,11.7,167.8,93.9,,1.4,9.8,5.6,6.32,6.96,0,0.4
31,Mac Jones,NWE,24,QB,3,3,1-2-0,21.3,32.3,66,262,0.67,2.1,1.67,5.2,10.7,44,8.1,6.2,12.3,262,76.2,,1.67,13,4.9,7.32,5.51,,
32,Mitchell Trubisky,PIT,28,QB,4,4,1-3-0,17.3,29,59.5,163.3,0.5,1.7,0.5,1.7,8.5,36,5.6,5.2,9.5,163.3,73.7,,2,11.8,6.5,4.89,4.48,0,0.25
33,Zach Wilson,NYJ,23,QB,2,2,2-0-0,16,28.5,56.1,231,0.5,1.8,1,3.5,10,79,8.1,6.9,14.4,231,73.9,,1.5,13.5,5,7.25,6.08,0.5,0.5
34,Kenny Pickett,PIT,24,QB,2,1,0-1-0,22,32.5,67.7,223.5,0,0,2,6.2,12.5,29,6.9,4.1,10.2,223.5,61.5,,1.5,8.5,4.4,6.32,3.68,,
35,Andy Dalton,NOR,35,QB,2,2,1-1-0,18,26,69.2,211.5,1,3.8,0.5,1.9,9.5,54,8.1,8,11.8,211.5,98.5,,1.5,7.5,5.5,7.42,7.33,0.5,0.5
36,Bailey Zappe,NWE,23,QB,2,1,1-0-0,13.5,18,75,143.5,1,5.6,0.5,2.8,7.5,25,8,7.8,10.6,143.5,104.7,,1.5,12,7.7,6.74,6.62,,
37,Trey Lance,SFO,22,QB,2,2,1-1-0,7.5,15.5,48.4,97,0,0,0.5,3.2,3,44,6.3,4.8,12.9,97,55,,1,4.5,6.1,5.61,4.24,,
38,Teddy Bridgewater,MIA,30,QB,3,1,0-1-0,4.67,8.67,53.8,64.3,0.33,3.8,0.33,3.8,2.67,64,7.4,6.5,13.8,64.3,74.7,,0.33,2.67,3.7,6.85,5.93,,
39,Skylar Thompson,MIA,25,QB,1,0,,19,33,57.6,166,0,0,1,3,8,30,5,3.7,8.7,166,58.4,,2,8,5.7,4.51,3.23,,
40,Dak Prescott,DAL,29,QB,1,1,0-1-0,14,29,48.3,134,0,0,1,3.4,6,22,4.6,3.1,9.6,134,47.2,,2,13,6.5,3.9,2.45,,
41,Jordan Love,GNB,24,QB,1,0,,4,5,80,65,0,0,0,0,4,25,13,13,16.3,65,118.7,,0,0,0,13,13,,
42,P.J. Walker,CAR,27,QB,1,0,,5,6,83.3,60,0,0,0,0,3,22,10,10,12,60,108.3,,2,15,25,5.63,5.63,,
43,Brian Hoyer,NWE,37,QB,1,1,0-1-0,5,6,83.3,37,0,0,0,0,2,27,6.2,6.2,7.4,37,92.4,,1,8,14.3,4.14,4.14,,
44,Tyler Boyd,CIN,28,WR,5,3,,0.2,0.2,100,4.6,0,0,0,0,0.2,23,23,23,23,4.6,118.7,,0.2,2.4,50,5.5,5.5,,
45,Justin Jefferson,MIN,23,WR,5,5,,0.2,0.2,100,4.6,0,0,0,0,0.2,23,23,23,23,4.6,118.7,,0,0,0,23,23,,
46,Taysom Hill,NOR,32,TE,4,1,,0.25,0.25,100,5.5,0.25,100,0,0,0.25,22,22,42,22,5.5,158.3,,0,0,0,22,42,,
47,Braden Mann,NYJ,25,P,5,0,,0.2,0.2,100,3.4,0,0,0,0,0.2,17,17,17,17,3.4,118.7,,0,0,0,17,17,,
48,Ryan Wright,MIN,22,P,5,0,,0.2,0.2,100,2.6,0,0,0,0,0.2,13,13,13,13,2.6,118.7,,0,0,0,13,13,,
49,Riley Dixon,LAR,29,P,5,0,,0.2,0.2,100,2.4,0,0,0,0,0.2,12,12,12,12,2.4,116.7,,0,0,0,12,12,,
50,Trace McSorley,ARI,27,QB,1,0,,2,4,50,12,0,0,0,0,1,10,3,3,6,12,56.2,,1,8,20,0.8,0.8,,
51,Tyrod Taylor,NYG,33,QB,1,0,,1,3,33.3,11,0,0,1,33.3,1,11,3.7,-11.3,11,11,5.6,,0,0,0,3.67,-11.33,,
52,Case Keenum,BUF,34,QB,2,0,,1,3.5,28.6,4,0,0,0,0,0,5,1.1,1.1,4,4,39.6,,0,0,0,1.14,1.14,,
53,Jack Fox,DET,26,P,5,0,,0.2,0.2,100,1.2,0,0,0,0,0.2,6,6,6,6,1.2,91.7,,0,0,0,6,6,,
54,Malik Willis,TEN,23,QB,1,0,,1,4,25,6,0,0,0,0,0,6,1.5,1.5,6,6,39.6,,0,0,0,1.5,1.5,,
55,Mack Hollins,LVR,29,WR,5,4,,0.2,0.2,100,0.8,0,0,0,0,0,4,4,4,4,0.8,83.3,,0,0,0,4,4,,
56,Braxton Berrios,NYJ,27,WR,5,0,,0.2,0.2,100,0.4,0.2,100,0,0,0.2,2,2,22,2,0.4,118.7,,0,0,0,2,22,,
