Player,Position_yah,Team_yah,Opponent_yah,expected_points,Salary_yah,ovr_ex_rec,ovr_ex_rec_yds,ovr_ex_rec_td,fmb_scrim,games,ex_ppd,home_away
Justin Jefferson,WR,MIN,NYJ,17.163413404035943,39,7.216000000000001,109.78045662100457,0.42956129032258067,0,11,0.4400875231804088,Home
Tyler Boyd,WR,CIN,KC,9.333220341145282,18,3.7108420233463035,53.280309084194975,0.3582947368421053,0,10.5,0.5185122411747378,Home
Mack Hollins,WR,LV,LAC,8.198374016210032,16,3.599608771929825,47.78569630245118,0.27,0,10.75,0.512398376013127,Home
Chase Claypool,WR,CHI,GB,5.637824053724053,13,3.4145634920634924,34.3565,0.08248205128205129,0,11.5,0.43367877336338867,Home
Amari Cooper,WR,CLE,HOU,13.500104241039644,22,5.103143255813953,71.78286741573034,0.6283743119266055,0,11,0.6136411018654383,Away
Christian Kirk,WR,JAX,DET,12.936990356723362,21,5.068372961373391,66.87454910519425,0.6492248275862069,0.09,11,0.6160471598439696,Away
Tyreek Hill,WR,MIA,SF,16.584443748010795,39,7.826266527196653,108.3149448441247,0.336636,0.09,11,0.4252421473848922,Away
Stefon Diggs,WR,BUF,NE,18.082374186191498,35,7.425852100840336,97.23269289617485,0.8010298076923077,0.08,12,0.5166392624626143,Away
Davante Adams,WR,LV,LAC,17.45252897989417,31,6.378427631578948,89.83315164104694,0.91,0.09,11,0.5629848058030377,Home
Jaylen Waddle,WR,MIA,SF,13.878445559936988,28,5.036118410041841,84.54556354916068,0.514305,0.09,11,0.4956587699977496,Away
CeeDee Lamb,WR,DAL,IND,13.252881393613027,25,5.836166666666667,76.95945119103223,0.4398088235294118,0,11,0.5301152557445211,Home
Terry McLaurin,WR,WAS,NYG,10.115609548042189,17,4.468913043478261,70.47227674190383,0.1656542253521127,0.08,12,0.5950358557671875,Away
A J Brown,WR,PHI,TEN,13.74919021990064,28,4.985857435897437,77.27208598726115,0.6481754838709677,0.18,10.75,0.4910425078535943,Home
Tee Higgins,WR,CIN,KC,12.122678658912498,25,5.153394552529183,73.96212961595273,0.3582947368421053,0,10.75,0.48490714635649995,Home
Chris Olave,WR,NO,TB,11.29485461697363,20,5.072021559633027,73.22227381460914,0.2694360759493671,0.09,10,0.5647427308486815,Away
Amon Ra St Brown,WR,DET,JAX,12.872736647408185,27,6.526981132075472,72.09246081370449,0.4,0,10,0.47676802397808093,Home
Michael Pittman Jr,WR,IND,DAL,10.615016415986286,16,6.585479282868527,65.80324600638978,0.1836586956521739,0.18,11,0.6634385259991429,Away
Deebo Samuel,WR,SF,MIA,8.149176551207015,21,4.480273170731707,51.09039965841161,0.2,0.2,9.75,0.3880560262479531,Home
Tyler Lockett,WR,SEA,LAR,11.85944778905466,22,5.167824786324786,64.13171234042554,0.5370606936416186,0.18,11,0.5390658085933936,Away
Mike Evans,WR,TB,NO,11.068526139852715,19,4.927537102473498,68.20348139797069,0.2974015748031496,0,10,0.5825540073606692,Home
Courtland Sutton,WR,DEN,BAL,9.400229542146455,16,4.853635643564357,63.748254189944134,0.09976438356164384,0,11,0.5875143463841535,Away
DK Metcalf,WR,SEA,LAR,10.497472329304227,21,5.3474017094017094,60.745876595744676,0.3515306358381503,0.18,11,0.4998796347287727,Away
Gabe Davis,WR,BUF,NE,10.613319101633929,16,3.115331092436975,58.708362477231326,0.5308028846153847,0,11,0.6633324438521205,Away
Brandon Aiyuk,WR,SF,MIA,11.411211763137615,20,4.724651707317073,59.28885909479078,0.55,0.09,11,0.5705605881568807,Home
