Player,Position_yah,Team_yah,Opponent_yah,expected_points,Salary_yah,ovr_ex_rec,ovr_ex_rec_yds,ovr_ex_rec_td,ovr_ex_rus_yds,ovr_ex_rus_td,fmb_scrim,games,ex_ppd,home_away
Tony Pollard,RB,DAL,IND,13.571952147186565,28,2.110583333333333,21.249682391405884,0.1655470588235294,65.14792241379311,0.4806029411764706,0,9,0.48471257668523443,Home
Dalvin Cook,RB,MIN,NYJ,13.813957090088703,26,2.196292490118577,13.48120797011208,0.07550709677419354,80.07179577464788,0.5145779816513761,0.09,11,0.5313060419264886,Home
Miles Sanders,RB,PHI,TEN,10.915290323907024,16,1.5259200000000002,5.9035302547770705,0,66.48704,0.4855455497382199,0,10.5,0.682205645244189,Home
Alvin Kamara,RB,NO,TB,12.720665919224704,22,4.8386376146789,39.240231524989326,0.19851898734177215,54.20530035335689,0.09428,0.4,9.75,0.5782120872374865,Away
Dameon Pierce,RB,HOU,CLE,14.191963193801215,19,2.42703125,13.68132283464567,0.10159266055045871,85.16759322033897,0.504,0.27,11,0.7469454312526955,Home
Travis Etienne Jr,RB,JAX,DET,12.17968285739859,25,1.969871244635193,19.36473505019642,0,70.9913773006135,0.449856,0.27,9.75,0.4871873142959436,Away
Joe Mixon,RB,CIN,KC,15.321698588979963,28,4.025338521400778,29.713235598227474,0.19664114832535887,61.89658878504673,0.49470000000000003,0,10,0.5472035210349987,Home
Jonathan Taylor,RB,IND,DAL,14.031731399218836,24,2.466718326693227,11.208322227293472,0,97.50795185556669,0.4311241379310345,0.33,9,0.5846554749674515,Away
Devin Singletary,RB,BUF,NE,9.189274111803591,14,2.393979831932773,16.826102732240436,0.0701,46.68747835656639,0.26005434782608694,0.17,12,0.6563767222716851,Away
Jeff Wilson Jr,RB,MIA,SF,9.864824554618306,18,1.3955794979079497,11.883884892086332,0.06929099999999999,57.62900316455696,0.36,0.18,10,0.5480458085899058,Away
David Montgomery,RB,CHI,GB,9.913044277729387,20,2.2528904761904762,25.234134146341468,0,48.71785625,0.2619,0.09,11,0.49565221388646935,Home
Jamaal Williams,RB,DET,JAX,12.833073951431789,25,0.8320679245283018,5.306316573875803,0,63.747172972972976,1.008615172413793,0.27,9.75,0.5133229580572716,Home
Antonio Gibson,RB,WAS,NYG,11.2839694422627,16,3.2484391304347824,26.109973012757607,0.15459225352112677,41.97578364987614,0.32060344827586207,0,10.5,0.7052480901414188,Away
Kenneth Walker III,RB,SEA,LAR,12.311193196375829,29,1.8841666666666668,11.428665531914893,0,56.95692851135408,0.7550917431192661,0,9,0.4245239033233044,Away
AJ Dillon,RB,GB,CHI,8.5648496307184,15,1.5555824324324323,10.764764100268575,0,47.518962901896124,0.35311428571428577,0.08,9.5,0.5709899753812268,Away
Raheem Mostert,RB,MIA,SF,9.215800076200466,13,1.6361966527196654,10.475424460431656,0.07699,50.88219303797468,0.3,0,9.5,0.7089076981692666,Away
Tyler Allgeier,RB,ATL,PIT,7.046199939120764,15,1.1085454545454545,10.06327211848036,0.11760000000000001,43.3477,0.074205,0,9.25,0.4697466626080509,Home
Ezekiel Elliott,RB,DAL,IND,10.99852616019827,20,0.8987651515151516,4.249936478281177,0,60.34655818965517,0.6815823529411764,0,9,0.5499263080099135,Home
Michael Carter,RB,NYJ,MIN,8.373932625,17,2.778735,21.27703125,0,33.6,0.27947700000000003,0.09,10.5,0.49258427205882355,Away
Cordarrelle Patterson,RB,ATL,PIT,10.197426539542237,17,1.681090909090909,10.343160849967806,0,54.65955,0.519435,0.13,7.75,0.5998486199730727,Home
Kareem Hunt,RB,CLE,HOU,7.799952587212574,18,1.9800562790697676,13.949240898876404,0.08420366972477064,33.97646632124352,0.2520219512195122,0,8.25,0.43333069928958745,Away
Isiah Pacheco,RB,KC,CIN,5.0449442729557274,18,0.32397283018867923,2.395254536802031,0,41.03432404181184,0.18,0.27,9.5,0.28027468183087373,Away
Eno Benjamin,RB,HOU,CLE,8.92176304684372,13,2.3775,19.364333858267713,0,35.565796610169485,0.37333333333333335,0,8.25,0.6862894651418247,Home
D Andre Swift,RB,DET,JAX,10.58615671318918,14,3.0441509433962266,23.868180728051392,0.25,34.88413513513513,0.32480827586206895,0.13,7.25,0.7561540509420842,Home
James Robinson,RB,NYJ,MIN,8.290720058262712,16,1.1986700000000001,5.711203125,0.21784745762711866,41.5,0.31053,0.1,8.75,0.5181700036414195,Away
Rachaad White,RB,TB,NO,6.703223776682331,18,2.323479858657244,14.746317925591882,0,33.7925205479452,0.1446,0.09,8.75,0.3724013209267962,Home
Damien Harris,RB,NE,BUF,7.689254597734548,16,1.4823849056603775,8.39527761682243,0,42.10902383222117,0.316272,0,8.75,0.48057841235840926,Home
Kenyan Drake,RB,BAL,DEN,7.3162007666652205,15,1.2932,5.678595966907963,0.08979548387096774,39.30458266748617,0.272085,0,8,0.48774671777768136,Home
Samaje Perine,RB,CIN,KC,7.619651423239695,19,2.317024124513619,18.35785893648449,0.3539540669856459,20.56399065420561,0.074205,0,8.5,0.40103428543366815,Home
Latavius Murray,RB,DEN,BAL,10.845676109061845,16,2.032372277227723,10.708100558659218,0,46.83905369127517,0.6791290909090908,0,5.5,0.6778547568163653,Away
Jerick McKinnon,RB,KC,CIN,4.643115789849306,12,2.3758007547169813,18.951464467005078,0.06699886363636363,13.380757839721255,0,0.09,8.25,0.38692631582077547,Away
Darrell Henderson Jr,RB,JAX,DET,7.194782917488781,11,1.674390557939914,10.734798777826274,0,30.348277607361965,0.37488,0,9.25,0.6540711743171619,Away
Jaylen Warren,RB,PIT,ATL,4.1216735214097655,11,1.6215172413793102,15.20246766917293,0,19.90668133802817,0,0.1,7.5,0.37469759285543325,Away
Dontrell Hilliard,RB,TEN,PHI,6.715074447780125,11,2.1375,16.578276861853325,0.42808,14.200167615947926,0,0,7.75,0.6104613134345569,Away
Cam Akers,RB,LAR,SEA,5.158486319344353,15,0.21849473684210524,2.1356521739130434,0,41.42295608531995,0.1522296875,0.11,7.5,0.34389908795629015,Home
Mark Ingram II,RB,NO,TB,3.6286649184003834,12,1.2047220183486238,4.75160149508757,0,23.688957597173143,0.103708,0.22,7.5,0.30238874320003195,Away
Elijah Mitchell,RB,SF,MIA,5.912551106086956,17,0.7985121951219512,1.7488343296327924,0,53.38411575562701,0,0,3.25,0.347797123887468,Home
Gus Edwards,RB,BAL,DEN,9.786035648432698,17,0,0,0,54.99035648432698,0.8245,0.33,2.75,0.5756491557901587,Home
J K Dobbins,RB,BAL,DEN,6.990690781196437,14,1.59,9.578946483971045,0.20408064516129032,27.765622618315916,0.206125,0,4,0.4993350557997455,Home
Mike Boone,RB,DEN,BAL,2.4749652361888117,13,0.9396990099009901,9.326755586592178,0,10.724401725790987,0,0,5.25,0.1903819412452932,Away
Kyren Williams,RB,LAR,SEA,5.281372854583407,15,1.7380263157894738,16.871652173913045,0,27.251944792973653,0,0,3,0.3520915236388938,Home
Ty Johnson,RB,NYJ,MIN,1.806346625,15,0.294219,2.6428312500000004,0,8.36,0.09315899999999999,0,8.25,0.12042310833333333,Away
Zonovan Knight,RB,NYJ,MIN,10.342018750000001,15,3.2691,38.074687499999996,0,69,0,1,0.75,0.6894679166666667,Away
Darrynton Evans,RB,CHI,GB,2.524307449912892,11,0.3892428571428571,12.850716463414635,0,10.446143750000001,0,0,2.25,0.22948249544662655,Home
Jordan Mason,RB,SF,MIA,0.4385123794212218,13,0,0,0,4.385123794212218,0,0,7.5,0.03373172149394014,Home
JaMycal Hasty,RB,JAX,DET,0,14,0,0,0,0,0,0,0,0,Away
Brian Robinson,RB,WAS,NYG,0,21,0,0,0,0,0,0,0,0,Away
Ronald Jones,RB,KC,CIN,0,11,0,0,0,0,0,0,0,0,Away
