Rk,Player,Tm,Age,Pos,G,GS,QBrec,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,1D,Lng,Y/A,AY/A,Y/C,Y/G,Rate,QBR,Sk,Yds,Sk%,NY/A,ANY/A,4QC,GWD
36,Jameis Winston,NOR,28,QB,3,3,1-2-0,24.3,38.3,63.5,286,1.33,3.5,1.67,4.3,11.7,51,7.5,6.2,11.8,286,79.5,35,3.67,24.7,8.7,6.22,5.07,0.33,0.33
37,Mitchell Trubisky,PIT,28,QB,5,4,1-3-0,15.6,25.6,60.9,159.4,0.6,2.3,0.4,1.6,8,45,6.2,6,10.2,159.4,80.1,50.4,1.8,10.6,6.6,5.43,5.21,0,0.2
38,Bailey Zappe,NWE,23,QB,4,2,2-0-0,16.3,23,70.7,195.3,1.25,5.4,0.75,3.3,9.25,53,8.5,8.1,12,195.3,100.9,32.6,1.5,10,6.1,7.56,7.2,,
39,P.J. Walker,CAR,27,QB,6,5,2-3-0,10.5,17.7,59.4,121.8,0.5,2.8,0.5,2.8,5,62,6.9,6.2,11.6,121.8,78,24,1.17,7.67,6.2,6.06,5.4,,
40,Teddy Bridgewater,MIA,30,QB,4,1,0-1-0,9.25,15,61.7,130.5,0.75,5,0.75,5,5.75,64,8.7,7.5,14.1,130.5,85.6,53.4,1.5,8.25,9.1,7.41,6.27,,
41,Colt McCoy,ARI,36,QB,2,2,1-1-0,25,35.5,70.4,228,0.5,1.4,0.5,1.4,9.5,47,6.4,6.1,9.1,228,86.4,55.9,2.5,24,6.6,5.37,5.04,,
42,Mike White,NYJ,27,QB,1,1,1-0-0,22,28,78.6,315,3,10.7,0,0,14,54,11.3,13.4,14.3,315,149.3,91.2,1,7,3.4,10.62,12.69,,
43,Sam Ehlinger,IND,24,QB,2,2,0-2-0,16,26,61.5,152,0,0,0.5,1.9,5.5,47,5.8,5,9.5,152,69.7,32.7,5.5,36,17.5,3.68,2.97,,
44,Skylar Thompson,MIA,25,QB,4,1,0-1-0,7,13,53.8,69.5,0,0,0.25,1.9,3.25,30,5.3,4.5,9.9,69.5,61.2,31.9,1,5.5,7.1,4.57,3.77,,
45,Brett Rypien,DEN,26,QB,1,1,0-1-0,24,46,52.2,225,0,0,1,2.2,10,45,4.9,3.9,9.4,225,56.9,36.4,1,6,2.1,4.66,3.7,,
46,Kyle Allen,HOU,26,QB,1,1,0-1-0,26,39,66.7,215,1,2.6,2,5.1,9,39,5.5,3.7,8.3,215,67.8,4.2,5,41,11.4,3.95,2.36,,
47,John Wolford,LAR,27,QB,1,1,0-1-0,24,36,66.7,212,1,2.8,1,2.8,12,25,5.9,5.2,8.8,212,79.9,19,3,19,7.7,4.95,4.31,,
48,Trey Lance,SFO,22,QB,2,2,1-1-0,7.5,15.5,48.4,97,0,0,0.5,3.2,3,44,6.3,4.8,12.9,97,55,35.9,1,4.5,6.1,5.61,4.24,,
49,Jordan Love,GNB,24,QB,3,0,,4,6,66.7,62,0.33,5.6,0,0,2.67,63,10.3,11.4,15.5,62,119.2,86.5,0,0,0,10.33,11.44,,
50,Trevor Siemian,CHI,31,QB,2,1,0-1-0,7.5,13,57.7,92,0.5,3.8,0.5,3.8,3.5,33,7.1,6.1,12.3,92,76.4,29.9,1,7,7.1,6.07,5.18,,
51,Sam Darnold,CAR,25,QB,1,1,1-0-0,11,19,57.9,164,1,5.3,0,0,9,52,8.6,9.7,14.9,164,103.8,72.1,0,0,0,8.63,9.68,,
52,Bryce Perkins,LAR,26,QB,3,1,0-1-0,6.33,11.3,55.9,53.7,0.33,2.9,0.67,5.9,3.33,20,4.7,2.7,8.5,53.7,53.7,24.6,2,16.7,15,2.78,1.03,,
53,Malik Willis,TEN,23,QB,5,2,1-1-0,2.4,6,40,28.2,0,0,0.2,3.3,1.2,48,4.7,3.2,11.8,28.2,41.1,3.7,1.2,7.6,16.7,2.86,1.61,,
54,Taysom Hill,NOR,32,TE,11,6,,0.73,1.27,57.1,10.5,0.09,7.1,0,0,0.64,41,8.2,9.6,14.4,10.5,107.7,85.2,0.09,0.64,6.7,7.2,8.53,,
55,Jarrett Stidham,LVR,26,QB,3,0,,2.67,4.33,61.5,24,0,0,0,0,1.33,18,5.5,5.5,9,24,76.4,36.5,0.33,2.67,7.1,4.57,4.57,,
56,Trace McSorley,ARI,27,QB,3,0,,2.67,4.67,57.1,23.7,0,0,0.33,7.1,1.67,18,5.1,1.9,8.9,23.7,41.1,38.5,0.33,2.67,6.7,4.2,1.2,,
57,Brock Purdy,SFO,23,QB,3,0,,1.33,3,44.4,22,0,0,0.33,11.1,1.33,22,7.3,2.3,16.5,22,30.1,29,0,0,0,7.33,2.33,,
58,Jacob Eason,CAR,25,QB,1,0,,3,5,60,59,0,0,1,20,2,49,11.8,2.8,19.7,59,61.7,0.8,0,0,0,11.8,2.8,,
59,Nick Mullens,MIN,27,QB,2,0,,3,4,75,25.5,0,0,0,0,1.5,15,6.4,6.4,8.5,25.5,91.1,30.4,0,0,0,6.38,6.38,,
60,Brian Hoyer,NWE,37,QB,1,1,0-1-0,5,6,83.3,37,0,0,0,0,2,27,6.2,6.2,7.4,37,92.4,24.8,1,8,14.3,4.14,4.14,,
61,Justin Jefferson,MIN,23,WR,11,11,,0.18,0.18,100,3.09,0,0,0,0,0.18,23,17,17,17,3.1,118.7,97,0,0,0,17,17,,
62,Christian McCaffrey,2TM,26,RB,11,10,,0.09,0.09,100,3.09,0.09,100,0,0,0.09,34,34,54,34,3.1,158.3,100,0,0,0,34,54,0,0
63,Tyler Boyd,CIN,28,WR,11,9,,0.09,0.09,100,2.09,0,0,0,0,0.09,23,23,23,23,2.1,118.7,13.8,0.09,1.09,50,5.5,5.5,,
64,Gardner Minshew II,PHI,26,QB,1,0,,1,2,50,23,0,0,0,0,1,23,11.5,11.5,23,23,91.7,62.6,0,0,0,11.5,11.5,,
65,Brandon Allen,CIN,30,QB,1,0,,3,3,100,22,0,0,0,0,1,13,7.3,7.3,7.3,22,97.2,50.2,1,0,25,5.5,5.5,,
66,Riley Dixon,LAR,29,P,11,0,,0.18,0.18,100,1.64,0,0,0,0,0.18,12,9,9,9,1.6,104.2,,0,0,0,9,9,,
67,Braden Mann,NYJ,25,P,11,0,,0.09,0.18,50,1.55,0,0,0,0,0.09,17,8.5,8.5,17,1.5,79.2,0,0,0,0,8.5,8.5,,
68,Ryan Wright,MIN,22,P,11,0,,0.09,0.09,100,1.18,0,0,0,0,0.09,13,13,13,13,1.2,118.7,,0,0,0,13,13,,
69,Tyrod Taylor,NYG,33,QB,1,0,,1,3,33.3,11,0,0,1,33.3,1,11,3.7,-11.3,11,11,5.6,1.4,0,0,0,3.67,-11.33,,
70,Case Keenum,BUF,34,QB,2,0,,1,3.5,28.6,4,0,0,0,0,0,5,1.1,1.1,4,4,39.6,4.5,0,0,0,1.14,1.14,,
71,Jack Fox,DET,26,P,11,0,,0.09,0.09,100,0.55,0,0,0,0,0.09,6,6,6,6,0.5,91.7,,0,0,0,6,6,,
72,Najee Harris,PIT,24,RB,11,11,,0.09,0.09,100,0.36,0,0,0,0,0,4,4,4,4,0.4,83.3,9.7,0,0,0,4,4,,
73,Derrick Henry,TEN,28,RB,11,11,,0.18,0.18,100,0.36,0.09,50,0,0,0.09,3,2,12,2,0.4,118.7,76.7,0,0,0,2,12,,
74,Mack Hollins,LVR,29,WR,11,10,,0.09,0.09,100,0.36,0,0,0,0,0,4,4,4,4,0.4,83.3,25,0,0,0,4,4,,
75,Braxton Berrios,NYJ,27,WR,11,2,,0.09,0.09,100,0.18,0.09,100,0,0,0.09,2,2,22,2,0.2,118.7,99.5,0,0,0,2,22,,
76,Chase Claypool,2TM,24,WR,12,10,,0.08,0.08,100,0.08,0.08,100,0,0,0.08,1,1,21,1,0.1,118.7,100,0,0,0,1,21,0,0
77,Rex Burkhead,HOU,32,RB,11,0,,0,0.09,0,0,0,0,0,0,0,0,0,0,,0,39.6,3.4,0,0,0,0,0,,
78,Amari Cooper,CLE,28,WR,11,11,,0,0.09,0,0,0,0,0.09,100,0,0,0,-45,,0,0,0,0,0,0,0,-45,,
79,DeeJay Dallas,SEA,24,RB,11,0,,0,0.09,0,0,0,0,0.09,100,0,0,0,-45,,0,0,0,0,0,0,0,-45,,
80,Chase Daniel,LAC,36,QB,2,0,,0,1,0,0,0,0,0,0,0,0,0,0,,0,39.6,25.8,0.5,0.5,33.3,-0.33,-0.33,,
81,Leonard Fournette,TAM,27,RB,10,9,,0,0.1,0,0,0,0,0.1,100,0,0,0,-45,,0,0,0,0,0,0,0,-45,,
82,Chad Henne,KAN,37,QB,2,0,,0,1,0,0,0,0,0,0,0,0,0,0,,0,39.6,3.4,0,0,0,0,0,,
83,Christian Kirk,JAX,26,WR,11,11,,0,0.09,0,0,0,0,0,0,0,0,0,0,,0,39.6,10.5,0,0,0,0,0,,
84,Cooper Kupp,LAR,29,WR,9,9,,0,0.11,0,0,0,0,0,0,0,0,0,0,,0,39.6,3.4,0,0,0,0,0,,
85,Tommy Townsend,KAN,26,P,11,0,,0,0.09,0,0,0,0,0,0,0,0,0,0,,0,39.6,,0,0,0,0,0,,
