player,Position_yah,TEAM,Opponent_yah,home_away,combined_projection,Salary_yah,combined_fppd,expected_points,ex_ppd,Online_proj,MATCHUP,Start_Sit
Austin Ekeler,RB,LAC,CLE,Away,17.583085554166274,27,0.6512253908950472,18.09012222023754,0.6700045266754644,16.4,4 out of 5 stars,A
Joe Mixon,RB,CIN,BAL,Away,15.342362508142163,23,0.6670592394844419,15.489089297345949,0.6734386651019978,15,4 out of 5 stars,A
Najee Harris,RB,PIT,BUF,Away,11.432156878862992,19,0.6016924673085785,10.845938398375704,0.5708388630724054,12.8,2 out of 5 stars,B
James Conner,RB,ARI,PHI,Home,9.939803923851509,23,0.43216538799354387,9.356862748359298,0.4068201194938825,11.3,4 out of 5 stars,B-
Ezekiel Elliott,RB,DAL,LAR,Away,9.41213853421798,16,0.5882586583886238,8.945912191739973,0.5591195119837483,10.5,2 out of 5 stars,C
Nick Chubb,RB,CLE,LAC,Home,16.289539352958712,38,0.4286720882357556,15.642199075655308,0.4116368177804029,17.8,4 out of 5 stars,A+
Damien Harris,RB,NE,DET,Home,14.574793173668745,23,0.633686659724728,15.206847390955351,0.661167277867624,13.1,5 out of 5 stars,B
Alvin Kamara,RB,NO,SEA,Home,10.32389964071342,24,0.4301624850297258,8.834142343876314,0.36808926432817973,13.8,4 out of 5 stars,A-
Antonio Gibson,RB,WAS,TEN,Home,11.056486811854715,17,0.6503815771679244,11.509266874078165,0.6770156984751861,10,4 out of 5 stars,C
Leonard Fournette,RB,TB,ATL,Home,14.812599803570805,22,0.6732999910714003,14.903714005101149,0.6774415456864158,14.6,4 out of 5 stars,A
Aaron Jones,RB,GB,NYG,Home,13.749142990659848,27,0.5092275181725869,13.041632843799782,0.4830234386592512,15.4,3 out of 5 stars,A
Derrick Henry,RB,TEN,WAS,Away,15.551942716423763,37,0.42032277611956115,14.974203880605378,0.40470821298933457,16.9,2 out of 5 stars,A+
Dalvin Cook,RB,MIN,CHI,Home,14.254976954375671,29,0.49155092946123,13.67853850625096,0.4716737415948607,15.6,2 out of 5 stars,A
Josh Jacobs,RB,LV,KC,Away,13.463754214113282,19,0.7086186428480674,13.362506020161833,0.7032897905348333,13.7,4 out of 5 stars,B+
Devin Singletary,RB,BUF,PIT,Home,10.045540375707695,18,0.5580855764282053,9.59362910815385,0.5329793948974362,11.1,2 out of 5 stars,C+
David Montgomery,RB,CHI,MIN,Away,7.440419568033862,24,0.31001748200141094,9.472027954334088,0.394667831430587,2.7,3 out of 5 stars,F
