player,Position_yah,Opponent_yah,expected_points,Salary_yah,home_away,games,ex_ppd
Jonathan Taylor,RB,LV,13.210943689910051,24,Away,6,0.5504559870795854
Austin Ekeler,RB,SF,17.926659252598657,35,Away,8,0.5121902643599616
Najee Harris,RB,NO,12.035104450425568,16,Home,8,0.752194028151598
James Conner,RB,LAR,8.676856463082848,20,Away,6,0.43384282315414235
Ezekiel Elliott,RB,GB,9.034099897953823,18,Away,7,0.5018944387752123
Nick Chubb,RB,MIA,15.487452985921175,37,Away,8,0.418579810430302
Alvin Kamara,RB,PIT,15.227659691017559,31,Away,6.75,0.4912148287425019
Antonio Gibson,RB,PHI,10.797886900397396,17,Away,8.25,0.635169817670435
Leonard Fournette,RB,SEA,18.558294277114697,25,Home,9,0.7423317710845879
Cordarrelle Patterson,RB,CAR,12.550120765065751,23,Away,5.75,0.5456574245680761
Aaron Jones,RB,DAL,13.711743771084162,21,Home,9,0.6529401795754363
Derrick Henry,RB,DEN,19.06598783328549,37,Home,8,0.5152969684671754
Dalvin Cook,RB,BUF,12.96879946166652,26,Away,8,0.4987999792948662
Josh Jacobs,RB,IND,17.469206709324716,30,Home,8,0.5823068903108238
Devin Singletary,RB,MIN,9.25839983753435,16,Home,8,0.5786499898458969
David Montgomery,RB,DET,11.295170906992702,21,Home,8,0.5378652812853668
AJ Dillon,RB,DAL,8.226892002867535,17,Home,7.25,0.48393482369809027
D Andre Swift,RB,CHI,12.702556197454483,18,Away,4.5,0.7056975665252491
Elijah Mitchell,RB,LAC,5.109279341921943,17,Home,1,0.3005458436424672
Myles Gaskin,RB,CLE,3.2696216569093206,13,Home,1.5,0.2515093582237939
Tony Pollard,RB,GB,11.223724682855433,23,Away,6.5,0.48798802968936666
Chuba Hubbard,RB,ATL,3.638048444944864,15,Home,6.25,0.24253656299632426
Saquon Barkley,RB,HOU,18.755041586127852,36,Home,8,0.5209733773924403
Clyde Edwards Helaire,RB,JAX,10.935807673847028,19,Home,7.5,0.5755688249393173
Alexander Mattison,RB,BUF,4.9986697839872285,11,Away,6,0.45442452581702075
Jamaal Williams,RB,CHI,13.580578582058438,25,Away,7.25,0.5432231432823376
Latavius Murray,RB,TEN,8.144910365686814,14,Away,3,0.5817793118347724
Miles Sanders,RB,WAS,11.155019143230952,22,Home,8,0.507046324692316
Christian McCaffrey,RB,LAC,18.607646615667846,43,Home,7.75,0.43273596780622897
Kenneth Gainwell,RB,WAS,4.657577615242902,12,Home,6,0.3881314679369085
Kareem Hunt,RB,MIA,9.4536530773116,15,Away,6,0.63024353848744
D Onta Foreman,RB,ATL,8.885517489285533,19,Home,8.25,0.46765881522555436
J D McKissic,RB,PHI,5.737393455753396,11,Away,6,0.5215812232503088
Nyheim Hines,RB,MIN,5.3493408007322865,15,Home,7,0.3566227200488191
Khalil Herbert,RB,DET,11.069898769481208,20,Home,7,0.5534949384740604
Dontrell Hilliard,RB,DEN,7.754559159122782,13,Home,5.5,0.5965045507017525
Craig Reynolds,RB,CHI,3.6680638227332065,12,Away,6,0.30567198522776723
Jerick McKinnon,RB,JAX,4.3547027529781595,13,Home,6,0.3349771348444738
Eno Benjamin,RB,LAR,6.446329739449834,16,Away,7.5,0.40289560871561464
Deon Jackson,RB,LV,4.391250217704722,19,Away,7.25,0.23111843251077485
Kylin Hill,RB,DAL,0.5998610733512916,12,Home,0.75,0.049988422779274296
Travis Etienne Jr,RB,KC,8.84376868435631,26,Away,7.75,0.3401449493983196
Dameon Pierce,RB,NYG,12.717894153196482,23,Away,8,0.5529519197041949
Jeff Wilson Jr,RB,CLE,9.842004734499477,18,Home,8.25,0.5467780408055265
Kenneth Walker III,RB,TB,9.808958172804342,26,Away,7,0.3772676220309362
Raheem Mostert,RB,CLE,9.61680179026686,19,Home,8.5,0.5061474626456243
Tyler Allgeier,RB,CAR,6.223517546014872,14,Away,7.75,0.44453696757249084
Melvin Gordon III,RB,TEN,4.9692654598485415,13,Away,7,0.3822511892191186
Darrell Henderson Jr,RB,ARI,7.539411252730972,14,Home,7.25,0.5385293751950694
Caleb Huntley,RB,CAR,3.5744133788256627,13,Away,6,0.27495487529428175
Rachaad White,RB,SEA,5.189065073976484,13,Home,6.75,0.3991588518443449
James Cook,RB,MIN,3.527367391686988,11,Home,6,0.32066976288063526
Mark Ingram II,RB,PIT,3.044426193348947,13,Away,6.75,0.23418663025761133
Brian Robinson Jr,RB,PHI,5.490591226983172,16,Away,4.5,0.34316195168644825
Isiah Pacheco,RB,JAX,2.741621756646908,13,Home,6.5,0.21089398128053138
Cam Akers,RB,ARI,4.407654523730718,13,Home,5,0.339050347979286
Ronnie Rivers,RB,ARI,2.520833412327648,11,Home,2.5,0.22916667384796802
Cooper Kupp,WR,ARI,20.962437785640493,39,Home,8,0.5374984047600126
Travis Kelce,TE,JAX,14.661795937288346,32,Home,8,0.4581811230402608
Deebo Samuel,WR,LAC,9.394537225417784,24,Home,6.75,0.39143905105907434
George Kittle,TE,LAC,9.829595977135135,21,Home,6,0.4680759989111969
Justin Jefferson,WR,BUF,14.7796586085372,36,Away,8,0.4105460724593667
Davante Adams,WR,IND,15.351801985076964,25,Home,8,0.6140720794030785
Dawson Knox,TE,MIN,6.0442228545391465,15,Home,7,0.40294819030260975
Mike Evans,WR,SEA,12.142754529562023,22,Home,8,0.5519433877073646
Tyreek Hill,WR,CLE,15.414743440752124,37,Home,9,0.41661468758789527
Dallas Goedert,TE,WAS,10.766217132051574,17,Home,8,0.6333068901206809
Stefon Diggs,WR,MIN,17.03453714415625,36,Home,8,0.4731815873376736
Kyle Pitts,TE,CAR,7.235405878717297,17,Away,9,0.4256121105127822
Mike Williams,WR,SF,10.621464955609135,26,Away,7,0.40851788290804364
Zach Ertz,TE,LAR,8.684190814390373,16,Away,9,0.5427619258993983
Mike Gesicki,TE,CLE,6.1752686007778035,13,Home,7,0.4750206615982926
Tyler Lockett,WR,TB,11.2811164604522,21,Away,9,0.5371960219262952
Pat Freiermuth,TE,NO,8.678343701393999,13,Home,6.25,0.6675649001072307
Diontae Johnson,WR,NO,7.768774650619639,15,Home,8,0.5179183100413093
Noah Fant,TE,TB,5.1439368500583065,14,Away,9,0.36742406071845046
Tyler Higbee,TE,ARI,6.847315213618739,14,Home,8,0.4890939438299099
CeeDee Lamb,WR,GB,11.454407490400044,24,Away,8,0.4772669787666685
Keenan Allen,WR,SF,5.023563591545074,23,Away,2,0.2184158083280467
T J Hockenson,TE,BUF,8.527307867122662,17,Away,8,0.5016063451248625
Michael Pittman Jr,WR,LV,11.541856857848735,14,Away,8,0.8244183469891954
