player,pos,age,g_number,week,team,opp,home_away,yds_rec,tgt_rec,yds_2_rec,tgt_2_rec,rec_rec,yds_3_rec,y_r_rec,td_rec,ctch_percent_rec,y_tgt_rec,yds_rus,att_rus,yds_2_rus,att_2_rus,yds_3_rus,y_a_rus,td_rus,att_pas,cmp_pas,att_2_pas,inc_pas,cmp_percent_pas,yds_pas,td_pas,int_pas,pick6_pas,td_percent_pas,int_percent_pas,rate_3_pas,sk_pas,yds_2_pas,sk_percent_pas,y_a_pas,ay_a_pas,any_a_pas,y_c_pas,points
Jerry Jeudy,WR,23-182,7,7,DEN,NYJ,home,96,11,96,11,7,96,13.7,0,63.6,8.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.100000000000001
Christian Kirk,WR,25-339,7,7,JAX,NYG,home,96,10,96,10,7,96,13.7,0,70,9.6,5,1,5,1,5,5,0,1,0,1,1,0,0,0,0,0,0,0,39.6,0,0,0,0,0,0,0,13.600000000000001
Davante Adams,WR,29-303,6,7,LVR,HOU,home,95,9,95,9,8,95,11.9,0,88.9,10.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.5
Tee Higgins,WR,23-278,7,7,CIN,ATL,home,93,7,93,7,5,93,18.6,0,71.4,13.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.8
Jaylen Waddle,WR,23-332,7,7,MIA,PIT,home,88,5,88,5,4,88,22,0,80,17.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.8
Mike Williams,WR,28-019,7,7,LAC,SEA,home,86,9,86,9,7,86,12.3,1,77.8,9.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.1
Brandon Aiyuk,WR,24-220,7,7,SFO,KAN,home,82,11,82,11,7,82,11.7,0,63.6,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.700000000000001
Damiere Byrd,WR,29-269,7,7,ATL,CIN,away,75,1,75,1,1,75,75,1,100,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
Pat Freiermuth,TE,23-363,7,7,PIT,MIA,away,75,9,75,9,8,75,9.4,0,88.9,8.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.5
Kalif Raymond,WR,28-076,6,7,DET,DAL,away,75,6,75,6,5,75,15,0,83.3,12.5,20,2,20,2,20,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
Amari Cooper,WR,28-128,7,7,CLE,BAL,away,74,4,74,4,3,74,24.7,0,75,18.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.9
Terry McLaurin,WR,27-038,7,7,WAS,GNB,home,73,8,73,8,5,73,14.6,1,62.5,9.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.8
Tyreek Hill,WR,28-236,7,7,MIA,PIT,home,72,13,72,13,7,72,10.3,0,53.8,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.7
David Njoku,TE,26-105,7,7,CLE,BAL,away,71,7,71,7,7,71,10.1,0,100,10.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.600000000000001
Donovan Peoples Jones,WR,23-246,7,7,CLE,BAL,away,71,6,71,6,6,71,11.8,0,100,11.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.100000000000001
Parris Campbell,WR,25-099,7,7,IND,TEN,away,70,12,70,12,10,70,7,1,83.3,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
CeeDee Lamb,WR,23-198,7,7,DAL,DET,home,70,6,70,6,4,70,17.5,0,66.7,11.7,-4,1,-4,1,-4,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.6
D J Moore,WR,25-192,7,7,CAR,TAM,home,69,10,69,10,7,69,9.9,1,70,6.9,-3,1,-3,1,-3,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.1
Jordan Akins,TE,30-187,6,7,HOU,LVR,away,68,4,68,4,3,68,22.7,0,75,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.3
DeVante Parker,WR,29-277,7,7,NWE,CHI,home,68,5,68,5,3,68,22.7,0,60,13.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.3
Evan Engram,TE,28-051,7,7,JAX,NYG,home,67,7,67,7,4,67,16.8,0,57.1,9.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.7
Marquise Goodwin,WR,31-338,7,7,SEA,LAC,away,67,5,67,5,4,67,16.8,2,80,13.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.7
Ray Ray McCloud,WR,26-008,7,7,SFO,KAN,home,65,4,65,4,4,65,16.3,1,100,16.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.5
Cade Otton,TE,23-191,7,7,TAM,CAR,away,64,5,64,5,4,64,16,0,80,12.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.4
Kevin White,WR,30-117,7,7,NOR,ARI,away,64,1,64,1,1,64,64,0,100,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.9
Gerald Everett,TE,28-120,7,7,LAC,SEA,home,63,9,63,9,5,63,12.6,0,55.6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.8
George Pickens,WR,21-233,7,7,PIT,MIA,away,61,6,61,6,6,61,10.2,1,100,10.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.100000000000001
Tre Quan Smith,WR,26-286,7,7,NOR,ARI,away,59,6,59,6,5,59,11.8,0,83.3,9.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.4
Rhamondre Stevenson,RB,24-243,7,7,NWE,CHI,home,59,8,59,8,8,59,7.4,0,100,7.4,39,11,39,11,39,3.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.8
Michael Pittman Jr,WR,25-018,7,7,IND,TEN,away,58,9,58,9,6,58,9.7,0,66.7,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.8
Darius Slayton,WR,25-284,7,7,NYG,JAX,away,58,6,58,6,3,58,19.3,1,50,9.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.3
Marvin Jones,WR,32-225,7,7,JAX,NYG,home,57,8,57,8,4,57,14.3,0,50,7.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.7
Brock Wright,TE,23-330,6,7,DET,DAL,away,57,4,57,4,4,57,14.3,0,100,14.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.7
Austin Hooper,TE,27-359,6,7,TEN,IND,home,56,3,56,3,3,56,18.7,0,100,18.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1000000000000005
Alvin Kamara,RB,27-087,7,7,NOR,ARI,away,56,9,56,9,7,56,8,0,77.8,6.2,49,11,49,11,49,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.000000000000002
Allen Lazard,WR,26-316,7,7,GNB,WAS,away,55,7,55,7,6,55,9.2,0,85.7,7.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.5
Hunter Renfrow,WR,26-306,6,7,LVR,HOU,home,55,3,55,3,3,55,18.3,0,100,18.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
Zay Jones,WR,27-207,7,7,JAX,NYG,home,54,10,54,10,4,54,13.5,0,40,5.4,14,1,14,1,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.8
Dare Ogunbowale,RB,28-172,6,7,HOU,LVR,away,54,7,54,7,5,54,10.8,0,71.4,7.7,8,1,8,1,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.700000000000001
Aaron Jones,RB,27-325,7,7,GNB,WAS,away,53,10,53,10,9,53,5.9,2,90,5.3,23,8,23,8,23,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.1
Darnell Mooney,WR,24-360,7,7,CHI,NWE,away,53,6,53,6,3,53,17.7,0,50,8.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.800000000000001
Curtis Samuel,WR,26-073,7,7,WAS,GNB,home,53,8,53,8,5,53,10.6,0,62.5,6.6,26,5,26,5,26,5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.4
Rashid Shaheed,WR,24-050,7,7,NOR,ARI,away,53,1,53,1,1,53,53,1,100,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.8
Greg Dulcich,TE,22-211,7,7,DEN,NYJ,home,51,9,51,9,6,51,8.5,0,66.7,5.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.100000000000001
Noah Brown,WR,26-290,7,7,DAL,DET,home,50,7,50,7,5,50,10,0,71.4,7.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5
Wan Dale Robinson,WR,21-291,7,7,NYG,JAX,away,50,8,50,8,6,50,8.3,0,75,6.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
Dalton Schultz,TE,26-104,7,7,DAL,DET,home,49,5,49,5,5,49,9.8,0,100,9.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.4
T J Hockenson,TE,25-112,6,7,DET,DAL,away,48,5,48,5,4,48,12,0,80,9.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.800000000000001
Hayden Hurst,TE,29-060,7,7,CIN,ATL,home,48,8,48,8,6,48,8,0,75,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.800000000000001
Equanimeous St Brown,WR,26-024,7,7,CHI,NWE,away,48,7,48,7,4,48,12,0,57.1,6.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.800000000000001
Brandin Cooks,WR,29-028,6,7,HOU,LVR,away,46,5,46,5,4,46,11.5,0,80,9.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6000000000000005
Michael Carter,RB,23-169,7,7,NYJ,DEN,away,45,2,45,2,2,45,22.5,0,100,22.5,29,13,29,13,29,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.4
Will Dissly,TE,26-107,7,7,SEA,LAC,away,45,4,45,4,4,45,11.3,0,100,11.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5
Phillip Dorsett,WR,29-291,6,7,HOU,LVR,away,45,3,45,3,2,45,22.5,1,66.7,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.5
Tyler Lockett,WR,30-025,7,7,SEA,LAC,away,45,8,45,8,7,45,6.4,0,87.5,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
Mack Hollins,WR,29-037,6,7,LVR,HOU,home,44,3,44,3,2,44,22,1,66.7,14.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4
Trent Sherfield,WR,26-239,7,7,MIA,PIT,home,44,3,44,3,3,44,14.7,0,100,14.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.9
Chris Godwin,WR,26-238,7,7,TAM,CAR,away,43,13,43,13,7,43,6.1,0,53.8,3.3,2,1,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
Rashod Bateman,WR,22-328,7,7,BAL,CLE,home,42,5,42,5,4,42,10.5,0,80,8.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.2
Devin Duvernay,WR,25-041,7,7,BAL,CLE,home,42,3,42,3,2,42,21,0,66.7,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.2
Diontae Johnson,WR,26-110,7,7,PIT,MIA,away,42,10,42,10,5,42,8.4,0,50,4.2,3,1,3,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
Deebo Samuel,WR,26-281,7,7,SFO,KAN,home,42,7,42,7,5,42,8.4,0,71.4,6,2,1,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.9
Chase Claypool,WR,24-108,7,7,PIT,MIA,away,41,8,41,8,5,41,8.2,0,62.5,5.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6000000000000005
Nyheim Hines,RB,25-345,7,7,IND,TEN,away,41,5,41,5,5,41,8.2,0,100,8.2,2,4,2,4,2,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.800000000000001
Russell Gage,WR,26-274,7,7,TAM,CAR,away,39,5,39,5,4,39,9.8,0,80,7.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.9
DeAndre Carter,WR,29-196,7,7,LAC,SEA,home,37,7,37,7,3,37,12.3,0,42.9,5.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.2
Alec Pierce,WR,22-174,7,7,IND,TEN,away,37,4,37,4,3,37,12.3,0,75,9.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.2
Jerick McKinnon,RB,30-173,7,7,KAN,SFO,away,36,3,36,3,2,36,18,0,66.7,12,12,2,12,2,12,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.8
Sammy Watkins,WR,29-131,7,7,GNB,WAS,away,36,4,36,4,2,36,18,0,50,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6
Kyle Juszczyk,FB,31-183,7,7,SFO,KAN,home,34,4,34,4,3,34,11.3,0,75,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.9
Jakobi Meyers,WR,25-349,7,7,NWE,CHI,home,34,2,34,2,2,34,17,1,100,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.4
Nico Collins,WR,23-218,6,7,HOU,LVR,away,33,3,33,3,3,33,11,0,100,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.800000000000001
Joe Mixon,RB,26-091,7,7,CIN,ATL,home,33,3,33,3,3,33,11,0,100,11,58,17,58,17,58,3.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.6
Mecole Hardman,WR,24-225,7,7,KAN,SFO,away,32,4,32,4,4,32,8,1,100,8,28,2,28,2,28,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
Cody Hollister,WR,28-339,6,7,TEN,IND,home,32,2,32,2,2,32,16,0,100,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2
Juwan Johnson,TE,26-037,7,7,NOR,ARI,away,32,5,32,5,5,32,6.4,2,100,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.7
Cole Kmet,TE,23-228,7,7,CHI,NWE,away,32,3,32,3,2,32,16,0,66.7,10.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2
Robert Tonyan,TE,28-176,7,7,GNB,WAS,away,32,4,32,4,3,32,10.7,0,75,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7
Terrace Marshall Jr,WR,22-136,7,7,CAR,TAM,home,31,3,31,3,2,31,15.5,0,66.7,10.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.1
Rondale Moore,WR,22-133,7,7,ARI,NOR,home,31,2,31,2,1,31,31,0,50,15.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6
Olamide Zaccheaus,WR,25-092,7,7,ATL,CIN,away,31,4,31,4,3,31,10.3,0,75,7.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6
Raheem Mostert,RB,30-197,7,7,MIA,PIT,home,30,5,30,5,4,30,7.5,1,80,6,79,16,79,16,79,4.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.9
Tommy Tremble,TE,22-143,7,7,CAR,TAM,home,29,1,29,1,1,29,29,1,100,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.4
Foster Moreau,TE,25-170,6,7,LVR,HOU,home,28,5,28,5,3,28,9.3,0,60,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.300000000000001
Colby Parkinson,TE,23-288,7,7,SEA,LAC,away,28,1,28,1,1,28,28,0,100,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3000000000000003
Armani Rogers,TE,24-323,7,7,WAS,GNB,home,28,3,28,3,3,28,9.3,0,100,9.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.300000000000001
D Onta Foreman,RB,26-182,7,7,CAR,TAM,home,27,2,27,2,2,27,13.5,0,100,13.5,118,15,118,15,118,7.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.5
Mike Gesicki,TE,27-020,7,7,MIA,PIT,home,27,7,27,7,3,27,9,0,42.9,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2
Jonathan Taylor,RB,23-277,7,7,IND,TEN,away,27,8,27,8,7,27,3.9,0,87.5,3.4,58,10,58,10,58,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
Tony Pollard,RB,25-176,7,7,DAL,DET,home,26,2,26,2,2,26,13,0,100,13,83,12,83,12,83,6.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.9
Robert Woods,WR,30-196,6,7,TEN,IND,home,26,4,26,4,3,26,8.7,0,75,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.1
Saquon Barkley,RB,25-256,7,7,NYG,JAX,away,25,4,25,4,4,25,6.3,0,100,6.3,110,24,110,24,110,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.5
Khalil Herbert,RB,24-186,7,7,CHI,NWE,away,25,2,25,2,1,25,25,1,50,12.5,62,12,62,12,62,5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.2
Dameon Pierce,RB,22-246,6,7,HOU,LVR,away,25,4,25,4,4,25,6.3,0,100,6.3,92,20,92,20,92,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.700000000000001
Dan Arnold,TE,27-222,7,7,JAX,NYG,home,24,1,24,1,1,24,24,0,100,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9000000000000004
Jauan Jennings,WR,25-105,7,7,SFO,KAN,home,24,4,24,4,2,24,12,0,50,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4000000000000004
Christian McCaffrey,RB,26-138,7,7,SFO,KAN,home,24,2,24,2,2,24,12,0,100,12,38,8,38,8,38,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.200000000000001
Garrett Wilson,WR,22-093,7,7,NYJ,DEN,away,24,4,24,4,4,24,6,0,100,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.4
Keaontay Ingram,RB,22-359,7,7,ARI,NOR,home,23,2,23,2,2,23,11.5,0,100,11.5,14,9,14,9,14,1.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.7
Courtland Sutton,WR,27-013,7,7,DEN,NYJ,home,23,9,23,9,3,23,7.7,0,33.3,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8000000000000003
Tyler Conklin,TE,27-085,7,7,NYJ,DEN,away,22,6,22,6,4,22,5.5,0,66.7,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2
Eno Benjamin,RB,23-190,7,7,ARI,NOR,home,21,5,21,5,4,21,5.3,0,80,4.2,92,12,92,12,92,7.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.3
Zach Ertz,TE,31-344,7,7,ARI,NOR,home,21,4,21,4,2,21,10.5,0,50,5.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1
Chris Myarick,FB,27-017,7,7,NYG,JAX,away,21,2,21,2,2,21,10.5,0,100,10.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1
Eric Tomlinson,TE,30-184,7,7,DEN,NYJ,home,21,2,21,2,2,21,10.5,0,100,10.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1
Marquez Callaway,WR,24-207,7,7,NOR,ARI,away,20,6,20,6,2,20,10,0,33.3,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Chris Moore,WR,29-129,6,7,HOU,LVR,away,20,4,20,4,2,20,10,1,50,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
Patrick Ricard,FB,28-149,7,7,BAL,CLE,home,20,2,20,2,2,20,10,0,100,10,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
David Sills,WR,26-147,7,7,NYG,JAX,away,19,1,19,1,1,19,19,0,100,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4000000000000004
Tyquan Thornton,WR,22-078,7,7,NWE,CHI,home,19,5,19,5,1,19,19,0,20,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4000000000000004
Antonio Gibson,RB,24-122,7,7,WAS,GNB,home,18,4,18,4,3,18,6,1,75,4.5,59,10,59,10,59,5.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.2
