,,,,,Games,,Receiving,,,,,,,,,,,Rushing,,,,,,,,Total Yds,,,,
23,Jonathan Taylor,IND,23,RB,10,10,3.9,2.7,13,4.8,0,0.4,19,2.7,13,69.2%,3.3,19.2,86.1,0.4,3.9,66,4.5,86.1,19.2,21.9,4.5,99.1,4,0.3
24,Amon-Ra St. Brown,DET,23,WR,12,12,9.08,6.83,74.8,11,0.5,4.17,49,6.8,74.8,75.2%,8.2,0.58,7.42,0,0.25,58,12.7,7.4,0.6,7.42,11.1,82.3,6,
25,Alvin Kamara,NOR,27,RB,11,10,6.18,4.64,39.4,8.5,0.18,1.36,54,4.6,39.4,75.0%,6.4,13,50,0.09,2.36,27,3.8,50,13,17.6,5.1,89.4,3,0.36
26,Tyler Lockett,SEA,30,WR,14,14,7.71,5.57,68.9,12.4,0.57,3.36,40,5.6,68.9,72.2%,8.9,,,0,0,,,,,5.57,12.4,68.9,8,0.14
27,Terry McLaurin,WAS,27,WR,13,13,7.54,4.77,72.7,15.2,0.23,3.38,49,4.8,72.7,63.3%,9.6,0.46,1.31,0,0.08,7,2.8,1.3,0.5,5.23,14.1,74,3,0.08
28,D.K. Metcalf,SEA,25,WR,14,14,8.5,5.64,66,11.7,0.43,3.07,54,5.6,66,66.4%,7.8,,,0,0,,,,,5.64,11.7,66,6,0.14
29,Justin Fields,CHI,23,QB,12,12,,,,,0,0,,,,,,10.7,75.4,0.67,4.75,67,7.1,75.4,10.7,10.7,7.1,75.4,8,1.08
30,Leonard Fournette,TAM,27,RB,12,9,5.33,4.58,31.7,6.9,0.25,1.67,25,4.6,31.7,85.9%,5.9,12.4,43.7,0.25,2.67,17,3.5,43.7,12.4,17,4.4,75.3,6,
31,Chris Olave,NOR,22,WR,12,7,8.17,5,73.9,14.8,0.25,3.42,53,5,73.9,61.2%,9.1,,,0,0,,,,,5,14.8,73.9,3,0.08
32,David Montgomery,CHI,25,RB,12,12,2.5,2.08,20.3,9.8,0,0.58,32,2.1,20.3,83.3%,8.1,13.3,53.4,0.33,2.92,28,4,53.4,13.3,15.4,4.8,73.8,4,0.08
33,Christian Kirk,JAX,26,WR,13,13,8.15,5.15,67.2,13,0.54,3.38,49,5.2,67.2,63.2%,8.2,0.31,0.54,0,0,5,1.8,0.5,0.3,5.46,12.4,67.8,7,0.08
34,Amari Cooper,CLE,28,WR,13,13,8.38,4.85,67.2,13.9,0.54,3.69,55,4.8,67.2,57.8%,8,,,0,0,,,,,4.85,13.9,67.2,7,
35,Devin Singletary,BUF,25,RB,13,13,3.38,2.46,17.7,7.2,0.08,1,22,2.5,17.7,72.7%,5.2,11.2,49.4,0.31,2.62,30,4.4,49.4,11.2,13.6,4.9,67.1,5,0.15
36,Garrett Wilson,NYJ,22,WR,13,8,7.77,4.85,66.8,13.8,0.31,3.38,60,4.8,66.8,62.4%,8.6,0.31,0.31,0,0,7,1,0.3,0.3,5.15,13,67.1,4,0.08
37,Najee Harris,PIT,24,RB,13,13,3.08,2.46,12.7,5.2,0.15,0.92,14,2.5,12.7,80.0%,4.1,14.4,54.2,0.38,2.23,36,3.8,54.2,14.4,16.8,4,66.8,7,0.15
38,Cooper Kupp,LAR,29,WR,9,9,10.9,8.33,90.2,10.8,0.67,4.67,75,8.3,90.2,76.5%,8.3,1,5.78,0.11,0.44,20,5.8,5.8,1,9.33,10.3,96,7,0.22
39,Jamaal Williams,DET,27,RB,13,7,1,0.69,4.38,6.3,0,0.23,17,0.7,4.4,69.2%,4.4,15.7,62,1.08,4.08,51,4,62,15.7,16.4,4.1,66.4,14,0.23
40,Tee Higgins,CIN,23,WR,13,11,6.54,4.62,66.2,14.4,0.38,3.08,59,4.6,66.2,70.6%,10.1,,,0,0,,,,,4.62,14.4,66.2,5,
41,Jeff Wilson,2TM,27,RB,13,7,2,1.23,11.5,9.3,0.08,0.46,16,1.2,11.5,61.5%,5.7,10.5,54.3,0.31,2.62,41,5.2,54.3,10.5,11.7,5.6,65.8,5,0.23
42,Kenneth Walker III,SEA,22,RB,12,8,2.58,1.92,12.3,6.4,0,0.42,33,1.9,12.3,74.2%,4.8,12.5,58,0.75,2.83,74,4.6,58,12.5,14.4,4.9,70.3,9,
43,Antonio Gibson,WAS,24,RB,13,6,3.92,3.23,25.1,7.8,0.15,1.23,26,3.2,25.1,82.4%,6.4,10.7,39.6,0.23,2.38,20,3.7,39.6,10.7,13.9,4.6,64.7,5,
44,Deebo Samuel,SFO,26,WR,12,11,7.58,4.5,51,11.3,0.17,2,57,4.5,51,59.3%,6.7,3.42,19,0.25,0.67,51,5.6,19,3.4,7.92,8.8,70,5,0.25
45,Ja'Marr Chase,CIN,22,WR,9,9,10.8,7.11,91.2,12.8,0.78,5,60,7.1,91.2,66.0%,8.5,0.56,0.89,0,0,6,1.6,0.9,0.6,7.67,12,92.1,7,0.11
46,Mike Evans,TAM,29,WR,12,12,8.17,4.92,67.1,13.6,0.25,3.42,51,4.9,67.1,60.2%,8.2,,,0,0,,,,,4.92,13.6,67.1,3,
47,Ezekiel Elliott,DAL,27,RB,11,10,1.64,1.27,6.64,5.2,0,0.18,31,1.3,6.6,77.8%,4.1,15.6,65.1,0.82,3.91,27,4.2,65.1,15.6,16.9,4.2,71.7,9,
48,AJ Dillon,GNB,24,RB,13,3,2.54,1.77,12.2,6.9,0,0.54,12,1.8,12.2,69.7%,4.8,11,48,0.23,2.69,27,4.4,48,11,12.8,4.7,60.2,3,0.08
49,Brandon Aiyuk,SFO,24,WR,14,14,6.43,4.29,55.3,12.9,0.5,2.43,34,4.3,55.3,66.7%,8.6,0.07,0.5,0,0,7,7,0.5,0.1,4.36,12.8,55.8,7,0.07
50,DeVonta Smith,PHI,24,WR,13,13,7.31,5.08,59.6,11.7,0.38,2.85,45,5.1,59.6,69.5%,8.2,,,0,0,,,,,5.08,11.7,59.6,5,0.08
51,Lamar Jackson,BAL,25,QB,12,12,,,,,0,0,,,,,,9.33,63.7,0.25,3.92,79,6.8,63.7,9.3,9.33,6.8,63.7,3,0.42
52,JuJu Smith-Schuster,KAN,26,WR,12,11,6.83,5.08,63.5,12.5,0.25,3.25,53,5.1,63.5,74.4%,9.3,,,0,0,,,,,5.08,12.5,63.5,3,0.17
53,James Conner,ARI,27,RB,10,10,4.2,3.3,20,6.1,0.1,0.7,21,3.3,20,78.6%,4.8,13.6,56.1,0.5,3.6,23,4.1,56.1,13.6,16.9,4.5,76.1,6,0.3
54,Michael Pittman Jr.,IND,25,WR,12,12,8.92,6.33,62.9,9.9,0.17,3.33,28,6.3,62.9,71.0%,7.1,,,0,0,,,,,6.33,9.9,62.9,2,0.17
55,Donovan Peoples-Jones,CLE,23,WR,13,11,6.15,4.08,57.8,14.2,0.08,2.23,42,4.1,57.8,66.3%,9.4,0.08,0.15,0,0,2,2,0.2,0.1,4.15,13.9,57.9,1,0.08
56,Curtis Samuel,WAS,26,WR,13,10,6.08,4.15,42.8,10.3,0.23,2.31,49,4.2,42.8,68.4%,7,2.38,14.5,0.08,0.85,21,6.1,14.5,2.4,6.54,8.8,57.2,4,0.08
57,Raheem Mostert,MIA,30,RB,12,10,2.25,1.5,10.5,7,0.08,0.42,18,1.5,10.5,66.7%,4.7,11.3,50.8,0.25,2.67,25,4.5,50.8,11.3,12.8,4.8,61.3,4,
58,Chris Godwin,TAM,26,WR,11,10,9.82,6.64,63.8,9.6,0.18,3.36,44,6.6,63.8,67.6%,6.5,0.27,0.45,0,0,2,1.7,0.5,0.3,6.91,9.3,64.3,2,
59,Khalil Herbert,CHI,24,RB,10,1,0.7,0.6,6.2,10.3,0.1,0.2,25,0.6,6.2,85.7%,8.9,10.8,64.3,0.4,2.2,63,6,64.3,10.8,11.4,6.2,70.5,5,
60,T.J. Hockenson,2TM,25,TE,13,12,7,4.77,53.6,11.2,0.31,2.62,81,4.8,53.6,68.1%,7.7,,,0,0,,,,,4.77,11.2,53.6,4,0.08
61,Gabriel Davis,BUF,23,WR,12,12,5.92,3.17,58,18.3,0.5,2.42,98,3.2,58,53.5%,9.8,,,0,0,,,,,3.17,18.3,58,6,
62,Courtland Sutton,DEN,27,WR,12,12,7.42,4.33,57.3,13.2,0.08,2.67,51,4.3,57.3,58.4%,7.7,0.08,0.42,0,0,5,5,0.4,0.1,4.42,13.1,57.8,1,
63,Tyler Allgeier,ATL,22,RB,12,5,0.83,0.83,7.25,8.7,0.08,0.42,25,0.8,7.3,100.0%,8.7,10.9,50.3,0.08,2.33,44,4.6,50.3,10.9,11.8,4.9,57.6,2,
64,Jalen Hurts,PHI,24,QB,13,13,,,,,0,0,,,,,,10.7,52.8,0.77,4.54,42,4.9,52.8,10.7,10.7,4.9,52.8,10,0.69
65,Breece Hall,NYJ,21,RB,7,2,4.43,2.71,31.1,11.5,0.14,1.14,79,2.7,31.1,61.3%,7,11.4,66.1,0.57,2.86,62,5.8,66.1,11.4,14.1,6.9,97.3,5,0.14
66,Mark Andrews,BAL,27,TE,12,12,7.67,4.83,55.9,11.6,0.42,3.17,25,4.8,55.9,63.0%,7.3,0.25,0.67,0,0.25,4,2.7,0.7,0.3,5.08,11.1,56.6,5,0.08
67,Zay Jones,JAX,27,WR,12,11,8.17,5.67,54.6,9.6,0.17,3.08,29,5.7,54.6,69.4%,6.7,0.25,1.75,0,0.08,14,7,1.8,0.3,5.92,9.5,56.3,2,
68,Diontae Johnson,PIT,26,WR,13,13,8.69,5.15,49.8,9.7,0,2.54,37,5.2,49.8,59.3%,5.7,0.46,1.77,0,0.08,8,3.8,1.8,0.5,5.62,9.2,51.5,0,0.08
69,Josh Palmer,LAC,24,WR,12,10,7.67,5.08,55.4,10.9,0.25,2.92,50,5.1,55.4,66.3%,7.2,0.08,0.33,0,0.08,4,4,0.3,0.1,5.17,10.8,55.8,3,0.08
70,D'Onta Foreman,CAR,26,RB,13,6,0.69,0.38,2,5.2,0,0.08,23,0.4,2,55.6%,2.9,11.3,49,0.31,2.38,60,4.3,49,11.3,11.7,4.4,51,4,
71,Isiah Pacheco,KAN,22,RB,13,7,0.69,0.69,5.31,7.7,0,0.31,17,0.7,5.3,100.0%,7.7,9.54,45.5,0.23,1.85,28,4.8,45.5,9.5,10.2,5,50.8,3,0.23
72,Tyler Boyd,CIN,28,WR,13,11,5.08,3.46,50.4,14.6,0.31,2.46,60,3.5,50.4,68.2%,9.9,,,0,0,,,,,3.46,14.6,50.4,4,
73,DeAndre Hopkins,ARI,30,WR,7,7,10.7,8,93.3,11.7,0.43,4.43,33,8,93.3,74.7%,8.7,,,0,0,,,,,8,11.7,93.3,3,0.29
74,D.J. Moore,CAR,25,WR,13,13,7,3.54,46.5,13.2,0.31,2.23,62,3.5,46.5,50.5%,6.6,0.69,3.46,0,0.15,11,5,3.5,0.7,4.23,11.8,50,4,
75,Adam Thielen,MIN,32,WR,13,13,7,4.85,49.6,10.2,0.31,3.08,36,4.8,49.6,69.2%,7.1,,,0,0,,,,,4.85,10.2,49.6,4,
76,Cordarrelle Patterson,ATL,31,RB,9,8,1.78,1.22,7.22,5.9,0,0.33,15,1.2,7.2,68.8%,4.1,12,62.9,0.56,3.56,40,5.2,62.9,12,13.2,5.3,70.1,5,0.11
77,Pat Freiermuth,PIT,24,TE,12,7,6.83,4.42,52.5,11.9,0.17,2.67,57,4.4,52.5,64.6%,7.7,,,0,0,,,,,4.42,11.9,52.5,2,
78,Josh Allen,BUF,26,QB,13,13,,,,,0,0,,,,,,7.62,48.3,0.46,3.46,36,6.3,48.3,7.6,7.62,6.3,48.3,6,0.77
79,Mack Hollins,LVR,29,WR,13,12,5.92,3.62,45.2,12.5,0.23,2.08,60,3.6,45.2,61.0%,7.6,0.31,3.08,0,0.15,17,10,3.1,0.3,3.92,12.3,48.3,3,
80,D'Andre Swift,DET,23,RB,10,6,4.5,3.1,25.3,8.2,0.2,1.3,25,3.1,25.3,68.9%,5.6,7,37.5,0.4,1.4,50,5.4,37.5,7,10.1,6.2,62.8,6,0.1
81,Mike Williams,LAC,28,WR,9,9,7.33,4.89,69.6,14.2,0.44,2.89,55,4.9,69.6,66.7%,9.5,,,0,0,,,,,4.89,14.2,69.6,4,
82,Allen Lazard,GNB,27,WR,11,11,6.82,4.09,56.4,13.8,0.45,3.27,47,4.1,56.4,60.0%,8.3,,,0,0,,,,,4.09,13.8,56.4,5,
83,George Pickens,PIT,21,WR,13,8,4.92,3.08,45.4,14.8,0.15,2.15,42,3.1,45.4,62.5%,9.2,0.23,1.85,0.08,0.15,22,8,1.8,0.2,3.31,14.3,47.2,3,
84,Samaje Perine,CIN,27,RB,13,2,3.46,2.54,20.3,8,0.31,0.85,32,2.5,20.3,73.3%,5.9,6,26.8,0.15,1.38,29,4.5,26.8,6,8.54,5.5,47.2,6,
85,Rachaad White,TAM,23,RB,13,4,3.62,3.08,18.6,6.1,0.08,0.85,20,3.1,18.6,85.1%,5.1,7.38,28.5,0.08,1.62,35,3.9,28.5,7.4,10.5,4.5,47.1,2,0.23
86,Darius Slayton,NYG,25,WR,12,8,4.58,2.92,50.7,17.4,0.17,2.17,55,2.9,50.7,63.6%,11.1,,,0,0,,,,,2.92,17.4,50.7,2,
87,Brian Robinson Jr.,WAS,23,RB,9,7,1,0.89,4.67,5.3,0.11,0.22,14,0.9,4.7,88.9%,4.7,16.3,62.6,0.22,4.22,24,3.8,62.6,16.3,17.2,3.9,67.2,3,0.11
88,Marquez Valdes-Scantling,KAN,28,WR,13,8,4.69,2.62,46.6,17.8,0.08,2.08,57,2.6,46.6,55.7%,9.9,0.08,-0.23,0,0,-3,-3,-0.2,0.1,2.69,17.2,46.4,1,
89,Kareem Hunt,CLE,27,RB,13,0,2.69,2.08,13.8,6.6,0.08,0.77,24,2.1,13.8,77.1%,5.1,8.15,32.5,0.23,2.23,24,4,32.5,8.2,10.2,4.5,46.3,4,0.08
90,Jakobi Meyers,NWE,26,WR,10,9,6.7,5,59.3,11.9,0.3,2.8,30,5,59.3,74.6%,8.9,0.2,0.9,0,0.2,7,4.5,0.9,0.2,5.2,11.6,60.2,3,0.1
91,Michael Carter,NYJ,23,RB,12,9,3.5,2.58,18.7,7.2,0,0.75,37,2.6,18.7,73.8%,5.3,8.67,31.3,0.25,1.08,25,3.6,31.3,8.7,11.3,4.4,49.9,3,0.17
92,George Kittle,SFO,29,TE,12,12,5.33,3.83,49.4,12.9,0.5,2.17,54,3.8,49.4,71.9%,9.3,,,0,0,,,,,3.83,12.9,49.4,6,0.08
93,Jerry Jeudy,DEN,23,WR,11,10,6.18,3.82,53.4,14,0.55,2.45,67,3.8,53.4,61.8%,8.6,0.09,0.09,0,0.09,1,1,0.1,0.1,3.91,13.7,53.5,6,
94,Jerick McKinnon,KAN,30,RB,13,0,3.92,2.92,27.6,9.4,0.31,1.31,56,2.9,27.6,74.5%,7,4.08,17.1,0,0.69,30,4.2,17.1,4.1,7,6.4,44.7,4,0.08
95,Marquise Brown,ARI,25,WR,8,8,10,6.63,70.6,10.7,0.38,3.5,26,6.6,70.6,66.3%,7.1,,,0,0,,,,,6.63,10.7,70.6,3,0.13
96,Evan Engram,JAX,28,TE,13,10,5.69,4.08,42.2,10.3,0.31,1.92,28,4.1,42.2,71.6%,7.4,0.08,0,0,0,0,0,0,0.1,4.15,10.1,42.2,4,
97,Daniel Jones,NYG,25,QB,13,13,,,,,0,0,,,,,,7.31,42.2,0.38,3.46,24,5.8,42.2,7.3,7.31,5.8,42.2,5,0.38
98,Dallas Goedert,PHI,27,TE,9,9,5.89,4.78,60.4,12.7,0.33,3.44,31,4.8,60.4,81.1%,10.3,,,0,0,,,,,4.78,12.7,60.4,3,0.11
99,Melvin Gordon,DEN,29,RB,10,6,3.2,2.5,22.3,8.9,0,1.1,24,2.5,22.3,78.1%,7,9,31.8,0.2,1.5,17,3.5,31.8,9,11.5,4.7,54.1,2,0.5
100,Drake London,ATL,21,WR,13,11,6.23,3.62,41,11.3,0.31,2.38,37,3.6,41,58.0%,6.6,,,0,0,,,,,3.62,11.3,41,4,0.08
101,Parris Campbell,IND,25,WR,13,12,5.23,3.85,38.2,9.9,0.23,2,38,3.8,38.2,73.5%,7.3,0.23,2.38,0,0.08,28,10.3,2.4,0.2,4.08,10,40.6,3,
102,Brandin Cooks,HOU,29,WR,10,10,7.1,4.4,52,11.8,0.1,2.1,44,4.4,52,62.0%,7.3,0.2,0.7,0,0,5,3.5,0.7,0.2,4.6,11.5,52.7,1,
103,Latavius Murray,2TM,32,RB,9,3,2.67,2.22,9.22,4.2,0,0.22,14,2.2,9.2,83.3%,3.5,12.4,48.6,0.44,2.56,52,3.9,48.6,12.4,14.7,3.9,57.8,4,
104,David Njoku,CLE,26,TE,10,10,6.1,4.8,52.3,10.9,0.3,2.9,38,4.8,52.3,78.7%,8.6,0.2,-0.8,0,0,-2,-4,-0.8,0.2,5,10.3,51.5,3,0.1
105,Alec Pierce,IND,22,WR,12,9,5,2.67,42.5,15.9,0.17,1.92,47,2.7,42.5,53.3%,8.5,,,0,0,,,,,2.67,15.9,42.5,2,0.08
106,Darnell Mooney,CHI,25,WR,12,12,5.08,3.33,41.1,12.3,0.17,1.67,56,3.3,41.1,65.6%,8.1,0.08,0.17,0,0,2,2,0.2,0.1,3.42,12.1,41.3,2,
107,Kenyan Drake,BAL,28,RB,11,5,1.91,1.36,6.36,4.7,0.09,0.55,15,1.4,6.4,71.4%,3.3,8.45,38.4,0.27,1.73,40,4.5,38.4,8.5,9.82,4.6,44.7,4,0.09
108,Gerald Everett,LAC,28,TE,12,8,6.08,4,40.8,10.2,0.17,1.92,26,4,40.8,65.8%,6.7,0.08,0,0,0,0,0,0,0.1,4.08,10,40.8,2,
109,James Cook,BUF,23,RB,13,0,1.92,1.23,12.3,10,0,0.31,41,1.2,12.3,64.0%,6.4,4.92,25.3,0.08,1.08,33,5.1,25.3,4.9,6.15,6.1,37.6,1,0.08
110,Taysom Hill,NOR,32,TE,12,7,0.92,0.58,5.5,9.4,0.17,0.33,30,0.6,5.5,63.6%,6,5.08,34.9,0.42,1.92,60,6.9,34.9,5.1,5.67,7.1,40.4,7,0.08
111,Olamide Zaccheaus,ATL,25,WR,13,9,3.38,2.46,36.8,14.9,0.15,1.69,45,2.5,36.8,72.7%,10.9,0.15,0.54,0,0.08,13,3.5,0.5,0.2,2.62,14.3,37.3,2,0.08
112,Eno Benjamin,2TM,23,,12,3,2.75,2,15.3,7.7,0,0.83,22,2,15.3,72.7%,5.6,6.08,25,0.17,1.17,45,4.1,25,6.1,8.08,5,40.3,2,
113,Noah Brown,DAL,26,WR,12,11,4.42,2.83,40.3,14.2,0.08,1.67,51,2.8,40.3,64.2%,9.1,,,0,0,,,,,2.83,14.2,40.3,1,0.08
114,Chase Claypool,2TM,24,WR,13,11,5.54,3.38,32.5,9.6,0.08,1.69,31,3.4,32.5,61.1%,5.9,0.69,4.54,0,0.23,15,6.6,4.5,0.7,4.08,9.1,37,1,0.08
115,Nico Collins,HOU,23,WR,10,7,6.6,3.7,48.1,13,0.2,2.1,58,3.7,48.1,56.1%,7.3,,,0,0,,,,,3.7,13,48.1,2,
116,James Robinson,2TM,24,RB,11,5,1.27,1,4.64,4.6,0.18,0.45,10,1,4.6,78.6%,3.6,10,38.6,0.27,2,50,3.9,38.6,10,11,3.9,43.3,5,0.09
117,Christian Watson,GNB,23,WR,10,7,4.1,2.5,40.1,16,0.7,1.7,63,2.5,40.1,61.0%,9.8,0.5,6.8,0.2,0.2,46,13.6,6.8,0.5,3,15.6,46.9,9,
118,Devin Duvernay,BAL,25,WR,13,13,3.54,2.69,29.1,10.8,0.23,1.38,31,2.7,29.1,76.1%,8.2,0.92,6.46,0.08,0.54,18,7,6.5,0.9,3.62,9.8,35.5,4,
119,DeAndre Carter,LAC,29,WR,13,7,4.23,3.08,35.8,11.7,0.23,2,35,3.1,35.8,72.7%,8.5,0.08,-0.38,0,0,-5,-5,-0.4,0.1,3.15,11.2,35.5,3,0.08
120,Corey Davis,NYJ,27,WR,10,8,4.8,2.6,46,17.7,0.2,2.4,66,2.6,46,54.2%,9.6,,,0,0,,,,,2.6,17.7,46,2,
121,DeVante Parker,NWE,29,WR,12,10,3.33,2.08,38.3,18.4,0.08,1.67,43,2.1,38.3,62.5%,11.5,,,0,0,,,,,2.08,18.4,38.3,1,
122,Damien Harris,NWE,25,RB,9,8,1.78,1.44,8.33,5.8,0,0.44,15,1.4,8.3,81.3%,4.7,9.33,42.6,0.33,2.11,30,4.6,42.6,9.3,10.8,4.7,50.9,3,
123,Tyler Higbee,LAR,29,TE,13,13,6.23,4,35,8.8,0,1.69,26,4,35,64.2%,5.6,,,0,0,,,,,4,8.8,35,0,
124,Clyde Edwards-Helaire,KAN,23,RB,10,6,2.3,1.7,15.1,8.9,0.3,1.1,25,1.7,15.1,73.9%,6.6,7.1,30.2,0.3,1.5,52,4.3,30.2,7.1,8.8,5.1,45.3,6,
125,Chris Moore,HOU,29,WR,12,3,4.25,3.08,36.5,11.8,0.17,1.42,52,3.1,36.5,72.5%,8.6,0.17,0.42,0,0,3,2.5,0.4,0.2,3.25,11.4,36.9,2,
126,Marcus Mariota,ATL,29,QB,13,13,,,,,0,0,,,,,,6.54,33.7,0.31,2.31,30,5.2,33.7,6.5,6.54,5.2,33.7,4,0.62
127,Dalton Schultz,DAL,26,TE,11,11,5.64,3.73,39.1,10.5,0.27,1.73,30,3.7,39.1,66.1%,6.9,,,0,0,,,,,3.73,10.5,39.1,3,0.09
128,Isaiah McKenzie,BUF,27,WR,12,7,4.58,3.17,31.7,10,0.33,2,30,3.2,31.7,69.1%,6.9,0.67,4.08,0.08,0.25,18,6.1,4.1,0.7,3.83,9.3,35.8,5,
129,Josh Reynolds,DET,27,WR,10,9,5.2,3.4,42.7,12.6,0.3,2.3,31,3.4,42.7,65.4%,8.2,,,0,0,,,,,3.4,12.6,42.7,3,
130,Kalif Raymond,DET,28,WR,13,5,3.69,2.62,30.8,11.8,0,1.23,43,2.6,30.8,70.8%,8.4,0.38,1.85,0,0.15,12,4.8,1.8,0.4,3,10.9,32.7,0,0.23
131,Tyler Conklin,NYJ,27,TE,13,13,5.46,3.46,32.2,9.3,0.23,1.38,29,3.5,32.2,63.4%,5.9,0.08,0.08,0,0.08,1,1,0.1,0.1,3.54,9.1,32.2,3,0.15
132,Kyler Murray,ARI,25,QB,11,11,,,,,0,0,,,,,,6.09,38,0.27,2.09,42,6.2,38,6.1,6.09,6.2,38,3,0.73
133,Cole Kmet,CHI,23,TE,13,13,3.85,2.69,31.4,11.7,0.38,1.54,50,2.7,31.4,70.0%,8.2,0.15,0.69,0,0.08,8,4.5,0.7,0.2,2.85,11.3,32.1,5,0.08
