player,Position_yah,TEAM,Opponent_yah,home_away,combined_projection,Salary_yah,combined_fppd,expected_points,ex_ppd,Online_proj,MATCHUP,Start_Sit
Jonathan Taylor,RB,IND,PHI,Home,15.696483672862993,24,0.6540201530359581,15.437833818375704,0.6432430757656543,16.3,4 out of 5 stars,A
Austin Ekeler,RB,LAC,KC,Home,19.907154328445486,38,0.5238724823275128,20.167363326350696,0.5307200875355447,19.3,4 out of 5 stars,A+
Joe Mixon,RB,CIN,PIT,Away,15.688976926095693,28,0.5603206045034176,15.598538465850991,0.5570906594946783,15.9,2 out of 5 stars,A
Najee Harris,RB,PIT,CIN,Home,11.129718073668284,17,0.6546892984510756,11.313882962383266,0.6655225271990156,10.7,2 out of 5 stars,B-
James Conner,RB,ARI,SF,Home,11.258806414373574,16,0.7036754008983483,11.112580591962248,0.6945362869976405,11.6,2 out of 5 stars,B
Ezekiel Elliott,RB,DAL,MIN,Away,8.536299546256362,16,0.5335187216410227,9.108999351794806,0.5693124594871753,7.2,3 out of 5 stars,C
Nick Chubb,RB,CLE,BUF,Away,14.599204307382301,33,0.4424001305267364,14.213149010546148,0.43070148516806506,15.5,3 out of 5 stars,A
Damien Harris,RB,NE,NYJ,Home,8.675649588329089,14,0.6196892563092206,9.736642269041557,0.6954744477886825,6.2,3 out of 5 stars,C-
Alvin Kamara,RB,NO,LAR,Home,14.785644499609202,24,0.6160685208170501,14.608063570870288,0.6086693154529287,15.2,2 out of 5 stars,A
Antonio Gibson,RB,WAS,HOU,Away,12.138754655165924,20,0.6069377327582962,12.75536379309418,0.637768189654709,10.7,5 out of 5 stars,B
Cordarrelle Patterson,RB,ATL,CHI,Home,13.626456072003387,22,0.6193843669092449,14.837794388576269,0.6744451994807394,10.8,4 out of 5 stars,B
Derrick Henry,RB,TEN,GB,Away,17.983741706680796,37,0.486047073153535,17.976773866686855,0.4858587531536988,18,4 out of 5 stars,A+
Dalvin Cook,RB,MIN,DAL,Home,15.652574301048006,25,0.6261029720419202,15.846534715782868,0.6338613886313147,15.2,3 out of 5 stars,A
Josh Jacobs,RB,LV,DEN,Away,15.547034820897423,24,0.6477931175373927,15.567192601282036,0.6486330250534181,15.5,3 out of 5 stars,A
Devin Singletary,RB,BUF,CLE,Home,10.615332034173685,18,0.5897406685652047,10.236188620248123,0.5686771455693402,11.5,4 out of 5 stars,B
David Montgomery,RB,CHI,ATL,Away,10.396187753765032,18,0.5775659863202796,9.365982505378618,0.5203323614099232,12.8,4 out of 5 stars,B+
AJ Dillon,RB,GB,TEN,Home,6.824778111325957,13,0.5249829316404582,6.963968730465653,0.5356899023435118,6.5,2 out of 5 stars,C
D Andre Swift,RB,DET,NYG,Away,10.4720923065198,16,0.6545057691574875,11.488703295028287,0.7180439559392681,8.1,3 out of 5 stars,C+
Elijah Mitchell,RB,SF,ARI,Away,6.661148555731463,19,0.35058676609112965,6.3444979367592325,0.3339209440399596,7.4,4 out of 5 stars,C
James Robinson,RB,NYJ,NE,Away,7.787664982861815,14,0.5562617844901296,8.382378546945452,0.598741324781818,6.4,2 out of 5 stars,C-
Tony Pollard,RB,DAL,MIN,Away,12.164009443542803,27,0.45051886827936305,12.234299205061149,0.45312219278004257,12,3 out of 5 stars,B
Michael Carter,RB,NYJ,NE,Away,8.129965287493011,15,0.5419976858328674,8.22852183927573,0.5485681226183821,7.9,2 out of 5 stars,C+
Chuba Hubbard,RB,CAR,BAL,Away,3.3854647419186747,12,0.28212206182655625,2.907806774169536,0.24231723118079465,4.5,4 out of 5 stars,D
Saquon Barkley,RB,NYG,DET,Home,19.56772901651376,33,0.5929614853489018,19.211041452162515,0.582152771277652,20.4,4 out of 5 stars,A+
Rhamondre Stevenson,RB,NE,NYJ,Home,15.007143664119821,23,0.6524845071356444,14.967348091599746,0.6507542648521628,15.1,3 out of 5 stars,A-
Clyde Edwards Helaire,RB,KC,LAC,Away,7.999493678962094,12,0.6666244732468412,9.627848112802992,0.802320676066916,4.2,4 out of 5 stars,D
Jamaal Williams,RB,DET,NYG,Away,11.19928387671466,26,0.43074168756594844,10.856119823878087,0.41754307014915726,12,3 out of 5 stars,B
Latavius Murray,RB,DEN,LV,Home,10.291134196705615,16,0.6431958872941009,11.95876313815088,0.74742269613443,6.4,3 out of 5 stars,C-
Miles Sanders,RB,PHI,IND,Away,10.766620199201169,22,0.4893918272364168,9.93802885600167,0.4517285843637122,12.7,3 out of 5 stars,B
Christian McCaffrey,RB,SF,ARI,Away,16.385066860050966,40,0.40962667150127413,16.292952657215665,0.4073238164303916,16.6,4 out of 5 stars,A
Kenneth Gainwell,RB,PHI,IND,Away,4.270297698397373,12,0.3558581415331144,4.128996711996248,0.34408305933302064,4.6,3 out of 5 stars,D
Kareem Hunt,RB,CLE,BUF,Away,7.841689058527475,15,0.5227792705684984,8.202412940753536,0.546827529383569,7,3 out of 5 stars,C
D Onta Foreman,RB,CAR,BAL,Away,8.346546921164064,18,0.46369705117578136,7.0807813159486646,0.3933767397749258,11.3,4 out of 5 stars,B
Kenyan Drake,RB,BAL,CAR,Home,9.190578026134999,20,0.45952890130674995,9.829397180192856,0.49146985900964274,7.7,4 out of 5 stars,C
Dontrell Hilliard,RB,TEN,GB,Away,6.4487261244707295,11,0.586247829497339,7.155323034958186,0.650483912268926,4.8,4 out of 5 stars,D+
Jerick McKinnon,RB,KC,LAC,Away,5.18312692873023,14,0.3702233520521593,4.704467041043186,0.3360333600745133,6.3,4 out of 5 stars,C-
Eno Benjamin,RB,HOU,ARI,Home,6.738312781195537,11,0.6125738891995943,8.94044683027934,0.8127678936617582,1.6,2 out of 5 stars,F
Deon Jackson,RB,IND,PHI,Home,3.5231463650629893,13,0.2710112588509992,4.175923378661413,0.32122487528164717,2,4 out of 5 stars,F
Dameon Pierce,RB,HOU,WAS,Home,13.335492251362567,21,0.6350234405410746,12.707846073375094,0.6051355273035759,14.8,2 out of 5 stars,A-
Tyler Allgeier,RB,ATL,CHI,Home,6.802148090511582,16,0.4251342556569739,6.845925843587975,0.4278703652242484,6.7,4 out of 5 stars,C
Melvin Gordon III,RB,DEN,LV,Home,7.2243260113034165,15,0.4816217340868944,7.149037159004882,0.4766024772669921,7.4,3 out of 5 stars,C
