Player,Position_yah,Team_yah,Opponent_yah,expected_points,Salary_yah,ovr_ex_rec,ovr_ex_rec_yds,ovr_ex_rec_td,ovr_ex_rus_yds,ovr_ex_rus_td,fmb_scrim,games,ex_ppd,home_away
Christian McCaffrey,RB,SF,WAS,16.654298467525628,35,5.178754411764706,42.063945074106364,0.27551768292682927,61.98086656671664,0.35788899999999996,0.07,13.75,0.4758370990721608,Home
Najee Harris,RB,PIT,LV,11.771546175402003,21,2.3587,12.769202180376611,0.21336875000000002,56.64629457364341,0.441739,0.14,14,0.5605498178762859,Home
Derrick Henry,RB,TEN,HOU,19.993299014334866,39,2.30692,29.948297018348622,0,106.805453125,0.980744,0.36,14,0.5126486926752529,Home
Leonard Fournette,RB,TB,ARI,15.033927053825156,13,4.268989795918367,30.090245901639342,0.2525818181818182,52.87523553162853,0.5145655172413794,0,12,1.1564559272173196,Away
Josh Jacobs,RB,LV,PIT,17.985641256761646,38,3.2237366197183097,26.20054721862872,0,101.12318225039618,0.6769000000000001,0.21,14,0.47330634886214856,Away
Saquon Barkley,RB,NYG,MIN,15.638519488744755,30,3.7143428571428565,25.56626815642458,0,77.84635294117646,0.5966809917355372,0.07,14,0.5212839829581585,Away
Nick Chubb,RB,CLE,NO,14.910087686280308,28,1.4139894736842105,11.884529494382022,0,85.5624,0.7664,0.07,14,0.5325031316528681,Home
Austin Ekeler,RB,LAC,IND,19.042025650243424,38,6.0802,40.97027133479212,0.353448,58.60716845878136,0.7505822784810127,0.29,14,0.5011059381643006,Away
Dalvin Cook,RB,MIN,NYG,15.641376945340946,28,2.14406,17.69709375,0.12403508771929825,91.37327044025156,0.55635,0.21,14,0.5586206051907481,Home
Aaron Jones,RB,GB,MIA,13.676564760944883,24,3.934632876712329,27.2484268125855,0.36,63.801306413301674,0.17071250000000002,0.29,14,0.5698568650393702,Away
Rhamondre Stevenson,RB,NE,CIN,13.838902918014249,24,4.2739125,28.15088578313253,0.07666627906976745,64.75427857142856,0.3485720930232558,0.07,11.75,0.5766209549172604,Home
Tony Pollard,RB,DAL,PHI,14.012227902845119,29,2.3419529411764706,20.325383233532936,0.1953936305732484,64.73609924190214,0.5271235668789809,0,11.5,0.48318027251190065,Home
Travis Etienne Jr,RB,JAX,NYJ,9.983063489627197,23,1.9037446808510639,16.531750000000002,0,63.744437354085605,0.2772620689655173,0.33,13.75,0.43404623867944336,Away
Miles Sanders,RB,PHI,DAL,11.77398513910271,23,1.3625747572815534,4.766318726114649,0,74.3275,0.5538859813084112,0.07,13.5,0.5119123973522918,Away
Alvin Kamara,RB,NO,CLE,12.423558585814208,23,4.321963981042654,35.75856,0.15868048780487806,57.479126684636114,0.10778750000000001,0.33,11.75,0.5401547211223569,Away
Joe Mixon,RB,CIN,NE,14.068039455011192,25,3.684285714285714,27.135054559328502,0.1466,62.618234,0.3951612903225806,0,12,0.5627215782004477,Away
Jonathan Taylor,RB,IND,LAC,14.039072313304679,27,2.3380573770491804,12.869939365671641,0,90.02713688212927,0.520056,0.27,11,0.5199656412335066,Home
David Montgomery,RB,CHI,BUF,10.737856445724528,19,2.753465909090909,26.774096280087527,0.08191578947368422,44.39657142857143,0.3187603305785124,0.08,13,0.5651503392486594,Home
Devin Singletary,RB,BUF,CHI,10.333475480794329,19,2.2958333333333334,16.94157320286037,0.057242990654205614,50.17234247590808,0.40178488372093024,0.14,14,0.5438671305681225,Away
Jamaal Williams,RB,DET,CAR,11.977994749684848,24,0.6366571428571429,3.8297703331995185,0,60.752185567010315,0.9369117647058823,0.21,12.25,0.499083114570202,Away
Raheem Mostert,RB,MIA,GB,10.677156768572642,19,1.3590609090909092,9.787105263157894,0.07078549222797928,69.41312693498452,0.2754816901408451,0,12.5,0.5619556193985601,Home
Antonio Gibson,RB,WAS,SF,9.209616771065305,13,3.2571866028708136,23.824067114093957,0.12090909090909092,32.15570212765957,0.23293199999999997,0.07,12,0.7084320593127157,Away
Ezekiel Elliott,RB,DAL,PHI,11.454948615293642,22,1.3198294117647058,6.594253293413173,0,60.339283252929015,0.6836133757961783,0,11.75,0.5206794825133474,Home
Jeff Wilson Jr,RB,MIA,GB,10.336361963810349,18,1.1449622727272728,10.049259868421052,0.07078549222797928,65.66433436532508,0.37130140845070425,0.23,11.5,0.5742423313227971,Home
AJ Dillon,RB,GB,MIA,9.42874326220544,18,1.972619178082192,14.567428180574556,0,44.918408551068886,0.438975,0.07,11.25,0.5238190701225245,Away
James Conner,RB,ARI,TB,12.46660759123612,22,3.03456,19.91668662952646,0.11099439252336447,58.36144186046512,0.4992580645161291,0.27,11,0.5666639814198237,Home
Kenneth Walker III,RB,SEA,KC,11.808890364100327,25,1.9137858921161826,12.023899378881989,0,57.41409805735431,0.6513662790697674,0,11,0.4723556145640131,Away
Tyler Allgeier,RB,ATL,BAL,7.30450723233126,18,1.0757021276595744,7.9709721669980125,0.08641495327102804,46.52859232175503,0.13303500000000001,0,11.25,0.4058059573517367,Away
Isiah Pacheco,RB,KC,SEA,7.22558311062441,21,0.6496233082706767,5.049484911147012,0,54.88616513761467,0.24786774193548386,0.29,12.5,0.34407538622021,Home
Khalil Herbert,RB,CHI,BUF,9.122649580174086,13,0.7684090909090908,7.649741794310723,0.10239473684210526,53.45879293739968,0.3355371900826446,0,7.75,0.7017422753980066,Home
Jerick McKinnon,RB,KC,SEA,8.612580218941623,22,3.010226315789474,27.06028691437803,0.30384,22.22662885738115,0.08262258064516129,0.07,10.5,0.3914809190428011,Home
D Andre Swift,RB,DET,CAR,10.757347747230135,15,3.2529200892857144,23.6184853472501,0.16501829268292684,39.352000000000004,0.3372882352941176,0.09,10,0.717156516482009,Away
Cordarrelle Patterson,RB,ATL,BAL,9.581232171495515,15,1.5186382978723403,8.020328031809145,0,50.27040219378428,0.5321400000000001,0.1,9.75,0.6387488114330343,Away
Michael Carter,RB,NYJ,JAX,7.412846167982109,13,2.718073933649289,21.068093457943927,0,29.33110200190658,0.21564827586206897,0.14,12.75,0.5702189359986238,Home
D Onta Foreman,RB,CAR,DET,7.201313475650959,19,0.41616,2.261818874560375,0,48.532902978723406,0.3422935483870967,0.07,12.25,0.37901649871847154,Home
Latavius Murray,RB,DEN,LAR,10.960874663905095,15,2.175907317073171,9.832454414587332,0,56.023071428571434,0.5478947368421053,0,8.5,0.7307249775936729,Away
Rachaad White,RB,TB,ARI,7.560641502584448,17,2.7550969387755107,16.81232786885246,0.07687272727272729,35.20982503364738,0.15660689655172416,0.21,11.75,0.44474361779908517,Away
Samaje Perine,RB,CIN,NE,7.7713007193291475,14,2.2382035714285715,17.209816482258677,0.2500823529411764,27.668522,0.11064516129032259,0,11,0.5550929085235106,Away
Kareem Hunt,RB,CLE,NO,6.7237549305320385,15,1.9776076555023923,12.560884831460674,0.073822,30.530655033557046,0.18714418604651162,0.07,10.5,0.4482503287021359,Home
James Cook,RB,BUF,CHI,5.121538666621389,16,1.18465,10.86470455400828,0.057242990654205614,26.573899184581173,0.09698255813953488,0.07,10.5,0.32009616666383683,Away
Cam Akers,RB,LAR,DEN,6.412464523784162,16,0.5873990654205608,4.552027527792482,0,41.758270270270266,0.3046225352112676,0.17,10.5,0.4007790327365101,Home
Eno Benjamin,RB,NO,CLE,6.513795848359518,12,1.9556398104265402,14.707149677419356,0,26.909703504043126,0.22904843749999998,0,9.75,0.5428163206966264,Away
Damien Harris,RB,NE,CIN,7.7209659601649125,14,1.4346,8.621208771084337,0,42.243985714285714,0.3195244186046512,0,8.75,0.5514975685832081,Home
Clyde Edwards Helaire,RB,KC,SEA,9.181541836676365,16,1.5554360902255637,13.353278836833603,0.2532,34.24715262718932,0.3540967741935484,0,9,0.5738463647922728,Home
Jaylen Warren,RB,PIT,LV,4.538139834978731,13,1.6686,14.825260158572844,0,18.88209819121447,0.08218400000000001,0.08,9.75,0.34908767961374854,Home
J K Dobbins,RB,BAL,ATL,10.299026171968707,19,1.2741554347826087,8.024883720930232,0.18972561983471076,56.24861202185792,0.3493741935483871,0,6,0.5420540090509846,Home
Chuba Hubbard,RB,CAR,DET,5.055568742891374,14,1.06352,11.953591148886284,0,22.845205957446808,0.20065483870967743,0.08,9.25,0.3611120530636696,Home
Zonovan Knight,RB,NYJ,JAX,8.890518473137606,21,2.2650616113744078,17.228096128170897,0,52.02902192564347,0.2053793103448276,0.2,4.75,0.4233580225303622,Home
Gus Edwards,RB,BAL,ATL,7.6718579940067,16,0,0,0,48.357289617486344,0.5293548387096775,0.17,5.25,0.47949112462541876,Home
Deon Jackson,RB,IND,LAC,4.492225201023299,12,1.485354098360656,9.523755130597014,0.0956,16.9016463878327,0.115568,0.08,10.25,0.3743521000852749,Home
Joshua Kelley,RB,LAC,IND,4.932897141295831,13,0.9850103092783506,7.670645514223194,0,22.659856630824372,0.23455696202531645,0,7.75,0.3794536262535254,Away
Alexander Mattison,RB,MIN,NYG,4.064738381227243,12,0.844905,5.215492708333334,0.062017543859649124,15.188050314465409,0.20497105263157894,0,10.5,0.3387281984356036,Home
Travis Homer,RB,SEA,KC,3.8805061077521423,11,1.7742390041493779,17.00941863354037,0.11645806451612903,8.13696355226642,0,0.11,7,0.352773282522922,Away
Zack Moss,RB,IND,LAC,2.7222454588664933,15,0.6418196721311475,2.672987406716418,0,23.340368821292778,0,0.1,7.5,0.18148303059109955,Home
Jordan Mason,RB,SF,WAS,1.5635656671664169,13,0,0,0,15.635656671664167,0,0,9.75,0.12027428208972438,Home
Marlon Mack,RB,DEN,LAR,5.73611675624721,12,1.3780746341463415,17.077420825335892,0.20065483870967743,10.177030612244899,0.1862842105263158,0,4.5,0.47800972968726746,Away
Dare Ogunbowale,RB,HOU,TEN,2.058763904845548,11,1.0413237623762377,8.14078427205101,0,2.810915964523282,0.073822,0,11,0.18716035498595893,Away
Salvon Ahmed,RB,MIA,GB,1.5559919330222824,13,0,0,0,7.654792569659443,0.13175211267605635,0,6.75,0.1196916871555602,Home
Royce Freeman,RB,HOU,TEN,6.0520407563630325,13,1.1197029702970296,5.994686503719447,0,48.92720620842572,0,0,0.75,0.4655415966433102,Away
Pierre Strong Jr,RB,NE,CIN,0,12,0,0,0,0,0,0,0,0,Home
Brian Robinson,RB,WAS,SF,0,17,0,0,0,0,0,0,0,0,Away
