Player,Position_yah,Team_yah,Opponent_yah,expected_points,Salary_yah,ovr_ex_pas_yds,ovr_ex_pas_td,ovr_ex_rus_yds,ovr_ex_rus_td,fmb_scrim,Int_pas,games,ex_ppd,home_away
Patrick Mahomes,QB,KC,SEA,23.81644331028545,37,305.59,2.35,23.55456213511259,0.22456451612903225,0.36,0.79,14,0.6436876570347418,Home
Justin Herbert,QB,LAC,IND,16.567551971326164,31,274.875,1.4894999999999998,11.145519713261649,0,0.43,0.64,14,0.5344371603653602,Away
Tom Brady,QB,TB,ARI,16.327199999999998,28,272.28,1.484,0,0,0,0.5,14,0.5831142857142856,Away
Joe Burrow,QB,CIN,NE,21.331534951612902,35,266.175,2.093,17.567285,0.33096774193548384,0.36,0.71,14,0.60947242718894,Away
Josh Allen,QB,BUF,CHI,24.140137361008158,37,265.92999999999995,1.99,50.904373610081535,0.49375,0.86,0.79,14,0.6524361448921123,Away
Kirk Cousins,QB,MIN,NYG,16.88526504468719,32,264.33,1.635,4.498018867924528,0.13871052631578948,0.36,0.79,14,0.5276645326464747,Home
Trevor Lawrence,QB,JAX,NYJ,17.719190151616797,35,241.73999999999998,1.4905000000000002,18.97107392996109,0.3334137931034483,0.67,0.47,15,0.50626257576048,Away
Geno Smith,QB,SEA,KC,18.71934637824581,32,257.01,1.902,20.02190564292322,0.066459302325581393,0.5,0.57,14,0.5849795743201816,Away
Jared Goff,QB,DET,CAR,15.515991752577321,28,250.49999999999997,1.5875,3.6599175257731957,0,0.36,0.5,14,0.5541425625920472,Away
Jalen Hurts,QB,PHI,DAL,24.245374492934673,38,239.54,1.5385,52.112137452711224,0.8230934579439252,0.64,0.36,14,0.638036170866702,Away
Derek Carr,QB,LV,PIT,15.45834088748019,26,239.05499999999998,1.6624999999999999,6.161408874801902,0,0.29,0.79,14,0.5945515725953919,Away
Tua Tagovailoa,QB,MIA,GB,17.44972879256966,33,257.095,1.904,6.299287925696594,0,0.33,0.42,12,0.5287796603808987,Home
Aaron Rodgers,QB,GB,MIA,14.329258669833727,26,224.70999999999998,1.6504999999999999,4.488586698337293,0,0.5,0.71,14,0.5511253334551434,Away
Matt Ryan,QB,IND,LAC,12.393263460076046,24,247.91500000000002,1.2195,6.165834600760456,0.09368000000000001,1.25,1.08,12,0.5163859775031686,Home
Russell Wilson,QB,DEN,LAR,14.195264822771215,22,232.79500000000002,0.986,17.817806122448978,0.08294736842105263,0.42,0.5,12,0.6452393101259642,Away
Daniel Jones,QB,NYG,MIN,17.140050947982502,28,205.35999999999999,0.9455,40.498823529411766,0.3506280991735537,0.36,0.29,14,0.6121446767136608,Away
Jacoby Brissett,QB,CLE,NO,12.319239893866085,20,187.62,0.9019999999999999,16.91602684563758,0.13413953488372093,0.43,0.43,13.25,0.6159619946933043,Home
Ryan Tannehill,QB,TEN,HOU,13.680938593750001,20,212.81500000000003,1.0575,8.6325859375,0.17918,0.25,0.5,12,0.6840469296875,Home
Davis Mills,QB,HOU,TEN,13.064878980044346,23,215.435,1.1865,5.000589800443459,0.17357,0.42,1,12,0.5680382165236673,Away
Jimmy Garoppolo,QB,SF,WAS,14.905186176911545,20,217.85500000000002,1.4469999999999998,2.926461769115442,0.16838999999999998,0.27,0.36,10.75,0.7452593088455772,Home
Andy Dalton,QB,NO,CLE,14.106090026954178,22,217.135,1.5214999999999999,5.146900269541779,0,0.27,0.64,11,0.641185910316099,Away
Kyler Murray,QB,ARI,TB,17.136542604881985,20,212.18,1.3359999999999999,38.42826475849731,0.2604193548387097,0.73,0.64,11,0.8568271302440993,Home
Mac Jones,QB,NE,CIN,11.097171976744184,20,212.415,0.7045,8.79165,0.08890116279069768,0.45,0.73,11,0.5548585988372092,Home
Lamar Jackson,QB,BAL,ATL,19.893580257359424,32,196.04,1.4425,61.68109289617487,0.25564516129032255,0.42,0.58,12,0.621674383042482,Home
Dak Prescott,QB,DAL,PHI,16.373919995434733,27,224.505,1.7999999999999998,12.384906960716748,0.10253821656050956,0.22,1.22,9,0.6064414813123975,Home
Matthew Stafford,QB,LAR,DEN,12.4516,20,226.29000000000002,1.0725,0,0,0,0.89,9,0.6225799999999999,Home
Justin Fields,QB,CHI,BUF,18.917544120027063,37,166.77,1.1589999999999998,71.91322632423757,0.5815702479338843,1.15,0.77,13,0.5112849762169477,Home
Kenny Pickett,QB,PIT,LV,12.508279069767442,24,189.39,0.565,22.537790697674417,0.30315000000000003,0.3,0.8,9.75,0.5211782945736434,Home
Taylor Heinicke,QB,WAS,SF,13.126432340425529,22,211.57,1.202,11.72872340425532,0.13546,0.75,0.63,8,0.5966560154738877,Away
Zach Wilson,QB,NYJ,JAX,11.908062667236447,24,196.43499999999997,0.8095,11.45835081029552,0.11113793103448276,0.11,0.78,9,0.4961692778015186,Home
Baker Mayfield,QB,LAR,DEN,9.994953843862234,20,185.40500000000003,0.8855,7.362749706227968,0.10674647887323943,0.78,0.78,8.5,0.4997476921931117,Home
Carson Wentz,QB,WAS,SF,14.181753191489364,20,242.68,1.559,12.385531914893615,0,1,1,6,0.7090876595744682,Away
Mitch Trubisky,QB,PIT,LV,11.978582015503875,20,188.71,0.7094999999999999,5.43912015503876,0.293045,0,0.71,6.5,0.5989291007751938,Home
Cooper Rush,QB,DAL,PHI,8.038,20,137.55,0.729,0,0,0,0.38,7.25,0.40190000000000003,Home
Mike White,QB,NYJ,JAX,15.957200000000002,30,306.68,1.0899999999999999,0,0,0,0.67,3,0.5319066666666667,Home
Joe Flacco,QB,NYJ,JAX,13.605999999999998,20,228.64999999999998,1.3025,0,0,0,0.75,3.75,0.6802999999999999,Home
Jameis Winston,QB,NO,CLE,13.197059568733154,20,274.51,1.3345,5.486595687331536,0,1,1.67,3,0.6598529784366577,Away
Bailey Zappe,QB,NE,CIN,12.1388,20,199.92,1.223,0,0,0,0.75,3.5,0.60694,Home
Colt McCoy,QB,ARI,TB,8.833143112701253,22,194.925,0.469,9.101431127012521,0,0.5,0.75,3.75,0.4015065051227842,Home
Brock Purdy,QB,SF,WAS,8.9532,31,125.63,1.0645,0,0,0,0.33,5,0.2888129032258065,Home
