Player,Position_yah,Team_yah,Opponent_yah,expected_points,Salary_yah,ovr_ex_rec,ovr_ex_rec_yds,ovr_ex_rec_td,fmb_scrim,games,ex_ppd,home_away
Justin Jefferson,WR,MIN,NYG,18.148124674707603,38,7.725345,113.81943402777779,0.48391812865497075,0,14,0.47758222828177904,Home
Tyler Boyd,WR,CIN,NE,8.62705331401351,15,3.490525,48.05649637542922,0.34602352941176473,0,13.5,0.5751368876009006,Away
Mack Hollins,WR,LV,PIT,8.07186273197722,16,3.6193220657276997,45.04695601552393,0.2929176829268293,0,13.75,0.5044914207485762,Away
Chase Claypool,WR,CHI,BUF,5.6113773167875935,12,3.6475833333333334,34.643435448577684,0.08054035087719298,0.08,12.5,0.46761477639896615,Home
Amari Cooper,WR,CLE,NO,12.030185999408635,22,4.774873684210526,65.9654915730337,0.5077,0,14,0.5468266363367561,Home
Christian Kirk,WR,JAX,NYJ,11.496626319558104,19,5.001177446808511,64.57566346153847,0.446411875,0.07,15,0.605085595766216,Away
Garrett Wilson,WR,NYJ,JAX,10.562509141498829,20,4.769454028436019,67.1086212728082,0.28782,0.13,13.75,0.5281254570749414,Home
Tyreek Hill,WR,MIA,GB,17.113040307472048,36,7.638095000000001,105.3145394736842,0.48375647668393784,0.07,14,0.47536223076311246,Home
Stefon Diggs,WR,BUF,CHI,16.427138125474947,32,6.907148290598291,90.72535942792624,0.6735046728971963,0.07,14,0.5133480664210921,Away
Davante Adams,WR,LV,PIT,17.26429141627074,37,6.105120187793427,91.39816688227684,0.8686524390243903,0.07,14,0.46660247071002003,Away
A J Brown,WR,PHI,DAL,14.967797856347785,27,5.292824757281553,84.04064458598725,0.6995535031847134,0.14,13.75,0.5543628835684364,Away
CeeDee Lamb,WR,DAL,PHI,13.002389128941587,24,5.777511764705883,75.84247259327498,0.42156433121019105,0,14,0.5417662137058995,Home
Jaylen Waddle,WR,MIA,GB,12.630408860103627,28,4.343615,76.96062500000001,0.48375647668393784,0.07,14,0.45108603071798664,Home
Amon Ra St Brown,WR,DET,CAR,13.480468543291128,27,6.839908482142857,73.65306985146528,0.44920121951219516,0,13,0.4992766127144862,Away
Terry McLaurin,WR,WAS,SF,10.78782210689346,21,4.911157894736842,72.60704697986577,0.2019230769230769,0.07,14,0.5137058146139742,Away
Tyler Lockett,WR,SEA,KC,12.82546753275675,26,5.564915352697096,68.46377598343686,0.5794387096774193,0.14,14,0.49328721279833654,Away
Chris Olave,WR,NO,CLE,10.754895407489716,19,4.819658767772511,71.50983096774193,0.22568048780487807,0.08,11.75,0.566047126709985,Away
DK Metcalf,WR,SEA,KC,11.718361971382514,26,5.634851452282157,65.58213664596273,0.4371204301075269,0.14,14,0.4507062296685582,Away
DeVonta Smith,WR,PHI,DAL,10.832518566466721,22,5.072707281553399,63.07945817409767,0.3547031847133758,0.07,14,0.49238720756666915,Away
Tee Higgins,WR,CIN,NE,10.977011444623633,21,4.536704761904762,62.288237695536054,0.41330588235294113,0,13.5,0.5227148306963635,Away
Ja Marr Chase,WR,CIN,NE,16.47240092912022,30,6.941940476190476,85.87783632201449,0.76894117647058835,0.1,10,0.5490800309706739,Away
Mike Evans,WR,TB,ARI,10.580582263170086,18,4.837163265306122,67.4378524590164,0.23636923076923078,0,13,0.5878101257316715,Away
JuJu Smith Schuster,WR,KC,SEA,9.850421666524955,19,5.329042105263158,63.26620613893377,0.21988000000000002,0.23,12.75,0.5184432456065766,Home
Michael Pittman Jr,WR,IND,LAC,10.134212054226817,18,6.464809836065574,62.5230713619403,0.15825,0.15,13,0.5630117807903787,Home
Deebo Samuel,WR,SF,WAS,7.763541915751777,21,4.473308823529412,50.21254577157803,0.16760548780487805,0.25,11.75,0.36969247217865603,Home
Zay Jones,WR,JAX,NYJ,10.143480810147302,17,5.287240851063831,54.48265384615385,0.34193250000000003,0,13.75,0.5966753417733708,Away
Chris Godwin,WR,TB,ARI,11.317160383585971,19,6.636352040816327,64.57445901639345,0.2569230769230769,0,11.75,0.5956400201887353,Away
Curtis Samuel,WR,WAS,SF,7.4242937423579605,13,4.112842105263159,42.96334228187919,0.2019230769230769,0.07,13,0.5710995186429201,Away
Donovan Peoples Jones,WR,CLE,NO,8.278252895821012,15,4.057147368421053,55.367432116104865,0.142156,0.07,13.5,0.5518835263880675,Home
Brandon Aiyuk,WR,SF,WAS,10.394636365514053,17,4.264554411764706,54.44615257192677,0.49295731707317075,0.07,14,0.6114491979714148,Home
Diontae Johnson,WR,PIT,LV,8.076515018678052,16,5.546538461538462,54.43245787908821,0,0.07,14,0.5047821886673782,Home
Gabe Davis,WR,BUF,CHI,9.846712712504619,15,3.1555995726495727,56.507820850583364,0.4363551401869159,0,13,0.6564475141669746,Away
DJ Moore,WR,CAR,DET,9.410488577114972,18,3.8001600000000004,51.34910902696366,0.39591627906976745,0,14,0.5228049209508318,Home
Joshua Palmer,WR,LAC,IND,9.016940158000406,13,4.930218556701031,53.3891487964989,0.22881933333333335,0.08,12.25,0.6936107813846466,Away
DeAndre Hopkins,WR,ARI,TB,14.604900996397454,22,7.719975384615385,88.1490208913649,0.4050018691588785,0.25,8,0.6638591361998842,Home
Courtland Sutton,WR,DEN,LAR,8.478042971808737,14,4.374144878048781,57.86557629558541,0.08406881720430108,0,12,0.6055744979863383,Away
Mike Williams,WR,LAC,IND,11.456203109025694,23,4.658474226804124,67.39285995623632,0.3979466666666667,0,10,0.4980957873489432,Away
Adam Thielen,WR,MIN,NYG,9.196787394849304,17,4.58844576923077,48.120381944444446,0.34842105263157896,0,14,0.5409874938146649,Home
George Pickens,WR,PIT,LV,7.173189049515896,14,3.025384615384615,46.963342418235875,0.16069375000000002,0,12.75,0.5123706463939925,Home
Jerry Jeudy,WR,DEN,LAR,10.797962235208573,19,4.121596097560976,55.845835412667945,0.5254301075268817,0,11.75,0.5683138018530828,Away
Darius Slayton,WR,NYG,MIN,7.526481552660711,19,3.171614285714286,51.474486033519554,0.1588709677419355,0.08,12,0.3961306080347743,Away
Jakobi Meyers,WR,NE,CIN,9.54339911359032,13,4.724997115384616,58.773866024096385,0.27725232558139534,0.18,10.75,0.7341076241223323,Home
Marquez Valdes Scantling,WR,KC,SEA,6.454232902935854,12,2.5766796992481202,43.62853053311793,0.13384000000000001,0,12.75,0.5378527419113212,Home
