player,fant_pos,Long_Name.x,Opponent,expected_points,Salary,ovr_ex_rec_yds,ovr_ex_rec_td,ovr_ex_rus_yds,ovr_ex_rus_td,ovr_ex_rec,fl,ex_ppd
Jonathan Taylor,RB,Indianapolis Colts,WAS,18.546971510940075,32,24.23858445490663,0.1328976034858388,90.48708893006021,0.8663101604278074,2.628903413217139,2,0.5795928597168774
Joe Mixon,RB,Cincinnati Bengals,CLE,16.119546317187865,25,17.476635248694073,0.16927083333333331,77.79841776693456,0.736328125,2.56689453125,1,0.6447818526875146
Najee Harris,RB,Pittsburgh Steelers,PHI,17.12574479671441,19,27.390605050913955,0.19565217391304346,76.18445988629185,0.5764705882352941,4.271003460207612,0,0.9013549893007585
James Conner,RB,Arizona Cardinals,MIN,17.776627379908803,22,29.494304737797833,0.2440087145969499,61.05436548415127,0.9718670076726343,2.853012048192771,0,0.8080285172685819
Ezekiel Elliott,RB,Dallas Cowboys,CHI,12.422700201461943,21,14.168866421568627,0.10441176470588234,59.052438719706856,0.5686274509803921,2.359962904080551,1,0.5915571524505687
Nick Chubb,RB,Cleveland Browns,CIN,13.240629232835838,36,14.116910499139415,0.07993197278911564,76.66310631901487,0.49999999999999994,1.6517857142857144,1,0.36779525646766215
Damien Harris,RB,New England Patriots,NYJ,14.288060488776987,18,9.429712211563393,0,64.81261428792808,1.0833333333333333,1.260989010989011,2,0.7937811382653881
Alvin Kamara,RB,New Orleans Saints,LV,18.331662289178173,26,39.22806410699873,0.40816326530612246,72.42247255506925,0.40816326530612246,4.5372988785958075,0,0.7050639341991605
Antonio Gibson,RB,Washington Football Team,IND,13.165542868015685,16,20.453300334673905,0.24423963133640553,63.54345682490492,0.39950372208436724,2.8390721275824573,4,0.8228464292509803
Leonard Fournette,RB,Tampa Bay Buccaneers,BAL,14.660607141142458,29,31.48061683965298,0.12515856236786468,54.88682035667681,0.501010101010101,4.53370288248337,0,0.5055381772807744
Cordarrelle Patterson,RB,Atlanta Falcons,CAR,14.879408520793207,22,33.77139249336624,0.3770491803278688,47.2833433132605,0.4828614008941878,3.228942905596382,0,0.6763367509451458
Aaron Jones,RB,Green Bay Packers,BUF,12.331406306419032,21,21.40305909617613,0.26153846153846155,52.7900701754386,0.32820512820512826,3.0139303482587065,1,0.587209824115192
Derrick Henry,RB,Tennessee Titans,HOU,22.825795583648066,40,21.218366003510823,0,117.46604617304493,1.3043478260869565,2.2625348189415044,0,0.5706448895912016
Dalvin Cook,RB,Minnesota Vikings,ARI,14.28702733296957,26,16.025265909173413,0,89.6619768832204,0.46153846153846156,2.513529184383456,2,0.5495010512680604
Josh Jacobs,RB,Las Vegas Raiders,NO,12.858139051058783,29,21.666294307356015,0,58.60679433560789,0.566585956416465,3.405001777883134,2,0.4433841052089236
Devin Singletary,RB,Buffalo Bills,GB,9.594306851407687,18,12.72227099795142,0.05555555555555555,47.77849097653426,0.344776119402985,2.2844812084157526,0,0.5330170473004271
David Montgomery,RB,Chicago Bears,DAL,13.643066761032289,19,26.193375068959728,0,63.68956316230846,0.5192307692307692,3.386468952734013,1,0.7180561453174888
AJ Dillon,RB,Green Bay Packers,BUF,12.289109474050795,15,19.39629637727104,0.09869375907111756,60.061529294935454,0.46444121915820036,2.2309208673613066,1,0.8192739649367197
D Andre Swift,RB,Detroit Lions,MIA,17.06081334280484,27,43.64166138810967,0.18604651162790697,57.1062418308713,0.5426356589147286,5.599953018557669,1,0.6318819756594385
James Robinson,RB,New York Jets,JAX,13.394758928151866,17,16.90690354548022,0,63.47816982058134,0.7480519480519481,2.3176979882862234,2,0.7879269957736392
Tony Pollard,RB,Dallas Cowboys,CHI,11.427948600169305,17,25.140824074074075,0,64.03175502071207,0.17185185185185187,2.9591591591591593,0,0.6722322705981945
Michael Carter,RB,New York Jets,NE,10.404579286523138,15,23.28145231333223,0,54.533168837930525,0.24797843665768193,2.572379895354368,1,0.6936386191015426
Chuba Hubbard,RB,Carolina Panthers,ATL,9.169830321716889,16,12.665657787517905,0.1053864168618267,44.48849255086239,0.34715525554484084,1.7406255888449218,1,0.5731143951073056
Saquon Barkley,RB,New York Giants,SEA,11.545486966234153,39,24.39909261576971,0.2,48.91223113379511,0.23076923076923078,3.5671707210168746,1,0.29603812733933726
Rhamondre Stevenson,RB,New England Patriots,NYJ,12.047708362586338,23,13.873858875864798,0,66.75504661234676,0.5701754385964912,1.548582995951417,1,0.5238134070689712
Chase Edmonds,RB,Miami Dolphins,DET,11.916029077751242,14,28.313094051760814,0,62.07902735562311,0.21985815602836878,3.4557615336001684,1,0.8511449341250887
Alexander Mattison,RB,Minnesota Vikings,ARI,8.277588352970296,13,16.311431371837223,0.07239819004524888,37.984495815065756,0.23076923076923078,2.365674526478547,1,0.6367375656130997
Jamaal Williams,RB,Detroit Lions,MIA,8.777229333495715,23,13.036498054474709,0,47.83781548250265,0.27999999999999997,2.01959595959596,0,0.38161866667372674
Latavius Murray,RB,Denver Broncos,JAX,8.922377454138086,15,6.4952685777901475,0,42.80148148148148,0.59375,0.8604048964218456,0,0.5948251636092058
Miles Sanders,RB,Philadelphia Eagles,PIT,8.381634823261662,22,13.65403446925186,0,60.1487415592388,0,2.3360477741585233,1,0.38098340105734824
