player,fant_pos,Long_Name.x,Opponent,expected_points,Salary,ovr_ex_rec,ovr_ex_rec_yds,ovr_ex_rec_td,fl,ex_ppd
Mark Andrews,TE,Baltimore Ravens,TB,17.004915112401225,30,7.5746632996633,91.89012033998148,0.6714285714285713,0,0.5668305037467075
Cooper Kupp,WR,Los Angeles Rams,SF,18.687809880627782,38,8.172268907563026,100.56481739615278,0.757532281205165,0,0.49178447054283636
Deebo Samuel,WR,San Francisco 49ers,LAR,13.142994049380484,21,5.409135082604471,88.02284871936612,0.315018315018315,2,0.6258568594943087
Dalton Schultz,TE,Dallas Cowboys,CHI,8.709310537810538,14,4.035217035217036,41.098838383838384,0.4303030303030303,0,0.6220936098436098
Ja Marr Chase,WR,Cincinnati Bengals,CLE,13.976010509281217,31,4.659237132352941,76.21882139183177,0.690359477124183,1,0.4508390486864909
George Kittle,TE,San Francisco 49ers,LAR,11.202830765224698,17,5.611099541857559,64.13764510779436,0.35439560439560436,1,0.6589900450132176
Justin Jefferson,WR,Minnesota Vikings,ARI,15.097745538291221,34,6.105527638190955,88.40829470060794,0.5536332179930796,1,0.4440513393615065
Davante Adams,WR,Las Vegas Raiders,NO,16.344447254378792,31,7.1499125874125875,89.13512699802934,0.6426630434782609,0,0.5272402340122191
Dawson Knox,TE,Buffalo Bills,GB,8.715304955281411,13,3.1779456810292017,37.19552453749861,0.5677966101694916,0,0.6704080734831854
Mike Evans,WR,Tampa Bay Buccaneers,BAL,12.774200493429028,25,4.178480691056911,61.67518287435456,0.752906976744186,0,0.5109680197371611
Hunter Henry,TE,New England Patriots,NYJ,9.795774702224971,12,3.4453251666366422,42.37046545136158,0.6393442622950819,0,0.8163145585187476
Tyreek Hill,WR,Miami Dolphins,DET,14.913603945616707,34,6.257795182503324,79.1263812408786,0.6652452025586353,1,0.43863541016519725
Dallas Goedert,TE,Philadelphia Eagles,PIT,9.671945288239135,20,4.093413570363827,58.35407994582644,0.2983050847457627,0,0.4835972644119567
Stefon Diggs,WR,Buffalo Bills,GB,12.917238967403641,36,5.79603118355776,67.34909650134564,0.5473856209150327,0,0.35881219353899
Kyle Pitts,TE,Atlanta Falcons,CAR,8.213357028476322,14,3.9025801784422476,58.43885121073379,0.0696969696969697,0,0.5866683591768801
Zach Ertz,TE,Arizona Cardinals,MIN,8.861608620083942,20,4.477034291010195,47.085615600489305,0.31908831908831914,0,0.4430804310041971
Mike Gesicki,TE,Miami Dolphins,DET,8.850765755792624,14,4.59562706270627,55.624760339632985,0.16507936507936505,0,0.6321975539851874
Tyler Lockett,WR,Seattle Seahawks,NYG,13.185041622150997,18,5.111689814814815,77.7919671474359,0.475,0,0.732502312341722
Pat Freiermuth,TE,Pittsburgh Steelers,PHI,8.670582829136709,16,4.131269349845201,34.77564477631346,0.5446224256292905,1,0.5419114268210443
Diontae Johnson,WR,Pittsburgh Steelers,PHI,14.030470740834577,16,6.773282732447818,74.68513806588227,0.5722300140252454,2,0.8769044213021611
Noah Fant,TE,Seattle Seahawks,NYG,8.241584312678064,11,4.761574074074074,44.35797275641026,0.2375,0,0.7492349375161876
Hunter Renfrow,WR,Las Vegas Raiders,NO,12.779947886704868,16,6.386480186480187,63.5482373549376,0.5608695652173913,1,0.7987467429190542
Tyler Higbee,TE,Los Angeles Rams,SF,6.836077101827723,15,3.896387520525451,32.78127244004021,0.2682926829268293,0,0.45573847345518154
CeeDee Lamb,WR,Dallas Cowboys,CHI,10.370818896765616,20,4.421946536700635,60.647636612021856,0.34918032786885245,0,0.5185409448382808
T J Hockenson,TE,Detroit Lions,MIA,9.510503175398604,21,4.9357112794612785,50.42647535667964,0.3333333333333333,0,0.45288110359040973
Michael Pittman Jr,WR,Indianapolis Colts,WAS,12.568991834008665,21,5.783587509077706,72.85041216724714,0.39869281045751637,0,0.5985234206670793
Tee Higgins,WR,Cincinnati Bengals,CLE,11.702694544878762,22,5.1687127976190474,69.3976671749781,0.38690476190476186,1,0.5319406611308528
Darren Waller,TE,Las Vegas Raiders,NO,8.896642589710059,17,4.65034965034965,55.51704918685431,0.1699604743083004,0,0.5233319170417682
Tyler Conklin,TE,New York Jets,NE,6.279536241768579,12,3.5002122060945586,34.11248320539481,0.18636363636363637,0,0.5232946868140482
Chris Godwin,WR,Tampa Bay Buccaneers,BAL,12.231921280415708,18,6.324186991869919,75.11688249597029,0.3073089700996678,2,0.6795511822453171
David Njoku,TE,Cleveland Browns,CIN,6.889640888007236,13,2.8220338983050848,36.57800694302635,0.3034705407586763,0,0.5299723760005566
Brandin Cooks,WR,Houston Texans,TEN,12.71450600152751,20,5.950741525423728,73.28420953101362,0.4017857142857143,0,0.6357253000763755
Jaylen Waddle,WR,Miami Dolphins,DET,12.515665145169582,25,6.13799504950495,67.85953334702822,0.46428571428571425,1,0.5006266058067833
