player,Position_yah,Opponent_yah,expected_points,Salary_yah,home_away,games,ex_ppd
Jonathan Taylor,RB,DAL,13.76120751940679,24,Away,9,0.5733836466419496
Austin Ekeler,RB,LV,19.368578237270327,40,Away,11,0.48421445593175816
Joe Mixon,RB,KC,14.619062887629507,28,Home,10,0.522109388843911
Najee Harris,RB,ATL,12.09554035025022,19,Away,11,0.6366073868552747
Ezekiel Elliott,RB,IND,11.624330193651229,20,Home,9,0.5812165096825614
Nick Chubb,RB,HOU,16.69924184191654,34,Away,11,0.4911541718210747
Damien Harris,RB,BUF,8.541684353418045,16,Home,8.75,0.5338552720886278
Alvin Kamara,RB,TB,12.528403772197908,22,Away,9.75,0.5694728987362686
Antonio Gibson,RB,NYG,9.90138050401292,16,Away,10.5,0.6188362815008075
Leonard Fournette,RB,NO,14.412062870519868,16,Home,9.75,0.9007539294074918
Cordarrelle Patterson,RB,PIT,11.29351916054103,17,Home,7.75,0.6643246565024135
Aaron Jones,RB,CHI,13.930296021714344,25,Away,12,0.5572118408685738
Derrick Henry,RB,PHI,17.34688384170213,40,Away,11,0.43367209604255325
Dalvin Cook,RB,NYJ,14.928327427322102,26,Home,11,0.5741664395123885
Josh Jacobs,RB,LAC,19.701226119019204,32,Home,11,0.6156633162193501
Devin Singletary,RB,NE,8.760255987785266,14,Away,12,0.6257325705560904
David Montgomery,RB,GB,10.774687360756207,20,Home,11,0.5387343680378104
AJ Dillon,RB,CHI,8.536904513241568,15,Away,9.5,0.5691269675494379
D Andre Swift,RB,JAX,11.910250136719622,14,Home,7.25,0.8507321526228301
Elijah Mitchell,RB,MIA,6.98978433005337,17,Home,3.25,0.41116378412078647
James Robinson,RB,MIN,8.320095108586834,16,Away,8.75,0.5200059442866771
Tony Pollard,RB,IND,13.993193141211371,28,Home,9,0.4997568979004061
Michael Carter,RB,MIN,8.264867380056222,17,Away,10.5,0.48616866941507186
Saquon Barkley,RB,WAS,14.881232009379303,32,Home,11,0.46503850029310323
Rhamondre Stevenson,RB,BUF,14.24990526261824,21,Home,10,0.6785669172675353
Jamaal Williams,RB,JAX,13.10958965226494,25,Home,9.75,0.5243835860905977
Latavius Murray,RB,BAL,9.991639899597839,16,Away,5.5,0.6244774937248649
Miles Sanders,RB,TEN,11.080464635992636,16,Home,10.5,0.6925290397495397
Christian McCaffrey,RB,MIA,16.622716587901174,36,Home,10.75,0.4617421274416993
Kareem Hunt,RB,HOU,8.245717131881943,18,Away,8.25,0.4580953962156635
Ty Johnson,RB,MIN,2.3861016136697204,15,Away,8.25,0.1590734409113147
Kenyan Drake,RB,DEN,7.7846188533361005,15,Home,8,0.5189745902224067
Samaje Perine,RB,KC,7.810757596986664,19,Home,8.5,0.4110925051045613
Dontrell Hilliard,RB,PHI,6.534271259415199,11,Away,7.75,0.5940246599468363
Jerick McKinnon,RB,CIN,4.240633410651224,12,Away,8.25,0.3533861175542687
Eno Benjamin,RB,CLE,8.87092189617978,13,Home,8.25,0.6823786073984446
Mike Boone,RB,BAL,2.2229880533248036,13,Away,5.25,0.1709990810249849
Dameon Pierce,RB,CLE,13.39863245126773,19,Home,11,0.70519118164567
Travis Etienne Jr,RB,DET,9.382131501882705,25,Away,9.75,0.3752852600753082
Jeff Wilson Jr,RB,SF,8.443303336297808,18,Away,10,0.46907240757210045
Kenneth Walker III,RB,LAR,10.537150256778071,29,Away,9,0.36335000885441626
Raheem Mostert,RB,SF,7.88780328521998,13,Away,9.5,0.6067540988630754
Tyler Allgeier,RB,PIT,6.652317362523913,15,Home,9.25,0.4434878241682609
Isiah Pacheco,RB,CIN,4.317967803222807,18,Away,9.5,0.23988710017904483
Rachaad White,RB,NO,6.328513567565786,18,Home,8.75,0.35158408708698813
Darrell Henderson Jr,RB,DET,5.542213229170783,11,Away,9.25,0.503837566288253
Jaylen Warren,RB,ATL,3.1749663302771567,11,Away,7.5,0.2886333027524688
Cam Akers,RB,SEA,4.870126934093002,15,Home,7.5,0.3246751289395335
Mark Ingram II,RB,TB,3.1057743036588876,12,Away,7.5,0.2588145253049073
Gus Edwards,RB,DEN,9.238996255685313,17,Home,2.75,0.543470367981489
J K Dobbins,RB,DEN,6.599911166527557,14,Home,4,0.47142222618053975
Kyren Williams,RB,SEA,4.986144112012195,15,Home,3,0.3324096074674797
Zonovan Knight,RB,MIN,7.081387078500001,15,Away,0.75,0.47209247190000003
Darrynton Evans,RB,GB,2.383198663462761,11,Home,2.25,0.21665442395116008
Jordan Mason,RB,MIA,0.4139995374115755,13,Home,7.5,0.031846118262428884
JaMycal Hasty,RB,DET,0,14,Away,0,0
Brian Robinson,RB,NYG,0,21,Away,0,0
Ronald Jones,RB,CIN,0,11,Away,0,0
Mark Andrews,TE,DEN,12.223944426865264,25,Home,10,0.4889577770746106
Travis Kelce,TE,CIN,16.05370158174679,33,Away,11,0.4864758055074785
Deebo Samuel,WR,MIA,7.77269487264999,21,Home,9.75,0.37012832726904715
Dalton Schultz,TE,IND,7.502793180177288,17,Home,9,0.44134077530454635
Ja Marr Chase,WR,KC,14.857774148535336,35,Home,7,0.4245078328152953
George Kittle,TE,MIA,10.047077359086275,21,Home,9,0.47843225519458454
Justin Jefferson,WR,NYJ,17.045716869658293,39,Home,11,0.4370696633245716
Davante Adams,WR,LAC,17.392740769128448,31,Home,11,0.5610561538428531
Dawson Knox,TE,NE,5.392666962155362,14,Away,11,0.38519049729681154
Mike Evans,WR,NO,11.108394077092278,19,Home,10,0.584652319846962
Hunter Henry,TE,BUF,5.391502742145939,12,Home,11.75,0.4492918951788283
Tyreek Hill,WR,SF,16.310965149888332,39,Away,11,0.4182298756381624
Stefon Diggs,WR,NE,17.44927416259651,35,Away,12,0.4985506903599003
Mike Williams,WR,LV,11.078934808067642,24,Away,8,0.46162228366948505
Tyler Lockett,WR,LAR,11.975822927404009,22,Away,11,0.5443555876092732
Pat Freiermuth,TE,ATL,8.101576342788778,18,Away,8.75,0.4500875745993766
Diontae Johnson,WR,ATL,7.833610366618925,16,Away,11,0.4896006479136828
Noah Fant,TE,LAR,5.175649280480722,12,Away,10.75,0.43130410670672686
Tyler Higbee,TE,SEA,6.557160645566315,15,Home,11,0.43714404303775434
CeeDee Lamb,WR,IND,13.044216574293078,25,Home,11,0.5217686629717231
Keenan Allen,WR,LV,8.753579876261309,22,Away,4,0.39788999437551403
T J Hockenson,TE,NYJ,10.003440092444192,20,Home,11,0.5001720046222096
Michael Pittman Jr,WR,DAL,10.729928730274928,16,Away,11,0.670620545642183
Tee Higgins,WR,KC,12.161563258652771,25,Home,10.75,0.48646253034611087
Tyler Conklin,TE,MIN,6.417658209224737,13,Away,11,0.49366601609421057
Chris Godwin,WR,NO,10.882816493821371,21,Home,8.75,0.5182293568486367
David Njoku,TE,HOU,7.935933145981449,17,Away,9,0.4668195968224382
Brandin Cooks,WR,CLE,8.499098575862682,13,Home,10,0.6537768135278986
Jaylen Waddle,WR,SF,13.659518941851347,28,Away,11,0.4878399622089767
Gerald Everett,TE,LV,6.4795287786290485,18,Away,9,0.35997382103494713
Cole Kmet,TE,GB,6.841260966506506,18,Home,12,0.3800700536948059
Darnell Mooney,WR,GB,7.5807484539812915,15,Home,12,0.5053832302654194
