player,Position_yah,Opponent_yah,expected_points,Salary_yah,home_away,games,ex_ppd
Amon Ra St Brown,WR,JAX,12.714017952453684,27,Home,10,0.4708895537945809
Evan Engram,TE,DET,5.403929932743945,15,Away,10.25,0.360261995516263
Terry McLaurin,WR,NYG,10.202064982233349,17,Away,12,0.6001214695431382
Foster Moreau,TE,LAC,5.66221366255997,15,Home,8.75,0.3774809108373313
Amari Cooper,WR,HOU,13.424833635775204,22,Away,11,0.6102197107170547
Adam Thielen,WR,NYJ,9.244542354200735,17,Home,11,0.5437966090706315
Christian Kirk,WR,DET,12.938060476458107,21,Away,11,0.6160981179265765
DeVonta Smith,WR,TEN,9.79896132701501,20,Home,11,0.48994806635075056
Van Jefferson,WR,SEA,5.654560131380115,11,Home,4.5,0.5140509210345559
A J Brown,WR,TEN,13.648728275026803,28,Home,10.75,0.48745458125095725
Juwan Johnson,TE,TB,6.153245486367906,16,Away,11,0.3845778428979941
Tyler Boyd,WR,KC,9.379685810889473,18,Home,10.5,0.5210936561605263
Brandon Aiyuk,WR,MIA,11.074261263736826,20,Home,11,0.5537130631868413
Chase Claypool,WR,GB,6.054352862888192,13,Home,11.5,0.4657194509913994
Hayden Hurst,TE,KC,6.6969291020984665,14,Home,11,0.478352078721319
Jakobi Meyers,WR,BUF,8.831861246301115,16,Home,9.75,0.5519913278938197
Allen Lazard,WR,CHI,10.03602518739055,17,Away,10,0.5903544227876794
Logan Thomas,TE,NYG,4.178208355008777,12,Away,8.75,0.34818402958406475
Elijah Moore,WR,MIN,5.340717020226008,12,Away,9,0.44505975168550066
Courtland Sutton,WR,BAL,8.34530344035746,16,Away,11,0.5215814650223413
Robert Woods,WR,PHI,5.7928786413319235,12,Away,10.5,0.4827398867776603
Brock Wright,TE,JAX,2.3325143078863118,11,Home,9.75,0.21204675526239197
Kalif Raymond,WR,JAX,4.487644875345226,11,Home,9.25,0.4079677159404751
Jarvis Landry,WR,TB,6.3694616090798775,15,Away,6,0.4246307739386585
Donovan Peoples Jones,WR,HOU,7.661346403947319,15,Away,10.5,0.5107564269298213
Quez Watkins,WR,TEN,4.85569879147785,13,Home,9.5,0.3735152916521423
Corey Davis,WR,MIN,7.845025448539545,15,Away,7.5,0.523001696569303
Nick Westbrook Ikhine,WR,PHI,5.2744713956082405,13,Away,10.5,0.40572856889294157
Nelson Agholor,WR,BUF,4.872848488453302,11,Home,9.25,0.44298622622302747
Randall Cobb,WR,CHI,6.4980441628697445,13,Away,6.25,0.49984955098998035
DeVante Parker,WR,BUF,5.77122422244657,14,Home,10.5,0.4122303016033264
DeAndre Carter,WR,LV,6.8870964212481995,16,Away,10,0.43044352632801247
Marquez Valdes Scantling,WR,CIN,6.434125132961951,11,Away,9.75,0.5849204666329046
Zay Jones,WR,DET,8.008179184397392,16,Away,9.75,0.500511199024837
Olamide Zaccheaus,WR,PIT,6.3171484499361386,14,Home,11.25,0.45122488928115273
Jauan Jennings,WR,MIA,4.61392088185537,12,Home,7.75,0.38449340682128086
Michael Gallup,WR,IND,5.279379582704375,11,Home,7.5,0.4799435984276705
Josh Reynolds,WR,JAX,7.5190799245978095,13,Home,7.75,0.5783907634306007
Nico Collins,WR,CLE,7.397669622339196,15,Home,8.5,0.49317797482261305
Devin Duvernay,WR,DEN,5.784751005576734,11,Home,11,0.5258864550524304
Julio Jones,WR,NO,6.508841538211666,11,Home,5,0.5917128671101515
Jerry Jeudy,WR,BAL,8.04877298788887,15,Away,9,0.536584865859258
Mack Hollins,WR,LAC,7.7698829350491225,16,Home,10.75,0.48561768344057016
Demarcus Robinson,WR,DEN,4.32225051629703,11,Home,9,0.39293186511791184
Kadarius Toney,WR,CIN,3.5878916812535433,13,Away,4.25,0.2759916677887341
Darius Slayton,WR,WAS,6.640835537368558,17,Home,9,0.39063738455109165
Damiere Byrd,WR,PIT,4.595427543742645,12,Home,7.5,0.38295229531188707
Marquise Goodwin,WR,LAR,5.781475328382681,14,Away,7,0.41296252345590584
Chris Moore,WR,CLE,5.164453775835881,12,Home,8,0.4303711479863234
Isaiah McKenzie,WR,NE,6.361069882343916,15,Away,10,0.42407132548959436
Parris Campbell,WR,DAL,6.944426292648535,16,Away,11.75,0.4340266432905334
Chris Olave,WR,TB,10.165369155276267,20,Away,10,0.5082684577638134
DK Metcalf,WR,LAR,9.447725096373802,21,Away,11,0.4498916712558953
Gabe Davis,WR,NE,9.551987191470536,16,Away,11,0.5969991994669085
Curtis Samuel,WR,NYG,6.683011106415341,14,Away,11.25,0.47735793617252437
JuJu Smith Schuster,WR,CIN,8.45865828961546,20,Away,9.75,0.422932914480773
Garrett Wilson,WR,MIN,9.196801647775423,18,Away,9.75,0.5109334248764124
Joshua Palmer,WR,LV,8.604837587101558,17,Away,9.75,0.5061669168883269
George Pickens,WR,ATL,6.897928715257973,21,Away,9.75,0.3284727959646654
Drake London,WR,PIT,6.963066772995195,16,Home,11.5,0.4351916733121997
Alec Pierce,WR,DAL,4.8497168166008,11,Away,10.25,0.4408833469637091
Christian Watson,WR,CHI,8.066593405753672,21,Away,8.25,0.3841234955120796
Marvin Jones Jr,WR,DET,5.845618499727428,13,Away,9.25,0.44966296151749446
Treylon Burks,WR,PHI,5.911590077076136,14,Away,6,0.42225643407686686
Romeo Doubs,WR,CHI,5.360582918378077,11,Away,8.5,0.4873257198525524
Trent Sherfield,WR,SF,3.642583308166521,11,Away,8.75,0.33114393710604734
Jahan Dotson,WR,NYG,6.212643175807845,11,Away,6.5,0.5647857432552587
D J Chark,WR,JAX,0,13,Home,0,0
Richie James,WR,WAS,0,12,Home,0,0
Taysom Hill,TE,TB,0.7398995957075067,15,Away,9.75,0.04932663971383378
Greg Dulcich,TE,BAL,5.797810785395844,11,Away,5.25,0.5270737077632585
Daniel Bellinger,TE,WAS,4.416181459407898,11,Home,6.75,0.4014710417643544
