Josh Allen,Dak Prescott,Joe Burrow,Kirk Cousins,Russell Wilson,Mac Jones,Sam Darnold,Andy Dalton,Geno Smith,Mike White,Kenny Pickett,Brock Purdy,Deshaun Watson
24.352350203194057,17.26106840904982,21.82754607239256,16.98079233848444,15.706389362903629,12.10497673951788,15.050128180783055,13.263931260309912,18.035233212622515,13.962575148278342,12.306324340812411,12.47978289,13.9430344436564
37,31,38,32,20,20,22,20,29,31,22,30,21
