Joe Mixon,Najee Harris,Ezekiel Elliott,Nick Chubb,Damien Harris,Alvin Kamara,Dalvin Cook,Devin Singletary,David Montgomery,Tony Pollard,Michael Carter,Chuba Hubbard,Saquon Barkley,Rhamondre Stevenson,Chase Edmonds,Alexander Mattison,Latavius Murray,Christian McCaffrey,D Onta Foreman,Zack Moss,Khalil Herbert,Matt Breida,Royce Freeman,Kenneth Walker III,Raheem Mostert,Jeff Wilson Jr,Rachaad White,James Cook,Zonovan Knight
15.06271781783602,13.893294824746704,11.414467282912334,13.524706869127652,7.1777647828671824,13.949710043959476,15.46449364679577,9.670887532990744,12.363352012956788,12.677958287664666,6.66532687581076,5.917516745092384,11.568043754446585,12.231078232517875,6.22658135072554,5.101419787134187,11.281734445768787,18.249603057859694,7.940833223788824,6.7460532435299205,8.191605901180768,4.243669174095528,5.470558723086193,12.153739557711738,9.492385642548564,8.91541669074522,7.197477916208747,5.875599921317539,7.3568898097884095
24,24,17,25,16,20,30,14,20,25,12,18,30,21,14,15,19,37,20,21,15,14,14,25,17,17,17,12,16
