Ja Marr Chase,Justin Jefferson,Mike Evans,Tyreek Hill,Stefon Diggs,Tyler Lockett,Diontae Johnson,CeeDee Lamb,Michael Pittman Jr,Tee Higgins,Chris Godwin,Brandin Cooks,Jaylen Waddle,Terry McLaurin,Amari Cooper,Adam Thielen,Tyler Boyd,Brandon Aiyuk,K J Osborn,Jakobi Meyers,Russell Gage,Courtland Sutton,Donovan Peoples Jones,Corey Davis,Michael Gallup,Jerry Jeudy,Darius Slayton,Chris Moore,Isaiah McKenzie,Parris Campbell,Garrett Wilson,DK Metcalf,Chris Olave,DJ Moore,Curtis Samuel,Gabe Davis,George Pickens,Rashid Shaheed,Jahan Dotson,Isaiah Hodgins,Tyquan Thornton
16.52361835793767,17.710236491493937,11.37349768911574,15.944618576893484,15.560314400224346,11.071938252566888,8.765595227986815,14.44149429654824,10.773927494809511,12.764095335894254,10.766988622558866,8.446975595022582,12.093788144102522,11.37807303770593,12.309493215354514,8.200541317772517,8.068064898050007,11.696334947066315,6.601101475014385,9.221781379684284,6.867010315658182,8.498689454774194,7.963904385294144,6.985880675033487,6.702419324513922,10.439929099968522,6.449706395672661,5.895672003770794,5.464287077760153,6.476357199012557,10.57782896974053,11.154919894878304,10.641607087600434,10.390606717396444,6.851311578508617,9.577571820591862,6.840248739501276,6.2822363037432645,8.603444956107465,6.624950586286392,3.957866527942755
31,40,21,30,32,24,16,30,14,25,23,18,21,22,25,13,15,22,13,15,17,12,16,15,15,17,16,14,12,12,22,21,20,19,18,15,14,15,21,16,11
