player,fant_pos,Long_Name.x,Opponent,expected_points,Salary,ovr_ex_rec_yds,ovr_ex_rec_td,ovr_ex_rus_yds,ovr_ex_rus_td,ovr_ex_rec,fl,ex_ppd
Jonathan Taylor,RB,Indianapolis Colts,PHI,19.004371587041625,24,22.420848136934033,0.11982570806100218,91.72433997220935,0.9625668449197861,2.6615831517792303,2,0.7918488161267344
Austin Ekeler,RB,Los Angeles Chargers,KC,18.171233672793996,38,38.21764973958334,0.4276315789473684,59.498756134133046,0.6875,4.167607223476298,3,0.4781903598103683
Joe Mixon,RB,Cincinnati Bengals,PIT,18.03185292979542,28,17.96024017715194,0.15625,91.33045708955224,0.837890625,2.52587890625,1,0.6439947474926936
Najee Harris,RB,Pittsburgh Steelers,CIN,16.70158519001206,17,29.08479432005729,0.18797953964194375,74.1332540596782,0.5147058823529411,4.327335640138408,0,0.9824461876477683
James Conner,RB,Arizona Cardinals,SF,17.000281699948225,16,26.77736202057998,0.22657952069716777,54.49151837999169,1.0230179028132993,2.7516182376565084,0,1.062517606246764
Ezekiel Elliott,RB,Dallas Cowboys,MIN,12.973677080027452,16,16.003063725490197,0.10147058823529412,60.37367792799046,0.5882352941176471,2.6308293587705354,1,0.8108548175017157
Nick Chubb,RB,Cleveland Browns,BUF,13.257398497484768,33,11.400968158347677,0.05612244897959183,78.91950916343876,0.5571428571428572,1.3772321428571428,1,0.40173934840862935
Damien Harris,RB,New England Patriots,NYJ,14.288060488776987,14,9.429712211563393,0,64.81261428792808,1.0833333333333333,1.260989010989011,2,1.0205757491983563
Alvin Kamara,RB,New Orleans Saints,LAR,17.709389388089438,24,41.027774574990076,0.32371569317382126,68.94310109779724,0.40816326530612246,4.642056139862088,0,0.7378912245037266
Antonio Gibson,RB,Washington Football Team,HOU,15.492366551461004,20,20.830891245043173,0.22119815668202764,72.69760999201766,0.6600496277915633,2.7363175063428775,4,0.7746183275730502
Cordarrelle Patterson,RB,Atlanta Falcons,CHI,15.122459035509,22,33.72784147854459,0.4180327868852458,49.96450158737332,0.4470938897168405,3.1249293386093835,0,0.6873845016140454
Aaron Jones,RB,Green Bay Packers,TEN,12.426532716527545,22,25.625677867902667,0.3230769230769231,46.790561403508775,0.27692307692307694,3.4364842454394693,1,0.5648423962057975
Derrick Henry,RB,Tennessee Titans,GB,19.412182869761185,37,20.111688121708603,0,103.75111792845259,0.9782608695652173,2.312674094707521,0,0.5246535910746266
Dalvin Cook,RB,Minnesota Vikings,DAL,14.701082890668745,25,16.846553163683886,0,88.87668393782384,0.5307692307692308,2.503672207189795,2,0.5880433156267498
Josh Jacobs,RB,Las Vegas Raiders,DEN,12.916392011450732,24,21.22976548785874,0,64.14573965179292,0.5012106537530266,3.285528031290743,2,0.5381830004771139
Devin Singletary,RB,Buffalo Bills,CLE,9.524167011544211,18,12.269492871775576,0.0538971807628524,47.80200401343216,0.344776119402985,2.249955044056824,0,0.529120389530234
David Montgomery,RB,Chicago Bears,ATL,14.89031816596344,18,25.843215562111727,0,68.93230159335214,0.6346153846153846,3.517840593141798,1,0.8272398981090799
AJ Dillon,RB,Green Bay Packers,TEN,11.849496566726568,13,23.22300006558954,0.12191582002902757,53.23563058589871,0.3918722786647315,2.5436966112832065,1,0.9114997359020437
D Andre Swift,RB,Detroit Lions,NYG,17.624541841988062,16,43.45468412684049,0.20222446916076842,62.06670941330243,0.5232558139534883,5.811134601832276,1,1.1015338651242539
