player,fant_pos,Long_Name.x,Opponent,expected_points,Salary,ovr_ex_rec,ovr_ex_rec_yds,ovr_ex_rec_td,fl,ex_ppd
Mark Andrews,TE,Baltimore Ravens,CAR,15.606865874758451,29,6.601936026936027,82.7732643271901,0.6714285714285713,0,0.5381677887847742
Cooper Kupp,WR,Los Angeles Rams,NO,18.711376981725532,38,8.140756302521009,104.40137998327293,0.7001434720229556,0,0.4924046574138298
Travis Kelce,TE,Kansas City Chiefs,LAC,11.652365053272394,32,5.166015625,62.754383218534755,0.4864864864864865,1,0.3641364079147623
Deebo Samuel,WR,San Francisco 49ers,ARI,13.049512101598605,20,5.059928733398122,83.119775273293385,0.41025641025641024,2,0.6524756050799303
Dalton Schultz,TE,Dallas Cowboys,MIN,9.400191100191101,12,4.4983619983619985,46.41919191919192,0.4181818181818182,0,0.7833492583492584
Ja Marr Chase,WR,Cincinnati Bengals,PIT,13.831067799486647,33,4.584788602941176,78.32791145074881,0.6372549019607843,1,0.4191232666511105
George Kittle,TE,San Francisco 49ers,ARI,11.30730414661706,23,5.248854643898376,60.56503198294243,0.46153846153846156,1,0.49162191941813305
Justin Jefferson,WR,Minnesota Vikings,DAL,15.227443535044356,36,6.08158439255099,92.93917774755019,0.5017301038062284,1,0.42298454264012103
Davante Adams,WR,Las Vegas Raiders,DEN,16.218770076867422,29,6.899038461538462,87.3392475914167,0.6725543478260869,0,0.5592679336850835
Dawson Knox,TE,Buffalo Bills,CLE,8.457218657662507,13,3.129916275270574,35.87175774264507,0.5508474576271187,0,0.6505552813586544
Hunter Henry,TE,New England Patriots,NYJ,9.795774702224971,11,3.4453251666366422,42.37046545136158,0.6393442622950819,0,0.8905249729295428
Dallas Goedert,TE,Philadelphia Eagles,IND,10.373379183806477,21,4.309832716833214,61.032085881017345,0.3525423728813559,0,0.493970437324118
Stefon Diggs,WR,Buffalo Bills,CLE,12.535709562587144,35,5.708433734939759,64.95218185313341,0.5310457516339869,0,0.35816313035963265
Kyle Pitts,TE,Atlanta Falcons,CHI,8.188418715274961,15,3.77686681134957,58.363489459638124,0.07727272727272727,0,0.5458945810183308
Mike Williams,WR,Los Angeles Chargers,KC,12.302696362871608,26,4.670792980412147,69.87673387096774,0.4966044142614601,0,0.4731806293412157
Pat Freiermuth,TE,Pittsburgh Steelers,CIN,8.784778522011194,16,4.185758513931889,36.92662041551735,0.5232646834477497,1,0.5490486576256997
Diontae Johnson,WR,Pittsburgh Steelers,CIN,14.402445803124477,15,6.8626185958254275,79.30463293430557,0.5497896213183731,2,0.9601630535416318
Tyler Higbee,TE,Los Angeles Rams,NO,6.831674603953969,11,3.8813628899835795,34.03188280913399,0.24796747967479674,0,0.621061327632179
CeeDee Lamb,WR,Dallas Cowboys,MIN,11.35066829124206,24,4.929478658986856,68.49863387978141,0.33934426229508197,0,0.47294451213508587
Keenan Allen,WR,Los Angeles Chargers,KC,11.801869531311878,24,6.310948081264108,67.22053385416666,0.3207236842105263,0,0.4917445638046616
T J Hockenson,TE,Minnesota Vikings,DAL,8.888986351184714,19,4.866206030150753,47.50000983168161,0.28431372549019607,0,0.46784138690445864
Michael Pittman Jr,WR,Indianapolis Colts,PHI,11.823314679878145,14,5.855482933914307,67.38710467822952,0.3594771241830066,0,0.8445224771341532
Tee Higgins,WR,Cincinnati Bengals,PIT,11.674862314013442,27,5.086123511904761,71.31800558061062,0.3571428571428571,1,0.43240230792642376
Tyler Conklin,TE,New York Jets,NE,6.279536241768579,13,3.5002122060945586,34.11248320539481,0.18636363636363637,0,0.48304124936681375
David Njoku,TE,Cleveland Browns,BUF,5.409012442019896,15,2.352966101694915,29.540790279763122,0.21307506053268765,0,0.36060082946799304
