player,fant_pos,Long_Name.x,Opponent,expected_points,Salary,ovr_ex_rec,ovr_ex_rec_yds,ovr_ex_rec_td,fl,ex_ppd
Brandin Cooks,WR,Houston Texans,WAS,13.430888172956815,14,5.990466101694915,74.89226550680786,0.49107142857142855,0,0.959349155211201
Gerald Everett,TE,Los Angeles Chargers,KC,5.934357715032305,17,3.208744208150172,31.702441520467836,0.24007386888273313,2,0.3490798655901356
Cole Kmet,TE,Chicago Bears,ATL,5.939657369366311,14,3.843019135364989,40.18147801683817,0,0,0.4242612406690222
Darnell Mooney,WR,Chicago Bears,ATL,12.129396812984108,19,5.427525486561631,72.46403300472524,0.3615384615384616,0,0.638389305946532
Amon Ra St Brown,WR,Detroit Lions,NYG,11.480264551892027,18,6.045454545454545,62.83624235686492,0.3623188405797101,0,0.6377924751051126
Terry McLaurin,WR,Washington Football Team,HOU,11.106326820521808,19,4.5739424983476535,68.02548848658905,0.3361344537815126,0,0.5845435168695688
Foster Moreau,TE,Las Vegas Raiders,DEN,4.169916147359027,11,1.7369727047146402,21.653849142162926,0.18934081346423562,0,0.3790832861235479
Marquise Brown,WR,Arizona Cardinals,SF,10.473800804245986,18,5.392846385542169,57.35710944808232,0.36111111111111116,1,0.5818778224581104
Amari Cooper,WR,Cleveland Browns,BUF,10.158679876892558,20,4.444491525423729,53.79533387788442,0.4261501210653753,0,0.5079339938446279
Adam Thielen,WR,Minnesota Vikings,DAL,11.863593294843488,17,4.933706996521067,54.60088212872546,0.656108597285068,0,0.6978584291084404
DeVonta Smith,WR,Philadelphia Eagles,IND,10.30899547132037,14,4.337400943166902,59.31339775856323,0.38805970149253727,1,0.7363568193800265
Van Jefferson,WR,Los Angeles Rams,NO,7.279358944919868,15,2.8071573456968997,43.004574600197685,0.26255380200860834,0,0.4852905963279912
A J Brown,WR,Philadelphia Eagles,IND,13.00080267264094,28,5.501252818842396,72.50176263219741,0.5,0,0.46431438116574786
Juwan Johnson,TE,New Orleans Saints,LAR,4.100179241383865,11,1.4298789947254111,16.54832220510187,0.2884012539184953,0,0.37274356739853315
Tyler Boyd,WR,Cincinnati Bengals,PIT,9.173187868169169,25,4.446210488505747,52.25944692881813,0.2873563218390805,0,0.36692751472676677
Brandon Aiyuk,WR,San Francisco 49ers,ARI,8.134415716352514,21,3.4602497715504112,45.94876364446425,0.32146957520091846,1,0.38735312935011973
K J Osborn,WR,Minnesota Vikings,DAL,8.253010305718043,12,3.190954773869347,42.692976246657224,0.39803921568627454,0,0.6877508588098369
Chase Claypool,WR,Chicago Bears,ATL,10.050711814711509,13,4.430515164104694,66.19936991279852,0.2025862068965517,0,0.7731316780547315
DeAndre Hopkins,WR,Arizona Cardinals,SF,11.821088407261726,30,3.982409638554217,52.07661365762395,0.7703703703703705,0,0.39403628024205756
Hayden Hurst,TE,Cincinnati Bengals,PIT,4.157673105329355,13,2.2743844696969697,18.386626886626885,0.22727272727272727,1,0.31982100810225805
Jakobi Meyers,WR,New England Patriots,NYJ,8.800366801440832,18,5.207069050352633,55.40115858354069,0.12935323383084577,1,0.4889092667467129
Allen Lazard,WR,Green Bay Packers,TEN,7.519118753506643,21,2.7346028478298168,34.78077276541336,0.44562334217506633,0,0.35805327397650677
Logan Thomas,TE,Washington Football Team,HOU,8.197527667340099,11,3.029494382022472,35.87542381090768,0.5714285714285714,1,0.7452297879400089
Courtland Sutton,WR,Denver Broncos,LV,7.480641239922085,15,3.6876633780251282,47.59197610611014,0.1462686567164179,0,0.49870941599480567
Robert Tonyan,TE,Green Bay Packers,TEN,5.333631422724767,13,2.4611425630468347,27.6619011467615,0.22281167108753316,0,0.41027934020959744
Mecole Hardman,WR,Kansas City Chiefs,LAC,6.422576591767203,14,3.59375,41.9326915933477,0.11726981218506642,2,0.4587554708405145
Jarvis Landry,WR,New Orleans Saints,LAR,8.519264216697431,13,5.242889647326507,54.38049278091651,0.13218390804597702,2,0.6553280166690332
Donovan Peoples Jones,WR,Cleveland Browns,BUF,6.533010234214166,12,2.570833333333333,42.95212615166548,0.18487394957983194,1,0.5444175195178472
Corey Davis,WR,New York Jets,NE,9.488249963765355,15,3.5767195767195767,51.88779064294455,0.45555555555555555,1,0.632549997584357
Nick Westbrook Ikhine,WR,Tennessee Titans,GB,6.994113348297339,13,2.8406178779437834,36.16779615937018,0.35041322314049583,1,0.5380087190997953
Randall Cobb,WR,Green Bay Packers,TEN,7.484560395028112,13,2.8467916826125776,37.81085658258312,0.41420118343195267,1,0.5757354150021624
Laviska Shenault Jr,WR,Carolina Panthers,BAL,7.446859736365543,14,4.6507134363852565,52.59434052655673,0,1,0.5319185525975387
DeVante Parker,WR,New England Patriots,NYJ,9.389655907183847,11,4.424522845575478,58.089734317645295,0.22807017543859648,0,0.8536050824712589
DeAndre Carter,WR,Los Angeles Chargers,KC,3.8456822046999006,17,1.604372104075086,19.631637426900582,0.18005540166204986,0,0.22621660027646473
Marquez Valdes Scantling,WR,Kansas City Chiefs,LAC,6.562504676032482,14,2.3359375,38.377791692757256,0.2594594594594595,0,0.46875033400232013
Olamide Zaccheaus,WR,Atlanta Falcons,CHI,5.10249686701835,11,1.9260891066852495,25.835201102858946,0.2593220338983051,0,0.4638633515471227
Jauan Jennings,WR,San Francisco 49ers,ARI,5.796197841954896,11,2.0277265425120485,21.449719333362342,0.43956043956043955,0,0.5269270765413542
Michael Gallup,WR,Dallas Cowboys,MIN,7.906843629343628,13,3.8063063063063063,48.20833333333333,0.19714285714285712,0,0.6082187407187406
Tre Quan Smith,WR,New Orleans Saints,LAR,7.876426905083413,12,3.9709460050756977,44.26762921113203,0.24403183023872682,0,0.6563689087569511
Rondale Moore,WR,Arizona Cardinals,SF,5.631240900040219,16,4.179788541922793,32.32956606403085,0.07860922146636432,1,0.3519525562525137
Nico Collins,WR,Houston Texans,WAS,6.157236409724792,16,2.8115254237288134,41.22902269288956,0.10476190476190475,0,0.3848272756077995
Devin Duvernay,WR,Baltimore Ravens,CAR,3.8918646303624844,17,2.221212121212121,18.04635193133047,0.16277056277056276,0,0.22893321355073437
Jerry Jeudy,WR,Denver Broncos,LV,7.795224891373618,16,4.625020177562551,54.82714802592342,0,0,0.4872015557108511
Mack Hollins,WR,Las Vegas Raiders,DEN,3.6908448790669386,11,0.9306742640075973,14.863773122805311,0.28985507246376807,0,0.335531352642449
Demarcus Robinson,WR,Baltimore Ravens,CAR,3.658727113222583,11,1.5172213942705746,15.792733247524016,0.2201405152224824,0,0.33261155574750756
Kadarius Toney,WR,Kansas City Chiefs,LAC,6.471154842259384,13,4.122242647058823,44.10033518729972,0,0,0.49778114171226034
Darius Slayton,WR,New York Giants,DET,6.232793306447875,14,2.3905723905723906,35.465980202525884,0.2787878787878788,1,0.4451995218891339
Damiere Byrd,WR,Atlanta Falcons,CHI,3.5231665410102773,11,1.7329153605015675,22.457997698504027,0.09272727272727271,1,0.32028786736457066
Chris Moore,WR,Houston Texans,WAS,5.74344184451418,14,2.417773705909299,28.357132927178313,0.28314028314028317,0,0.41024584603672715
Isaiah McKenzie,WR,Buffalo Bills,CLE,2.4581164158391724,14,1.6036913611894388,13.654905934004807,0.0768321513002364,1,0.1755797439885123
Kendall Hinton,WR,Denver Broncos,LV,2.719559603337247,11,1.304047042545832,14.675360820643316,0.09999999999999998,0,0.247232691212477
Parris Campbell,WR,Indianapolis Colts,PHI,5.508366501599336,11,2.15461493239271,32.67037871381817,0.19400352733686066,0,0.5007605910544851
