player,fant_pos,Long_Name.x,Opponent,expected_points,Salary,ovr_ex_pas_yds,ovr_ex_pas_td,ovr_ex_rus_yds,ovr_ex_rus_td,fl,pl_int_game,ex_ppd
Russell Wilson,QB,Denver Broncos,LV,17.507946156240276,25,222.61974789915968,1.745798319327731,12.806772486772486,0.15178571428571427,1,0.42857142857142855,0.700317846249611
Lamar Jackson,QB,Baltimore Ravens,CAR,19.42264995900202,36,216.14215686274508,1.4313725490196076,56.90362377302676,0.15740740740740738,3,1.0833333333333333,0.5395180544167227
Jimmy Garoppolo,QB,San Francisco 49ers,ARI,15.560245061006018,27,234.20588235294116,1.549019607843137,3.232040627885503,0.14545454545454545,3,0.8,0.5763053726298525
Mac Jones,QB,New England Patriots,NYJ,15.217630650586596,20,241.47058823529414,1.4705882352941178,7.941012388218885,0,3,0.7647058823529411,0.7608815325293298
Matt Ryan,QB,Indianapolis Colts,PHI,14.293819950313697,30,227.1764705882353,1.4117647058823528,4.153172765169059,0.053475935828877,4,0.7058823529411765,0.4764606650104566
Taylor Heinicke,QB,Washington Football Team,HOU,16.411115874259984,24,229.6279178338002,1.4290382819794583,21.594186825627876,0.0927960927960928,2,0.9523809523809523,0.6837964947608327
Jared Goff,QB,Detroit Lions,NYG,14.286375883333184,26,228.8046218487395,1.4726890756302522,6.720061354340252,0,6,0.5714285714285714,0.5494759955128148
Baker Mayfield,QB,Carolina Panthers,BAL,15.827121871549922,20,246.97058823529412,1.51890756302521,8.516596866759732,0.06302521008403361,3,0.9285714285714286,0.7913560935774961
Daniel Jones,QB,New York Giants,DET,18.629978711001847,30,232.71657754010695,1.3663101604278074,31.96984058595433,0.3068181818181818,3,0.6363636363636364,0.6209992903667282
Sam Darnold,QB,Carolina Panthers,BAL,17.20579796406746,21,247.00250312891114,1.2947434292866082,16.81142144292744,0.37546933667083854,4,1.1063829787234043,0.819323712574641
Davis Mills,QB,Houston Texans,WAS,15.355737635476132,22,234.00117647058823,1.6400000000000001,3.9569057665260194,0,1,0.8,0.6979880743398241
Zach Wilson,QB,New York Jets,NE,13.313987472705847,20,183.32805429864254,0.9638009049773756,16.09178164367126,0.2527472527472528,1,0.8461538461538461,0.6656993736352923
Justin Fields,QB,Chicago Bears,ATL,16.111590410456422,42,197.539641943734,1.2161125319693094,38.54871375016158,0.20496894409937888,5,0.8695652173913043,0.3836092954870577
Taysom Hill,QB,New Orleans Saints,LAR,15.299365038096273,11,164.31960784313725,0.6777777777777778,31.265807243707798,0.5555555555555556,0,0.4444444444444444,1.3908513670996612
Jameis Winston,QB,New Orleans Saints,LAR,16.76440393535616,22,204.42436974789916,1.5,22.30286288297338,0.17857142857142855,1,0.42857142857142855,0.7620183606980073
Trevor Siemian,QB,Chicago Bears,ATL,17.2532759632369,20,221.14438502673795,1.9117647058823528,3.8381836201459585,0.2142857142857143,1,0.5454545454545454,0.8626637981618449
Andy Dalton,QB,New Orleans Saints,LAR,12.493806245752948,23,221.8529411764706,1.0333333333333332,9.530219320274568,0,1,1.2,0.5432089672066499
Tyler Huntley,QB,Baltimore Ravens,CAR,15.721579106059526,20,182.5388235294118,1.0047058823529411,41.87869302137959,0.3022222222222222,3,0.64,0.7860789553029763
Tyrod Taylor,QB,New York Giants,DET,20.626915017191713,20,202.8529411764706,1.3284313725490196,29.699052132701425,0.84375,0,0.8333333333333334,1.0313457508595856
Jacoby Brissett,QB,Cleveland Browns,BUF,8.63524465220709,20,149.0263157894737,0.6160990712074303,6.466378410615775,0.10263157894736841,3,0.42105263157894735,0.4317622326103545
Trey Lance,QB,San Francisco 49ers,ARI,15.896390952049417,20,167.50588235294117,1.3823529411764706,31.940166204986152,0.14545454545454545,0,0.4,0.7948195476024709
Mike White,QB,New York Jets,NE,11.798787207264429,20,220.62549019607843,1.284313725490196,-0.30153969206158765,0,0,2.1333333333333333,0.5899393603632215
Colt McCoy,QB,Arizona Cardinals,SF,10.214055016140474,20,158.05010893246188,0.9575163398692811,5.064297438093199,0,1,0.14814814814814814,0.5107027508070237
Gardner Minshew II,QB,Philadelphia Eagles,IND,13.46049213055388,20,179.7731092436975,1.5126050420168067,5.048618784530387,0,0,0.2857142857142857,0.6730246065276939
Case Keenum,QB,Buffalo Bills,CLE,9.938467418222823,20,141.32097186700767,1.1138107416879794,3.521247072253823,0,1,0.17391304347826086,0.49692337091114114
Cooper Rush,QB,Dallas Cowboys,MIN,11.125727451905728,20,179.22058823529412,1.2279411764705883,-2.0486078338839073,0,1,0.25,0.5562863725952865
Joe Flacco,QB,New York Jets,NE,12.555359549938753,20,190.13025210084032,1.4747899159663866,1.938469448967349,0,1,0,0.6277679774969377
Jordan Love,QB,Green Bay Packers,TEN,9.74754831350823,20,165.88080495356039,0.9164086687306502,4.9931301939058175,0,1,0.631578947368421,0.4873774156754115
Mason Rudolph,QB,Pittsburgh Steelers,CIN,14.94369482473975,20,203.31932773109241,1.0504201680672267,31.80669614655717,0,0,0.5714285714285714,0.7471847412369874
Nick Foles,QB,Indianapolis Colts,PHI,15.401760074108385,20,235.47058823529412,1.3235294117647058,6.888188976377952,0,0,0,0.7700880037054192
Marcus Mariota,QB,Atlanta Falcons,CHI,9.828794750930884,25,96.06078431372549,0.9117647058823529,14.302136457615436,0.1515151515151515,0,0,0.3931517900372354
Brandon Allen,QB,Cincinnati Bengals,PIT,8.568649323044223,20,123.21362229102168,0.9164086687306502,-0.25530243519245877,0,0,0,0.42843246615221114
P J Walker,QB,Carolina Panthers,BAL,10.575065306252792,21,184.72058823529412,1.0367647058823528,2.8918295331161783,0,1,0.75,0.5035745383929902
Brian Hoyer,QB,New England Patriots,NYJ,10.001925269596448,20,159.94313725490196,0.9568627450980391,-2.2325120099178672,0,0,0,0.5000962634798224
Nick Mullens,QB,Minnesota Vikings,DAL,12.527058823529412,20,192.58823529411765,1.2058823529411766,0,0,0,0,0.6263529411764706
Kyle Allen,QB,Houston Texans,WAS,11.522002426849783,20,167.44117647058823,1.3333333333333333,8.24355368026254,0,1,0,0.5761001213424891
Chad Henne,QB,Kansas City Chiefs,LAC,8.1478431372549025,20,124.28431372549021,0.7941176470588235,0,0,0,0,0.4073921568627451
Ian Book,QB,Philadelphia Eagles,IND,9.651920701982451,20,184.55882352941177,0.9411764705882353,5.048618784530387,0,0,2,0.4825960350991226
Sam Ehlinger,QB,Indianapolis Colts,PHI,8.057350625289486,20,110.47058823529412,0.8235294117647058,3.444094488188976,0,0,0,0.4028675312644743
Kellen Mond,QB,Cleveland Browns,BUF,4.805098039215686,20,84.83333333333333,0.35294117647058826,0,0,0,0,0.2402549019607843
Brett Rypien,QB,Denver Broncos,LV,7.869411764705882,20,111.44117647058823,0.8529411764705882,0,0,0,0,0.3934705882352941
Chase Daniel,QB,Los Angeles Chargers,KC,7.924867107148202,20,125.67647058823529,0.7941176470588235,-2.786623046165031,0,0,0,0.3962433553574101
John Wolford,QB,Los Angeles Rams,NO,6.405032019541823,20,113.49346405228758,0.5882352941176471,-0.4320327457582359,0,0,0.4444444444444444,0.32025160097709116
