,,,,,Games,,Receiving,,,,,,,,,,,Rushing,,,,,,,,Total Yds,,,,
146,KhaDarel Hodge,ATL,27,WR,3,1,2,1.67,31.7,19,0,1,39,1.7,31.7,83.3%,15.8,,,,0,,,,,1.67,19,31.7,0,0
147,Alexander Mattison,MIN,24,RB,3,0,2,1.33,7.33,5.5,0,0.33,16,1.3,7.3,66.7%,3.7,5.67,24,0.33,1.33,10,4.2,24,5.7,7,4.5,31.3,1,0
148,Marcus Mariota,ATL,29,QB,3,3,0,0,0,,0,0,0,0,0,0.0%,,8.33,30.7,0.67,1.67,16,3.7,30.7,8.3,8.33,3.7,30.7,2,1.67
149,Laviska Shenault Jr.,CAR,24,WR,1,0,2,2,90,45,1,2,67,2,90,100.0%,45,,,,0,,,,,2,45,90,1,0
150,Allen Robinson,LAR,29,WR,3,3,4,2.33,29.3,12.6,0.33,1.67,29,2.3,29.3,58.3%,7.3,,,,0,,,,,2.33,12.6,29.3,1,0
151,Justice Hill,BAL,25,RB,3,0,0.67,0.67,2.33,3.5,0,0,5,0.7,2.3,100.0%,3.5,3.67,26.7,0,1,34,7.3,26.7,3.7,4.33,6.7,29,0,0
152,Colby Parkinson,SEA,23,TE,3,0,1.33,1.33,29,21.8,0.33,1.33,36,1.3,29,100.0%,21.8,,,,0,,,,,1.33,21.8,29,1,0
153,Logan Thomas,WAS,31,TE,3,3,4.67,2.67,29,10.9,0.33,1.33,27,2.7,29,57.1%,6.2,,,,0,,,,,2.67,10.9,29,1,0
154,Julio Jones,TAM,33,WR,1,0,5,3,69,23,0,2,48,3,69,60.0%,13.8,2,17,0,2,12,8.5,17,2,5,17.2,86,0,0
155,Jerick McKinnon,KAN,30,RB,3,0,2.33,1.67,10.3,6.2,0.33,0.67,18,1.7,10.3,71.4%,4.4,5,18,0,0.33,18,3.6,18,5,6.67,4.3,28.3,1,0
156,Robert Tonyan,GNB,28,TE,3,2,4.67,3.67,28,7.6,0,0.67,23,3.7,28,78.6%,6,,,,0,,,,,3.67,7.6,28,0,0
157,Evan Engram,JAX,28,TE,3,3,5,4,27.7,6.9,0,1.67,12,4,27.7,80.0%,5.5,0.33,0,0,0,0,0,0,0.3,4.33,6.4,27.7,0,0
158,Juwan Johnson,NOR,26,TE,3,1,4.33,2,27.7,13.8,0,1,26,2,27.7,46.2%,6.4,,,,0,,,,,2,13.8,27.7,0,0
159,T.J. Hockenson,DET,25,TE,3,3,6,3.33,27.3,8.2,0.33,1.67,18,3.3,27.3,55.6%,4.6,,,,0,,,,,3.33,8.2,27.3,1,0
160,Breshad Perriman,TAM,29,WR,3,2,4,2,29.7,14.8,0.33,1,28,2,29.7,50.0%,7.4,0.67,-2.33,0,0,0,-3.5,-2.3,0.7,2.67,10.3,27.3,1,0.67
161,Hunter Renfrow,LVR,27,WR,2,1,8,5,40,8,0,2.5,20,5,40,62.5%,5,,,,0,,,,,5,8,40,0,1.5
162,Dalton Schultz,DAL,26,TE,2,2,6.5,4.5,40,8.9,0,1,14,4.5,40,69.2%,6.2,,,,0,,,,,4.5,8.9,40,0,0.5
163,Joe Burrow,CIN,26,QB,4,4,0,0,0,,0,0,0,0,0,0.0%,,5,19.8,0,1.25,23,4,19.8,5,5,4,19.8,0,0.75
164,Ian Thomas,CAR,26,TE,3,3,3,1.67,26.3,15.8,0,1,50,1.7,26.3,55.6%,8.8,,,,0,,,,,1.67,15.8,26.3,0,0
165,Will Dissly,SEA,26,TE,3,3,2.67,2.67,25.7,9.6,0.67,1,38,2.7,25.7,100.0%,9.6,,,,0,,,,,2.67,9.6,25.7,2,0
166,Isiah Pacheco,KAN,22,RB,3,0,0,0,0,,0,0,0,0,0,0.0%,,5.67,25.7,0.33,1.33,22,4.5,25.7,5.7,5.67,4.5,25.7,1,0.67
167,Trent Sherfield,MIA,26,WR,4,0,2.75,2,19.3,9.6,0,1,16,2,19.3,72.7%,7,,,,0,,,,,2,9.6,19.3,0,0
168,Foster Moreau,LVR,25,TE,3,2,2.67,2,24.7,12.3,0,1.67,22,2,24.7,75.0%,9.3,,,,0,,,,,2,12.3,24.7,0,0
169,Pharaoh Brown,HOU,28,TE,3,3,3.33,2.33,24,10.3,0,1,30,2.3,24,70.0%,7.2,,,,0,,,,,2.33,10.3,24,0,0
170,Mike Gesicki,MIA,27,TE,4,0,2.5,2,17.8,8.9,0.25,0.75,21,2,17.8,80.0%,7.1,,,,0,,,,,2,8.9,17.8,1,0
171,Jauan Jennings,SFO,25,WR,3,1,3.67,2,23.7,11.8,0,1,44,2,23.7,54.5%,6.5,,,,0,,,,,2,11.8,23.7,0,0
172,Dawson Knox,BUF,26,TE,3,3,3.67,3,23.7,7.9,0,1,15,3,23.7,81.8%,6.5,,,,0,,,,,3,7.9,23.7,0,0
173,Kyle Philips,TEN,23,WR,2,0,5,3.5,35.5,10.1,0,1.5,21,3.5,35.5,70.0%,7.1,,,,0,,,,,3.5,10.1,35.5,0,1
174,Donovan Peoples-Jones,CLE,23,WR,3,3,5,2.33,23.3,10,0,1.33,15,2.3,23.3,46.7%,4.7,,,,0,,,,,2.33,10,23.3,0,0
175,Quez Watkins,PHI,24,WR,3,2,1,0.67,23,34.5,0.33,0.33,53,0.7,23,66.7%,23,,,,0,,,,,0.67,34.5,23,1,0
176,Darrel Williams,ARI,27,RB,3,0,1.33,0.67,1,1.5,0,0,2,0.7,1,50.0%,0.8,3,22,0.33,1.33,30,7.3,22,3,3.67,6.3,23,1,0
177,Cameron Brate,TAM,31,TE,3,1,3.67,2.33,22.7,9.7,0,1.33,19,2.3,22.7,63.6%,6.2,,,,0,,,,,2.33,9.7,22.7,0,0
178,Johnny Mundt,MIN,28,TE,3,2,2.67,2.33,22.7,9.7,0,1.33,17,2.3,22.7,87.5%,8.5,,,,0,,,,,2.33,9.7,22.7,0,0
179,Irv Smith Jr.,MIN,24,TE,3,0,5.33,2.33,22.7,9.7,0.33,1.67,17,2.3,22.7,43.8%,4.3,,,,0,,,,,2.33,9.7,22.7,1,0
180,Trey Lance,SFO,22,QB,2,2,0,0,0,,0,0,0,0,0,0.0%,,8,33.5,0,3.5,13,4.2,33.5,8,8,4.2,33.5,0,0.5
181,Keenan Allen,LAC,30,WR,1,1,4,4,66,16.5,0,2,42,4,66,100.0%,16.5,,,,0,,,,,4,16.5,66,0,0
182,Nick Westbrook-Ikhine,TEN,25,WR,3,3,3,1.67,22,13.2,0,1.33,15,1.7,22,55.6%,7.3,,,,0,,,,,1.67,13.2,22,0,0
183,Kyler Murray,ARI,25,QB,3,3,0,0,0,,0,0,0,0,0,0.0%,,4,21.7,0.33,1.67,21,5.4,21.7,4,4,5.4,21.7,1,0.33
184,George Pickens,PIT,21,WR,3,1,4,1.67,21.7,13,0,0.67,36,1.7,21.7,41.7%,5.4,,,,0,,,,,1.67,13,21.7,0,0
185,Jacoby Brissett,CLE,30,QB,3,3,0,0,0,,0,0,0,0,0,0.0%,,4.33,21.3,0,2.33,21,4.9,21.3,4.3,4.33,4.9,21.3,0,0
186,Jalen Guyton,LAC,25,WR,3,0,1.33,0.67,21.3,32,0,0.67,54,0.7,21.3,50.0%,16,,,,0,,,,,0.67,32,21.3,0,0
187,Jake Kumerow,BUF,30,WR,3,1,1.67,1.33,21.3,16,0,1.33,39,1.3,21.3,80.0%,12.8,,,,0,,,,,1.33,16,21.3,0,0
188,Harrison Bryant,CLE,24,TE,3,1,2.67,1.67,21,12.6,0,1,30,1.7,21,62.5%,7.9,,,,0,,,,,1.67,12.6,21,0,0
189,Mecole Hardman,KAN,24,WR,3,3,3.67,2.33,22.3,9.6,0.33,1.33,30,2.3,22.3,63.6%,6.1,0.33,-1.33,0,0,-4,-4,-1.3,0.3,2.67,7.9,21,1,0
190,Joshua Kelley,LAC,25,RB,3,0,2,1.67,7.67,4.6,0,0.33,9,1.7,7.7,83.3%,3.8,3,13.3,0,0.67,12,4.4,13.3,3,4.67,4.5,21,0,0
191,Sony Michel,LAC,27,RB,3,0,1,0.67,5,7.5,0,0,9,0.7,5,66.7%,5,5.33,15.7,0,0.67,8,2.9,15.7,5.3,6,3.4,20.7,0,0
192,Alec Pierce,IND,22,WR,2,1,3.5,1.5,30.5,20.3,0,1.5,30,1.5,30.5,42.9%,8.7,,,,0,,,,,1.5,20.3,30.5,0,0
193,Tyler Allgeier,ATL,22,RB,2,0,0.5,0.5,2.5,5,0,0.5,5,0.5,2.5,100.0%,5,8,27.5,0,1,9,3.4,27.5,8,8.5,3.5,30,0,0
194,Mike Strachan,IND,25,WR,3,0,1.67,1,19.7,19.7,0,1,23,1,19.7,60.0%,11.8,,,,0,,,,,1,19.7,19.7,0,0
195,Allen Lazard,GNB,27,WR,2,2,4.5,3,29,9.7,1,3,26,3,29,66.7%,6.4,,,,0,,,,,3,9.7,29,2,0
196,Jonnu Smith,NWE,27,TE,3,1,3.67,2.33,19.3,8.3,0,1,15,2.3,19.3,63.6%,5.3,,,,0,,,,,2.33,8.3,19.3,0,0
197,Braxton Berrios,NYJ,27,WR,3,0,2.33,1.67,12.3,7.4,0,0.67,13,1.7,12.3,71.4%,5.3,1,6.67,0,0.33,19,6.7,6.7,1,2.67,7.1,19,0,0
198,David Sills,NYG,26,WR,3,3,2.67,1.67,19,11.4,0,1.33,24,1.7,19,62.5%,7.1,,,,0,,,,,1.67,11.4,19,0,0
199,Carson Wentz,WAS,30,QB,3,3,0,0,0,,0,0,0,0,0,0.0%,,3.67,19,0,0.67,18,5.2,19,3.7,3.67,5.2,19,0,1
200,Daniel Bellinger,NYG,22,TE,3,2,2,1.67,18.7,11.2,0.33,1,20,1.7,18.7,83.3%,9.3,,,,0,,,,,1.67,11.2,18.7,1,0
201,Kenneth Gainwell,PHI,23,RB,3,0,2,1,7.67,7.7,0,0.33,11,1,7.7,50.0%,3.8,3.33,11,0.33,1,7,3.3,11,3.3,4.33,4.3,18.7,1,0
202,Jaylen Warren,PIT,24,RB,3,0,1,0.67,1,1.5,0,0,3,0.7,1,66.7%,1,3.67,17.3,0,1,10,4.7,17.3,3.7,4.33,4.2,18.3,0,0.33
203,Kenyan Drake,BAL,28,RB,2,2,0.5,0.5,7.5,15,0,0.5,15,0.5,7.5,100.0%,15,8.5,19.5,0,0.5,8,2.3,19.5,8.5,9,3,27,0,0
204,Noah Fant,SEA,25,TE,3,3,3.33,3,18,6,0,0.67,16,3,18,90.0%,5.4,,,,0,,,,,3,6,18,0,0
205,Jamison Crowder,BUF,29,WR,3,0,3,1.67,17.7,10.6,0,1.33,16,1.7,17.7,55.6%,5.9,,,,0,,,,,1.67,10.6,17.7,0,0.33
206,Marquise Goodwin,SEA,32,WR,3,0,2.67,1.33,17.7,13.3,0,0.67,23,1.3,17.7,50.0%,6.6,,,,0,,,,,1.33,13.3,17.7,0,0
207,Andrew Beck,DEN,26,FB,3,1,1,0.67,17.3,26,0,0.67,27,0.7,17.3,66.7%,17.3,0.33,-0.33,0,0,-1,-1,-0.3,0.3,1,17,17,0,0
208,Travis Homer,SEA,24,RB,3,0,1.33,1.33,11,8.3,0,0.67,17,1.3,11,100.0%,8.3,1.33,6,0,0.67,7,4.5,6,1.3,2.67,6.4,17,0,0
209,Isaiah Likely,BAL,22,TE,3,0,3.67,1.67,17,10.2,0,0.33,34,1.7,17,45.5%,4.6,,,,0,,,,,1.67,10.2,17,0,0
210,Dante Pettis,CHI,27,WR,3,2,0.33,0.33,17,51,0.33,0.33,51,0.3,17,100.0%,51,,,,0,,,,,0.33,51,17,1,0
211,Christian Watson,GNB,23,WR,2,1,3.5,2.5,21.5,8.6,0,0.5,25,2.5,21.5,71.4%,6.1,0.5,3.5,0,0,7,7,3.5,0.5,3,8.3,25,0,0
212,Justin Watson,KAN,26,WR,3,0,1.33,0.67,16.7,25,0.33,0.33,41,0.7,16.7,50.0%,12.5,,,,0,,,,,0.67,25,16.7,1,0
213,Brandon Bolden,LVR,32,RB,2,0,2,2,12.5,6.3,0.5,0.5,18,2,12.5,100.0%,6.3,3,12,0,0.5,12,4,12,3,5,4.9,24.5,1,0
214,Ross Dwelley,SFO,27,TE,3,0,1,0.67,16.3,24.5,0.33,0.67,38,0.7,16.3,66.7%,16.3,,,,0,,,,,0.67,24.5,16.3,1,0
215,Noah Gray,KAN,23,TE,3,0,2.33,1.33,16,12,0,1,26,1.3,16,57.1%,6.9,,,,0,,,,,1.33,12,16,0,0
216,Kenneth Walker III,SEA,22,RB,2,0,3,2.5,9.5,3.8,0,0,6,2.5,9.5,83.3%,3.2,3.5,14.5,0,1,21,4.1,14.5,3.5,6,4,24,0,0
217,Parris Campbell,IND,25,WR,3,3,2.67,1.67,15.7,9.4,0,1,20,1.7,15.7,62.5%,5.9,,,,0,,,,,1.67,9.4,15.7,0,0
218,Kendall Hinton,DEN,25,WR,2,2,1,1,23.5,23.5,0,1,27,1,23.5,100.0%,23.5,,,,0,,,,,1,23.5,23.5,0,0
219,Ray-Ray McCloud,SFO,26,WR,3,0,1.67,1,15.7,15.7,0,1,20,1,15.7,60.0%,9.4,,,,0,,,,,1,15.7,15.7,0,0.33
220,Craig Reynolds,DET,26,RB,3,0,0.67,0.67,6,9,0,0.33,13,0.7,6,100.0%,9,3,9.67,0,0.33,11,3.2,9.7,3,3.67,4.3,15.7,0,0
221,Scott Miller,TAM,25,WR,2,1,6.5,2,19,9.5,0,1,23,2,19,30.8%,2.9,0.5,4,0,0,8,8,4,0.5,2.5,9.2,23,0,0
222,O.J. Howard,HOU,28,TE,3,2,1.33,1,15,15,0.67,0.67,22,1,15,75.0%,11.3,,,,0,,,,,1,15,15,2,0
223,Albert Okwuegbunam,DEN,24,TE,3,0,3.33,2,15,7.5,0,0.67,12,2,15,60.0%,4.5,,,,0,,,,,2,7.5,15,0,0
224,Mo Alie-Cox,IND,29,TE,3,1,2.67,1.33,14.7,11,0,0.67,13,1.3,14.7,50.0%,5.5,,,,0,,,,,1.33,11,14.7,0,0
225,Austin Hooper,TEN,28,TE,3,0,3,1.33,14.7,11,0,0.67,19,1.3,14.7,44.4%,4.9,,,,0,,,,,1.33,11,14.7,0,0
226,Kylen Granson,IND,24,TE,3,2,3.67,2.33,14.3,6.1,0,0.33,12,2.3,14.3,63.6%,3.9,,,,0,,,,,2.33,6.1,14.3,0,0
227,Peyton Hendershot,DAL,23,TE,3,1,1,1,14.3,14.3,0,0.67,29,1,14.3,100.0%,14.3,,,,0,,,,,1,14.3,14.3,0,0
228,Durham Smythe,MIA,27,TE,4,4,1.5,1.25,10.5,8.4,0,0.5,14,1.3,10.5,83.3%,7,,,,0,,,,,1.25,8.4,10.5,0,0
229,Elijah Mitchell,SFO,24,RB,1,1,0,0,0,,0,0,0,0,0,0.0%,,6,41,0,2,16,6.8,41,6,6,6.8,41,0,0
230,Grant Calcaterra,PHI,24,TE,1,0,1,1,40,40,0,1,40,1,40,100.0%,40,,,,0,,,,,1,40,40,0,0
231,J.K. Dobbins,BAL,24,RB,1,1,2,2,17,8.5,0,1,11,2,17,100.0%,8.5,7,23,0,0,5,3.3,23,7,9,4.4,40,0,0
232,Zach Gentry,PIT,26,TE,3,2,0.67,0.67,13.3,20,0,0.33,32,0.7,13.3,100.0%,20,,,,0,,,,,0.67,20,13.3,0,0
233,Cole Kmet,CHI,23,TE,3,3,1.67,0.67,13.3,20,0,0.67,24,0.7,13.3,40.0%,8,,,,0,,,,,0.67,20,13.3,0,0
234,Baker Mayfield,CAR,27,QB,3,3,0,0,0,,0,0,0,0,0,0.0%,,4,13.3,0.33,1,17,3.3,13.3,4,4,3.3,13.3,1,1.67
235,Reggie Gilliam,BUF,25,FB,3,0,2,1.33,13,9.8,0.33,0.67,14,1.3,13,66.7%,6.5,,,,0,,,,,1.33,9.8,13,1,0
236,Zach Pascal,PHI,28,WR,3,0,2,2,13,6.5,0,1.33,13,2,13,100.0%,6.5,0.33,0,0,0,0,0,0,0.3,2.33,5.6,13,0,0
237,Anthony Schwartz,CLE,22,WR,3,0,0.67,0.33,6.33,19,0,0.33,19,0.3,6.3,50.0%,9.5,0.67,6.67,0,0.33,15,10,6.7,0.7,1,13,13,0,0
238,DeeJay Dallas,SEA,24,RB,3,0,0.67,0.67,5.67,8.5,0,0.33,10,0.7,5.7,100.0%,8.5,1,7,0,0.33,16,7,7,1,1.67,7.6,12.7,0,0
239,Geoff Swaim,TEN,29,TE,3,3,2.33,2,12.7,6.3,0.33,1,13,2,12.7,85.7%,5.4,,,,0,,,,,2,6.3,12.7,1,0
240,Hassan Haskins,TEN,23,RB,3,0,0.33,0.33,0,0,0,0,0,0.3,0,100.0%,0,3,12.3,0,0.67,9,4.1,12.3,3,3.33,3.7,12.3,0,0
241,Mac Jones,NWE,24,QB,3,3,0,0,0,,0,0,0,0,0,0.0%,,4.67,12.3,0.33,1.33,15,2.6,12.3,4.7,4.67,2.6,12.3,1,0.33
242,Shi Smith,CAR,24,WR,3,2,3.67,1.33,12,9,0,0.67,24,1.3,12,36.4%,3.3,,,,0,,,,,1.33,9,12,0,0
243,Chris Godwin,TAM,26,WR,1,1,3,3,35,11.7,0,1,24,3,35,100.0%,11.7,,,,0,,,,,3,11.7,35,0,0
244,Tyrion Davis-Price,SFO,22,RB,1,0,0,0,0,,0,0,0,0,0,0.0%,,14,33,0,2,20,2.4,33,14,14,2.4,33,0,0
245,Byron Pringle,CHI,29,WR,3,1,1,0.67,11,16.5,0,0.67,22,0.7,11,66.7%,11,,,,0,,,,,0.67,16.5,11,0,0
246,Jordan Akins,HOU,30,TE,1,0,4,3,31,10.3,1,2,25,3,31,75.0%,7.8,,,,0,,,,,3,10.3,31,1,0
247,Giovanni Ricci,CAR,26,FB,3,1,1,0.67,10.3,15.5,0,0.67,16,0.7,10.3,66.7%,10.3,,,,0,,,,,0.67,15.5,10.3,0,0
248,Demarcus Robinson,BAL,28,WR,3,0,2.33,1,10.3,10.3,0.33,0.67,12,1,10.3,42.9%,4.4,,,,0,,,,,1,10.3,10.3,1,0
249,Boston Scott,PHI,27,RB,3,0,0.33,0.33,0.67,2,0,0,2,0.3,0.7,100.0%,2,3.33,9.67,0.33,0.67,16,2.9,9.7,3.3,3.67,2.8,10.3,1,0
250,Jamal Agnew,JAX,27,WR,3,0,1,0.67,7.67,11.5,0,0.33,17,0.7,7.7,66.7%,7.7,1,2.33,0,0.33,6,2.3,2.3,1,1.67,6,10,0,0
251,Patrick Mahomes,KAN,27,QB,3,3,0,0,0,,0,0,0,0,0,0.0%,,3,10,0,1.33,10,3.3,10,3,3,3.3,10,0,0.33
252,Skyy Moore,KAN,22,WR,3,0,0.33,0.33,10,30,0,0.33,30,0.3,10,100.0%,30,,,,0,,,,,0.33,30,10,0,0.33
253,Mitchell Wilcox,CIN,26,TE,4,0,0.75,0.75,7.5,10,0,0.25,18,0.8,7.5,100.0%,10,,,,0,,,,,0.75,10,7.5,0,0
254,Avery Williams,ATL,24,RB,3,0,0.67,0.67,4.67,7,0,0,8,0.7,4.7,100.0%,7,1,5.33,0,0.33,9,5.3,5.3,1,1.67,6,10,0,0
255,Tyler Davis,GNB,25,TE,3,0,1.33,1,9.67,9.7,0,0.33,23,1,9.7,75.0%,7.3,,,,0,,,,,1,9.7,9.67,0,0
256,A.J. Green,ARI,34,WR,3,3,4.33,1.67,9.67,5.8,0,0.67,10,1.7,9.7,38.5%,2.2,,,,0,,,,,1.67,5.8,9.67,0,0
257,Kendall Blanton,LAR,27,TE,1,0,1,1,28,28,0,1,28,1,28,100.0%,28,,,,0,,,,,1,28,28,0,0
258,Tyrie Cleveland,DEN,25,WR,2,0,1.5,1,14,14,0,0.5,16,1,14,66.7%,9.3,,,,0,,,,,1,14,14,0,0
259,Josiah Deguara,GNB,25,TE,3,0,0.67,0.67,9.33,14,0,0.67,15,0.7,9.3,100.0%,14,,,,0,,,,,0.67,14,9.33,0,0
260,Anthony Firkser,ATL,27,TE,3,1,1,0.67,9.33,14,0,0.33,22,0.7,9.3,66.7%,9.3,,,,0,,,,,0.67,14,9.33,0,0
261,Hunter Henry,NWE,28,TE,3,3,1.67,1,9.33,9.3,0,0.67,11,1,9.3,60.0%,5.6,,,,0,,,,,1,9.3,9.33,0,0
262,Chuba Hubbard,CAR,23,RB,3,0,0,0,0,,0,0,0,0,0,0.0%,,1.33,9.33,0,0.67,14,7,9.3,1.3,1.33,7,9.33,0,0.33
263,George Kittle,SFO,29,TE,1,1,5,4,28,7,0,0,11,4,28,80.0%,5.6,,,,0,,,,,4,7,28,0,0
264,Quintin Morris,BUF,23,TE,2,0,1.5,1.5,14,9.3,0,1,15,1.5,14,100.0%,9.3,,,,0,,,,,1.5,9.3,14,0,0
265,Cedrick Wilson Jr.,MIA,27,WR,3,0,1,0.67,6.67,10,0,0,12,0.7,6.7,66.7%,6.7,0.33,2.67,0,0,8,8,2.7,0.3,1,9.3,9.33,0,0
266,Jaelon Darden,TAM,23,WR,3,0,0.33,0.33,8.33,25,0,0.33,25,0.3,8.3,100.0%,25,0.33,0.67,0,0,2,2,0.7,0.3,0.67,13.5,9,0,0
267,Darnell Mooney,CHI,25,WR,3,3,3.67,1.33,9,6.8,0,0.33,18,1.3,9,36.4%,2.5,,,,0,,,,,1.33,6.8,9,0,0
268,Derek Carr,LVR,31,QB,3,3,0,0,0,,0,0,0,0,0,0.0%,,1,8.67,0,0.67,11,8.7,8.7,1,1,8.7,8.67,0,0.67
269,Ben Ellefson,MIN,26,TE,3,1,1,1,8.67,8.7,0,0.67,12,1,8.7,100.0%,8.7,,,,0,,,,,1,8.7,8.67,0,0
270,Alec Ingold,MIA,26,FB,4,4,1.25,0.75,5.75,7.7,0,0.25,13,0.8,5.8,60.0%,4.6,0.75,0.75,0,0.5,2,1,0.8,0.8,1.5,4.3,6.5,0,0
271,Jalen Reagor,MIN,23,WR,3,0,1,0.67,3,4.5,0,0,7,0.7,3,66.7%,3,0.33,5.67,0,0.33,17,17,5.7,0.3,1,8.7,8.67,0,0.33
272,Andre Baccellia,ARI,25,WR,3,0,2,1.33,8.33,6.3,0,0.67,11,1.3,8.3,66.7%,4.2,,,,0,,,,,1.33,6.3,8.33,0,0
273,Kyle Juszczyk,SFO,31,FB,3,2,1.33,0.33,8,24,0,0.33,24,0.3,8,25.0%,6,0.67,0.33,0.33,0.33,1,0.5,0.3,0.7,1,8.3,8.33,1,0
274,Brock Wright,DET,24,TE,3,0,0.33,0.33,8.33,25,0,0.33,25,0.3,8.3,100.0%,25,,,,0,,,,,0.33,25,8.33,0,0
275,Simi Fehoko,DAL,25,WR,3,0,1.33,1,8,8,0,0.33,12,1,8,75.0%,6,,,,0,,,,,1,8,8,0,0
276,Tre' McKitty,LAC,23,TE,3,0,1.33,1,8,8,0,0,12,1,8,75.0%,6,,,,0,,,,,1,8,8,0,0.33
277,Dezmon Patmon,IND,24,WR,1,0,6,2,24,12,0,1,17,2,24,33.3%,4,,,,0,,,,,2,12,24,0,0
278,Patrick Ricard,BAL,28,FB,3,3,0.67,0.67,6.33,9.5,0,0,12,0.7,6.3,100.0%,9.5,0.33,1.67,0,0.33,5,5,1.7,0.3,1,8,8,0,0
279,Ameer Abdullah,LVR,29,RB,3,0,0.67,0.33,7.67,23,0,0.33,23,0.3,7.7,50.0%,11.5,,,,0,,,,,0.33,23,7.67,0,0
280,Matt Breida,NYG,27,RB,3,0,0.33,0,0,,0,0,0,0,0,0.0%,0,2.33,7.67,0,0.67,9,3.3,7.7,2.3,2.33,3.3,7.67,0,0
281,Trestan Ebner,CHI,23,RB,3,0,0.33,0,0,,0,0,0,0,0,0.0%,0,2.33,7.67,0,0.33,7,3.3,7.7,2.3,2.33,3.3,7.67,0,0
282,Armani Rogers,WAS,25,TE,3,0,0.33,0.33,7.67,23,0,0.33,23,0.3,7.7,100.0%,23,,,,0,,,,,0.33,23,7.67,0,0
283,Kadarius Toney,NYG,23,WR,2,1,1.5,1,0,0,0,0,2,1,0,66.7%,0,1,11.5,0,0.5,19,11.5,11.5,1,2,5.8,11.5,0,0
284,Mitchell Trubisky,PIT,28,QB,3,3,0,0,0,,0,0,0,0,0,0.0%,,2,7.67,0.33,0.67,7,3.8,7.7,2,2,3.8,7.67,1,0
285,Kenny Golladay,NYG,29,WR,3,1,1.67,0.67,7.33,11,0,0.33,15,0.7,7.3,40.0%,4.4,,,,0,,,,,0.67,11,7.33,0,0
286,Cody Hollister,TEN,29,WR,3,0,0.33,0.33,7.33,22,0,0.33,22,0.3,7.3,100.0%,22,,,,0,,,,,0.33,22,7.33,0,0
287,Tanner Hudson,NYG,28,TE,3,0,1,0.67,7.33,11,0,0.67,15,0.7,7.3,66.7%,7.3,,,,0,,,,,0.67,11,7.33,0,0
288,Trevor Lawrence,JAX,23,QB,3,3,0,0,0,,0,0,0,0,0,0.0%,,2.67,7.33,0,0.33,8,2.8,7.3,2.7,2.67,2.8,7.33,0,0
289,Eric Saubert,DEN,28,TE,3,1,1.33,0.33,7.33,22,0.33,0.33,22,0.3,7.3,25.0%,5.5,,,,0,,,,,0.33,22,7.33,1,0
290,Rachaad White,TAM,23,RB,3,0,1.33,0.67,2.33,3.5,0,0,7,0.7,2.3,50.0%,1.8,2.67,5,0,0.33,5,1.9,5,2.7,3.33,2.2,7.33,0,0
291,Russell Wilson,DEN,34,QB,3,3,0,0,0,,0,0,0,0,0,0.0%,,3,7.33,0,0.33,12,2.4,7.3,3,3,2.4,7.33,0,0
292,C.J. Ham,MIN,29,FB,3,1,1.33,1,7,7,0,0.67,12,1,7,75.0%,5.3,,,,0,,,,,1,7,7,0,0
293,Andy Isabella,ARI,26,WR,2,0,2.5,1,10.5,10.5,0,1,11,1,10.5,40.0%,4.2,,,,0,,,,,1,10.5,10.5,0,0
294,Tony Jones,NOR,25,RB,2,0,1,1,6,6,0,0,7,1,6,100.0%,6,1,4,0,0,6,4,4,1,2,5,10,0,0
295,Trace McSorley,ARI,27,QB,1,0,0,0,0,,0,0,0,0,0,0.0%,,3,20,0,1,14,6.7,20,3,3,6.7,20,0,0
296,Brandon Powell,LAR,27,WR,3,0,1.67,1.67,14.3,8.6,0,0.67,16,1.7,14.3,100.0%,8.6,0.67,-7.67,0,0,3,-11.5,-7.7,0.7,2.33,2.9,6.67,0,0
297,Kirk Cousins,MIN,34,QB,3,3,0,0,0,,0,0,0,0,0,0.0%,,1,6.33,0,0.33,13,6.3,6.3,1,1,6.3,6.33,0,0.33
298,Montrell Washington,DEN,23,WR,3,0,0.33,0,0,,0,0,0,0,0,0.0%,0,0.33,6.33,0,0,19,19,6.3,0.3,0.33,19,6.33,0,0
299,Ryan Griffin,CHI,32,TE,2,0,1.5,0.5,9,18,0,0.5,18,0.5,9,33.3%,6,,,,0,,,,,0.5,18,9,0,0
300,Dax Milne,WAS,23,WR,3,0,1,0.67,6,9,0,0.33,12,0.7,6,66.7%,6,,,,0,,,,,0.67,9,6,0,0
301,Gunner Olszewski,PIT,26,WR,3,0,0,0,0,,0,0,0,0,0,0.0%,,0.33,6,0,0.33,18,18,6,0.3,0.33,18,6,0,0.33
302,Dwayne Washington,NOR,28,RB,2,0,0,0,0,,0,0,0,0,0,0.0%,,2,9,0,1,8,4.5,9,2,2,4.5,9,0,0
303,Jeff Smith,NYJ,25,WR,3,0,0.33,0.33,5.67,17,0,0.33,17,0.3,5.7,100.0%,17,,,,0,,,,,0.33,17,5.67,0,0
304,Juwann Winfree,GNB,26,WR,2,0,1.5,0.5,8.5,17,0,0.5,17,0.5,8.5,33.3%,5.7,,,,0,,,,,0.5,17,8.5,0,0
305,Dennis Houston,DAL,23,WR,2,0,3,1,8,8,0,0,11,1,8,33.3%,2.7,,,,0,,,,,1,8,8,0,0
306,Matt Ryan,IND,37,QB,3,3,0,0,0,,0,0,0,0,0,0.0%,,2.33,5.33,0,1,10,2.3,5.3,2.3,2.33,2.3,5.33,0,2.33
