,,,,,Games,,Receiving,,,,,,,,,,,Rushing,,,,,,,,Total Yds,,,,
132,Kenyan Drake,BAL,28,RB,11,5,1.91,1.36,6.36,4.7,0.09,0.55,15,1.4,6.4,71.4%,3.3,8.45,38.4,0.27,1.73,40,4.5,38.4,8.5,9.82,4.6,44.7,4,0.09
133,Devin Duvernay*,BAL,25,WR,14,13,3.5,2.64,29.1,11,0.21,1.36,31,2.6,29.1,75.5%,8.3,0.86,6,0.07,0.5,18,7,6,0.9,3.5,10,35.1,4,0.07
134,DJ Chark,DET,26,WR,10,9,4.8,2.7,48.8,18.1,0.3,2.2,51,2.7,48.8,56.3%,10.2,,,0,0,,,,,2.7,18.1,48.8,3,
135,Juwan Johnson,NOR,26,TE,15,11,4.27,2.73,32.5,11.9,0.47,1.6,41,2.7,32.5,64.1%,7.6,,,0,0,,,,,2.73,11.9,32.5,7,
136,Robert Woods,TEN,30,WR,16,14,5.38,3.06,30.4,9.9,0.13,1.81,41,3.1,30.4,57.0%,5.7,,,0,0,,,,,3.06,9.9,30.4,2,0.06
137,Chase Claypool,2TM,24,WR,14,11,5.21,3.14,30.1,9.6,0.07,1.57,31,3.1,30.1,60.3%,5.8,0.64,4.21,0,0.21,15,6.6,4.2,0.6,3.79,9.1,34.4,1,0.07
138,Nico Collins,HOU,23,WR,10,7,6.6,3.7,48.1,13,0.2,2.1,58,3.7,48.1,56.1%,7.3,,,0,0,,,,,3.7,13,48.1,2,
139,DeAndre Carter,LAC,29,WR,16,7,3.75,2.69,30.9,11.5,0.19,1.69,35,2.7,30.9,71.7%,8.3,0.13,-0.94,0,0,-5,-7.5,-0.9,0.1,2.81,10.7,30,3,0.13
140,James Robinson,2TM,24,RB,11,5,1.27,1,4.64,4.6,0.18,0.45,10,1,4.6,78.6%,3.6,10,38.6,0.27,2,50,3.9,38.6,10,11,3.9,43.3,5,0.09
141,Treylon Burks,TEN,22,WR,10,5,4.7,2.9,42.5,14.7,0.1,1.7,51,2.9,42.5,61.7%,9,0.4,4.7,0,0.3,20,11.8,4.7,0.4,3.3,14.3,47.2,1,
142,Hunter Henry,NWE,28,TE,16,13,3.25,2.19,29.2,13.3,0.13,1.31,39,2.2,29.2,67.3%,9,,,0,0,,,,,2.19,13.3,29.2,2,
143,Terrace Marshall Jr.,CAR,22,WR,13,8,3.38,2,35.9,18,0.08,1.77,43,2,35.9,59.1%,10.6,,,0,0,,,,,2,18,35.9,1,0.15
144,Greg Dortch,ARI,24,WR,15,4,4,3.2,29.1,9.1,0.13,1.2,47,3.2,29.1,80.0%,7.3,0.33,1.93,0,0.13,20,5.8,1.9,0.3,3.53,8.8,31.1,2,0.07
145,Noah Fant,SEA,25,TE,16,15,3.69,2.88,29.1,10.1,0.25,1.5,51,2.9,29.1,78.0%,7.9,,,0,0,,,,,2.88,10.1,29.1,4,
146,Josh Reynolds,DET,27,WR,13,11,4.38,2.85,35.6,12.5,0.23,1.85,31,2.8,35.6,64.9%,8.1,,,0,0,,,,,2.85,12.5,35.6,3,
147,DeVante Parker,NWE,29,WR,12,10,3.33,2.08,38.3,18.4,0.08,1.67,43,2.1,38.3,62.5%,11.5,,,0,0,,,,,2.08,18.4,38.3,1,
148,Isaiah McKenzie,BUF,27,WR,14,7,4.43,2.86,28.9,10.1,0.29,1.86,30,2.9,28.9,64.5%,6.5,0.64,3.93,0.07,0.21,18,6.1,3.9,0.6,3.5,9.4,32.8,5,
149,Clyde Edwards-Helaire,KAN,23,RB,10,6,2.3,1.7,15.1,8.9,0.3,1.1,25,1.7,15.1,73.9%,6.6,7.1,30.2,0.3,1.5,52,4.3,30.2,7.1,8.8,5.1,45.3,6,
150,Jahan Dotson,WAS,22,WR,11,9,5.18,2.91,41,14.1,0.64,2.09,61,2.9,41,56.1%,7.9,0.18,-0.64,0,0,3,-3.5,-0.6,0.2,3.09,13.1,40.4,7,
151,Robert Tonyan,GNB,28,TE,16,3,4,3.13,27.6,8.8,0.13,1.19,24,3.1,27.6,78.1%,6.9,,,0,0,,,,,3.13,8.8,27.6,2,
152,Elijah Moore,NYJ,22,WR,15,8,4.27,2.4,29,12.1,0.07,1.4,42,2.4,29,56.3%,6.8,0.33,0.33,0,0.13,10,1,0.3,0.3,2.73,10.7,29.3,1,
153,Marcus Mariota,ATL,29,QB,13,13,,,,,0,0,,,,,,6.54,33.7,0.31,2.31,30,5.2,33.7,6.5,6.54,5.2,33.7,4,0.62
154,Romeo Doubs,GNB,22,WR,12,7,5.42,3.5,35.4,10.1,0.25,1.67,26,3.5,35.4,64.6%,6.5,0.08,0.92,0,0.08,11,11,0.9,0.1,3.58,10.1,36.3,3,0.17
155,Demarcus Robinson,BAL,28,WR,16,4,4.13,2.88,27.1,9.4,0.13,1.31,31,2.9,27.1,69.7%,6.6,,,0,0,,,,,2.88,9.4,27.1,2,0.13
156,Kendrick Bourne,NWE,27,WR,15,2,2.87,2.07,25.9,12.5,0.07,1.27,41,2.1,25.9,72.1%,9,0.4,2.6,0,0.13,29,6.5,2.6,0.4,2.47,11.6,28.5,1,0.13
157,Jordan Akins,HOU,30,TE,14,3,3.29,2.36,30.4,12.9,0.21,1.43,46,2.4,30.4,71.7%,9.2,,,0,0,,,,,2.36,12.9,30.4,3,0.07
158,Kyler Murray,ARI,25,QB,11,11,,,,,0,0,,,,,,6.09,38,0.27,2.09,42,6.2,38,6.1,6.09,6.2,38,3,0.73
159,Gus Edwards,BAL,27,RB,8,3,0.25,0,0,,0,0,0,0,0,0.0%,0,10.4,52.1,0.38,3.63,37,5,52.1,10.4,10.4,5,52.1,3,0.13
160,Trent Sherfield,MIA,26,WR,16,4,3.19,1.88,26.1,13.9,0.13,1.13,75,1.9,26.1,58.8%,8.2,,,0,0,,,,,1.88,13.9,26.1,2,
161,Michael Gallup,DAL,26,WR,13,10,5.23,2.92,31.8,10.9,0.31,1.85,27,2.9,31.8,55.9%,6.1,,,0,0,,,,,2.92,10.9,31.8,4,
162,Foster Moreau,LVR,25,TE,14,13,3.79,2.29,29.3,12.8,0.14,1.64,33,2.3,29.3,60.4%,7.7,0,0.14,0,0,,,0.1,0,2.29,12.9,29.4,2,0.07
163,Greg Dulcich,DEN,22,TE,10,6,5.5,3.3,41.1,12.5,0.2,1.8,39,3.3,41.1,60.0%,7.5,,,0,0,,,,,3.3,12.5,41.1,2,
164,Russell Gage,TAM,26,WR,12,4,5.33,4,34.3,8.6,0.33,2.42,23,4,34.3,75.0%,6.4,,,0,0,,,,,4,8.6,34.3,4,0.08
165,Chigoziem Okonkwo,TEN,23,TE,16,7,2.63,1.81,25.5,14.1,0.13,1.19,48,1.8,25.5,69.0%,9.7,0.19,0.13,0,0,6,0.7,0.1,0.2,2,12.8,25.6,2,
166,Rondale Moore,ARI,22,WR,8,8,7,5.13,51.8,10.1,0.13,2,38,5.1,51.8,73.2%,7.4,0.75,-0.63,0,0.13,9,-0.8,-0.6,0.8,5.88,8.7,51.1,1,
167,Randall Cobb,GNB,32,WR,12,3,4,2.67,33.8,12.7,0.08,1.58,40,2.7,33.8,66.7%,8.5,,,0,0,,,,,2.67,12.7,33.8,1,0.08
168,Zach Ertz,ARI,32,TE,10,10,6.9,4.7,40.6,8.6,0.4,2.4,32,4.7,40.6,68.1%,5.9,,,0,0,,,,,4.7,8.6,40.6,4,
169,Austin Hooper,TEN,28,TE,16,2,3.5,2.31,25.4,11,0.13,1.5,24,2.3,25.4,66.1%,7.3,,,0,0,,,,,2.31,11,25.4,2,
170,Jauan Jennings,SFO,25,WR,15,4,3.6,2.27,27.1,11.9,0.07,1.53,44,2.3,27.1,63.0%,7.5,,,0,0,,,,,2.27,11.9,27.1,1,0.07
171,Hayden Hurst,CIN,29,TE,12,12,5.25,4,33.3,8.3,0.17,1.92,29,4,33.3,76.2%,6.3,,,0,0,,,,,4,8.3,33.3,2,
172,Nick Westbrook-Ikhine,TEN,25,WR,16,13,3.06,1.56,24.8,15.9,0.19,1.13,63,1.6,24.8,51.0%,8.1,,,0,0,,,,,1.56,15.9,24.8,3,
173,Ben Skowronek,LAR,25,WR,14,11,4.36,2.79,26.9,9.6,0,1.14,32,2.8,26.9,63.9%,6.2,0.07,1.21,0.07,0.07,17,17,1.2,0.1,2.86,9.8,28.1,1,
174,Marquise Goodwin,SEA,32,WR,13,2,3.23,2.08,29.8,14.3,0.31,1.38,38,2.1,29.8,64.3%,9.2,0.15,0.38,0,0,7,2.5,0.4,0.2,2.23,13.5,30.2,4,
175,Isaiah Hodgins,2TM,24,WR,10,5,4.8,3.7,39.2,10.6,0.4,2.4,29,3.7,39.2,77.1%,8.2,,,0,0,,,,,3.7,10.6,39.2,4,0.1
176,Cade Otton,TAM,23,TE,15,10,4.27,2.73,25.7,9.4,0.13,1.2,35,2.7,25.7,64.1%,6,,,0,0,,,,,2.73,9.4,25.7,2,
177,Darrell Henderson,LAR,25,RB,10,7,2.2,1.7,10.2,6,0,0.5,15,1.7,10.2,77.3%,4.6,7,28.3,0.3,1.4,23,4,28.3,7,8.7,4.4,38.5,3,
178,Zonovan Knight,NYJ,21,RB,6,4,2.33,2.17,16.7,7.7,0,0.83,16,2.2,16.7,92.9%,7.1,12.2,46.3,0.17,2.17,48,3.8,46.3,12.2,14.3,4.4,63,1,0.17
179,Zack Moss,2TM,25,RB,12,2,0.83,0.67,2.67,4,0,0.08,8,0.7,2.7,80.0%,3.2,6.25,28.5,0,1.08,43,4.6,28.5,6.3,6.92,4.5,31.2,0,0.08
180,Equanimeous St. Brown,CHI,26,WR,15,15,2.47,1.33,21.3,16,0.07,0.93,56,1.3,21.3,54.1%,8.6,0.4,3.6,0,0.13,41,9,3.6,0.4,1.73,14.4,24.9,1,0.07
181,Caleb Huntley,ATL,24,RB,12,0,0.17,0.17,0.25,1.5,0,0,2,0.2,0.3,100.0%,1.5,6.33,30.5,0.08,1.5,30,4.8,30.5,6.3,6.5,4.7,30.8,1,0.08
182,Kenneth Gainwell,PHI,23,RB,16,0,1.75,1.38,10.1,7.4,0,0.44,20,1.4,10.1,78.6%,5.8,3,12.8,0.25,0.94,13,4.3,12.8,3,4.38,5.2,22.9,4,
183,Joshua Kelley,LAC,25,RB,12,1,1.75,1.08,7.92,7.3,0,0.33,22,1.1,7.9,61.9%,4.5,5.33,22.4,0.17,1.25,22,4.2,22.4,5.3,6.42,4.7,30.3,2,
184,Nelson Agholor,NWE,29,WR,15,7,3.47,2.07,24.1,11.7,0.13,0.8,44,2.1,24.1,59.6%,7,,,0,0,,,,,2.07,11.7,24.1,2,0.13
185,Rashaad Penny,SEA,26,RB,5,5,1,0.8,3.2,4,0,0.4,6,0.8,3.2,80.0%,3.2,11.4,69.2,0.4,3,41,6.1,69.2,11.4,12.2,5.9,72.4,2,0.2
186,Chase Edmonds,2TM,26,RB,12,3,2,1.33,13.1,9.8,0.08,0.58,27,1.3,13.1,66.7%,6.5,4.92,16.7,0.17,0.58,28,3.4,16.7,4.9,6.25,4.8,29.8,3,
187,Kyle Pitts,ATL,22,TE,10,10,5.9,2.8,35.6,12.7,0.2,2,33,2.8,35.6,47.5%,6,,,0,0,,,,,2.8,12.7,35.6,2,
188,Darren Waller,LVR,30,TE,8,6,4.63,3.25,44.1,13.6,0.38,2,34,3.3,44.1,70.3%,9.5,,,0,0,,,,,3.25,13.6,44.1,3,
189,Will Dissly,SEA,26,TE,15,15,2.53,2.27,23.3,10.3,0.2,1.33,38,2.3,23.3,89.5%,9.2,,,0,0,,,,,2.27,10.3,23.3,3,
190,Julio Jones,TAM,33,WR,10,5,4.3,2.4,29.9,12.5,0.2,1.3,48,2.4,29.9,55.8%,7,0.5,4.5,0,0.4,15,9,4.5,0.5,2.9,11.9,34.4,2,
191,Quez Watkins,PHI,24,WR,16,8,2.94,1.94,21.3,11,0.19,0.75,53,1.9,21.3,66.0%,7.2,0.19,0.06,0,0,4,0.3,0.1,0.2,2.13,10,21.3,3,0.06
192,Allen Robinson,LAR,29,WR,10,10,5.2,3.3,33.9,10.3,0.3,2.3,29,3.3,33.9,63.5%,6.5,,,0,0,,,,,3.3,10.3,33.9,3,
193,Deon Jackson,IND,23,RB,15,2,1.73,1.6,8.93,5.6,0.07,0.4,22,1.6,8.9,92.3%,5.2,4,13.4,0.07,0.73,17,3.4,13.4,4,5.6,4,22.3,2,0.07
194,Patrick Mahomes*,KAN,27,QB,16,16,0.06,0.06,0.38,6,0,0,6,0.1,0.4,100.0%,6,3.63,20.6,0.25,1.44,20,5.7,20.6,3.6,3.69,5.7,20.9,4,0.31
195,Mecole Hardman,KAN,24,WR,8,5,4.25,3.13,37.1,11.9,0.5,1.75,36,3.1,37.1,73.5%,8.7,0.5,3.88,0.25,0.38,25,7.8,3.9,0.5,3.63,11.3,41,6,0.13
196,Laviska Shenault Jr.,CAR,24,WR,12,3,2.58,2.17,22,10.2,0.08,0.75,67,2.2,22,83.9%,8.5,0.67,5.33,0.08,0.08,41,8,5.3,0.7,2.83,9.6,27.3,2,
197,Kendall Hinton,DEN,25,WR,12,5,2.75,2,25.9,13,0,1.17,35,2,25.9,72.7%,9.4,0.17,1.08,0,0.08,13,6.5,1.1,0.2,2.17,12.5,27,0,
198,Dontrell Hilliard,TEN,27,RB,12,1,2.17,1.75,14.8,8.4,0.33,0.67,31,1.8,14.8,80.8%,6.8,1.83,12.1,0,0.33,30,6.6,12.1,1.8,3.58,7.5,26.8,4,
199,Ray-Ray McCloud,SFO,26,WR,16,2,1.56,0.88,15.2,17.4,0.06,0.69,42,0.9,15.2,56.0%,9.7,0.25,4.88,0.06,0.06,71,19.5,4.9,0.3,1.13,17.8,20.1,2,0.13
200,Mike Gesicki,MIA,27,TE,16,1,2.88,1.75,19.8,11.3,0.31,1.13,30,1.8,19.8,60.9%,6.9,,,0,0,,,,,1.75,11.3,19.8,5,
201,Jamycal Hasty,JAX,26,RB,16,0,1.56,1.25,7.88,6.3,0.06,0.44,28,1.3,7.9,80.0%,5,2.69,11.8,0.13,0.44,61,4.4,11.8,2.7,3.94,5,19.7,3,
202,Geno Smith*,SEA,32,QB,16,16,,,,,0,0,,,,,,4,19.7,0.06,1.38,24,4.9,19.7,4,4,4.9,19.7,1,0.5
203,Alexander Mattison,MIN,24,RB,16,0,1.06,0.88,5.31,6.1,0.06,0.25,16,0.9,5.3,82.4%,5,4,14.3,0.19,0.88,15,3.6,14.3,4,4.88,4,19.6,4,
204,Van Jefferson,LAR,26,WR,10,8,3.7,2.1,30.8,14.7,0.3,1.7,39,2.1,30.8,56.8%,8.3,,,0,0,,,,,2.1,14.7,30.8,3,
205,Logan Thomas,WAS,31,TE,13,12,4.46,2.85,23.6,8.3,0.08,1.15,27,2.8,23.6,63.8%,5.3,,,0,0,,,,,2.85,8.3,23.6,1,
206,Jelani Woods,IND,24,TE,14,2,2.57,1.71,21.6,12.6,0.21,1.14,36,1.7,21.6,66.7%,8.4,,,0,0,,,,,1.71,12.6,21.6,3,0.07
207,Kylen Granson,IND,24,TE,13,4,3.08,2.38,23.2,9.7,0,1.31,32,2.4,23.2,77.5%,7.6,0.08,0,0,0,0,0,0,0.1,2.46,9.4,23.2,0,0.08
208,Mark Ingram,NOR,33,RB,10,3,1.8,1.6,6.8,4.3,0,0.2,11,1.6,6.8,88.9%,3.8,6.2,23.3,0.1,1.2,14,3.8,23.3,6.2,7.8,3.9,30.1,1,0.2
209,Matt Breida,NYG,27,RB,16,0,1.06,0.81,6.63,8.2,0,0.25,16,0.8,6.6,76.5%,6.2,3.13,12,0.06,0.75,18,3.8,12,3.1,3.94,4.7,18.6,1,
210,Shi Smith,CAR,24,WR,16,6,2.5,1.38,18.5,13.5,0.13,0.88,38,1.4,18.5,55.0%,7.4,,,0,0,,,,,1.38,13.5,18.5,2,0.25
211,Tutu Atwell,LAR,23,WR,12,3,2.67,1.33,22.6,16.9,0.08,0.83,62,1.3,22.6,50.0%,8.5,0.67,1.92,0,0.08,9,2.9,1.9,0.7,2,12.3,24.5,1,
212,Trevor Lawrence,JAX,23,QB,16,16,,,,,0,0,,,,,,3.63,18.4,0.31,1.63,24,5.1,18.4,3.6,3.63,5.1,18.4,5,0.69
213,DeeJay Dallas,SEA,24,RB,14,0,1.29,1.14,9.21,8.1,0,0.36,41,1.1,9.2,88.9%,7.2,2.36,11.2,0,0.57,17,4.8,11.2,2.4,3.5,5.8,20.4,0,0.07
214,Noah Gray,KAN,23,TE,16,8,2.06,1.69,17.8,10.6,0.06,0.81,27,1.7,17.8,81.8%,8.6,0.06,0.06,0.06,0.06,1,1,0.1,0.1,1.75,10.2,17.9,2,
215,Justice Hill,BAL,25,RB,14,0,0.86,0.86,4.14,4.8,0,0.14,15,0.9,4.1,100.0%,4.8,3,16.3,0,0.79,34,5.4,16.3,3,3.86,5.3,20.4,0,0.14
216,Rashod Bateman,BAL,23,WR,6,5,4.67,2.5,47.5,19,0.33,1.17,75,2.5,47.5,53.6%,10.2,,,0,0,,,,,2.5,19,47.5,2,0.17
217,Rex Burkhead,HOU,32,RB,15,0,3.27,2.4,13.5,5.6,0.07,0.53,17,2.4,13.5,73.5%,4.1,1.73,5.33,0,0.27,9,3.1,5.3,1.7,4.13,4.6,18.9,1,
218,Robbie Anderson,2TM,29,WR,16,7,2.75,1.25,17.6,14.1,0.06,0.63,75,1.3,17.6,45.5%,6.4,,,0,0,,,,,1.25,14.1,17.6,1,0.06
219,Javonte Williams,DEN,22,RB,4,4,5.5,4,19,4.8,0,1,13,4,19,72.7%,3.5,11.8,51,0,2.25,17,4.3,51,11.8,15.8,4.4,70,0,0.25
220,Colby Parkinson,SEA,23,TE,16,1,1.94,1.44,17.2,12,0.13,0.75,39,1.4,17.2,74.2%,8.9,,,0,0,,,,,1.44,12,17.2,2,
221,Nyheim Hines,2TM,26,RB,15,5,2.47,2,16.1,8,0.07,0.73,22,2,16.1,81.1%,6.5,1.6,2.2,0.07,0.13,9,1.4,2.2,1.6,3.6,5.1,18.3,2,0.13
222,Skyy Moore,KAN,22,WR,16,3,2.06,1.38,15.6,11.4,0,0.81,30,1.4,15.6,66.7%,7.6,0.19,1.5,0,0.06,12,8,1.5,0.2,1.56,11,17.1,0,0.19
223,Jarvis Landry,NOR,30,WR,9,3,4.33,2.78,30.2,10.9,0.11,1.33,40,2.8,30.2,64.1%,7,,,0,0,,,,,2.78,10.9,30.2,1,0.11
224,Tre'Quan Smith,NOR,26,WR,14,5,1.86,1.29,19.4,15.1,0.07,1,48,1.3,19.4,69.2%,10.5,,,0,0,,,,,1.29,15.1,19.4,1,
225,Daniel Bellinger,NYG,22,TE,12,11,2.92,2.5,22.3,8.9,0.17,1.17,24,2.5,22.3,85.7%,7.7,0.08,0.17,0.08,0.08,2,2,0.2,0.1,2.58,8.7,22.5,3,0.08
226,Isaiah Likely,BAL,22,TE,15,1,3.13,1.87,18,9.6,0.2,0.93,34,1.9,18,59.6%,5.7,,,0,0,,,,,1.87,9.6,18,3,
227,Damiere Byrd,ATL,29,WR,13,4,1.69,0.92,20.6,22.3,0.15,0.69,75,0.9,20.6,54.5%,12.2,,,0,0,,,,,0.92,22.3,20.6,2,
228,J.D. McKissic,WAS,29,RB,8,0,5,3.38,21.6,6.4,0,0.88,14,3.4,21.6,67.5%,4.3,2.75,11.9,0,0.63,33,4.3,11.9,2.8,6.13,5.5,33.5,0,
229,Hunter Renfrow,LVR,27,WR,9,1,4.78,3.22,29.7,9.2,0.11,1.67,27,3.2,29.7,67.4%,6.2,,,0,0,,,,,3.22,9.2,29.7,1,0.33
230,Jamal Agnew,JAX,27,WR,14,0,2.07,1.57,12.8,8.1,0.21,0.64,24,1.6,12.8,75.9%,6.2,0.86,6.14,0,0.43,30,7.2,6.1,0.9,2.43,7.8,18.9,3,
231,Dante Pettis,CHI,27,WR,16,7,2.19,1.06,14.1,13.3,0.19,0.5,51,1.1,14.1,48.6%,6.5,0.13,2.31,0,0.13,29,18.5,2.3,0.1,1.19,13.8,16.4,3,0.06
232,Russell Wilson,DEN,34,QB,14,14,0.07,0.07,0.07,1,0,0,1,0.1,0.1,100.0%,1,3.36,18.5,0.21,1.36,19,5.5,18.5,3.4,3.43,5.4,18.6,3,0.43
233,Justin Jackson,DET,26,RB,15,0,1.2,0.73,6,8.2,0.07,0.4,15,0.7,6,61.1%,5,2.73,11.2,0.07,0.53,27,4.1,11.2,2.7,3.47,5,17.2,2,
234,Phillip Dorsett,HOU,29,WR,15,4,2.67,1.33,17.1,12.9,0.07,0.73,34,1.3,17.1,50.0%,6.4,,,0,0,,,,,1.33,12.9,17.1,1,
235,Jonnu Smith,NWE,27,TE,14,8,2.71,1.93,17.5,9.1,0,0.64,53,1.9,17.5,71.1%,6.4,0.07,0.36,0,0.07,5,5,0.4,0.1,2,8.9,17.9,0,0.07
236,Tyquan Thornton,NWE,22,WR,12,8,3.58,1.75,19.5,11.1,0.17,1.08,29,1.8,19.5,48.8%,5.4,0.25,1.33,0.08,0.08,19,5.3,1.3,0.3,2,10.4,20.8,3,
237,Justin Watson,KAN,26,WR,16,5,2,0.88,15.5,17.7,0.13,0.69,41,0.9,15.5,43.8%,7.8,,,0,0,,,,,0.88,17.7,15.5,2,
238,Joe Burrow*,CIN,26,QB,15,15,,,,,0,0,,,,,,4.8,16.5,0.33,1.87,23,3.4,16.5,4.8,4.8,3.4,16.5,5,0.33
239,Sammy Watkins,2TM,29,,11,5,2.09,1.27,22.4,17.6,0,0.91,55,1.3,22.4,60.9%,10.7,,,0,0,,,,,1.27,17.6,22.4,0,
240,Jacoby Brissett,CLE,30,QB,15,11,,,,,0,0,,,,,,3.27,16.2,0.13,1.87,22,5,16.2,3.3,3.27,5,16.2,2,0.4
241,Braxton Berrios,NYJ,27,WR,16,2,2,1.13,9.06,8.1,0,0.5,25,1.1,9.1,56.3%,4.5,0.56,5.69,0.13,0.31,25,10.1,5.7,0.6,1.69,8.7,14.8,2,0.06
242,Kenny Pickett,PIT,24,QB,12,11,,,,,0,0,,,,,,4.33,19.7,0.25,1.92,23,4.5,19.7,4.3,4.33,4.5,19.7,3,0.25
243,C.J. Uzomah,NYJ,29,TE,15,13,1.8,1.4,15.5,11,0.13,0.67,40,1.4,15.5,77.8%,8.6,,,0,0,,,,,1.4,11,15.5,2,
244,Travis Homer,SEA,24,RB,10,1,1.8,1.6,15.7,9.8,0.1,0.7,27,1.6,15.7,88.9%,8.7,1.9,7.4,0,0.4,16,3.9,7.4,1.9,3.5,6.6,23.1,1,0.1
245,Elijah Mitchell,SFO,24,RB,4,1,1,0.75,1.75,2.3,0,0,5,0.8,1.8,75.0%,1.8,10,56,0,2.75,19,5.6,56,10,10.8,5.4,57.8,0,
246,Trenton Irwin,CIN,27,WR,8,2,2.63,1.75,27.4,15.6,0.5,1.38,45,1.8,27.4,66.7%,10.4,0.13,1.38,0,0.13,11,11,1.4,0.1,1.88,15.3,28.8,4,
247,Jordan Mason,SFO,23,RB,15,0,,,,,0,0,,,,,,2.33,15.3,0.07,0.67,55,6.6,15.3,2.3,2.33,6.6,15.3,1,
248,Harrison Bryant,CLE,24,TE,16,8,2.5,1.81,13.7,7.6,0.06,0.69,30,1.8,13.7,72.5%,5.5,0.06,0.5,0,0.06,8,8,0.5,0.1,1.88,7.6,14.2,1,
249,Wan'Dale Robinson,NYG,21,WR,6,3,5.17,3.83,37.8,9.9,0.17,2.17,19,3.8,37.8,74.2%,7.3,0.33,-0.17,0,0,4,-0.5,-0.2,0.3,4.17,9,37.7,1,
250,Trey McBride,ARI,23,TE,15,12,2.4,1.73,14.9,8.6,0.07,0.67,29,1.7,14.9,72.2%,6.2,,,0,0,,,,,1.73,8.6,14.9,1,0.07
251,Ty Johnson,NYJ,25,RB,16,1,1.31,0.63,4.69,7.5,0,0.13,16,0.6,4.7,47.6%,3.6,1.56,9.25,0.06,0.31,32,5.9,9.3,1.6,2.19,6.4,13.9,1,
252,Ameer Abdullah,LVR,29,RB,16,0,1.88,1.5,12.6,8.4,0.06,0.44,23,1.5,12.6,80.0%,6.7,0.25,1.25,0,0.13,7,5,1.3,0.3,1.75,7.9,13.8,1,
253,Brandon Powell,LAR,27,WR,16,5,1.81,1.44,9.63,6.7,0,0.44,16,1.4,9.6,79.3%,5.3,1,4.06,0,0.31,20,4.1,4.1,1,2.44,5.6,13.7,0,0.06
254,Craig Reynolds,DET,26,RB,9,0,1.11,1,12.9,12.9,0,0.56,36,1,12.9,90.0%,11.6,2.56,11.3,0,0.44,21,4.4,11.3,2.6,3.56,6.8,24.2,0,
255,Brock Wright,DET,24,TE,16,9,1.44,1.13,13.5,12,0.25,0.81,51,1.1,13.5,78.3%,9.4,,,0,0,,,,,1.13,12,13.5,4,
256,Ashton Dulin,IND,25,WR,11,2,2,1.36,18.8,13.8,0.09,1.09,39,1.4,18.8,68.2%,9.4,0.18,0.73,0,0.09,5,4,0.7,0.2,1.55,12.6,19.5,1,
257,Kyren Williams,LAR,22,RB,9,0,1.33,1,8.44,8.4,0,0.56,15,1,8.4,75.0%,6.3,3.89,15.4,0,0.67,17,4,15.4,3.9,4.89,4.9,23.9,0,
258,David Bell,CLE,22,WR,15,3,2.2,1.6,14.3,8.9,0,0.47,20,1.6,14.3,72.7%,6.5,,,0,0,,,,,1.6,8.9,14.3,0,
259,Kadarius Toney,2TM,23,WR,8,3,2.25,1.75,19.1,10.9,0.25,0.88,38,1.8,19.1,77.8%,8.5,0.5,7,0,0.25,32,14,7,0.5,2.25,11.6,26.1,2,0.13
260,Malik Davis,DAL,24,RB,11,0,0.64,0.55,5.73,10.5,0,0.45,18,0.5,5.7,85.7%,9,3,12.9,0.09,0.45,23,4.3,12.9,3,3.55,5.3,18.6,1,
261,KhaDarel Hodge,ATL,27,WR,16,1,1.25,0.81,12.6,15.5,0.06,0.44,39,0.8,12.6,65.0%,10.1,,,0,0,,,,,0.81,15.5,12.6,1,
262,Mike Boone,DEN,27,RB,9,0,1.67,1,10.7,10.7,0,0.22,34,1,10.7,60.0%,6.4,2.67,11.3,0,0.67,18,4.3,11.3,2.7,3.67,6,22,0,
263,Kyle Juszczyk*,SFO,31,FB,15,11,1.47,1.2,11.6,9.7,0.07,0.53,35,1.2,11.6,81.8%,7.9,0.4,1.53,0.07,0.27,9,3.8,1.5,0.4,1.6,8.2,13.1,2,
264,Ian Thomas,CAR,26,TE,16,16,1.88,1.31,12.3,9.4,0,0.5,50,1.3,12.3,70.0%,6.6,,,0,0,,,,,1.31,9.4,12.3,0,
265,Dare Ogunbowale,HOU,28,RB,16,3,1.25,0.94,6.19,6.6,0,0.25,23,0.9,6.2,75.0%,5,1.94,5.63,0.06,0.5,9,2.9,5.6,1.9,2.88,4.1,11.8,1,
266,Amari Rodgers,2TM,23,,15,1,1.4,0.87,12.1,14,0.07,0.73,37,0.9,12.1,61.9%,8.7,0.13,0.47,0,0,4,3.5,0.5,0.1,1,12.6,12.6,1,0.33
267,Adam Trautman,NOR,25,TE,14,11,1.5,1.21,13.5,11.1,0.07,0.57,22,1.2,13.5,81.0%,9,,,0,0,,,,,1.21,11.1,13.5,1,
268,KJ Hamler,DEN,23,WR,7,0,2,1,23.6,23.6,0,0.43,55,1,23.6,50.0%,11.8,0.29,3.29,0,0.14,14,11.5,3.3,0.3,1.29,20.9,26.9,0,
269,Denzel Mims,NYJ,25,WR,9,4,2.78,1.22,20.7,16.9,0,0.78,63,1.2,20.7,44.0%,7.4,,,0,0,,,,,1.22,16.9,20.7,0,
270,Mo Alie-Cox,IND,29,TE,16,10,1.69,1.13,11.6,10.3,0.13,0.5,34,1.1,11.6,66.7%,6.9,,,0,0,,,,,1.13,10.3,11.6,2,0.06
271,Scott Miller,TAM,25,WR,14,1,2.71,1.57,12.6,8,0,0.57,23,1.6,12.6,57.9%,4.7,0.07,0.57,0,0,8,8,0.6,0.1,1.64,8,13.2,0,
