player,Position_yah,TEAM,Opponent_yah,home_away,combined_projection,Salary_yah,combined_fppd,expected_points,ex_ppd,Online_proj,MATCHUP,Start_Sit
Josh Allen,QB,BUF,NYJ,Away,22.720599518611895,40,0.5680149879652974,21.70085645515985,0.5425214113789962,25.1,3 out of 5 stars,A+
Justin Herbert,QB,LAC,ATL,Away,18.791514628660952,34,0.5526916067253221,18.102163755229935,0.5324165810361745,20.4,4 out of 5 stars,B+
Tom Brady,QB,TB,LAR,Home,16.22136181216929,26,0.6238985312372805,15.58765973167042,0.5995253742950161,17.7,2 out of 5 stars,B-
Aaron Rodgers,QB,GB,DET,Away,16.02350264010915,27,0.5934630607447834,15.04786091444164,0.557328182016357,18.3,5 out of 5 stars,B
Matthew Stafford,QB,LAR,TB,Away,13.586786146867835,24,0.5661160894528264,12.981123066954051,0.5408801277897521,15,3 out of 5 stars,D+
Joe Burrow,QB,CIN,CAR,Home,20.496617509406654,36,0.569350486372407,20.795167870580936,0.5776435519605816,19.8,3 out of 5 stars,B+
Jalen Hurts,QB,PHI,HOU,Away,21.62406748000107,36,0.6006685411111409,20.605810685715817,0.5723836301587727,24,2 out of 5 stars,A
Kyler Murray,QB,ARI,SEA,Home,20.207662284685597,31,0.6518600736995354,19.782374692408,0.6381411191099355,21.2,4 out of 5 stars,A
Kirk Cousins,QB,MIN,WAS,Away,16.715356646320345,29,0.576391608493805,16.164795209029066,0.5574067313458299,18,4 out of 5 stars,B-
Ryan Tannehill,QB,TEN,KC,Away,14.297010420900586,24,0.5957087675375244,15.624300601286553,0.6510125250536064,11.2,4 out of 5 stars,F
Derek Carr,QB,LV,JAX,Away,14.46803875403218,28,0.5167156697868636,13.511483934331688,0.4825529976547031,16.7,4 out of 5 stars,C
Lamar Jackson,QB,BAL,NO,Away,20.210363916372884,35,0.5774389690392253,19.40051988053269,0.5543005680152198,22.1,4 out of 5 stars,A
Mac Jones,QB,NE,IND,Home,13.243531141120798,20,0.6621765570560398,12.790758773029712,0.6395379386514857,14.3,3 out of 5 stars,D
Taylor Heinicke,QB,WAS,MIN,Home,18.276622304359407,22,0.830755559289064,19.33803186337058,0.8790014483350265,15.8,4 out of 5 stars,C-
Teddy Bridgewater,QB,MIA,CHI,Away,7.398294572852318,20,0.36991472864261593,10.140420818360456,0.5070210409180229,1,3 out of 5 stars,F
Trevor Lawrence,QB,JAC,LV,Home,17.693024369455795,28,0.6318937274805642,17.81860624207971,0.6363787943599897,17.4,5 out of 5 stars,C+
Jared Goff,QB,DET,GB,Home,14.367264285862397,23,0.6246636646027129,13.538948979803427,0.5886499556436273,16.3,2 out of 5 stars,C
Tua Tagovailoa,QB,MIA,CHI,Away,16.096713821846233,30,0.5365571273948745,14.68101974549462,0.48936732484982065,19.4,3 out of 5 stars,B
Baker Mayfield,QB,CAR,CIN,Away,7.6466301055077475,20,0.3823315052753874,10.495185865011068,0.5247592932505534,1,2 out of 5 stars,F
Davis Mills,QB,HOU,PHI,Home,11.884261006556123,20,0.5942130503278061,11.920372866508746,0.5960186433254373,11.8,1 out of 5 stars,F
Zach Wilson,QB,NYJ,BUF,Home,12.565273911967001,20,0.62826369559835,12.636105588524286,0.6318052794262143,12.4,2 out of 5 stars,F
Justin Fields,QB,CHI,MIA,Home,17.05598962168304,30,0.5685329873894347,16.351413745261485,0.5450471248420495,18.7,4 out of 5 stars,B
Jameis Winston,QB,NO,BAL,Home,10.911488903233383,24,0.4546453709680576,14.816412718904836,0.6173505299543681,1.8,3 out of 5 stars,F
Andy Dalton,QB,NO,BAL,Home,16.012376447058465,25,0.6404950578823386,16.31768063865495,0.652707225546198,15.3,3 out of 5 stars,C-
Geno Smith,QB,SEA,ARI,Away,17.71879036807699,30,0.5906263456025663,17.212557668681416,0.5737519222893805,18.9,3 out of 5 stars,B
Case Keenum,QB,BUF,NYJ,Away,4.605925909471818,20,0.2302962954735909,6.194179870674026,0.3097089935337013,0.9,3 out of 5 stars,F
Nick Foles,QB,IND,NE,Away,4.840767151922185,20,0.24203835759610923,6.529667359888837,0.32648336799444183,0.9,3 out of 5 stars,F
Marcus Mariota,QB,ATL,LAC,Home,16.613380608041137,30,0.5537793536013712,16.44768658291591,0.5482562194305304,17,4 out of 5 stars,C+
Sam Ehlinger,QB,IND,NE,Away,9.820476323073514,20,0.4910238161536757,8.200680461533592,0.4100340230766796,13.6,3 out of 5 stars,D-
Bailey Zappe,QB,NE,IND,Home,9.3757074,20,0.46878537,10.479582,0.5239791,6.8,3 out of 5 stars,F
Malik Willis,QB,TEN,KC,Away,8.3025228625,20,0.415126143125,8.689318375,0.43446591875,7.4,4 out of 5 stars,F
Desmond Ridder,QB,ATL,LAC,Home,4.2703992,20,0.21351996,5.714856,0.2857428,0.9,4 out of 5 stars,F
Sam Howell,QB,WAS,MIN,Home,4.25660472,20,0.212830236,5.695149600000001,0.28475748,0.9,4 out of 5 stars,F
