player,Position_yah,TEAM,Opponent_yah,home_away,combined_projection,Salary_yah,combined_fppd,expected_points,ex_ppd,Online_proj,MATCHUP,Start_Sit
Austin Ekeler,RB,LAC,ATL,Away,20.302232297912823,39,0.5205700589208416,20.774617568446892,0.5326825017550485,19.2,4 out of 5 stars,A+
Joe Mixon,RB,CIN,CAR,Home,14.941555924736761,25,0.5976622369894704,14.959365606766802,0.5983746242706721,14.9,2 out of 5 stars,A
James Conner,RB,ARI,SEA,Home,8.872776535610427,21,0.42251316836240127,9.632537908014898,0.4586922813340428,7.1,4 out of 5 stars,C
Damien Harris,RB,NE,IND,Home,7.439096672908237,16,0.4649435420567648,8.012995247011768,0.5008122029382355,6.1,3 out of 5 stars,C
Alvin Kamara,RB,NO,BAL,Home,16.917164816642888,27,0.6265616598756625,16.881664023775553,0.6252468156953909,17,4 out of 5 stars,A+
Antonio Gibson,RB,WAS,MIN,Home,12.163772076316944,15,0.8109181384211296,13.433960109024206,0.8955973406016137,9.2,3 out of 5 stars,B
Leonard Fournette,RB,TB,LAR,Home,15.471501917026997,21,0.736738186525095,16.530717024324282,0.7871770011582991,13,2 out of 5 stars,B+
Cordarrelle Patterson,RB,ATL,LAC,Home,12.1392182997472,21,0.5780580142736762,14.770311856781714,0.703348183656272,6,4 out of 5 stars,C
Aaron Jones,RB,GB,DET,Away,15.984587345889203,26,0.6147918209957386,15.763696208413148,0.6062960080158903,16.5,5 out of 5 stars,A
Derrick Henry,RB,TEN,KC,Away,17.18124863382991,36,0.47725690649527525,16.787498048328445,0.46631939023134567,18.1,3 out of 5 stars,A+
Dalvin Cook,RB,MIN,WAS,Away,13.658893009123382,26,0.5253420388124378,13.084132870176262,0.5032358796221639,15,2 out of 5 stars,A
Josh Jacobs,RB,LV,JAX,Away,17.205928517525614,32,0.5376852661726754,17.42275502503659,0.5444610945323934,16.7,4 out of 5 stars,A
Devin Singletary,RB,BUF,NYJ,Away,8.99922743001114,16,0.5624517143756963,8.356039185730202,0.5222524491081376,10.5,4 out of 5 stars,B
David Montgomery,RB,CHI,MIA,Home,10.686723442129765,19,0.5624591285331455,11.02389063161395,0.5802047700849448,9.9,3 out of 5 stars,B
AJ Dillon,RB,GB,DET,Away,9.1319162288164,18,0.507328679378689,9.574166041166288,0.5318981133981271,8.1,5 out of 5 stars,C+
D Andre Swift,RB,DET,GB,Home,12.415869201565409,22,0.5643576909802458,13.10838457366487,0.5958356624393123,10.8,4 out of 5 stars,B
James Robinson,RB,NYJ,BUF,Home,7.0963771627482,14,0.5068840830534429,7.737681661068858,0.5526915472192041,5.6,2 out of 5 stars,C-
Michael Carter,RB,NYJ,BUF,Home,8.427536086529066,15,0.5618357391019377,8.396480123612951,0.5597653415741968,8.5,2 out of 5 stars,B-
Rhamondre Stevenson,RB,NE,IND,Home,14.39311568316715,23,0.6257876383985718,14.261593833095931,0.6200692970911276,14.7,3 out of 5 stars,A
Clyde Edwards Helaire,RB,KC,TEN,Home,9.605678320904481,18,0.5336487956058045,10.765254744149258,0.5980697080082922,6.9,2 out of 5 stars,C
Alexander Mattison,RB,MIN,WAS,Away,5.516165729084818,14,0.39401183779177273,5.608808184406883,0.400629156029063,5.3,2 out of 5 stars,C-
Jamaal Williams,RB,DET,GB,Home,12.84103024367583,22,0.5836831928943559,13.37290034810833,0.6078591067321968,11.6,4 out of 5 stars,B
Miles Sanders,RB,PHI,HOU,Away,13.249258756918248,24,0.552052448204927,12.670369652740357,0.5279320688641815,14.6,5 out of 5 stars,A-
Kenneth Gainwell,RB,PHI,HOU,Away,5.053112053234658,13,0.38870092717189675,5.075874361763798,0.3904518739818306,5,5 out of 5 stars,D
D Onta Foreman,RB,CAR,CIN,Away,8.785880042243226,17,0.5168164730731309,6.7655429174903245,0.3979731127935485,13.5,2 out of 5 stars,B+
Nyheim Hines,RB,BUF,NE,Away,4.92186524517304,12,0.4101554370977533,4.845521778818629,0.4037934815682191,5.1,4 out of 5 stars,D+
Kenyan Drake,RB,BAL,NO,Away,6.853674964308252,16,0.42835468526926573,6.448107091868932,0.40300669324180827,7.8,3 out of 5 stars,C+
Khalil Herbert,RB,CHI,MIA,Home,10.167994834302169,19,0.5351576228580089,11.011421191860244,0.5795484837821182,8.2,3 out of 5 stars,B-
Samaje Perine,RB,CIN,CAR,Home,4.586243020168022,11,0.4169311836516384,4.794632885954318,0.435875716904938,4.1,2 out of 5 stars,D
Dontrell Hilliard,RB,TEN,KC,Away,9.360082301625402,13,0.7200063308942617,11.142974716607718,0.8571519012775167,5.2,3 out of 5 stars,C-
Eno Benjamin,RB,ARI,SEA,Home,8.372103654889715,17,0.49247668558174795,8.874433792699593,0.5220255172176231,7.2,4 out of 5 stars,C
Dameon Pierce,RB,HOU,PHI,Home,13.80464527556424,22,0.627483876162011,13.763778965091772,0.6256263165950805,13.9,3 out of 5 stars,A-
Travis Etienne Jr,RB,JAC,LV,Home,11.102855954667973,27,0.41121688720992494,9.004079935239963,0.33348444204592453,16,2 out of 5 stars,A
Raheem Mostert,RB,MIA,CHI,Away,10.211844687781813,23,0.44399324729486145,9.359778125402592,0.406946875017504,12.2,3 out of 5 stars,B
Kenneth Walker III,RB,SEA,ARI,Away,11.394288951964363,28,0.4069388911415844,9.463269931377663,0.3379739261206308,15.9,3 out of 5 stars,A
Tyler Allgeier,RB,ATL,LAC,Home,7.127753505974384,15,0.47518356706495896,6.968219294249121,0.4645479529499414,7.5,4 out of 5 stars,C+
Darrell Henderson Jr,RB,LAR,TB,Away,6.378232543274333,12,0.5315193786061944,6.368903633249047,0.5307419694374206,6.4,2 out of 5 stars,C
Caleb Huntley,RB,ATL,LAC,Home,4.64771240444381,12,0.3873093670369842,4.239589149205443,0.35329909576712026,5.6,4 out of 5 stars,C-
Mark Ingram II,RB,NO,BAL,Home,2.6805477614257995,11,0.24368616012961813,3.2722110877511423,0.29747373525010384,1.3,4 out of 5 stars,F
Isiah Pacheco,RB,KC,TEN,Home,3.5564812228473395,12,0.29637343523727827,2.380687461210485,0.1983906217675404,6.3,2 out of 5 stars,C
Justice Hill,RB,BAL,NO,Away,3.108861338779919,13,0.2391431799061476,2.2983733411141696,0.17679794931647458,5,3 out of 5 stars,D+
Brian Robinson Jr,RB,WAS,MIN,Home,6.856273225578177,17,0.4033101897398928,6.708961750825968,0.3946448088721158,7.2,3 out of 5 stars,C
Gus Edwards,RB,BAL,NO,Away,6.666426556997282,18,0.3703570309442934,8.36632365285326,0.46479575849184784,2.7,3 out of 5 stars,F
Ronnie Rivers,RB,LAR,TB,Away,3.248582652258894,15,0.2165721768172596,2.926546646084134,0.1951031097389423,4,2 out of 5 stars,D
JaMycal Hasty,RB,JAC,LV,Home,1.2,11,0.10909090909090909,0,0,4,2 out of 5 stars,D-
Mark Andrews,TE,BAL,NO,Away,9.517050407605524,25,0.38068201630422094,12.224357725150751,0.48897430900603006,3.2,1 out of 5 stars,D
Cooper Kupp,WR,LAR,TB,Away,18.03787965788546,39,0.46250973481757585,18.739828082693514,0.48050841237675673,16.4,3 out of 5 stars,A+
