Player,Position_yah,Team_yah,Opponent_yah,expected_points,Salary_yah,ovr_ex_rec,ovr_ex_rec_yds,ovr_ex_rec_td,ovr_ex_rus_yds,ovr_ex_rus_td,fmb_scrim,games,ex_ppd,home_away
DeeJay Dallas,RB,SEA,LAC,1.0598859443813655,12,0.49673913043478257,3.772971514889944,0,4.342192276749799,0,0,4.5,0.08832382869844713,Away
Saquon Barkley,RB,NYG,JAX,16.49068785312854,40,4.054166666666667,33.34102397926118,0,79.48223926380368,0.5868796992481203,0.17,6,0.4122671963282135,Away
Nick Chubb,RB,CLE,BAL,15.908529084001497,40,1.3254347826086956,9.59143192488263,0,86.74872093023257,0.9352994011976048,0,6,0.3977132271000374,Away
Christian McCaffrey,RB,SF,CAR,17.768753726623363,35,6.074175824175825,46.979972247918596,0.18162393162393164,67.95625000000001,0.35805,0,6,0.5076786779035246,Home
Josh Jacobs,RB,LV,HOU,20.227089057177892,32,3.280701754385965,26.350083612040137,0,115.5172981878089,0.8,0.2,5,0.6320965330368091,Home
Austin Ekeler,RB,LAC,SEA,22.215755820365874,39,5.912897526501767,40.78125,0.31320359281437127,79.99430379746836,0.9404216867469879,0.17,6,0.569634764624766,Home
Breece Hall,RB,NYJ,DEN,13.721922264739423,24,3.275666666666667,32.56530348687042,0.12132478632478633,63.75700090334237,0.34398496240601506,0.17,4.75,0.5717467610308092,Away
Leonard Fournette,RB,TB,CAR,19.787012148424708,27,4.781606498194947,35.70056710775047,0.5,85.07970370370371,0.38636363636363635,0,6,0.7328523017935077,Away
Alvin Kamara,RB,NO,ARI,11.534856849164676,27,4.977391304347826,38.371400702302,0,60.09021126760564,0,0.4,5,0.4272169203394324,Away
Rhamondre Stevenson,RB,NE,CHI,14.184306847094657,27,2.667275,12.87192118226601,0,83.71747905559786,0.5319548872180451,0,4.75,0.5253446980405428,Home
Aaron Jones,RB,GB,WAS,12.22288236911392,25,2.4806172839506173,20.304805137289637,0.19833333333333336,70.8209321340965,0.17,0.17,6,0.4889152947645568,Away
Derrick Henry,RB,TEN,IND,17.723194283329274,37,2.265060240963855,26.08329532497149,0,88.82334630350195,0.9166666666666667,0.2,5,0.4790052509007912,Home
Joe Mixon,RB,CIN,ATL,13.291767351749256,21,4.180392156862745,26.42042621632489,0.155975,62.67078651685393,0.22610000000000002,0,6,0.6329413024642503,Home
Jeff Wilson Jr,RB,SF,KC,8.746454635733846,21,1.6953846153846155,13.047502312673451,0,57.69012096774194,0.2475,0.33,5.5,0.4164978397968498,Home
Dameon Pierce,RB,HOU,LV,15.148629032258064,24,2.825,13.3,0,84.06129032258065,0.8,0.4,5,0.631192876344086,Away
Travis Etienne Jr,RB,JAX,NYG,7.774435132977482,17,1.9647297297297297,22.83343128390597,0,51.6872713972202,0,0.33,4.75,0.45731971370455776,Home
Khalil Herbert,RB,CHI,NE,9.25256094234254,13,1.2252380952380952,8.58172638436482,0,56.85383714118336,0.3493975903614458,0,4.75,0.7117354571032724,Away
Ezekiel Elliott,RB,DAL,DET,12.918241604630634,20,1.1473988439306357,6.486785714285714,0,77.5063973063973,0.6575373134328358,0,6,0.6459120802315317,Home
Eno Benjamin,RB,ARI,NO,8.806664744382037,16,2.373796992481203,20.71111613194758,0,38.08654634946677,0.29,0,5.75,0.5504165465238773,Home
Clyde Edwards Helaire,RB,KC,SF,10.765096262126999,16,2.4104166666666664,18.35656272661349,0.30918727915194344,38.89107981220657,0.33,0,6,0.6728185163829374,Away
James Robinson,RB,JAX,NYG,9.800548230826095,18,1.3581081081081081,7.207095388788427,0.1513,58.37984637893197,0.3325,0.17,5.75,0.5444749017125609,Home
Raheem Mostert,RB,MIA,PIT,9.124054117799568,18,1.3216176470588237,10.564842105263157,0,63.86761083743842,0.17,0,5.5,0.5068918954333094,Home
Jonathan Taylor,RB,IND,TEN,12.051439795350477,31,2.094964664310954,11.442148760330578,0,91.55197132616487,0.20075757575757575,0.25,4,0.38875612243066054,Away
Tony Pollard,RB,DAL,DET,12.2824922202642,19,1.7210982658959537,16.064835164835163,0,58.702356902356904,0.6575373134328358,0,4.75,0.6464469589612737,Home
AJ Dillon,RB,GB,WAS,8.24169704991841,16,1.9020987654320987,13.173361381753764,0,49.53311529026983,0.17,0,5,0.5151060656199006,Away
Antonio Gibson,RB,WAS,GB,11.186772251231268,12,2.7605416666666667,21.878647686832743,0,43.1203664921466,0.5511,0,5.75,0.932231020935939,Home
Jamaal Williams,RB,DET,DAL,11.420070490323798,22,0.9866071428571429,5.114055299539171,0,59.667899603698814,0.7414285714285714,0,4.25,0.5190941131965363,Away
David Montgomery,RB,CHI,NE,9.633070803784234,17,2.9523809523809526,31.433876221498377,0,41.7493848857645,0.13975903614457832,0,5,0.5666512237520137,Away
Kareem Hunt,RB,CLE,BAL,9.366616969477974,16,2.6395410628019325,15.571971830985914,0.24055000000000004,34.63534883720931,0.2638023952095809,0,4.5,0.5854135605923734,Away
Najee Harris,RB,PIT,MIA,12.104417159559945,16,2.5563063063063063,13.295166015625,0.5762686567164179,48.567474048442904,0.2537313432835821,0.17,6,0.7565260724724966,Away
D Andre Swift,RB,DET,DAL,13.09031771483309,23,2.634241071428572,21.905203533026114,0.24,69.19319682959049,0.20389285714285715,0,3,0.5691442484710039,Away
Michael Carter,RB,NYJ,DEN,7.406597546425189,16,3.1,15.878949634093843,0,32.465221318879856,0.22703007518796992,0.17,5.75,0.4629123466515743,Away
James Conner,RB,ARI,NO,8.087386796910907,19,2.4526315789473685,20.413827383642115,0,40.196882690730106,0.2,0.2,5,0.42565193667952145,Home
Melvin Gordon III,RB,DEN,NYJ,6.796615575322242,19,1.91059585492228,15.876140510948908,0,32.75521778584392,0.38636363636363635,0.67,5,0.35771660922748644,Home
Damien Harris,RB,NE,CHI,10.884635614228543,19,1.508,5.400806090461263,0,57.6047981721249,0.6383458646616541,0,5,0.5728755586436075,Home
Kenneth Walker III,RB,SEA,LAC,8.600426672943573,23,1.5895652173913044,5.31959430297799,0,48.736846339501206,0.4,0,4,0.37393159447580754,Away
Tyler Allgeier,RB,ATL,CIN,4.91572651392556,11,0.5042857142857143,5.923366834170855,0,40.71246973365618,0,0,4.25,0.4468842285386873,Away
J D McKissic,RB,WAS,GB,5.748455509803557,13,3.4833333333333334,22.916370106761565,0,17.151518324607327,0,0,4.5,0.44218888536950435,Home
Mark Ingram II,RB,NO,ARI,3.9268488602667073,11,1.4828478260869564,6.318222785797893,0,23.967605633802815,0.12280701754385967,0.29,5.75,0.3569862600242461,Away
Deon Jackson,RB,IND,TEN,5.651867597558809,16,2.169452296819788,18.72351615326822,0,18.75698924731183,0.13651515151515153,0,4.75,0.35324172484742555,Away
Kenyan Drake,RB,BAL,CLE,8.057189441823866,18,0.7620320855614974,6.351482741857073,0,42.42517662170842,0.46641791044776115,0,3.5,0.4476216356568814,Home
Samaje Perine,RB,CIN,ATL,5.200629709745137,11,2.0901960784313727,18.643445918777644,0.155975,13.553370786516854,0,0,4.5,0.4727845190677397,Home
Rex Burkhead,RB,HOU,LV,7.794909015715467,11,3.911538461538461,26.133333333333333,0.32000000000000006,13.058064516129033,0,0,3.75,0.7086280923377697,Away
J K Dobbins,RB,BAL,CLE,8.642975173912545,18,1.5240641711229947,10.321159455517744,0.20161290322580644,28.406422607578676,0.46641791044776115,0,4,0.4801652874395858,Home
Joshua Kelley,RB,LAC,SEA,5.190660562981452,14,1.0128975265017668,8.746875,0,23.778375527426164,0.23861445783132534,0,4.5,0.3707614687843894,Home
Dontrell Hilliard,RB,TEN,IND,10.598044950010657,13,3.3975903614457827,35.56812998859749,0.790625,5.986867704280156,0,0,3,0.8152342269238967,Home
Caleb Huntley,RB,ATL,CIN,4.227736714668026,11,0,0,0,32.916464891041166,0.15601503759398497,0,3,0.3843397013334569,Away
Justice Hill,RB,BAL,CLE,3.897603690610785,12,1.0160427807486632,5.02825717063685,0,28.86756583172768,0,0,3,0.3248003075508988,Home
Rachaad White,RB,TB,CAR,5.592180682737926,12,1.9467328519855596,14.759924385633271,0,11.6464,0.38636363636363635,0.17,4.5,0.46601505689482714,Away
Nyheim Hines,RB,IND,TEN,4.0434492256657935,13,3.351943462897526,24.548610067618334,0,3.1261648745519715,0,0.2,4.75,0.31103455582044565,Away
Sony Michel,RB,LAC,SEA,3.2443274943716363,12,1.1514134275618375,7.03125,0,19.654957805907173,0,0,4.5,0.2703606245309697,Home
Kyle Juszczyk,RB,SF,KC,3.965172692864341,11,1.6953846153846155,22.080388529139686,0,1.444415322580645,0.1275,0,5.75,0.36047024480584916,Home
Latavius Murray,RB,DEN,NYJ,13.64567277354379,13,1.044041450777202,2.921989051094891,0,60.13271324863884,1.1363636363636362,0,1.5,1.0496671364264454,Home
Mike Boone,RB,DEN,NYJ,2.4766426470439855,14,1.044041450777202,9.934762773722628,0,9.611456442831216,0,0,4.5,0.17690304621742753,Home
Brandon Bolden,RB,LV,HOU,4.302861561114773,15,1.9298245614035086,13.583570234113713,0.1875,8.545922570016476,0,0,3,0.28685743740765157,Home
Brian Robinson Jr,RB,WAS,GB,9.962198952879582,16,0,0,0,49.521989528795814,0.835,0,1.75,0.6226374345549739,Home
Tevin Coleman,RB,SF,KC,7.616933906010361,15,1.2747252747252746,16.393015726179463,0.5175641025641027,7.498850806451612,0.2475,0,2.25,0.507795593734024,Home
Damien Williams,RB,ATL,CIN,0.1732445520581114,13,0,0,0,1.732445520581114,0,0,1,0.013326504004470108,Away
JaMycal Hasty,RB,JAX,NYG,0,11,0,0,0,0,0,0,0,0,Home
