Player,Position_yah,Team_yah,Opponent_yah,expected_points,Salary_yah,ovr_ex_pas_yds,ovr_ex_pas_td,ovr_ex_rus_yds,ovr_ex_rus_td,fmb_scrim,Int_pas,games,ex_ppd,home_away
Matt Corral,QB,CAR,TB,6.866,20,96.65,0.75,0,0,0,0,0,0.3433,Home
Desmond Ridder,QB,ATL,CIN,6.0200000000000005,20,109,0.415,0,0,0,0,0,0.30100000000000005,Away
Brandon Allen,QB,CIN,ATL,8.963999999999999,20,140.6,0.835,0,0,0,0,0,0.44819999999999993,Home
Nate Sudfeld,QB,DET,DAL,5.67,20,91.75,0.5,0,0,0,0,0,0.2835,Away
Will Grier,QB,DAL,DET,8.42,20,130.5,0.8,0,0,0,0,0,0.421,Home
C J Beathard,QB,JAX,NYG,6.23,20,97.25,0.585,0,0,0,0,0,0.3115,Home
Nick Foles,QB,IND,TEN,10.552,20,143.8,1.2,0,0,0,0,0,0.5276,Away
Sam Ehlinger,QB,IND,TEN,10.552,20,143.8,1.2,0,0,0,0,0,0.5276,Away
Taylor Heinicke,QB,WAS,GB,4.62,24,82,0.335,0,0,0,0,0,0.1925,Home
Sam Howell,QB,WAS,GB,4.62,20,82,0.335,0,0,0,0,0,0.231,Home
Mike White,QB,NYJ,DEN,4.6899999999999995,20,92.25,0.25,0,0,0,0,0,0.2345,Away
Brett Rypien,QB,DEN,NYJ,6.816000000000001,20,103.9,0.665,0,0,0,0,0,0.34080000000000005,Home
Kyle Allen,QB,HOU,LV,9.52,20,128,1.1,0,0,0,0,0,0.476,Away
Jarrett Stidham,QB,LV,HOU,6.588000000000001,20,124.7,0.4,0,0,0,0,0,0.3294,Home
Drew Lock,QB,SEA,LAC,8.156,20,112.4,0.915,0,0,0,0,0,0.40780000000000005,Away
Chase Daniel,QB,LAC,SEA,7.9,20,122.5,0.75,0,0,0,0,0,0.395,Home
Easton Stick,QB,LAC,SEA,7.9,20,122.5,0.75,0,0,0,0,0,0.395,Home
Chad Henne,QB,KC,SF,4.706,20,84.15,0.335,0,0,0,0,0,0.2353,Away
Shane Buechele,QB,KC,SF,4.706,20,84.15,0.335,0,0,0,0,0,0.2353,Away
Brock Purdy,QB,SF,KC,10.32,20,133,1.25,0,0,0,0,0,0.516,Home
Mason Rudolph,QB,PIT,MIA,8.474,20,128.35,0.835,0,0,0,0,0,0.4237,Away
Trevor Siemian,QB,CHI,NE,7.376,20,109.4,0.75,0,0,0,0,0,0.3688,Away
