Rk,Player,Tm,Age,Pos,G,GS,QBrec,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,1D,Lng,Y/A,AY/A,Y/C,Y/G,Rate,QBR,Sk,Yds,Sk%,NY/A,ANY/A,4QC,GWD
30,Daniel Jones,NYG,25,QB,4,4,3-1-0,16.8,26.3,63.8,157.8,0.75,2.9,0.5,1.9,6.75,65,6,5.7,9.4,157.8,81.9,,3.5,21,11.8,4.6,4.34,0.25,0.5
31,Jimmy Garoppolo,SFO,31,QB,3,2,1-1-0,15.7,25.7,61,201.3,1,3.9,0.33,1.3,8.33,57,7.8,8,12.9,201.3,93.2,,1.67,10.7,6.1,6.98,7.16,,
32,Justin Fields,CHI,23,QB,4,4,2-2-0,8.5,16.8,50.7,117.8,0.5,3,1,6,4.25,56,7,4.9,13.9,117.8,58.7,,4,20.3,19.3,4.7,3.01,0.25,0.5
33,Zach Wilson,NYJ,23,QB,1,1,1-0-0,18,36,50,252,1,2.8,2,5.6,11,35,7,5.1,14,252,59,,1,4,2.7,6.7,4.81,1,1
34,Andy Dalton,NOR,35,QB,1,1,0-1-0,20,28,71.4,236,1,3.6,0,0,11,33,8.4,9.1,11.8,236,108.6,,2,9,6.7,7.57,8.23,,
35,Trey Lance,SFO,22,QB,2,2,1-1-0,7.5,15.5,48.4,97,0,0,0.5,3.2,3,44,6.3,4.8,12.9,97,55,,1,4.5,6.1,5.61,4.24,,
36,Teddy Bridgewater,MIA,30,QB,2,0,,7,12.5,56,96.5,0.5,4,0.5,4,4,64,7.7,6.7,13.8,96.5,77.6,,0.5,4,3.8,7.12,6.15,,
37,Dak Prescott,DAL,29,QB,1,1,0-1-0,14,29,48.3,134,0,0,1,3.4,6,22,4.6,3.1,9.6,134,47.2,,2,13,6.5,3.9,2.45,,
38,Kenny Pickett,PIT,24,QB,1,0,,10,13,76.9,120,0,0,3,23.1,6,27,9.2,-1.2,12,120,65.1,,0,0,0,9.23,-1.15,,
39,Bailey Zappe,NWE,23,QB,1,0,,10,15,66.7,99,1,6.7,0,0,4,25,6.6,7.9,9.9,99,107.4,,3,24,16.7,4.17,5.28,,
40,Jordan Love,GNB,24,QB,1,0,,4,5,80,65,0,0,0,0,4,25,13,13,16.3,65,118.7,,0,0,0,13,13,,
41,Brian Hoyer,NWE,37,QB,1,1,0-1-0,5,6,83.3,37,0,0,0,0,2,27,6.2,6.2,7.4,37,92.4,,1,8,14.3,4.14,4.14,,
42,Tyler Boyd,CIN,28,WR,4,2,,0.25,0.25,100,5.75,0,0,0,0,0.25,23,23,23,23,5.8,118.7,,0,0,0,23,23,,
43,Braden Mann,NYJ,25,P,4,0,,0.25,0.25,100,4.25,0,0,0,0,0.25,17,17,17,17,4.3,118.7,,0,0,0,17,17,,
44,Ryan Wright,MIN,22,P,4,0,,0.25,0.25,100,3.25,0,0,0,0,0.25,13,13,13,13,3.3,118.7,,0,0,0,13,13,,
45,Trace McSorley,ARI,27,QB,1,0,,2,4,50,12,0,0,0,0,1,10,3,3,6,12,56.2,,1,8,20,0.8,0.8,,
46,Tyrod Taylor,NYG,33,QB,1,0,,1,3,33.3,11,0,0,1,33.3,1,11,3.7,-11.3,11,11,5.6,,0,0,0,3.67,-11.33,,
47,Jack Fox,DET,26,P,4,0,,0.25,0.25,100,1.5,0,0,0,0,0.25,6,6,6,6,1.5,91.7,,0,0,0,6,6,,
48,Malik Willis,TEN,23,QB,1,0,,1,4,25,6,0,0,0,0,0,6,1.5,1.5,6,6,39.6,,0,0,0,1.5,1.5,,
49,Mack Hollins,LVR,29,WR,4,3,,0.25,0.25,100,1,0,0,0,0,0,4,4,4,4,1,83.3,,0,0,0,4,4,,
50,Braxton Berrios,NYJ,27,WR,4,0,,0.25,0.25,100,0.5,0.25,100,0,0,0.25,2,2,22,2,0.5,118.7,,0,0,0,2,22,,
51,DeeJay Dallas,SEA,24,RB,4,0,,0,0.25,0,0,0,0,0.25,100,0,0,0,-45,,0,0,,0,0,0,0,-45,,
52,Case Keenum,BUF,34,QB,1,0,,0,2,0,0,0,0,0,0,0,0,0,0,,0,39.6,,0,0,0,0,0,,
53,Tommy Townsend,KAN,26,P,4,0,,0,0.25,0,0,0,0,0,0,0,0,0,0,,0,39.6,,0,0,0,0,0,,
