,,,,,Games,,Receiving,,,,,,,,,,,Rushing,,,,,,,,Total Yds,,,,
10,A.J. Brown,PHI,25,WR,4,4,9.5,6.25,101,16.2,0.25,4.5,54,6.3,101,65.8%,10.6,,,,0,,,,,6.25,16.2,101,1,0
11,Jaylen Waddle,MIA,24,WR,4,4,8.75,5.25,95.3,18.1,0.75,4.5,59,5.3,95.3,60.0%,10.9,0.5,4.25,0,0,9,8.5,4.3,0.5,5.75,17.3,99.5,3,0
12,Derrick Henry,TEN,28,RB,4,4,3,2,22.8,11.4,0,0.75,23,2,22.8,66.7%,7.6,19,76.5,0.75,2.75,24,4,76.5,19,21,4.7,99.3,3,0.25
13,Justin Jefferson,MIN,23,WR,4,4,10.5,7,98.3,14,0.5,4,64,7,98.3,66.7%,9.4,0.25,0.75,0.25,0.25,3,3,0.8,0.3,7.25,13.7,99,3,0
14,Miles Sanders,PHI,25,RB,4,4,2.25,2,8.75,4.4,0,0.25,16,2,8.8,88.9%,3.9,18,89,0.75,4.5,35,4.9,89,18,20,4.9,97.8,3,0
15,Jonathan Taylor,IND,23,RB,4,4,4,2.25,11,4.9,0,0.25,9,2.3,11,56.3%,2.8,20.3,82,0.25,4.5,21,4,82,20.3,22.5,4.1,93,1,0.25
16,Cordarrelle Patterson,ATL,31,RB,4,3,1.75,1,7,7,0,0.5,12,1,7,57.1%,4,14.5,85,0.75,4.75,40,5.9,85,14.5,15.5,5.9,92,3,0
17,Deebo Samuel,SFO,26,WR,4,4,7,4.5,61.5,13.7,0.25,2,57,4.5,61.5,64.3%,8.8,4.75,28.3,0.25,1,51,5.9,28.3,4.8,9.25,9.7,89.8,2,0.5
18,Dameon Pierce,HOU,22,RB,4,4,2.5,2.5,10.8,4.3,0,0.25,12,2.5,10.8,100.0%,4.3,15,78.3,0.5,3.75,75,5.2,78.3,15,17.5,5.1,89,2,0.5
19,Khalil Herbert,CHI,24,RB,4,1,1.25,1.25,9.25,7.4,0,0.25,24,1.3,9.3,100.0%,7.4,13,79.3,0.75,3.5,52,6.1,79.3,13,14.3,6.2,88.5,3,0
20,Joe Mixon,CIN,26,RB,4,4,6,4.25,29,6.8,0,1,18,4.3,29,70.8%,4.8,20.5,56,0.25,2.5,31,2.7,56,20.5,24.8,3.4,85,1,0
21,Marquise Brown,ARI,25,WR,4,4,11.3,7.5,84.8,11.3,0.5,4,26,7.5,84.8,66.7%,7.5,,,,0,,,,,7.5,11.3,84.8,2,0
22,Leonard Fournette,TAM,27,RB,4,4,4.75,4,27.8,6.9,0.25,1.5,25,4,27.8,84.2%,5.8,15,56,0,2,17,3.7,56,15,19,4.4,83.8,1,0
23,Chris Olave,NOR,22,WR,4,2,9,5.25,83.8,16,0.25,3,51,5.3,83.8,58.3%,9.3,,,,0,,,,,5.25,16,83.8,1,0.25
24,Christian Kirk,JAX,26,WR,4,4,9,5,81.8,16.4,0.75,3.5,49,5,81.8,55.6%,9.1,0.25,0.75,0,0,3,3,0.8,0.3,5.25,15.7,82.5,3,0
25,Austin Ekeler,LAC,27,RB,4,4,7.25,6.75,47,7,0.25,2.25,21,6.8,47,93.1%,6.5,11.3,35,0.5,1.75,20,3.1,35,11.3,18,4.6,82,3,0.25
26,Dalvin Cook,MIN,27,RB,4,4,3.25,2.25,11.8,5.2,0,1,14,2.3,11.8,69.2%,3.6,15.8,69.8,0.25,3.75,16,4.4,69.8,15.8,18,4.5,81.5,1,0.25
27,Clyde Edwards-Helaire,KAN,23,RB,4,4,3.5,3.25,29.3,9,0.75,2,25,3.3,29.3,92.9%,8.4,10.3,52,0.5,2,52,5.1,52,10.3,13.5,6,81.3,5,0
28,Travis Kelce,KAN,33,TE,4,4,8.5,6.5,80.5,12.4,0.75,5.25,35,6.5,80.5,76.5%,9.5,0.25,0.25,0,0.25,1,1,0.3,0.3,6.75,12,80.8,3,0
29,Amon-Ra St. Brown,DET,23,WR,3,3,11,7.67,84.3,11,1,4,49,7.7,84.3,69.7%,7.7,0.67,22.7,0,0.33,58,34,22.7,0.7,8.33,12.8,107,3,0
30,Lamar Jackson,BAL,25,QB,4,4,0,0,0,,0,0,0,0,0,0.0%,,9.25,79,0.5,3.75,79,8.5,79,9.3,9.25,8.5,79,2,0.25
31,Tee Higgins,CIN,23,WR,4,4,7,5,78.8,15.8,0.5,3.75,59,5,78.8,71.4%,11.3,,,,0,,,,,5,15.8,78.8,2,0
32,Jeff Wilson,SFO,27,RB,4,2,1.75,1.75,14.5,8.3,0,0.25,16,1.8,14.5,100.0%,8.3,14.3,63.8,0.25,2.25,37,4.5,63.8,14.3,16,4.9,78.3,1,0.25
33,Rashaad Penny,SEA,26,RB,4,4,1.25,1,4,4,0,0.5,6,1,4,80.0%,3.2,12.3,73,0.5,3.25,41,6,73,12.3,13.3,5.8,77,2,0.25
34,D'Andre Swift,DET,23,RB,3,3,4,2.67,25.7,9.6,0.33,1.33,25,2.7,25.7,66.7%,6.4,9,77,0.33,2,50,8.6,77,9,11.7,8.8,102.7,2,0
35,Jamaal Williams,DET,27,RB,4,1,2,1.25,7.5,6,0,0.25,17,1.3,7.5,62.5%,3.8,15.5,69,1.5,4,51,4.5,69,15.5,16.8,4.6,76.5,6,0
36,Tyler Lockett,SEA,30,WR,4,4,8.5,6.75,75.5,11.2,0,3.5,34,6.8,75.5,79.4%,8.9,,,,0,,,,,6.75,11.2,75.5,0,0.25
37,Ja'Marr Chase,CIN,22,WR,4,4,10.3,6.25,73.3,11.7,0.5,5,36,6.3,73.3,61.0%,7.1,0.75,0.5,0,0,4,0.7,0.5,0.8,7,10.5,73.8,2,0.25
38,CeeDee Lamb,DAL,23,WR,4,4,10.5,5.75,72,12.5,0.5,4,30,5.8,72,54.8%,6.9,0.25,1.5,0,0.25,6,6,1.5,0.3,6,12.3,73.5,2,0
39,James Robinson,JAX,24,RB,4,4,1.75,1.5,8.25,5.5,0.25,0.75,10,1.5,8.3,85.7%,4.7,14.8,64.8,0.75,3.25,50,4.4,64.8,14.8,16.3,4.5,73,4,0.25
40,Melvin Gordon,DEN,29,RB,5,1,2.6,2.2,19.6,8.9,0,0.8,24,2.2,19.6,84.6%,7.5,10.4,38.6,0.2,1.8,17,3.7,38.6,10.4,12.6,4.6,58.2,1,0.8
41,Breece Hall,NYJ,21,RB,4,0,6.75,3.75,28.3,7.5,0.25,1.5,18,3.8,28.3,55.6%,4.2,9.5,44.5,0.25,2.25,23,4.7,44.5,9.5,13.3,5.5,72.8,2,0.25
42,Davante Adams,LVR,30,WR,4,4,11.8,6.5,72.5,11.2,0.75,4,41,6.5,72.5,55.3%,6.2,0.5,0,0,0,4,0,0,0.5,7,10.4,72.5,3,0
43,D.K. Metcalf,SEA,25,WR,4,4,8.75,5.75,71,12.3,0.25,3,54,5.8,71,65.7%,8.1,,,,0,,,,,5.75,12.3,71,1,0.25
44,Michael Pittman Jr.,IND,25,WR,4,4,9,6.25,70.8,11.3,0.25,4,28,6.3,70.8,69.4%,7.9,,,,0,,,,,6.25,11.3,70.8,1,0
45,AJ Dillon,GNB,24,RB,4,1,3.5,2.25,17.3,7.7,0,0.75,12,2.3,17.3,64.3%,4.9,14.3,52.8,0.25,3.25,14,3.7,52.8,14.3,16.5,4.2,70,1,0
46,Javonte Williams,DEN,22,RB,4,4,5.5,4,19,4.8,0,1,13,4,19,72.7%,3.5,11.8,51,0,2.25,17,4.3,51,11.8,15.8,4.4,70,0,0.25
47,Damien Harris,NWE,25,RB,4,4,2.25,1.75,7.25,4.1,0,0.5,11,1.8,7.3,77.8%,3.2,13.3,61.5,0.75,3.25,16,4.6,61.5,13.3,15,4.6,68.8,3,0
48,Noah Brown,DAL,26,WR,4,4,6.75,4.5,68.5,15.2,0.25,3.5,45,4.5,68.5,66.7%,10.1,,,,0,,,,,4.5,15.2,68.5,1,0
49,Antonio Gibson,WAS,24,RB,4,4,4,3.25,25.3,7.8,0,1,26,3.3,25.3,81.3%,6.3,13.3,43.3,0.5,2.75,13,3.3,43.3,13.3,16.5,4.2,68.5,2,0
50,Mack Hollins,LVR,29,WR,4,3,6.25,4.25,68.3,16.1,0.25,3,60,4.3,68.3,68.0%,10.9,,,,0,,,,,4.25,16.1,68.3,1,0
51,Kareem Hunt,CLE,27,RB,4,0,3.25,2.75,18.3,6.6,0.25,1.25,24,2.8,18.3,84.6%,5.6,11.5,50,0.25,3.25,24,4.3,50,11.5,14.3,4.8,68.3,2,0
52,Curtis Samuel,WAS,26,WR,4,3,9.25,6.5,54.8,8.4,0.5,3.25,27,6.5,54.8,70.3%,5.9,2,12.8,0,0.75,21,6.4,12.8,2,8.5,7.9,67.5,2,0.25
53,Devin Singletary,BUF,25,RB,4,4,5.25,4.25,35.3,8.3,0.25,2.25,22,4.3,35.3,81.0%,6.7,8.5,32.3,0,1.5,18,3.8,32.3,8.5,12.8,5.3,67.5,1,0.25
54,Rhamondre Stevenson,NWE,24,RB,4,0,3.5,2.75,14.3,5.2,0,0.5,11,2.8,14.3,78.6%,4.1,10.8,52.8,0.25,3.5,18,4.9,52.8,10.8,13.5,5,67,1,0
55,DeVonta Smith,PHI,24,WR,4,4,6.75,4.5,66.5,14.8,0.25,3.25,45,4.5,66.5,66.7%,9.9,,,,0,,,,,4.5,14.8,66.5,1,0
56,Mark Andrews,BAL,27,TE,4,4,9,6,65,10.8,0.75,4,25,6,65,66.7%,7.2,0.25,0.75,0,0.25,3,3,0.8,0.3,6.25,10.5,65.8,3,0
57,Corey Davis,NYJ,27,WR,4,2,6.25,3.75,65.3,17.4,0.5,3.25,66,3.8,65.3,60.0%,10.4,,,,0,,,,,3.75,17.4,65.3,2,0
58,T.J. Hockenson,DET,25,TE,4,4,7.5,4.5,65.3,14.5,0.75,3,81,4.5,65.3,60.0%,8.7,,,,0,,,,,4.5,14.5,65.3,3,0
59,Mike Williams,LAC,28,WR,4,4,7.75,4.5,64.5,14.3,0.5,2.5,50,4.5,64.5,58.1%,8.3,,,,0,,,,,4.5,14.3,64.5,2,0
60,Terry McLaurin,WAS,27,WR,4,4,6.75,3.5,62.5,17.9,0.25,2.5,49,3.5,62.5,51.9%,9.3,0.25,1.75,0,0.25,7,7,1.8,0.3,3.75,17.1,64.3,1,0
61,Ezekiel Elliott,DAL,27,RB,4,4,1.75,1.25,6.75,5.4,0,0.25,31,1.3,6.8,71.4%,3.9,14.8,56.8,0.25,2.75,27,3.8,56.8,14.8,16,4,63.5,1,0
62,Garrett Wilson,NYJ,22,WR,4,2,9.75,5,63.8,12.8,0.5,3,35,5,63.8,51.3%,6.5,0.25,-0.5,0,0,-2,-2,-0.5,0.3,5.25,12,63.3,2,0
63,Najee Harris,PIT,24,RB,4,4,2.75,2.5,12,4.8,0.25,1.25,14,2.5,12,90.9%,4.4,14.5,50.5,0.25,2.5,16,3.5,50.5,14.5,17,3.7,62.5,2,0.25
64,Tyler Higbee,LAR,29,TE,4,4,9.5,6.5,61,9.4,0,3.25,26,6.5,61,68.4%,6.4,,,,0,,,,,6.5,9.4,61,0,0
65,Rashod Bateman,BAL,23,WR,4,3,5.5,2.75,60.8,22.1,0.5,1.5,75,2.8,60.8,50.0%,11,,,,0,,,,,2.75,22.1,60.8,2,0.25
66,Josh Reynolds,DET,27,WR,4,4,6,4.25,60.8,14.3,0.5,3.25,28,4.3,60.8,70.8%,10.1,,,,0,,,,,4.25,14.3,60.8,2,0
67,James Conner,ARI,27,RB,4,4,4.5,3.25,23.8,7.3,0,1,21,3.3,23.8,72.2%,5.3,11.3,36.3,0.25,3.5,10,3.2,36.3,11.3,14.5,4.1,60,1,0.25
68,Dallas Goedert,PHI,27,TE,4,4,5,4,60,15,0.25,2.5,27,4,60,80.0%,12,,,,0,,,,,4,15,60,1,0
69,Jerry Jeudy,DEN,23,WR,5,5,5.8,2.8,47.2,16.9,0.4,2,67,2.8,47.2,48.3%,8.1,0.2,0.2,0,0.2,1,1,0.2,0.2,3,15.8,47.4,2,0
70,Mike Evans,TAM,29,WR,3,3,7,5.33,78.3,14.7,1,4.67,41,5.3,78.3,76.2%,11.2,,,,0,,,,,5.33,14.7,78.3,3,0
71,Tony Pollard,DAL,25,RB,4,1,3.25,1.75,17.8,10.1,0,0.5,46,1.8,17.8,53.8%,5.5,9,40.5,0.25,2,46,4.5,40.5,9,10.8,5.4,58.3,1,0
72,Drake London,ATL,21,WR,4,3,8,4.5,57.8,12.8,0.5,3,31,4.5,57.8,56.3%,7.2,,,,0,,,,,4.5,12.8,57.8,2,0
73,Amari Cooper,CLE,28,WR,4,4,7.75,5,57,11.4,0.5,3.25,32,5,57,64.5%,7.4,,,,0,,,,,5,11.4,57,2,0
74,Nelson Agholor,NWE,29,WR,4,2,4.5,3.5,56.3,16.1,0.25,1.75,44,3.5,56.3,77.8%,12.5,,,,0,,,,,3.5,16.1,56.3,1,0.5
75,Michael Carter,NYJ,23,RB,4,4,4.75,3.75,22,5.9,0,1.5,12,3.8,22,78.9%,4.6,9.25,34.3,0,1,22,3.7,34.3,9.3,13,4.3,56.3,0,0.25
76,Travis Etienne,JAX,23,RB,4,0,2.75,2,20.3,10.1,0,1.25,23,2,20.3,72.7%,7.4,8.5,36,0,1.75,27,4.2,36,8.5,10.5,5.4,56.3,0,0.25
77,JuJu Smith-Schuster,KAN,26,WR,4,4,6.75,4.75,56,11.8,0,2.5,53,4.8,56,70.4%,8.3,,,,0,,,,,4.75,11.8,56,0,0.5
78,Pat Freiermuth,PIT,24,TE,4,4,7.5,4.5,55.8,12.4,0.25,3,31,4.5,55.8,60.0%,7.4,,,,0,,,,,4.5,12.4,55.8,1,0
79,Alec Pierce,IND,22,WR,4,3,5.5,3.75,55.5,14.8,0,2.75,44,3.8,55.5,68.2%,10.1,,,,0,,,,,3.75,14.8,55.5,0,0.25
80,Adam Thielen,MIN,32,WR,4,4,7,5.25,55.3,10.5,0.25,4,22,5.3,55.3,75.0%,7.9,,,,0,,,,,5.25,10.5,55.3,1,0
81,Diontae Johnson,PIT,26,WR,4,4,9.25,5.75,51.8,9,0,3,25,5.8,51.8,62.2%,5.6,0.5,2.75,0,0,8,5.5,2.8,0.5,6.25,8.7,54.5,0,0.25
82,Brandin Cooks,HOU,29,WR,4,4,9,5,53.8,10.8,0.25,2.75,42,5,53.8,55.6%,6,,,,0,,,,,5,10.8,53.8,1,0
83,Gerald Everett,LAC,28,TE,4,4,6.5,4,52.8,13.2,0.5,2,26,4,52.8,61.5%,8.1,,,,0,,,,,4,13.2,52.8,2,0
84,Nico Collins,HOU,23,WR,4,2,5.25,2.75,51.8,18.8,0,2,58,2.8,51.8,52.4%,9.9,,,,0,,,,,2.75,18.8,51.8,0,0
85,Jalen Hurts,PHI,24,QB,4,4,0,0,0,,0,0,0,0,0,0.0%,,13.3,51.3,1,3.5,26,3.9,51.3,13.3,13.3,3.9,51.3,4,0.5
86,Greg Dortch,ARI,24,WR,4,2,6,5.25,51,9.7,0.25,2.75,30,5.3,51,87.5%,8.5,,,,0,,,,,5.25,9.7,51,1,0
87,Raheem Mostert,MIA,30,RB,4,2,2.25,1.5,14,9.3,0,0.75,16,1.5,14,66.7%,6.2,9.75,36.8,0,1.75,25,3.8,36.8,9.8,11.3,4.5,50.8,0,0
88,Tyler Boyd,CIN,28,WR,4,2,4.75,3,50.5,16.8,0.5,2,56,3,50.5,63.2%,10.6,,,,0,,,,,3,16.8,50.5,2,0
89,David Montgomery,CHI,25,RB,3,3,2,1.67,12.7,7.6,0,0.33,16,1.7,12.7,83.3%,6.3,11.7,53,0,2,28,4.5,53,11.7,13.3,4.9,65.7,0,0
90,Romeo Doubs,GNB,22,WR,4,2,6,4.75,46,9.7,0.5,1.75,23,4.8,46,79.2%,7.7,0.25,2.75,0,0.25,11,11,2.8,0.3,5,9.8,48.8,2,0.5
91,David Njoku,CLE,26,TE,4,4,5.75,4.5,50.3,11.2,0.25,3,25,4.5,50.3,78.3%,8.7,0.25,-1.5,0,0,-6,-6,-1.5,0.3,4.75,10.3,48.8,1,0.25
92,Daniel Jones,NYG,25,QB,4,4,0,0,0,,0,0,0,0,0,0.0%,,7.75,48.3,0.5,4.5,21,6.2,48.3,7.8,7.75,6.2,48.3,2,0.25
93,Tyler Conklin,NYJ,27,TE,4,4,7.25,5.25,48,9.1,0.25,2,26,5.3,48,72.4%,6.6,,,,0,,,,,5.25,9.1,48,1,0.5
94,DeVante Parker,NWE,29,WR,4,4,4,2,47.3,23.6,0.25,1.75,40,2,47.3,50.0%,11.8,,,,0,,,,,2,23.6,47.3,1,0
95,Elijah Moore,NYJ,22,WR,4,4,6.25,3.75,48,12.8,0,2.5,28,3.8,48,60.0%,7.7,0.5,-1,0,0,2,-2,-1,0.5,4.25,11.1,47,0,0
96,J.D. McKissic,WAS,29,RB,4,0,5.75,4.75,30.5,6.4,0,1.75,13,4.8,30.5,82.6%,5.3,4.25,16.3,0,1,33,3.8,16.3,4.3,9,5.2,46.8,0,0
97,Brandon Aiyuk,SFO,24,WR,4,4,5.75,3.5,44.8,12.8,0.25,2.25,31,3.5,44.8,60.9%,7.8,0.25,1.75,0,0,7,7,1.8,0.3,3.75,12.4,46.5,1,0
98,Josh Allen,BUF,26,QB,4,4,0,0,0,,0,0,0,0,0,0.0%,,7.5,45.8,0.5,3.75,20,6.1,45.8,7.5,7.5,6.1,45.8,2,1
99,Zach Ertz,ARI,32,TE,4,4,7.75,5.5,45.3,8.2,0.5,2.5,23,5.5,45.3,71.0%,5.8,,,,0,,,,,5.5,8.2,45.3,2,0
100,Eno Benjamin,ARI,23,RB,4,0,3.25,2.25,17.3,7.7,0,0.5,22,2.3,17.3,69.2%,5.3,5.5,27.8,0,1.25,16,5,27.8,5.5,7.75,5.8,45,0,0
101,Darrell Henderson,LAR,25,RB,4,3,2.5,2,9.5,4.8,0,0.5,10,2,9.5,80.0%,3.8,8.5,34.5,0.25,1.75,18,4.1,34.5,8.5,10.5,4.2,44,1,0
102,Darren Waller,LVR,30,TE,4,4,6,4,43.8,10.9,0.25,2.25,31,4,43.8,66.7%,7.3,,,,0,,,,,4,10.9,43.8,1,0
103,Robbie Anderson,CAR,29,WR,4,4,5.5,3,43.5,14.5,0.25,1,75,3,43.5,54.5%,7.9,,,,0,,,,,3,14.5,43.5,1,0.25
104,Allen Lazard,GNB,27,WR,3,3,5.67,4,58,14.5,0.67,3.67,32,4,58,70.6%,10.2,,,,0,,,,,4,14.5,58,2,0
105,Olamide Zaccheaus,ATL,25,WR,4,2,2.5,2.5,43.5,17.4,0.25,1.75,42,2.5,43.5,100.0%,17.4,,,,0,,,,,2.5,17.4,43.5,1,0.25
106,Zay Jones,JAX,27,WR,3,2,8,6.33,57.7,9.1,0.33,3.33,18,6.3,57.7,79.2%,7.2,0.33,0,0,0,0,0,0,0.3,6.67,8.7,57.7,1,0
107,Ashton Dulin,IND,25,WR,5,1,3.6,2.4,33.6,14,0,1.8,39,2.4,33.6,66.7%,9.3,0.2,0.6,0,0,3,3,0.6,0.2,2.6,13.2,34.2,0,0
108,Michael Thomas,NOR,29,WR,3,3,7.33,5.33,57,10.7,1,4.33,21,5.3,57,72.7%,7.8,,,,0,,,,,5.33,10.7,57,3,0
109,Devin Duvernay,BAL,25,WR,4,4,3.25,3,43,14.3,0.75,2,26,3,43,92.3%,13.2,0.5,-0.5,0,0,2,-1,-0.5,0.5,3.5,12.1,42.5,3,0
110,D.J. Moore,CAR,25,WR,4,4,7.25,3.25,34.5,10.6,0.25,2,29,3.3,34.5,44.8%,4.8,1,7.75,0,0.25,11,7.8,7.8,1,4.25,9.9,42.3,1,0
111,Jarvis Landry,NOR,30,WR,4,1,5.25,3.75,42,11.2,0,1.25,40,3.8,42,71.4%,8,,,,0,,,,,3.75,11.2,42,0,0
112,George Pickens,PIT,21,WR,4,2,5,2.75,41.8,15.2,0,1.5,36,2.8,41.8,55.0%,8.4,,,,0,,,,,2.75,15.2,41.8,0,0
113,Robert Woods,TEN,30,WR,4,3,5,3.25,41.8,12.8,0.25,2.5,41,3.3,41.8,65.0%,8.4,,,,0,,,,,3.25,12.8,41.8,1,0
114,Marquez Valdes-Scantling,KAN,28,WR,4,3,5.75,3.25,42,12.9,0,2,36,3.3,42,56.5%,7.3,0.25,-0.75,0,0,-3,-3,-0.8,0.3,3.5,11.8,41.3,0,0
115,Tyler Allgeier,ATL,22,RB,3,0,0.67,0.67,8.33,12.5,0,0.67,20,0.7,8.3,100.0%,12.5,8.67,46.3,0,1.33,42,5.3,46.3,8.7,9.33,5.9,54.7,0,0
116,Josh Palmer,LAC,24,WR,4,4,5.5,3.5,39.8,11.4,0.25,2.25,45,3.5,39.8,63.6%,7.2,0.25,1,0,0.25,4,4,1,0.3,3.75,10.9,40.8,1,0
117,DeAndre Carter,LAC,29,WR,4,2,3.5,2.75,41.5,15.1,0.25,2.25,35,2.8,41.5,78.6%,11.9,0.25,-1.25,0,0,-5,-5,-1.3,0.3,3,13.4,40.3,1,0.25
118,Richie James,NYG,27,WR,4,1,5,3.75,38.8,10.3,0,2,16,3.8,38.8,75.0%,7.8,0.5,1.5,0,0,4,3,1.5,0.5,4.25,9.5,40.3,0,0.25
119,Isaiah McKenzie,BUF,27,WR,4,4,5.25,3.75,38.3,10.2,0.75,2.25,28,3.8,38.3,71.4%,7.3,0.25,1.5,0,0.25,6,6,1.5,0.3,4,9.9,39.8,3,0
120,Jakobi Meyers,NWE,26,WR,2,2,9.5,6.5,75,11.5,0,3,27,6.5,75,68.4%,7.9,0.5,3.5,0,0.5,7,7,3.5,0.5,7,11.2,78.5,0,0
121,Sterling Shepard,NYG,29,WR,3,2,8,4.33,51.3,11.8,0.33,1.33,65,4.3,51.3,54.2%,6.4,,,,0,,,,,4.33,11.8,51.3,1,0
122,Kendrick Bourne,NWE,27,WR,4,1,3,2.25,34.5,15.3,0,2,41,2.3,34.5,75.0%,11.5,0.25,3.75,0,0.25,15,15,3.8,0.3,2.5,15.3,38.3,0,0.25
123,Chase Edmonds,MIA,26,RB,4,2,2.75,2,17,8.5,0.25,1,15,2,17,72.7%,6.2,7,21.3,0.5,1,28,3,21.3,7,9,4.3,38.3,3,0
124,Russell Gage,TAM,26,WR,4,1,6.25,5.25,38,7.2,0.25,1.75,15,5.3,38,84.0%,6.1,,,,0,,,,,5.25,7.2,38,1,0.25
125,Randall Cobb,GNB,32,WR,4,1,3,2.5,37.5,15,0,2,40,2.5,37.5,83.3%,12.5,,,,0,,,,,2.5,15,37.5,0,0.25
126,Kyle Pitts,ATL,22,TE,4,4,5.5,2.5,37.5,15,0,2,28,2.5,37.5,45.5%,6.8,,,,0,,,,,2.5,15,37.5,0,0
127,Rex Burkhead,HOU,32,RB,4,0,5.25,4,24.8,6.2,0.25,1,13,4,24.8,76.2%,4.7,4.25,12.3,0,0.25,8,2.9,12.3,4.3,8.25,4.5,37,1,0
128,Justin Fields,CHI,23,QB,4,4,0,0,0,,0,0,0,0,0,0.0%,,8.5,36.8,0.25,2.75,29,4.3,36.8,8.5,8.5,4.3,36.8,1,1
129,Mark Ingram,NOR,33,RB,4,2,1.5,1.5,4.25,2.8,0,0,7,1.5,4.3,100.0%,2.8,7.25,32,0.25,1.75,12,4.4,32,7.3,8.75,4.1,36.3,1,0.5
130,Justice Hill,BAL,25,RB,4,0,1,1,4.75,4.8,0,0.25,10,1,4.8,100.0%,4.8,4.75,31.3,0,1.5,34,6.6,31.3,4.8,5.75,6.3,36,0,0
131,Jahan Dotson,WAS,22,WR,4,3,5.5,3,38,12.7,1,2,40,3,38,54.5%,6.9,0.25,-2.5,0,0,-10,-10,-2.5,0.3,3.25,10.9,35.5,4,0
132,Treylon Burks,TEN,22,WR,4,2,4,2.5,32.3,12.9,0,1.5,27,2.5,32.3,62.5%,8.1,0.5,3,0,0.25,8,6,3,0.5,3,11.8,35.3,0,0
133,Donovan Peoples-Jones,CLE,23,WR,4,4,6,3,35.3,11.8,0,1.5,42,3,35.3,50.0%,5.9,,,,0,,,,,3,11.8,35.3,0,0
134,Isiah Pacheco,KAN,22,RB,4,0,0,0,0,,0,0,0,0,0,0.0%,,7,35,0.25,1,22,5,35,7,7,5,35,1,0.5
135,Ben Skowronek,LAR,25,WR,4,4,4,3,35,11.7,0,1.5,32,3,35,75.0%,8.8,,,,0,,,,,3,11.7,35,0,0
136,Gabriel Davis,BUF,23,WR,3,3,4.67,2.67,46,17.3,0.33,2,47,2.7,46,57.1%,9.9,,,,0,,,,,2.67,17.3,46,1,0
137,Cam Akers,LAR,23,RB,4,1,1,0.5,4.5,9,0,0.25,10,0.5,4.5,50.0%,4.5,9.5,29.5,0.25,1.5,14,3.1,29.5,9.5,10,3.4,34,1,0.25
138,Mo Alie-Cox,IND,29,TE,5,3,3,2.2,27.2,12.4,0.4,1.2,34,2.2,27.2,73.3%,9.1,,,,0,,,,,2.2,12.4,27.2,2,0
139,Nyheim Hines,IND,26,RB,5,4,4.2,3.6,23.6,6.6,0,1,19,3.6,23.6,85.7%,5.6,1.8,2.8,0,0.2,7,1.6,2.8,1.8,5.4,4.9,26.4,0,0.2
140,Dontrell Hilliard,TEN,27,RB,3,0,3,2.67,36.3,13.6,0.67,1.33,31,2.7,36.3,88.9%,12.1,1.33,7.33,0,0,10,5.5,7.3,1.3,4,10.9,43.7,2,0
141,Equanimeous St. Brown,CHI,26,WR,4,4,2.75,1,21.5,21.5,0.25,0.75,30,1,21.5,36.4%,7.8,0.5,10.8,0,0.25,41,21.5,10.8,0.5,1.5,21.5,32.3,1,0.25
