player,Position_yah,TEAM,Opponent_yah,home_away,combined_projection,Salary_yah,combined_fppd,expected_points,ex_ppd,Online_proj,MATCHUP,Start_Sit
Josh Allen,QB,BUF,NE,Away,22.207359075277427,40,0.5551839768819357,22.124798678967757,0.553119966974194,22.4,3 out of 5 stars,A
Justin Herbert,QB,LAC,LV,Away,18.52156106844992,33,0.5612594263166643,17.373658669214176,0.5264745051277023,21.2,5 out of 5 stars,A
Tom Brady,QB,TB,NO,Home,16.52304016824444,27,0.6119644506757199,16.27577166892063,0.6028063581081715,17.1,4 out of 5 stars,C+
Patrick Mahomes,QB,KC,CIN,Away,23.125677136336645,38,0.6085704509562275,22.27953876619521,0.5863036517419792,25.1,3 out of 5 stars,A+
Aaron Rodgers,QB,GB,CHI,Away,14.684068145736006,27,0.5438543757680002,14.120097351051436,0.5229665685574606,16,3 out of 5 stars,D+
Dak Prescott,QB,DAL,IND,Home,17.80769321898973,31,0.5744417167416042,16.953847455699616,0.5468983050225683,19.8,3 out of 5 stars,B
Joe Burrow,QB,CIN,KC,Home,21.961804177899403,38,0.577942215207879,22.116863111284864,0.5820227134548649,21.6,4 out of 5 stars,A
Jalen Hurts,QB,PHI,TEN,Home,23.394557217085257,38,0.6156462425548752,23.477938881550365,0.6178404968829043,23.2,2 out of 5 stars,A
Kirk Cousins,QB,MIN,NYJ,Home,16.354208295791047,27,0.6057114183626313,16.206011851130064,0.6002226611529653,16.7,2 out of 5 stars,C
Ryan Tannehill,QB,TEN,PHI,Away,13.42161696071282,20,0.6710808480356409,13.216595658161172,0.6608297829080586,13.9,1 out of 5 stars,F
Carson Wentz,QB,WAS,NYG,Away,10.128916916845462,23,0.4403876920367592,14.041309881207804,0.6104917339655568,1,2 out of 5 stars,F
Derek Carr,QB,LV,LAC,Home,16.604013305741393,24,0.6918338877392247,16.34859043677342,0.6811912681988925,17.2,4 out of 5 stars,C+
Russell Wilson,QB,DEN,BAL,Away,13.596899923767392,22,0.6180409056257905,13.638428462524844,0.6199285664784019,13.5,2 out of 5 stars,F
Lamar Jackson,QB,BAL,DEN,Home,20.808690295512772,30,0.6936230098504257,20.940986136446817,0.6980328712148938,20.5,2 out of 5 stars,B+
Jimmy Garoppolo,QB,SF,MIA,Home,16.895123924112962,29,0.5825904801418262,16.893034177304234,0.5825184199070426,16.9,4 out of 5 stars,C
