player,Position_yah,TEAM,Opponent_yah,home_away,combined_projection,Salary_yah,combined_fppd,expected_points,ex_ppd,Online_proj,MATCHUP,Start_Sit
Jonathan Taylor,RB,IND,DAL,Away,14.10284526358475,24,0.5876185526493646,13.76120751940679,0.5733836466419496,14.9,3 out of 5 stars,A
Austin Ekeler,RB,LAC,LV,Away,18.53800476608923,40,0.4634501191522308,19.368578237270327,0.48421445593175816,16.6,3 out of 5 stars,A+
Joe Mixon,RB,CIN,KC,Home,14.283344021340653,28,0.5101194293335948,14.619062887629507,0.522109388843911,13.5,3 out of 5 stars,A-
Najee Harris,RB,PIT,ATL,Away,10.266878245175153,19,0.5403620129039555,12.09554035025022,0.6366073868552747,6,4 out of 5 stars,C
Ezekiel Elliott,RB,DAL,IND,Home,11.19703113555586,20,0.5598515567777931,11.624330193651229,0.5812165096825614,10.2,2 out of 5 stars,B-
Nick Chubb,RB,CLE,HOU,Away,17.479469289341576,34,0.5141020379218111,16.69924184191654,0.4911541718210747,19.3,4 out of 5 stars,A+
Alvin Kamara,RB,NO,TB,Away,12.459882640538535,22,0.5663583018426607,12.528403772197908,0.5694728987362686,12.3,3 out of 5 stars,B+
Antonio Gibson,RB,WAS,NYG,Away,9.360966352809044,16,0.5850603970505652,9.90138050401292,0.6188362815008075,8.1,3 out of 5 stars,C+
Leonard Fournette,RB,TB,NO,Home,11.738444009363908,16,0.7336527505852443,14.412062870519868,0.9007539294074918,5.5,2 out of 5 stars,D+
Cordarrelle Patterson,RB,ATL,PIT,Home,10.30546341237872,17,0.6062037301399247,11.29351916054103,0.6643246565024135,8,2 out of 5 stars,C
Aaron Jones,RB,GB,CHI,Away,13.86120721520004,25,0.5544482886080015,13.930296021714344,0.5572118408685738,13.7,4 out of 5 stars,A-
Derrick Henry,RB,TEN,PHI,Away,16.85281868919149,40,0.4213204672297873,17.34688384170213,0.4336720960425533,15.7,4 out of 5 stars,A+
Dalvin Cook,RB,MIN,NYJ,Home,14.619829199125471,26,0.5623011230432874,14.928327427322102,0.5741664395123885,13.9,3 out of 5 stars,A
Josh Jacobs,RB,LV,LAC,Home,18.560858283313443,32,0.5800268213535451,19.701226119019204,0.6156633162193501,15.9,4 out of 5 stars,A+
Devin Singletary,RB,BUF,NE,Away,9.132179191449687,14,0.6522985136749776,8.760255987785266,0.6257325705560904,10,2 out of 5 stars,C+
David Montgomery,RB,CHI,GB,Home,11.472281152529344,20,0.5736140576264672,10.774687360756207,0.5387343680378104,13.1,4 out of 5 stars,A-
AJ Dillon,RB,GB,CHI,Away,8.375833159269098,15,0.5583888772846065,8.536904513241568,0.5691269675494379,8,4 out of 5 stars,C
D Andre Swift,RB,DET,JAX,Home,10.407175095703735,14,0.7433696496931239,11.910250136719622,0.8507321526228301,6.9,4 out of 5 stars,C
James Robinson,RB,NYJ,MIN,Away,6.784066576010783,16,0.42400416100067395,8.320095108586834,0.5200059442866771,3.2,3 out of 5 stars,F
Tony Pollard,RB,DAL,IND,Home,13.185235198847959,28,0.4709012571017128,13.993193141211371,0.4997568979004061,11.3,2 out of 5 stars,B+
Michael Carter,RB,NYJ,MIN,Away,6.145407166039355,17,0.3614945391787856,8.264867380056222,0.48616866941507186,1.2,3 out of 5 stars,F
Saquon Barkley,RB,NYG,WAS,Home,14.55686240656551,32,0.4549019502051722,14.881232009379303,0.4650385002931032,13.8,2 out of 5 stars,A-
Rhamondre Stevenson,RB,NE,BUF,Home,14.324933683832768,21,0.6821396992301318,14.24990526261824,0.6785669172675353,14.5,3 out of 5 stars,A
Jamaal Williams,RB,DET,JAX,Home,12.566712756585458,25,0.5026685102634183,13.10958965226494,0.5243835860905977,11.3,4 out of 5 stars,B+
Latavius Murray,RB,DEN,BAL,Away,9.124147929718488,16,0.5702592456074055,9.99163989959784,0.6244774937248649,7.1,3 out of 5 stars,C
Miles Sanders,RB,PHI,TEN,Home,10.966325245194843,16,0.6853953278246777,11.080464635992636,0.6925290397495397,10.7,2 out of 5 stars,B
Christian McCaffrey,RB,SF,MIA,Home,15.835901611530822,36,0.43988615587585617,16.622716587901174,0.4617421274416993,14,2 out of 5 stars,A
