,,,,,Games,,Receiving,,,,,,,,,,,Rushing,,,,,,,,Total Yds,,,,
133,Cole Kmet,CHI,23,TE,15,15,4.07,2.93,30.7,10.5,0.33,1.47,50,2.9,30.7,72.1%,7.5,0.13,0.6,0,0.07,8,4.5,0.6,0.1,3.07,10.2,31.3,5,0.07
134,DeAndre Carter,LAC,29,WR,15,7,3.8,2.73,32.1,11.7,0.2,1.8,35,2.7,32.1,71.9%,8.4,0.13,-1,0,0,-5,-7.5,-1,0.1,2.87,10.8,31.1,3,0.13
135,Tyler Conklin,NYJ,27,TE,15,14,5.13,3.33,30.6,9.2,0.2,1.33,29,3.3,30.6,64.9%,6,0.13,0.2,0,0.13,2,1.5,0.2,0.1,3.47,8.9,30.8,3,0.13
136,DeVante Parker,NWE,29,WR,12,10,3.33,2.08,38.3,18.4,0.08,1.67,43,2.1,38.3,62.5%,11.5,,,0,0,,,,,2.08,18.4,38.3,1,
137,Isaiah McKenzie,BUF,27,WR,14,7,4.43,2.86,28.9,10.1,0.29,1.86,30,2.9,28.9,64.5%,6.5,0.64,3.93,0.07,0.21,18,6.1,3.9,0.6,3.5,9.4,32.8,5,
138,Damien Harris,NWE,25,RB,9,8,1.78,1.44,8.33,5.8,0,0.44,15,1.4,8.3,81.3%,4.7,9.33,42.6,0.33,2.11,30,4.6,42.6,9.3,10.8,4.7,50.9,3,
139,Josh Reynolds,DET,27,WR,12,11,4.67,3,38.2,12.7,0.25,2,31,3,38.2,64.3%,8.2,,,0,0,,,,,3,12.7,38.2,3,
140,Clyde Edwards-Helaire,KAN,23,RB,10,6,2.3,1.7,15.1,8.9,0.3,1.1,25,1.7,15.1,73.9%,6.6,7.1,30.2,0.3,1.5,52,4.3,30.2,7.1,8.8,5.1,45.3,6,
141,Terrace Marshall Jr.,CAR,22,WR,12,8,3.42,2,37.7,18.8,0.08,1.75,43,2,37.7,58.5%,11,,,0,0,,,,,2,18.8,37.7,1,
142,Jaylen Warren,PIT,24,RB,14,0,1.86,1.57,13.2,8.4,0,0.71,26,1.6,13.2,84.6%,7.1,4.21,19.1,0.07,1.07,21,4.5,19.1,4.2,5.79,5.6,32.3,1,0.07
143,Greg Dortch,ARI,24,WR,14,3,3.57,3.14,30.1,9.6,0.14,1.29,47,3.1,30.1,88.0%,8.4,0.36,2.07,0,0.14,20,5.8,2.1,0.4,3.5,9.2,32.2,2,0.07
144,Marvin Jones,JAX,32,WR,14,9,4.86,2.71,31.4,11.6,0.21,1.71,37,2.7,31.4,55.9%,6.5,,,0,0,,,,,2.71,11.6,31.4,3,
145,Marcus Mariota,ATL,29,QB,13,13,,,,,0,0,,,,,,6.54,33.7,0.31,2.31,30,5.2,33.7,6.5,6.54,5.2,33.7,4,0.62
146,DJ Chark,DET,26,WR,9,8,4.89,2.78,48,17.3,0.33,2.22,51,2.8,48,56.8%,9.8,,,0,0,,,,,2.78,17.3,48,3,
147,Noah Fant,SEA,25,TE,15,14,3.73,2.93,28.4,9.7,0.27,1.47,51,2.9,28.4,78.6%,7.6,,,0,0,,,,,2.93,9.7,28.4,4,
148,Juwan Johnson,NOR,26,TE,14,10,4.07,2.57,30.4,11.8,0.5,1.43,41,2.6,30.4,63.2%,7.5,,,0,0,,,,,2.57,11.8,30.4,7,
149,Demarcus Robinson,BAL,28,WR,15,4,4.2,3,28.3,9.4,0.13,1.33,31,3,28.3,71.4%,6.7,,,0,0,,,,,3,9.4,28.3,2,0.13
150,Rashid Shaheed,NOR,24,WR,10,4,2.4,1.9,37.5,19.7,0.2,1.4,68,1.9,37.5,79.2%,15.6,0.3,5,0.1,0.2,44,16.7,5,0.3,2.2,19.3,42.5,3,0.1
151,Elijah Moore,NYJ,22,WR,14,8,4.43,2.43,29.8,12.3,0.07,1.43,42,2.4,29.8,54.8%,6.7,0.36,0.36,0,0.14,10,1,0.4,0.4,2.79,10.8,30.1,1,
152,Kyler Murray,ARI,25,QB,11,11,,,,,0,0,,,,,,6.09,38,0.27,2.09,42,6.2,38,6.1,6.09,6.2,38,3,0.73
153,Romeo Doubs,GNB,22,WR,11,7,5.55,3.55,36.8,10.4,0.27,1.64,26,3.5,36.8,63.9%,6.6,0.09,1,0,0.09,11,11,1,0.1,3.64,10.4,37.8,3,0.18
154,Gus Edwards,BAL,27,RB,7,3,0.29,0,0,,0,0,0,0,0,0.0%,0,11.4,59.3,0.43,4.14,37,5.2,59.3,11.4,11.4,5.2,59.3,3,0.14
155,Hunter Henry,NWE,28,TE,15,12,3.07,2,27.7,13.8,0.13,1.27,39,2,27.7,65.2%,9,,,0,0,,,,,2,13.8,27.7,2,
156,Michael Gallup,DAL,26,WR,13,10,5.23,2.92,31.8,10.9,0.31,1.85,27,2.9,31.8,55.9%,6.1,,,0,0,,,,,2.92,10.9,31.8,4,
157,Greg Dulcich,DEN,22,TE,10,6,5.5,3.3,41.1,12.5,0.2,1.8,39,3.3,41.1,60.0%,7.5,,,0,0,,,,,3.3,12.5,41.1,2,
158,Kendrick Bourne,NWE,27,WR,14,2,2.93,2.14,26.6,12.4,0.07,1.29,41,2.1,26.6,73.2%,9.1,0.36,2.64,0,0.14,29,7.4,2.6,0.4,2.5,11.7,29.3,1,0.14
159,Chigoziem Okonkwo,TEN,23,TE,16,7,2.63,1.81,25.5,14.1,0.13,1.19,48,1.8,25.5,69.0%,9.7,0.19,0.13,0,0,6,0.7,0.1,0.2,2,12.8,25.6,2,
160,Rondale Moore,ARI,22,WR,8,8,7,5.13,51.8,10.1,0.13,2,38,5.1,51.8,73.2%,7.4,0.75,-0.63,0,0.13,9,-0.8,-0.6,0.8,5.88,8.7,51.1,1,
161,Jahan Dotson,WAS,22,WR,10,8,5,2.9,41.4,14.3,0.7,2.1,61,2.9,41.4,58.0%,8.3,0.2,-0.7,0,0,3,-3.5,-0.7,0.2,3.1,13.1,40.7,7,
162,Zach Ertz,ARI,32,TE,10,10,6.9,4.7,40.6,8.6,0.4,2.4,32,4.7,40.6,68.1%,5.9,,,0,0,,,,,4.7,8.6,40.6,4,
163,Austin Hooper,TEN,28,TE,16,2,3.5,2.31,25.4,11,0.13,1.5,24,2.3,25.4,66.1%,7.3,,,0,0,,,,,2.31,11,25.4,2,
164,Hayden Hurst,CIN,29,TE,12,12,5.25,4,33.3,8.3,0.17,1.83,29,4,33.3,76.2%,6.3,,,0,0,,,,,4,8.3,33.3,2,
165,Nick Westbrook-Ikhine,TEN,25,WR,16,13,3.06,1.56,24.8,15.9,0.19,1.13,63,1.6,24.8,51.0%,8.1,,,0,0,,,,,1.56,15.9,24.8,3,
166,Ben Skowronek,LAR,25,WR,14,11,4.36,2.79,26.9,9.6,0,1.14,32,2.8,26.9,63.9%,6.2,0.07,1.21,0.07,0.07,17,17,1.2,0.1,2.86,9.8,28.1,1,
167,Marquise Goodwin,SEA,32,WR,13,2,3.23,2.08,29.8,14.3,0.31,1.38,38,2.1,29.8,64.3%,9.2,0.15,0.38,0,0,7,2.5,0.4,0.2,2.23,13.5,30.2,4,
168,Robert Tonyan,GNB,28,TE,15,3,4,3.13,25.9,8.3,0.07,1.13,23,3.1,25.9,78.3%,6.5,,,0,0,,,,,3.13,8.3,25.9,1,
169,Jordan Akins,HOU,30,TE,13,3,3.31,2.38,29.8,12.5,0.23,1.38,46,2.4,29.8,72.1%,9,,,0,0,,,,,2.38,12.5,29.8,3,0.08
170,Trent Sherfield,MIA,26,WR,15,3,3,1.87,25.8,13.8,0.13,1.13,75,1.9,25.8,62.2%,8.6,,,0,0,,,,,1.87,13.8,25.8,2,
171,Randall Cobb,GNB,32,WR,11,3,4.18,2.73,35.1,12.9,0.09,1.64,40,2.7,35.1,65.2%,8.4,,,0,0,,,,,2.73,12.9,35.1,1,0.09
172,Darrell Henderson,LAR,25,RB,10,7,2.2,1.7,10.2,6,0,0.5,15,1.7,10.2,77.3%,4.6,7,28.3,0.3,1.4,23,4,28.3,7,8.7,4.4,38.5,3,
173,Russell Gage,TAM,26,WR,11,4,5.55,4.09,34.4,8.4,0.36,2.36,23,4.1,34.4,73.8%,6.2,,,0,0,,,,,4.09,8.4,34.4,4,0.09
174,Caleb Huntley,ATL,24,RB,12,0,0.17,0.17,0.25,1.5,0,0,2,0.2,0.3,100.0%,1.5,6.33,30.5,0.08,1.5,30,4.8,30.5,6.3,6.5,4.7,30.8,1,0.08
175,Cade Otton,TAM,23,TE,14,9,4.14,2.79,26.4,9.5,0.14,1.21,35,2.8,26.4,67.2%,6.4,,,0,0,,,,,2.79,9.5,26.4,2,
176,Nelson Agholor,NWE,29,WR,14,6,3.64,2.21,25.9,11.7,0.14,0.86,44,2.2,25.9,60.8%,7.1,,,0,0,,,,,2.21,11.7,25.9,2,0.14
177,Rashaad Penny,SEA,26,RB,5,5,1,0.8,3.2,4,0,0.4,6,0.8,3.2,80.0%,3.2,11.4,69.2,0.4,3,41,6.1,69.2,11.4,12.2,5.9,72.4,2,0.2
178,Jauan Jennings,SFO,25,WR,14,3,3.64,2.29,25.7,11.3,0.07,1.57,44,2.3,25.7,62.7%,7.1,,,0,0,,,,,2.29,11.3,25.7,1,0.07
179,Foster Moreau,LVR,25,TE,13,12,3.85,2.23,27.3,12.2,0.15,1.54,33,2.2,27.3,58.0%,7.1,0,0.15,0,0,,,0.2,0,2.23,12.3,27.5,2,0.08
180,Kyle Pitts,ATL,22,TE,10,10,5.9,2.8,35.6,12.7,0.2,2,33,2.8,35.6,47.5%,6,,,0,0,,,,,2.8,12.7,35.6,2,
181,Equanimeous St. Brown,CHI,26,WR,14,14,2.43,1.29,21.4,16.7,0.07,0.93,56,1.3,21.4,52.9%,8.8,0.43,3.86,0,0.14,41,9,3.9,0.4,1.71,14.8,25.3,1,0.07
182,Kenneth Gainwell,PHI,23,RB,15,0,1.73,1.33,9.67,7.3,0,0.47,20,1.3,9.7,76.9%,5.6,3.2,13.7,0.27,1,13,4.3,13.7,3.2,4.53,5.1,23.3,4,
183,Isaiah Hodgins,2TM,24,WR,9,4,4.78,3.67,38.9,10.6,0.33,2.33,29,3.7,38.9,76.7%,8.1,,,0,0,,,,,3.67,10.6,38.9,3,0.11
184,Will Dissly,SEA,26,TE,15,15,2.53,2.27,23.3,10.3,0.2,1.33,38,2.3,23.3,89.5%,9.2,,,0,0,,,,,2.27,10.3,23.3,3,
185,Quez Watkins,PHI,24,WR,15,8,3.07,2.07,22.7,11,0.2,0.8,53,2.1,22.7,67.4%,7.4,0.2,0.07,0,0,4,0.3,0.1,0.2,2.27,10,22.7,3,0.07
186,Allen Robinson,LAR,29,WR,10,10,5.2,3.3,33.9,10.3,0.3,2.3,29,3.3,33.9,63.5%,6.5,,,0,0,,,,,3.3,10.3,33.9,3,
187,Zonovan Knight,NYJ,21,RB,5,4,2.2,2.2,16.6,7.5,0,0.8,16,2.2,16.6,100.0%,7.5,13,50.2,0.2,2.4,48,3.9,50.2,13,15.2,4.4,66.8,1,0.2
188,Mecole Hardman,KAN,24,WR,8,5,4.25,3.13,37.1,11.9,0.5,1.75,36,3.1,37.1,73.5%,8.7,0.5,3.88,0.25,0.38,25,7.8,3.9,0.5,3.63,11.3,41,6,0.13
189,Deon Jackson,IND,23,RB,14,2,1.86,1.71,9.57,5.6,0.07,0.43,22,1.7,9.6,92.3%,5.2,4.07,13.6,0.07,0.79,17,3.4,13.6,4.1,5.79,4,23.2,2,0.07
190,Kendall Hinton,DEN,25,WR,11,5,2.82,2.18,28.3,13,0,1.27,35,2.2,28.3,77.4%,10,0.09,1.18,0,0.09,13,13,1.2,0.1,2.27,13,29.5,0,
191,Dontrell Hilliard,TEN,27,RB,12,1,2.17,1.75,14.8,8.4,0.33,0.67,31,1.8,14.8,80.8%,6.8,1.83,12.1,0,0.33,30,6.6,12.1,1.8,3.58,7.5,26.8,4,
192,Julio Jones,TAM,33,WR,9,4,4.56,2.56,32.1,12.6,0.22,1.44,48,2.6,32.1,56.1%,7,0.44,3.56,0,0.33,15,8,3.6,0.4,3,11.9,35.7,2,
193,Patrick Mahomes*,KAN,27,QB,15,15,,,,,0,0,,,,,,3.6,21.4,0.27,1.53,20,5.9,21.4,3.6,3.6,5.9,21.4,4,0.33
194,Joshua Kelley,LAC,25,RB,11,1,1.73,1.09,8.55,7.8,0,0.36,22,1.1,8.5,63.2%,4.9,5,20.4,0.18,1.09,22,4.1,20.4,5,6.09,4.7,28.9,2,
195,Laviska Shenault Jr.,CAR,24,WR,11,2,2.55,2.18,22.8,10.5,0.09,0.73,67,2.2,22.8,85.7%,9,0.64,5.18,0.09,0.09,41,8.1,5.2,0.6,2.82,9.9,28,2,
196,Kylen Granson,IND,24,TE,13,4,3.08,2.38,23.2,9.7,0,1.31,32,2.4,23.2,77.5%,7.6,0.08,0,0,0,0,0,0,0.1,2.46,9.4,23.2,0,0.08
197,Mark Ingram,NOR,33,RB,10,3,1.8,1.6,6.8,4.3,0,0.2,11,1.6,6.8,88.9%,3.8,6.2,23.3,0.1,1.2,14,3.8,23.3,6.2,7.8,3.9,30.1,1,0.2
198,Zack Moss,2TM,25,RB,11,1,0.91,0.73,2.91,4,0,0.09,8,0.7,2.9,80.0%,3.2,5.45,24.4,0,0.82,43,4.5,24.4,5.5,6.18,4.4,27.3,0,0.09
199,Mike Gesicki,MIA,27,TE,15,1,2.8,1.73,19.9,11.5,0.27,1.07,30,1.7,19.9,61.9%,7.1,,,0,0,,,,,1.73,11.5,19.9,4,
200,Geno Smith*,SEA,32,QB,15,15,,,,,0,0,,,,,,3.93,19.8,0.07,1.33,24,5,19.8,3.9,3.93,5,19.8,1,0.47
201,Trevor Lawrence,JAX,23,QB,15,15,,,,,0,0,,,,,,3.73,19.3,0.33,1.67,24,5.2,19.3,3.7,3.73,5.2,19.3,5,0.67
202,Justice Hill,BAL,25,RB,13,0,0.92,0.92,4.46,4.8,0,0.15,15,0.9,4.5,100.0%,4.8,3.23,17.5,0,0.85,34,5.4,17.5,3.2,4.15,5.3,22,0,0.15
203,Rashod Bateman,BAL,23,WR,6,5,4.67,2.5,47.5,19,0.33,1.17,75,2.5,47.5,53.6%,10.2,,,0,0,,,,,2.5,19,47.5,2,0.17
204,Tutu Atwell,LAR,23,WR,11,3,2.45,1.27,23.7,18.6,0.09,0.91,62,1.3,23.7,51.9%,9.7,0.73,2.09,0,0.09,9,2.9,2.1,0.7,2,12.9,25.8,1,
205,Chase Edmonds,2TM,26,RB,11,2,1.91,1.18,10.7,9.1,0.09,0.45,19,1.2,10.7,61.9%,5.6,4.73,15.1,0.18,0.64,28,3.2,15.1,4.7,5.91,4.4,25.8,3,
206,Jelani Woods,IND,24,TE,13,1,2.46,1.62,21.8,13.5,0.23,1.15,36,1.6,21.8,65.6%,8.9,,,0,0,,,,,1.62,13.5,21.8,3,0.08
207,Darren Waller,LVR,30,TE,7,6,4.57,3.29,40.1,12.2,0.29,1.86,34,3.3,40.1,71.9%,8.8,,,0,0,,,,,3.29,12.2,40.1,2,
208,Javonte Williams,DEN,22,RB,4,4,5.5,4,19,4.8,0,1,13,4,19,72.7%,3.5,11.8,51,0,2.25,17,4.3,51,11.8,15.8,4.4,70,0,0.25
209,Ray-Ray McCloud,SFO,26,WR,15,2,1.53,0.87,13.4,15.5,0.07,0.67,33,0.9,13.4,56.5%,8.7,0.27,5.2,0.07,0.07,71,19.5,5.2,0.3,1.13,16.4,18.6,2,0.13
210,Noah Gray,KAN,23,TE,15,8,2.13,1.73,18.2,10.5,0.07,0.87,27,1.7,18.2,81.3%,8.5,0.07,0.07,0.07,0.07,1,1,0.1,0.1,1.8,10.1,18.3,2,
211,Nyheim Hines,2TM,26,RB,15,5,2.47,2,16.1,8,0.07,0.73,22,2,16.1,81.1%,6.5,1.6,2.2,0.07,0.13,9,1.4,2.2,1.6,3.6,5.1,18.3,2,0.13
212,Rex Burkhead,HOU,32,RB,14,0,3.14,2.36,13.8,5.8,0.07,0.57,17,2.4,13.8,75.0%,4.4,1.86,5.71,0,0.29,9,3.1,5.7,1.9,4.21,4.6,19.5,1,
213,Jarvis Landry,NOR,30,WR,9,3,4.33,2.78,30.2,10.9,0.11,1.33,40,2.8,30.2,64.1%,7,,,0,0,,,,,2.78,10.9,30.2,1,0.11
214,Tre'Quan Smith,NOR,26,WR,13,5,2,1.38,20.9,15.1,0.08,1.08,48,1.4,20.9,69.2%,10.5,,,0,0,,,,,1.38,15.1,20.9,1,
215,Robbie Anderson,2TM,29,WR,15,6,2.87,1.27,17.9,14.2,0.07,0.6,75,1.3,17.9,44.2%,6.3,,,0,0,,,,,1.27,14.2,17.9,1,0.07
216,Alexander Mattison,MIN,24,RB,15,0,1.07,0.87,5.2,6,0.07,0.27,16,0.9,5.2,81.3%,4.9,3.73,12.7,0.2,0.87,15,3.4,12.7,3.7,4.6,3.9,17.9,4,
217,J.D. McKissic,WAS,29,RB,8,0,5,3.38,21.6,6.4,0,0.88,14,3.4,21.6,67.5%,4.3,2.75,11.9,0,0.63,33,4.3,11.9,2.8,6.13,5.5,33.5,0,
218,Jamal Agnew,JAX,27,WR,13,0,2.15,1.62,13.5,8.3,0.23,0.69,24,1.6,13.5,75.0%,6.3,0.77,7.08,0,0.46,30,9.2,7.1,0.8,2.38,8.6,20.5,3,
219,Dante Pettis,CHI,27,WR,15,6,2.27,1.13,15.1,13.3,0.2,0.53,51,1.1,15.1,50.0%,6.6,0.13,2.47,0,0.13,29,18.5,2.5,0.1,1.27,13.8,17.5,3,0.07
220,Jamycal Hasty,JAX,26,RB,15,0,1.27,0.93,6.87,7.4,0.07,0.33,28,0.9,6.9,73.7%,5.4,2.2,10.4,0.07,0.33,61,4.7,10.4,2.2,3.13,5.5,17.3,2,
221,Justin Jackson,DET,26,RB,15,0,1.2,0.73,6,8.2,0.07,0.4,15,0.7,6,61.1%,5,2.73,11.2,0.07,0.53,27,4.1,11.2,2.7,3.47,5,17.2,2,
222,Isaiah Likely,BAL,22,TE,14,1,3,1.79,18.4,10.3,0.14,0.93,34,1.8,18.4,59.5%,6.1,,,0,0,,,,,1.79,10.3,18.4,2,
223,Damiere Byrd,ATL,29,WR,12,4,1.67,0.92,21.3,23.3,0.17,0.67,75,0.9,21.3,55.0%,12.8,,,0,0,,,,,0.92,23.3,21.3,2,
224,Logan Thomas,WAS,31,TE,12,11,4.25,2.58,20.9,8.1,0.08,1,27,2.6,20.9,60.8%,4.9,,,0,0,,,,,2.58,8.1,20.9,1,
225,Jonnu Smith,NWE,27,TE,14,8,2.71,1.93,17.5,9.1,0,0.64,53,1.9,17.5,71.1%,6.4,0.07,0.36,0,0.07,5,5,0.4,0.1,2,8.9,17.9,0,0.07
226,Hunter Renfrow,LVR,27,WR,8,1,4.88,3.25,31,9.5,0.13,1.75,27,3.3,31,66.7%,6.4,,,0,0,,,,,3.25,9.5,31,1,0.38
227,Joe Burrow*,CIN,26,QB,15,15,,,,,0,0,,,,,,4.8,16.5,0.33,1.8,23,3.4,16.5,4.8,4.8,3.4,16.5,5,0.33
228,Sammy Watkins,2TM,29,,10,4,2.3,1.4,24.6,17.6,0,1,55,1.4,24.6,60.9%,10.7,,,0,0,,,,,1.4,17.6,24.6,0,
229,Phillip Dorsett,HOU,29,WR,14,4,2.43,1.21,17.4,14.3,0.07,0.71,34,1.2,17.4,50.0%,7.1,,,0,0,,,,,1.21,14.3,17.4,1,
230,Jacoby Brissett,CLE,30,QB,14,11,,,,,0,0,,,,,,3.43,17.2,0.14,1.93,22,5,17.2,3.4,3.43,5,17.2,2,0.43
231,Skyy Moore,KAN,22,WR,15,3,1.93,1.27,14.5,11.4,0,0.73,30,1.3,14.5,65.5%,7.5,0.2,1.6,0,0.07,12,8,1.6,0.2,1.47,11,16.1,0,0.2
232,Colby Parkinson,SEA,23,TE,15,0,1.6,1.2,15.9,13.3,0.07,0.67,39,1.2,15.9,75.0%,10,,,0,0,,,,,1.2,13.3,15.9,1,
233,Kenny Pickett,PIT,24,QB,11,10,,,,,0,0,,,,,,4.27,21.3,0.27,1.82,23,5,21.3,4.3,4.27,5,21.3,3,0.27
234,Russell Wilson,DEN,34,QB,13,13,0.08,0.08,0.08,1,0,0,1,0.1,0.1,100.0%,1,3.31,17.8,0.08,1.23,19,5.4,17.8,3.3,3.38,5.3,17.9,1,0.38
235,Matt Breida,NYG,27,RB,15,0,1.07,0.8,6.53,8.2,0,0.27,16,0.8,6.5,75.0%,6.1,2.73,8.87,0.07,0.6,13,3.2,8.9,2.7,3.53,4.4,15.4,1,
236,Travis Homer,SEA,24,RB,10,1,1.8,1.6,15.7,9.8,0.1,0.7,27,1.6,15.7,88.9%,8.7,1.9,7.4,0,0.4,16,3.9,7.4,1.9,3.5,6.6,23.1,1,0.1
237,Van Jefferson,LAR,26,WR,9,7,3.78,2,25.7,12.8,0.33,1.56,23,2,25.7,52.9%,6.8,,,0,0,,,,,2,12.8,25.7,3,
238,Elijah Mitchell,SFO,24,RB,4,1,1,0.75,1.75,2.3,0,0,5,0.8,1.8,75.0%,1.8,10,56,0,2.75,19,5.6,56,10,10.8,5.4,57.8,0,
239,Trenton Irwin,CIN,27,WR,8,2,2.63,1.75,27.4,15.6,0.5,1.38,45,1.8,27.4,66.7%,10.4,0.13,1.38,0,0.13,11,11,1.4,0.1,1.88,15.3,28.8,4,
240,Daniel Bellinger,NYG,22,TE,11,10,2.91,2.45,20.5,8.4,0.18,1.09,20,2.5,20.5,84.4%,7.1,0.09,0.18,0.09,0.09,2,2,0.2,0.1,2.55,8.1,20.7,3,0.09
241,Wan'Dale Robinson,NYG,21,WR,6,3,5.17,3.83,37.8,9.9,0.17,2.17,19,3.8,37.8,74.2%,7.3,0.33,-0.17,0,0,4,-0.5,-0.2,0.3,4.17,9,37.7,1,
242,Shi Smith,CAR,24,WR,15,5,2.4,1.2,15.1,12.6,0.07,0.73,31,1.2,15.1,50.0%,6.3,,,0,0,,,,,1.2,12.6,15.1,1,0.27
243,Ameer Abdullah,LVR,29,RB,15,0,2,1.6,13.4,8.4,0.07,0.47,23,1.6,13.4,80.0%,6.7,0.27,1.33,0,0.13,7,5,1.3,0.3,1.87,7.9,14.7,1,
244,Justin Watson,KAN,26,WR,15,5,2,0.87,14.7,17,0.13,0.67,41,0.9,14.7,43.3%,7.4,,,0,0,,,,,0.87,17,14.7,2,
245,Craig Reynolds,DET,26,RB,8,0,1.25,1.13,14.5,12.9,0,0.63,36,1.1,14.5,90.0%,11.6,2.88,12.8,0,0.5,21,4.4,12.8,2.9,4,6.8,27.3,0,
246,Jordan Mason,SFO,23,RB,14,0,,,,,0,0,,,,,,2.36,15.5,0,0.64,55,6.6,15.5,2.4,2.36,6.6,15.5,0,
247,Ashton Dulin,IND,25,WR,11,2,2,1.36,18.8,13.8,0.09,1.09,39,1.4,18.8,68.2%,9.4,0.18,0.73,0,0.09,5,4,0.7,0.2,1.55,12.6,19.5,1,
248,David Bell,CLE,22,WR,14,3,2.36,1.71,15.3,8.9,0,0.5,20,1.7,15.3,72.7%,6.5,,,0,0,,,,,1.71,8.9,15.3,0,
249,Braxton Berrios,NYJ,27,WR,15,2,2.07,1.13,8.07,7.1,0,0.47,25,1.1,8.1,54.8%,3.9,0.6,6.07,0.13,0.33,25,10.1,6.1,0.6,1.73,8.2,14.1,2,0.07
250,Brandon Powell,LAR,27,WR,15,4,1.8,1.47,10.1,6.9,0,0.47,16,1.5,10.1,81.5%,5.6,1,3.93,0,0.27,20,3.9,3.9,1,2.47,5.7,14,0,0.07
251,Kyren Williams,LAR,22,RB,8,0,1.5,1.13,9.5,8.4,0,0.63,15,1.1,9.5,75.0%,6.3,4.13,16.6,0,0.75,17,4,16.6,4.1,5.25,5,26.1,0,
252,Harrison Bryant,CLE,24,TE,15,7,2.47,1.8,13.3,7.4,0.07,0.67,30,1.8,13.3,73.0%,5.4,0.07,0.53,0,0.07,8,8,0.5,0.1,1.87,7.4,13.9,1,
253,C.J. Uzomah,NYJ,29,TE,14,12,1.43,1.29,14.9,11.6,0.14,0.57,40,1.3,14.9,90.0%,10.4,,,0,0,,,,,1.29,11.6,14.9,2,
254,Malik Davis,DAL,24,RB,11,0,0.64,0.55,5.73,10.5,0,0.45,18,0.5,5.7,85.7%,9,3,12.9,0.09,0.45,23,4.3,12.9,3,3.55,5.3,18.6,1,
255,Brock Wright,DET,24,TE,15,8,1.27,1,13.5,13.5,0.13,0.73,51,1,13.5,78.9%,10.7,,,0,0,,,,,1,13.5,13.5,2,
256,Mike Boone,DEN,27,RB,9,0,1.67,1,10.7,10.7,0,0.22,34,1,10.7,60.0%,6.4,2.67,11.3,0,0.67,18,4.3,11.3,2.7,3.67,6,22,0,
257,KhaDarel Hodge,ATL,27,WR,15,1,1.27,0.8,13.1,16.4,0.07,0.47,39,0.8,13.1,63.2%,10.4,,,0,0,,,,,0.8,16.4,13.1,1,
258,Tyquan Thornton,NWE,22,WR,11,7,3.27,1.64,15.8,9.7,0.09,0.91,21,1.6,15.8,50.0%,4.8,0.27,1.45,0.09,0.09,19,5.3,1.5,0.3,1.91,9,17.3,2,
259,DeeJay Dallas,SEA,24,RB,13,0,1.08,1,5.69,5.7,0,0.23,10,1,5.7,92.9%,5.3,2,8.77,0,0.38,16,4.4,8.8,2,3,4.8,14.5,0,0.08
260,KJ Hamler,DEN,23,WR,7,0,2,1,23.6,23.6,0,0.43,55,1,23.6,50.0%,11.8,0.29,3.29,0,0.14,14,11.5,3.3,0.3,1.29,20.9,26.9,0,
261,Kyle Juszczyk*,SFO,31,FB,14,10,1.57,1.29,12.4,9.7,0.07,0.57,35,1.3,12.4,81.8%,7.9,0.36,1,0.07,0.21,9,2.8,1,0.4,1.64,8.2,13.4,2,
262,Ian Thomas,CAR,26,TE,15,15,1.93,1.33,12.5,9.4,0,0.53,50,1.3,12.5,69.0%,6.5,,,0,0,,,,,1.33,9.4,12.5,0,
263,Denzel Mims,NYJ,25,WR,8,4,3,1.38,23.3,16.9,0,0.88,63,1.4,23.3,45.8%,7.8,,,0,0,,,,,1.38,16.9,23.3,0,
264,Mo Alie-Cox,IND,29,TE,15,9,1.73,1.2,12.3,10.3,0.13,0.53,34,1.2,12.3,69.2%,7.1,,,0,0,,,,,1.2,10.3,12.3,2,0.07
265,Scott Miller,TAM,25,WR,13,1,2.92,1.69,13.6,8,0,0.62,23,1.7,13.6,57.9%,4.7,0.08,0.62,0,0,8,8,0.6,0.1,1.77,8,14.2,0,
266,Marlon Mack,2TM,26,,7,0,1.43,1.14,14.1,12.4,0.14,0.29,66,1.1,14.1,80.0%,9.9,2.29,12,0.14,0.57,17,5.3,12,2.3,3.43,7.6,26.1,2,
267,Cameron Brate,TAM,31,TE,10,1,3.8,2,17.4,8.7,0,0.8,21,2,17.4,52.6%,4.6,,,0,0,,,,,2,8.7,17.4,0,
268,Amari Rodgers,2TM,23,,14,1,1.36,0.79,12.1,15.5,0.07,0.71,37,0.8,12.1,57.9%,8.9,0.07,0.21,0,0,3,3,0.2,0.1,0.86,14.4,12.4,1,0.36
269,Adam Trautman,NOR,25,TE,13,10,1.54,1.23,13.3,10.8,0.08,0.54,22,1.2,13.3,80.0%,8.7,,,0,0,,,,,1.23,10.8,13.3,1,
270,Boston Scott,PHI,27,RB,13,2,0.38,0.38,1.15,3,0,0,5,0.4,1.2,100.0%,3,3.31,12.1,0.15,0.62,19,3.7,12.1,3.3,3.69,3.6,13.2,2,
271,Michael Thomas,NOR,29,WR,3,3,7.33,5.33,57,10.7,1,4.33,21,5.3,57,72.7%,7.8,,,0,0,,,,,5.33,10.7,57,3,
272,Raheem Blackshear,CAR,23,RB,11,1,1,0.82,8.55,10.4,0,0.27,27,0.8,8.5,81.8%,8.5,2,6.91,0.27,0.64,16,3.5,6.9,2,2.82,5.5,15.5,3,0.09
