,,,,,Games,,Receiving,,,,,,,,,,,Rushing,,,,,,,,Total Yds,,,,
133,Dalton Schultz,DAL,26,TE,12,12,5.5,3.58,37.1,10.3,0.25,1.67,30,3.6,37.1,65.2%,6.7,,,0,0,,,,,3.58,10.3,37.1,3,0.08
134,Cole Kmet,CHI,23,TE,14,14,3.93,2.79,30.9,11.1,0.36,1.5,50,2.8,30.9,70.9%,7.9,0.14,0.64,0,0.07,8,4.5,0.6,0.1,2.93,10.8,31.6,5,0.07
135,Marvin Jones,JAX,32,WR,14,9,4.86,2.71,31.4,11.6,0.21,1.71,37,2.7,31.4,55.9%,6.5,,,0,0,,,,,2.71,11.6,31.4,3,
136,Marcus Mariota,ATL,29,QB,13,13,,,,,0,0,,,,,,6.54,33.7,0.31,2.31,30,5.2,33.7,6.5,6.54,5.2,33.7,4,0.62
137,Josh Reynolds,DET,27,WR,11,10,4.73,3.09,38.8,12.6,0.27,2.09,31,3.1,38.8,65.4%,8.2,,,0,0,,,,,3.09,12.6,38.8,3,
138,Elijah Moore,NYJ,22,WR,14,8,4.43,2.43,29.8,12.3,0.07,1.43,42,2.4,29.8,54.8%,6.7,0.36,0.36,0,0.14,10,1,0.4,0.4,2.79,10.8,30.1,1,
139,Jaylen Warren,PIT,24,RB,13,0,1.85,1.62,13.7,8.5,0,0.69,26,1.6,13.7,87.5%,7.4,4.08,18.8,0.08,1.08,21,4.6,18.8,4.1,5.69,5.7,32.5,1,0.08
140,Demarcus Robinson,BAL,28,WR,14,4,4.43,3.14,29.9,9.5,0.07,1.36,31,3.1,29.9,71.0%,6.8,,,0,0,,,,,3.14,9.5,29.9,1,0.14
141,Kyler Murray,ARI,25,QB,11,11,,,,,0,0,,,,,,6.09,38,0.27,2.09,42,6.2,38,6.1,6.09,6.2,38,3,0.73
142,Robert Woods,TEN,30,WR,14,12,5.14,2.86,29.9,10.5,0.07,1.79,41,2.9,29.9,55.6%,5.8,,,0,0,,,,,2.86,10.5,29.9,1,0.07
143,Juwan Johnson,NOR,26,TE,13,9,4.23,2.69,32,11.9,0.54,1.46,41,2.7,32,63.6%,7.6,,,0,0,,,,,2.69,11.9,32,7,
144,Hunter Henry,NWE,28,TE,14,11,3.29,2.14,29.6,13.8,0.14,1.36,39,2.1,29.6,65.2%,9,,,0,0,,,,,2.14,13.8,29.6,2,
145,Noah Fant,SEA,25,TE,14,13,3.79,3,29.6,9.9,0.21,1.5,51,3,29.6,79.2%,7.8,,,0,0,,,,,3,9.9,29.6,3,
146,J.K. Dobbins,BAL,24,RB,6,6,1.17,1.17,7,6,0.17,0.5,20,1.2,7,100.0%,6,10.5,61.3,0.33,3.33,44,5.8,61.3,10.5,11.7,5.9,68.3,3,
147,Richie James,NYG,27,WR,14,4,3.71,3,28.8,9.6,0.21,1.5,20,3,28.8,80.8%,7.8,0.14,0.43,0,0,4,3,0.4,0.1,3.14,9.3,29.2,3,0.21
148,Rondale Moore,ARI,22,WR,8,8,7,5.13,51.8,10.1,0.13,2,38,5.1,51.8,73.2%,7.4,0.75,-0.63,0,0.13,9,-0.8,-0.6,0.8,5.88,8.7,51.1,1,
149,Zach Ertz,ARI,32,TE,10,10,6.9,4.7,40.6,8.6,0.4,2.4,32,4.7,40.6,68.1%,5.9,,,0,0,,,,,4.7,8.6,40.6,4,
150,Hayden Hurst,CIN,29,TE,12,12,5.25,4,33.3,8.3,0.17,1.83,29,4,33.3,76.2%,6.3,,,0,0,,,,,4,8.3,33.3,2,
151,Terrace Marshall Jr.,CAR,22,WR,11,7,3.45,2,36.1,18,0.09,1.73,43,2,36.1,57.9%,10.4,,,0,0,,,,,2,18,36.1,1,
152,Ben Skowronek,LAR,25,WR,14,11,4.36,2.79,26.9,9.6,0,1.14,32,2.8,26.9,63.9%,6.2,0.07,1.21,0.07,0.07,17,17,1.2,0.1,2.86,9.8,28.1,1,
153,Marquise Goodwin,SEA,32,WR,12,1,3.17,2.25,32.3,14.3,0.33,1.5,38,2.3,32.3,71.1%,10.2,0.17,0.42,0,0,7,2.5,0.4,0.2,2.42,13.5,32.7,4,
154,Darrell Henderson,LAR,25,RB,10,7,2.2,1.7,10.2,6,0,0.5,15,1.7,10.2,77.3%,4.6,7,28.3,0.3,1.4,23,4,28.3,7,8.7,4.4,38.5,3,
155,Rashid Shaheed,NOR,24,WR,9,3,2.11,1.67,37.1,22.3,0.22,1.33,68,1.7,37.1,78.9%,17.6,0.33,5.56,0.11,0.22,44,16.7,5.6,0.3,2,21.3,42.7,3,0.11
156,Randall Cobb,GNB,32,WR,10,2,4.4,2.9,38.1,13.1,0.1,1.8,40,2.9,38.1,65.9%,8.7,,,0,0,,,,,2.9,13.1,38.1,1,0.1
157,Romeo Doubs,GNB,22,WR,10,7,5.5,3.6,36.9,10.3,0.3,1.6,26,3.6,36.9,65.5%,6.7,0.1,1.1,0,0.1,11,11,1.1,0.1,3.7,10.3,38,3,0.2
158,Austin Hooper,TEN,28,TE,14,2,3.36,2.43,27.1,11.2,0.14,1.64,24,2.4,27.1,72.3%,8.1,,,0,0,,,,,2.43,11.2,27.1,2,
159,Chuba Hubbard,CAR,23,RB,12,1,1.08,0.92,9.83,10.7,0,0.33,45,0.9,9.8,84.6%,9.1,4.92,21.7,0.17,1.42,17,4.4,21.7,4.9,5.83,5.4,31.5,2,0.08
160,Chigoziem Okonkwo,TEN,23,TE,14,6,2.57,1.79,26.7,15,0.14,1.21,48,1.8,26.7,69.4%,10.4,0.21,0.14,0,0,6,0.7,0.1,0.2,2,13.4,26.9,2,
161,Robert Tonyan,GNB,28,TE,14,3,4.14,3.29,26.9,8.2,0.07,1.14,23,3.3,26.9,79.3%,6.5,,,0,0,,,,,3.29,8.2,26.9,1,
162,Greg Dulcich,DEN,22,TE,9,5,5.22,3.22,41.3,12.8,0.11,1.78,39,3.2,41.3,61.7%,7.9,,,0,0,,,,,3.22,12.8,41.3,1,
163,Treylon Burks,TEN,22,WR,8,4,4.63,3.13,44.9,14.4,0.13,1.75,51,3.1,44.9,67.6%,9.7,0.25,1.5,0,0.13,8,6,1.5,0.3,3.38,13.7,46.4,1,
164,Nick Westbrook-Ikhine,TEN,25,WR,14,11,3.07,1.57,26.4,16.8,0.21,1.21,63,1.6,26.4,51.2%,8.6,,,0,0,,,,,1.57,16.8,26.4,3,
165,Caleb Huntley,ATL,24,RB,12,0,0.17,0.17,0.25,1.5,0,0,2,0.2,0.3,100.0%,1.5,6.33,30.5,0.08,1.5,30,4.8,30.5,6.3,6.5,4.7,30.8,1,0.08
166,Nelson Agholor,NWE,29,WR,13,6,3.92,2.38,27.8,11.7,0.15,0.92,44,2.4,27.8,60.8%,7.1,,,0,0,,,,,2.38,11.7,27.8,2,0.15
167,Rashaad Penny,SEA,26,RB,5,5,1,0.8,3.2,4,0,0.4,6,0.8,3.2,80.0%,3.2,11.4,69.2,0.4,3,41,6.1,69.2,11.4,12.2,5.9,72.4,2,0.2
168,Trent Sherfield,MIA,26,WR,14,3,3.07,1.86,25.9,13.9,0.14,1.07,75,1.9,25.9,60.5%,8.4,,,0,0,,,,,1.86,13.9,25.9,2,
169,Cade Otton,TAM,23,TE,13,8,3.92,2.85,27.5,9.6,0.15,1.31,35,2.8,27.5,72.5%,7,,,0,0,,,,,2.85,9.6,27.5,2,
170,Kyle Pitts,ATL,22,TE,10,10,5.9,2.8,35.6,12.7,0.2,2,33,2.8,35.6,47.5%,6,,,0,0,,,,,2.8,12.7,35.6,2,
171,Equanimeous St. Brown,CHI,26,WR,14,14,2.43,1.29,21.4,16.7,0.07,0.93,56,1.3,21.4,52.9%,8.8,0.43,3.86,0,0.14,41,9,3.9,0.4,1.71,14.8,25.3,1,0.07
172,Jordan Akins,HOU,30,TE,12,2,3.33,2.33,29,12.4,0.25,1.42,46,2.3,29,70.0%,8.7,,,0,0,,,,,2.33,12.4,29,3,0.08
173,Michael Gallup,DAL,26,WR,11,8,5.18,2.82,30.8,10.9,0.27,1.64,27,2.8,30.8,54.4%,5.9,,,0,0,,,,,2.82,10.9,30.8,3,
174,Jauan Jennings,SFO,25,WR,13,2,3.69,2.31,26.1,11.3,0.08,1.62,44,2.3,26.1,62.5%,7.1,,,0,0,,,,,2.31,11.3,26.1,1,0.08
175,Allen Robinson,LAR,29,WR,10,10,5.2,3.3,33.9,10.3,0.3,2.3,29,3.3,33.9,63.5%,6.5,,,0,0,,,,,3.3,10.3,33.9,3,
176,Foster Moreau,LVR,25,TE,12,11,3.92,2.25,28,12.4,0.17,1.58,33,2.3,28,57.4%,7.1,0,0.17,0,0,,,0.2,0,2.25,12.5,28.2,2,0.08
177,Zonovan Knight,NYJ,21,RB,5,4,2.2,2.2,16.6,7.5,0,0.8,16,2.2,16.6,100.0%,7.5,13,50.2,0.2,2.4,48,3.9,50.2,13,15.2,4.4,66.8,1,0.2
178,Jahan Dotson,WAS,22,WR,9,7,4.56,2.56,37.6,14.7,0.67,1.78,61,2.6,37.6,56.1%,8.2,0.22,-0.78,0,0,3,-3.5,-0.8,0.2,2.78,13.2,36.8,6,
179,Will Dissly,SEA,26,TE,14,14,2.64,2.36,23.6,10,0.21,1.36,38,2.4,23.6,89.2%,8.9,,,0,0,,,,,2.36,10,23.6,3,
180,Greg Dortch,ARI,24,WR,13,2,3,2.62,24.9,9.5,0.15,1.15,47,2.6,24.9,87.2%,8.3,0.15,0.31,0,0,3,2,0.3,0.2,2.77,9.1,25.2,2,0.08
181,Mecole Hardman,KAN,24,WR,8,5,4.25,3.13,37.1,11.9,0.5,1.75,36,3.1,37.1,73.5%,8.7,0.5,3.88,0.25,0.38,25,7.8,3.9,0.5,3.63,11.3,41,6,0.13
182,DJ Chark,DET,26,WR,8,7,4.88,2.63,40.5,15.4,0.38,2.13,48,2.6,40.5,53.8%,8.3,,,0,0,,,,,2.63,15.4,40.5,3,
183,Kendall Hinton,DEN,25,WR,11,5,2.82,2.18,28.3,13,0,1.27,35,2.2,28.3,77.4%,10,0.09,1.18,0,0.09,13,13,1.2,0.1,2.27,13,29.5,0,
184,Dontrell Hilliard,TEN,27,RB,12,1,2.17,1.75,14.8,8.4,0.33,0.67,31,1.8,14.8,80.8%,6.8,1.83,12.1,0,0.33,30,6.6,12.1,1.8,3.58,7.5,26.8,4,
185,Quez Watkins,PHI,24,WR,14,7,2.93,2.14,22.9,10.7,0.21,0.79,53,2.1,22.9,73.2%,7.8,0.21,0.07,0,0,4,0.3,0.1,0.2,2.36,9.8,23,3,0.07
186,Gus Edwards,BAL,27,RB,6,3,0.33,0,0,,0,0,0,0,0,0.0%,0,11.5,52.7,0.5,4,25,4.6,52.7,11.5,11.5,4.6,52.7,3,0.17
187,Deon Jackson,IND,23,RB,13,2,1.77,1.62,9.62,6,0.08,0.46,22,1.6,9.6,91.3%,5.4,4.38,14.7,0.08,0.85,17,3.4,14.7,4.4,6,4.1,24.3,2,0.08
188,Julio Jones,TAM,33,WR,8,3,4.88,2.75,35.5,12.9,0.25,1.63,48,2.8,35.5,56.4%,7.3,0.5,4,0,0.38,15,8,4,0.5,3.25,12.2,39.5,2,
189,Russell Gage,TAM,26,WR,10,4,5.5,4,31.3,7.8,0.4,2.2,20,4,31.3,72.7%,5.7,,,0,0,,,,,4,7.8,31.3,4,0.1
190,Patrick Mahomes*,KAN,27,QB,14,14,,,,,0,0,,,,,,3.71,22.4,0.21,1.57,20,6,22.4,3.7,3.71,6,22.4,3,0.36
191,Kylen Granson,IND,24,TE,13,4,3.08,2.38,23.2,9.7,0,1.31,32,2.4,23.2,77.5%,7.6,0.08,0,0,0,0,0,0,0.1,2.46,9.4,23.2,0,0.08
192,Mark Ingram,NOR,33,RB,10,3,1.8,1.6,6.8,4.3,0,0.2,11,1.6,6.8,88.9%,3.8,6.2,23.3,0.1,1.2,14,3.8,23.3,6.2,7.8,3.9,30.1,1,0.2
193,Kenneth Gainwell,PHI,23,RB,14,0,1.57,1.14,7.43,6.5,0,0.36,14,1.1,7.4,72.7%,4.7,3.14,13.4,0.29,1,13,4.3,13.4,3.1,4.29,4.9,20.9,4,
194,Trevor Lawrence,JAX,23,QB,15,15,,,,,0,0,,,,,,3.73,19.3,0.33,1.67,24,5.2,19.3,3.7,3.73,5.2,19.3,5,0.67
195,Rashod Bateman,BAL,23,WR,6,5,4.67,2.5,47.5,19,0.33,1.17,75,2.5,47.5,53.6%,10.2,,,0,0,,,,,2.5,19,47.5,2,0.17
196,Justice Hill,BAL,25,RB,12,0,0.92,0.92,4.5,4.9,0,0.17,15,0.9,4.5,100.0%,4.9,3.5,19,0,0.92,34,5.4,19,3.5,4.42,5.3,23.5,0,0.17
197,Kendrick Bourne,NWE,27,WR,13,2,2.46,1.85,21,11.4,0,1,41,1.8,21,75.0%,8.5,0.31,0.62,0,0.08,15,2,0.6,0.3,2.15,10,21.6,0,0.15
198,Geno Smith*,SEA,32,QB,14,14,,,,,0,0,,,,,,4,20.1,0.07,1.29,24,5,20.1,4,4,5,20.1,1,0.5
199,Javonte Williams,DEN,22,RB,4,4,5.5,4,19,4.8,0,1,13,4,19,72.7%,3.5,11.8,51,0,2.25,17,4.3,51,11.8,15.8,4.4,70,0,0.25
200,Joshua Kelley,LAC,25,RB,10,1,1.8,1.1,8.5,7.7,0,0.4,22,1.1,8.5,61.1%,4.7,4.6,19.1,0.2,1.1,22,4.2,19.1,4.6,5.7,4.8,27.6,2,
201,Mike Gesicki,MIA,27,TE,14,1,2.86,1.79,19.6,11,0.29,1.07,30,1.8,19.6,62.5%,6.9,,,0,0,,,,,1.79,11,19.6,4,
202,Jarvis Landry,NOR,30,WR,9,3,4.33,2.78,30.2,10.9,0.11,1.33,40,2.8,30.2,64.1%,7,,,0,0,,,,,2.78,10.9,30.2,1,0.11
203,Tre'Quan Smith,NOR,26,WR,12,4,2.17,1.5,22.7,15.1,0.08,1.17,48,1.5,22.7,69.2%,10.5,,,0,0,,,,,1.5,15.1,22.7,1,
204,Tutu Atwell,LAR,23,WR,10,2,2.5,1.2,24.7,20.6,0.1,0.9,62,1.2,24.7,48.0%,9.9,0.8,2.3,0,0.1,9,2.9,2.3,0.8,2,13.5,27,1,
205,Robbie Anderson,2TM,29,WR,14,6,3.07,1.36,19.2,14.2,0.07,0.64,75,1.4,19.2,44.2%,6.3,,,0,0,,,,,1.36,14.2,19.2,1,0.07
206,J.D. McKissic,WAS,29,RB,8,0,5,3.38,21.6,6.4,0,0.88,14,3.4,21.6,67.5%,4.3,2.75,11.9,0,0.63,33,4.3,11.9,2.8,6.13,5.5,33.5,0,
207,Jamal Agnew,JAX,27,WR,13,0,2.15,1.62,13.5,8.3,0.23,0.69,24,1.6,13.5,75.0%,6.3,0.77,7.08,0,0.46,30,9.2,7.1,0.8,2.38,8.6,20.5,3,
208,Rex Burkhead,HOU,32,RB,13,0,3.23,2.38,14.3,6,0.08,0.62,17,2.4,14.3,73.8%,4.4,2,6.15,0,0.31,9,3.1,6.2,2,4.38,4.7,20.5,1,
209,Noah Gray,KAN,23,TE,14,7,2.21,1.79,18.9,10.6,0.07,0.93,27,1.8,18.9,80.6%,8.5,0.07,0.07,0.07,0.07,1,1,0.1,0.1,1.86,10.2,19,2,
210,Nyheim Hines,2TM,26,RB,14,5,2.5,2.07,16.6,8,0.07,0.71,22,2.1,16.6,82.9%,6.6,1.64,2.21,0.07,0.14,9,1.3,2.2,1.6,3.71,5.1,18.8,2,0.07
211,Isaiah Hodgins,2TM,24,WR,8,4,3.88,3.13,32.6,10.4,0.25,2,26,3.1,32.6,80.6%,8.4,,,0,0,,,,,3.13,10.4,32.6,2,0.13
212,Jamycal Hasty,JAX,26,RB,15,0,1.27,0.93,6.87,7.4,0.07,0.33,28,0.9,6.9,73.7%,5.4,2.2,10.4,0.07,0.33,61,4.7,10.4,2.2,3.13,5.5,17.3,2,
213,Justin Jackson,DET,26,RB,14,0,1.21,0.79,6.43,8.2,0.07,0.43,15,0.8,6.4,64.7%,5.3,2.86,12.1,0.07,0.57,27,4.2,12.1,2.9,3.64,5.1,18.5,2,
214,Laviska Shenault Jr.,CAR,24,WR,10,1,2.5,2.1,19.8,9.4,0.1,0.7,67,2.1,19.8,84.0%,7.9,0.7,5.7,0.1,0.1,41,8.1,5.7,0.7,2.8,9.1,25.5,2,
215,Isaiah Likely,BAL,22,TE,13,1,3.08,1.85,19.5,10.6,0.15,1,34,1.8,19.5,60.0%,6.4,,,0,0,,,,,1.85,10.6,19.5,2,
216,Alexander Mattison,MIN,24,RB,14,0,1.14,0.93,5.57,6,0.07,0.29,16,0.9,5.6,81.3%,4.9,3.71,12.4,0.21,0.86,15,3.3,12.4,3.7,4.64,3.9,18,4,
217,Dante Pettis,CHI,27,WR,14,5,2.07,1.07,15.4,14.3,0.14,0.5,51,1.1,15.4,51.7%,7.4,0.14,2.64,0,0.14,29,18.5,2.6,0.1,1.21,14.8,18,2,0.07
218,Joe Burrow*,CIN,26,QB,14,14,,,,,0,0,,,,,,4.86,17.3,0.36,1.79,23,3.6,17.3,4.9,4.86,3.6,17.3,5,0.36
219,Jacoby Brissett,CLE,30,QB,14,11,,,,,0,0,,,,,,3.43,17.2,0.14,1.93,22,5,17.2,3.4,3.43,5,17.2,2,0.43
220,Damiere Byrd,ATL,29,WR,11,3,1.64,0.91,21.9,24.1,0.18,0.73,75,0.9,21.9,55.6%,13.4,,,0,0,,,,,0.91,24.1,21.9,2,
221,Jelani Woods,IND,24,TE,12,0,2.25,1.5,20.1,13.4,0.25,1.08,36,1.5,20.1,66.7%,8.9,,,0,0,,,,,1.5,13.4,20.1,3,0.08
222,Skyy Moore,KAN,22,WR,14,3,2,1.29,15.1,11.8,0,0.79,30,1.3,15.1,64.3%,7.6,0.21,1.71,0,0.07,12,8,1.7,0.2,1.5,11.2,16.9,0,0.21
223,Chase Edmonds,2TM,26,RB,10,2,1.9,1.1,9.6,8.7,0.1,0.4,15,1.1,9.6,57.9%,5.1,4.6,13.5,0.2,0.6,28,2.9,13.5,4.6,5.7,4.1,23.1,3,
224,Travis Homer,SEA,24,RB,9,1,2,1.78,17.4,9.8,0.11,0.78,27,1.8,17.4,88.9%,8.7,2.11,8.22,0,0.44,16,3.9,8.2,2.1,3.89,6.6,25.7,1,0.11
225,Elijah Mitchell,SFO,24,RB,4,1,1,0.75,1.75,2.3,0,0,5,0.8,1.8,75.0%,1.8,10,56,0,2.75,19,5.6,56,10,10.8,5.4,57.8,0,
226,Zack Moss,2TM,25,RB,10,0,0.9,0.7,2.7,3.9,0,0.1,8,0.7,2.7,77.8%,3,4.8,20.3,0,0.7,43,4.2,20.3,4.8,5.5,4.2,23,0,0.1
227,Jonnu Smith,NWE,27,TE,13,7,2.62,1.85,17.2,9.3,0,0.69,53,1.8,17.2,70.6%,6.6,0.08,0.38,0,0.08,5,5,0.4,0.1,1.92,9.2,17.6,0,0.08
228,Wan'Dale Robinson,NYG,21,WR,6,3,5.17,3.83,37.8,9.9,0.17,2.17,19,3.8,37.8,74.2%,7.3,0.33,-0.17,0,0,4,-0.5,-0.2,0.3,4.17,9,37.7,1,
229,Kenny Pickett,PIT,24,QB,10,9,,,,,0,0,,,,,,4.4,22.5,0.3,1.8,23,5.1,22.5,4.4,4.4,5.1,22.5,3,0.3
230,Darren Waller,LVR,30,TE,6,5,4.5,3.17,37.2,11.7,0.33,1.83,31,3.2,37.2,70.4%,8.3,,,0,0,,,,,3.17,11.7,37.2,2,
231,Matt Breida,NYG,27,RB,14,0,1.14,0.86,7,8.2,0,0.29,16,0.9,7,75.0%,6.1,2.79,8.86,0.07,0.64,13,3.2,8.9,2.8,3.64,4.4,15.9,1,
232,Justin Watson,KAN,26,WR,14,4,1.86,0.93,15.8,17,0.14,0.71,41,0.9,15.8,50.0%,8.5,,,0,0,,,,,0.93,17,15.8,2,
233,Craig Reynolds,DET,26,RB,8,0,1.25,1.13,14.5,12.9,0,0.63,36,1.1,14.5,90.0%,11.6,2.88,12.8,0,0.5,21,4.4,12.8,2.9,4,6.8,27.3,0,
234,Jordan Mason,SFO,23,RB,13,0,,,,,0,0,,,,,,2.54,16.7,0,0.69,55,6.6,16.7,2.5,2.54,6.6,16.7,0,
235,Logan Thomas,WAS,31,TE,11,10,3.91,2.27,19.6,8.6,0.09,0.91,27,2.3,19.6,58.1%,5,,,0,0,,,,,2.27,8.6,19.6,1,
236,Russell Wilson,DEN,34,QB,12,12,0.08,0.08,0.08,1,0,0,1,0.1,0.1,100.0%,1,3.42,17.9,0.08,1.17,19,5.2,17.9,3.4,3.5,5.1,18,1,0.42
237,Ashton Dulin,IND,25,WR,10,2,2.2,1.5,20.7,13.8,0.1,1.2,39,1.5,20.7,68.2%,9.4,0.2,0.8,0,0.1,5,4,0.8,0.2,1.7,12.6,21.5,1,
238,Braxton Berrios,NYJ,27,WR,15,2,2.07,1.13,8.07,7.1,0,0.47,25,1.1,8.1,54.8%,3.9,0.6,6.07,0.13,0.33,25,10.1,6.1,0.6,1.73,8.2,14.1,2,0.07
239,Van Jefferson,LAR,26,WR,8,6,3.63,1.88,26.5,14.1,0.38,1.63,23,1.9,26.5,51.7%,7.3,,,0,0,,,,,1.88,14.1,26.5,3,
240,Shi Smith,CAR,24,WR,14,5,2.43,1.21,14.9,12.3,0.07,0.71,31,1.2,14.9,50.0%,6.1,,,0,0,,,,,1.21,12.3,14.9,1,0.21
241,Harrison Bryant,CLE,24,TE,14,6,2.64,1.93,14.3,7.4,0.07,0.71,30,1.9,14.3,73.0%,5.4,0.07,0.57,0,0.07,8,8,0.6,0.1,2,7.4,14.9,1,
242,Ray-Ray McCloud,SFO,26,WR,14,2,1.57,0.93,14.4,15.5,0.07,0.71,33,0.9,14.4,59.1%,9.1,0.21,0.5,0,0,3,2.3,0.5,0.2,1.14,13,14.9,1,0.14
243,C.J. Uzomah,NYJ,29,TE,14,12,1.43,1.29,14.9,11.6,0.14,0.57,40,1.3,14.9,90.0%,10.4,,,0,0,,,,,1.29,11.6,14.9,2,
244,Hunter Renfrow,LVR,27,WR,7,1,4.57,3.14,29.4,9.4,0,1.57,27,3.1,29.4,68.8%,6.4,,,0,0,,,,,3.14,9.4,29.4,0,0.43
245,Sammy Watkins,GNB,29,WR,9,3,2.44,1.44,22.9,15.8,0,1,55,1.4,22.9,59.1%,9.4,,,0,0,,,,,1.44,15.8,22.9,0,
246,Daniel Bellinger,NYG,22,TE,10,9,3,2.5,19.9,8,0.2,1.2,20,2.5,19.9,83.3%,6.6,0.1,0.2,0.1,0.1,2,2,0.2,0.1,2.6,7.7,20.1,3,
247,Mike Boone,DEN,27,RB,9,0,1.67,1,10.7,10.7,0,0.22,34,1,10.7,60.0%,6.4,2.67,11.3,0,0.67,18,4.3,11.3,2.7,3.67,6,22,0,
248,Phillip Dorsett,HOU,29,WR,13,4,2.38,1.08,15.2,14.1,0.08,0.62,34,1.1,15.2,45.2%,6.4,,,0,0,,,,,1.08,14.1,15.2,1,
249,KhaDarel Hodge,ATL,27,WR,14,1,1.36,0.86,14.1,16.4,0.07,0.5,39,0.9,14.1,63.2%,10.4,,,0,0,,,,,0.86,16.4,14.1,1,
250,David Bell,CLE,22,WR,13,3,2.38,1.77,15.1,8.5,0,0.46,20,1.8,15.1,74.2%,6.3,,,0,0,,,,,1.77,8.5,15.1,0,
251,Brandon Powell,LAR,27,WR,14,3,1.71,1.36,9.93,7.3,0,0.43,16,1.4,9.9,79.2%,5.8,0.93,4,0,0.29,20,4.3,4,0.9,2.29,6.1,13.9,0,0.07
252,Ameer Abdullah,LVR,29,RB,14,0,2,1.57,12.4,7.9,0.07,0.43,23,1.6,12.4,78.6%,6.2,0.29,1.43,0,0.14,7,5,1.4,0.3,1.86,7.5,13.9,1,
253,Colby Parkinson,SEA,23,TE,14,0,1.43,1.07,13.9,12.9,0.07,0.64,36,1.1,13.9,75.0%,9.7,,,0,0,,,,,1.07,12.9,13.9,1,
254,Brock Wright,DET,24,TE,14,7,1.29,1,13.7,13.7,0.14,0.71,51,1,13.7,77.8%,10.7,,,0,0,,,,,1,13.7,13.7,2,
255,KJ Hamler,DEN,23,WR,7,0,2,1,23.6,23.6,0,0.43,55,1,23.6,50.0%,11.8,0.29,3.29,0,0.14,14,11.5,3.3,0.3,1.29,20.9,26.9,0,
256,Kyle Juszczyk*,SFO,31,FB,13,10,1.69,1.38,13.4,9.7,0.08,0.62,35,1.4,13.4,81.8%,7.9,0.38,1.08,0.08,0.23,9,2.8,1.1,0.4,1.77,8.2,14.5,2,
257,Kyren Williams,LAR,22,RB,7,0,1.57,1.14,10.4,9.1,0,0.71,15,1.1,10.4,72.7%,6.6,3.86,16.4,0,0.71,17,4.3,16.4,3.9,5,5.4,26.9,0,
258,Denzel Mims,NYJ,25,WR,8,4,3,1.38,23.3,16.9,0,0.88,63,1.4,23.3,45.8%,7.8,,,0,0,,,,,1.38,16.9,23.3,0,
259,Trenton Irwin,CIN,27,WR,7,2,2.43,1.57,24.9,15.8,0.29,1.14,45,1.6,24.9,64.7%,10.2,0.14,1.57,0,0.14,11,11,1.6,0.1,1.71,15.4,26.4,2,
260,Scott Miller,TAM,25,WR,12,1,3.08,1.83,14.8,8,0,0.67,23,1.8,14.8,59.5%,4.8,0.08,0.67,0,0,8,8,0.7,0.1,1.92,8,15.4,0,
261,Mo Alie-Cox,IND,29,TE,14,9,1.71,1.21,13.1,10.8,0.14,0.57,34,1.2,13.1,70.8%,7.6,,,0,0,,,,,1.21,10.8,13.1,2,0.07
262,Tyquan Thornton,NWE,22,WR,10,6,3.3,1.7,16.6,9.8,0.1,1,21,1.7,16.6,51.5%,5,0.3,1.6,0.1,0.1,19,5.3,1.6,0.3,2,9.1,18.2,2,
263,Ian Thomas,CAR,26,TE,14,14,1.86,1.36,12.6,9.3,0,0.5,50,1.4,12.6,73.1%,6.8,,,0,0,,,,,1.36,9.3,12.6,0,
264,Cameron Brate,TAM,31,TE,9,1,4.22,2.22,19.3,8.7,0,0.89,21,2.2,19.3,52.6%,4.6,,,0,0,,,,,2.22,8.7,19.3,0,
265,Adam Trautman,NOR,25,TE,12,9,1.67,1.33,14.4,10.8,0.08,0.58,22,1.3,14.4,80.0%,8.7,,,0,0,,,,,1.33,10.8,14.4,1,
266,Boston Scott,PHI,27,RB,12,2,0.42,0.42,1.25,3,0,0,5,0.4,1.3,100.0%,3,3.58,13.1,0.17,0.67,19,3.7,13.1,3.6,4,3.6,14.3,2,
267,Michael Thomas,NOR,29,WR,3,3,7.33,5.33,57,10.7,1,4.33,21,5.3,57,72.7%,7.8,,,0,0,,,,,5.33,10.7,57,3,
268,Irv Smith Jr.,MIN,24,TE,7,0,4.71,3.14,24,7.6,0.29,1.29,17,3.1,24,66.7%,5.1,,,0,0,,,,,3.14,7.6,24,2,0.14
269,Ty Johnson,NYJ,25,RB,15,0,1.07,0.6,4.27,7.1,0,0.07,16,0.6,4.3,56.3%,4,1.13,6.8,0.07,0.13,32,6,6.8,1.1,1.73,6.4,11.1,1,
270,Marlon Mack,2TM,26,,6,0,1.5,1.33,16.5,12.4,0.17,0.33,66,1.3,16.5,88.9%,11,2,10.3,0.17,0.5,17,5.2,10.3,2,3.33,8.1,26.8,2,
271,Sony Michel,LAC,27,RB,10,0,1.3,0.9,5.3,5.9,0,0.1,9,0.9,5.3,69.2%,4.1,3.6,10.6,0,0.8,12,2.9,10.6,3.6,4.5,3.5,15.9,0,
272,Dyami Brown,WAS,23,WR,12,0,1.17,0.42,11.9,28.6,0.17,0.42,75,0.4,11.9,35.7%,10.2,0.08,1.25,0,0.08,15,15,1.3,0.1,0.5,26.3,13.2,2,
273,Marquez Callaway,NOR,24,WR,12,3,2.58,1.33,13.2,9.9,0.08,0.92,33,1.3,13.2,51.6%,5.1,,,0,0,,,,,1.33,9.9,13.2,1,
