player,pos,age,g_number,week,team,opp,home_away,yds_rec,tgt_rec,yds_2_rec,tgt_2_rec,rec_rec,yds_3_rec,y_r_rec,td_rec,ctch_percent_rec,y_tgt_rec,yds_rus,att_rus,yds_2_rus,att_2_rus,yds_3_rus,y_a_rus,td_rus,att_pas,cmp_pas,att_2_pas,inc_pas,cmp_percent_pas,yds_pas,td_pas,int_pas,pick6_pas,td_percent_pas,int_percent_pas,rate_3_pas,sk_pas,yds_2_pas,sk_percent_pas,y_a_pas,ay_a_pas,any_a_pas,y_c_pas,points
Chris Godwin,WR,26-231,6,6,TAM,PIT,away,95,12,95,12,6,95,15.8,0,50,7.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5
Robert Tonyan,TE,28-169,6,6,GNB,NYJ,home,90,12,90,12,10,90,9,0,83.3,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
Christian McCaffrey,RB,26-131,6,6,CAR,LAR,away,89,8,89,8,7,89,12.7,0,87.5,11.1,69,13,69,13,69,5.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.3
Dante Pettis,WR,26-355,6,6,CHI,WAS,home,84,7,84,7,4,84,21,1,57.1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.4
Brandon Aiyuk,WR,24-213,6,6,SFO,ATL,away,83,11,83,11,8,83,10.4,2,72.7,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.3
George Kittle,TE,29-007,6,6,SFO,ATL,away,83,10,83,10,8,83,10.4,0,80,8.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.3
Cooper Kupp,WR,29-123,6,6,LAR,CAR,home,80,8,80,8,7,80,11.4,0,87.5,10,17,2,17,2,17,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.2
Deon Jackson,RB,23-240,6,6,IND,JAX,home,79,10,79,10,10,79,7.9,0,100,7.9,42,12,42,12,42,3.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.1
Deebo Samuel,WR,26-274,6,6,SFO,ATL,away,79,10,79,10,7,79,11.3,0,70,7.9,11,2,11,2,11,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5
Allen Lazard,WR,26-309,6,6,GNB,NYJ,home,76,9,76,9,4,76,19,1,44.4,8.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.600000000000001
Gabriel Davis,WR,23-198,6,6,BUF,KAN,away,74,6,74,6,3,74,24.7,1,50,12.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.9
Donovan Peoples Jones,WR,23-239,6,6,CLE,NWE,home,74,5,74,5,4,74,18.5,0,80,14.8,2,1,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.6
Zach Ertz,TE,31-340,6,6,ARI,SEA,away,70,10,70,10,7,70,10,0,70,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.5
Mike Gesicki,TE,27-013,6,6,MIA,MIN,home,69,7,69,7,6,69,11.5,2,85.7,9.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.9
Marquise Brown,WR,25-134,6,6,ARI,SEA,away,68,9,68,9,5,68,13.6,0,55.6,7.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.3
CeeDee Lamb,WR,23-191,6,6,DAL,PHI,away,68,10,68,10,5,68,13.6,0,50,6.8,9,2,9,2,9,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.200000000000001
Darnell Mooney,WR,24-349,6,6,CHI,WAS,home,68,12,68,12,7,68,9.7,0,58.3,5.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.3
A J Brown,WR,25-108,6,6,PHI,DAL,home,67,8,67,8,5,67,13.4,1,62.5,8.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.2
Tyler Boyd,WR,27-335,6,6,CIN,NOR,away,66,6,66,6,6,66,11,0,100,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.600000000000001
DeVante Parker,WR,29-269,6,6,NWE,CLE,away,64,6,64,6,4,64,16,0,66.7,10.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.4
Allen Robinson,WR,29-053,6,6,LAR,CAR,home,63,6,63,6,5,63,12.6,1,83.3,10.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.8
Hunter Henry,TE,27-313,6,6,NWE,CLE,away,61,7,61,7,4,61,15.3,1,57.1,8.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.100000000000001
Jonnu Smith,TE,27-055,6,6,NWE,CLE,away,61,2,61,2,2,61,30.5,0,100,30.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1000000000000005
Jakobi Meyers,WR,25-341,6,6,NWE,CLE,away,60,4,60,4,4,60,15,0,100,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
David Njoku,TE,26-098,6,6,CLE,NWE,home,58,6,58,6,3,58,19.3,0,50,9.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.300000000000001
Olamide Zaccheaus,WR,25-085,6,6,ATL,SFO,home,58,4,58,4,4,58,14.5,0,100,14.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.800000000000001
Parris Campbell,WR,25-092,6,6,IND,JAX,home,57,11,57,11,7,57,8.1,1,63.6,5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.2
Josh Palmer,WR,24-025,6,6,LAC,DEN,home,57,12,57,12,9,57,6.3,0,75,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.2
Jerry Jeudy,WR,23-176,6,6,DEN,LAC,away,54,7,54,7,3,54,18,0,42.9,7.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.9
Donald Parham,TE,25-062,6,6,LAC,DEN,home,53,3,53,3,3,53,17.7,0,100,17.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.800000000000001
Corey Davis,WR,27-278,6,6,NYJ,GNB,away,52,4,52,4,2,52,26,0,50,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.2
Connor Heyward,TE,23-267,6,6,PIT,TAM,home,49,3,49,3,2,49,24.5,0,66.7,16.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.9
Rondale Moore,WR,22-129,6,6,ARI,SEA,away,49,10,49,10,6,49,8.2,0,60,4.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.9
Alec Pierce,WR,22-167,6,6,IND,JAX,home,49,7,49,7,3,49,16.3,1,42.9,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.4
Austin Ekeler,RB,27-153,6,6,LAC,DEN,home,47,16,47,16,10,47,4.7,0,62.5,2.9,36,14,36,14,36,2.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.299999999999997
Tee Higgins,WR,23-271,6,6,CIN,NOR,away,47,9,47,9,6,47,7.8,0,66.7,5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.7
Noah Fant,TE,24-330,6,6,SEA,ARI,home,45,7,45,7,6,45,7.5,0,85.7,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5
Amari Cooper,WR,28-121,6,6,CLE,NWE,home,44,12,44,12,4,44,11,1,33.3,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.4
Greg Dulcich,TE,22-205,6,6,DEN,LAC,away,44,3,44,3,2,44,22,1,66.7,14.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4
KJ Hamler,WR,23-101,6,6,DEN,LAC,away,44,3,44,3,2,44,22,0,66.7,14.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.4
DeVonta Smith,WR,23-336,6,6,PHI,DAL,home,44,5,44,5,5,44,8.8,1,100,8.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.9
Tre Quan Smith,WR,26-282,6,6,NOR,CIN,home,43,3,43,3,3,43,14.3,1,100,14.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.8
Mike Evans,WR,29-056,6,6,TAM,PIT,away,42,4,42,4,4,42,10.5,0,100,10.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.2
Mecole Hardman,WR,24-218,6,6,KAN,BUF,home,42,4,42,4,3,42,14,1,75,10.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.7
Zay Jones,WR,27-200,6,6,JAX,IND,away,42,5,42,5,5,42,8.4,0,100,8.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7
Juwan Johnson,TE,26-033,6,6,NOR,CIN,home,41,6,41,6,4,41,10.3,0,66.7,6.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.1000000000000005
Terry McLaurin,WR,27-028,6,6,WAS,CHI,away,41,4,41,4,3,41,13.7,0,75,10.3,11,2,11,2,11,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.700000000000001
Evan Engram,TE,28-044,6,6,JAX,IND,away,40,6,40,6,5,40,8,0,83.3,6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5
Jake Ferguson,TE,23-271,6,6,DAL,PHI,away,40,6,40,6,4,40,10,1,66.7,6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
Drake London,WR,21-084,6,6,ATL,SFO,home,40,4,40,4,3,40,13.3,0,75,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5
Ben Skowronek,WR,25-111,6,6,LAR,CAR,home,40,5,40,5,5,40,8,0,100,8,17,1,17,1,17,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.2
D Wayne Eskridge,WR,25-207,6,6,SEA,ARI,home,39,3,39,3,3,39,13,0,100,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.4
Daniel Bellinger,TE,22-024,6,6,NYG,BAL,home,38,5,38,5,5,38,7.6,1,100,7.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.3
Leonard Fournette,RB,27-271,6,6,TAM,PIT,away,38,6,38,6,6,38,6.3,1,100,6.3,63,21,63,21,63,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.1
Kylen Granson,TE,24-203,6,6,IND,JAX,home,38,4,38,4,4,38,9.5,0,100,9.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.800000000000001
Dawson Knox,TE,25-336,6,6,BUF,KAN,away,37,3,37,3,3,37,12.3,1,100,12.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.2
Wan Dale Robinson,WR,21-284,6,6,NYG,BAL,home,37,4,37,4,3,37,12.3,1,75,9.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.2
Tyquan Thornton,WR,22-070,6,6,NWE,CLE,away,37,5,37,5,4,37,9.3,1,80,7.4,16,3,16,3,16,5.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.3
Marquez Callaway,WR,24-203,6,6,NOR,CIN,home,36,7,36,7,3,36,12,0,42.9,5.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.1
Adam Thielen,WR,32-055,6,6,MIN,MIA,away,36,8,36,8,4,36,9,1,50,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.6
D K Metcalf,WR,24-306,6,6,SEA,ARI,home,34,7,34,7,2,34,17,0,28.6,4.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.4
Kyle Juszczyk,FB,31-176,6,6,SFO,ATL,away,33,4,33,4,4,33,8.3,0,100,8.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.300000000000001
Isaiah Likely,TE,22-181,6,6,BAL,NYG,away,30,4,30,4,2,30,15,0,50,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Gerald Everett,TE,28-114,6,6,LAC,DEN,home,29,7,29,7,5,29,5.8,0,71.4,4.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.4
Jerick McKinnon,RB,30-166,6,6,KAN,BUF,home,29,3,29,3,3,29,9.7,0,100,9.7,1,2,1,2,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5
Eno Benjamin,RB,23-186,6,6,ARI,SEA,away,28,3,28,3,3,28,9.3,0,100,9.3,37,15,37,15,37,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
Chase Edmonds,RB,26-186,6,6,MIA,MIN,home,28,2,28,2,2,28,14,0,100,14,3,2,3,2,3,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.1000000000000005
Diontae Johnson,WR,26-103,6,6,PIT,TAM,home,28,7,28,7,5,28,5.6,0,71.4,4,8,2,8,2,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.1000000000000005
George Pickens,WR,21-226,6,6,PIT,TAM,home,27,6,27,6,3,27,9,0,50,4.5,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.3
Brandon Powell,WR,27-034,6,6,LAR,CAR,home,27,5,27,5,4,27,6.8,0,80,5.4,13,3,13,3,13,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Demarcus Robinson,WR,28-025,6,6,BAL,NYG,away,27,5,27,5,3,27,9,0,60,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2
Jelani Woods,TE,24-007,6,6,IND,JAX,home,27,3,27,3,2,27,13.5,1,66.7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.7
Marquise Goodwin,WR,31-331,6,6,SEA,ARI,home,26,2,26,2,2,26,13,0,100,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6
Marcus Johnson,WR,28-072,6,6,NYG,BAL,home,25,4,25,4,2,25,12.5,0,50,6.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5
Aaron Jones,RB,27-318,6,6,GNB,NYJ,home,25,4,25,4,3,25,8.3,0,75,6.3,19,9,19,9,19,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.9
Alvin Kamara,RB,27-083,6,6,NOR,CIN,home,25,9,25,9,6,25,4.2,0,66.7,2.8,99,19,99,19,99,5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.4
Christian Kirk,WR,25-332,6,6,JAX,IND,away,24,5,24,5,4,24,6,1,80,4.8,4,1,4,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.8
Skyy Moore,WR,22-036,6,6,KAN,BUF,home,24,3,24,3,1,24,24,0,33.3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9000000000000004
Joe Mixon,RB,26-084,6,6,CIN,NOR,away,23,6,23,6,4,23,5.8,1,66.7,3.8,45,8,45,8,45,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.8
Cade Otton,TE,23-184,6,6,TAM,PIT,away,23,3,23,3,2,23,11.5,0,66.7,7.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3000000000000003
Cole Turner,TE,22-211,6,6,WAS,CHI,away,23,2,23,2,2,23,11.5,0,100,11.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3000000000000003
Travis Etienne,RB,23-263,6,6,JAX,IND,away,22,2,22,2,2,22,11,0,100,11,86,10,86,10,86,8.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.8
Dallas Goedert,TE,27-286,6,6,PHI,DAL,home,22,6,22,6,2,22,11,0,33.3,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2
Peyton Hendershot,TE,23-176,6,6,DAL,PHI,away,22,5,22,5,2,22,11,0,40,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2
Devin Singletary,RB,25-043,6,6,BUF,KAN,away,22,5,22,5,4,22,5.5,0,80,4.4,85,17,85,17,85,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.7
Ian Thomas,TE,26-132,6,6,CAR,LAR,away,22,2,22,2,2,22,11,0,100,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2
Pharaoh Brown,TE,28-165,6,6,CLE,NWE,home,21,3,21,3,2,21,10.5,0,66.7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1
Romeo Doubs,WR,22-186,6,6,GNB,NYJ,home,21,9,21,9,4,21,5.3,0,44.4,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.1
Hayden Hurst,TE,29-053,6,6,CIN,NOR,away,21,3,21,3,3,21,7,0,100,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6
Josh Oliver,TE,25-209,6,6,BAL,NYG,away,21,3,21,3,2,21,10.5,0,66.7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1
Jack Stoll,TE,24-261,6,6,PHI,DAL,home,21,1,21,1,1,21,21,0,100,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6
Russell Gage,WR,26-267,6,6,TAM,PIT,away,20,4,20,4,2,20,10,0,50,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Tim Jones,WR,24-153,6,6,JAX,IND,away,20,1,20,1,1,20,20,0,100,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5
Kyle Pitts,TE,22-010,6,6,ATL,SFO,home,19,3,19,3,3,19,6.3,1,100,6.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.4
Harrison Bryant,TE,24-176,6,6,CLE,NWE,home,18,4,18,4,3,18,6,0,75,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3
Michael Gallup,WR,26-226,6,6,DAL,PHI,away,18,7,18,7,2,18,9,0,28.6,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8
Antonio Gibson,RB,24-112,6,6,WAS,CHI,away,18,4,18,4,3,18,6,0,75,4.5,35,5,35,5,35,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.8
Reggie Gilliam,FB,25-057,6,6,BUF,KAN,away,18,3,18,3,3,18,6,0,100,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3
Richie James,WR,27-041,6,6,NYG,BAL,home,18,2,18,2,2,18,9,0,100,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8
Jauan Jennings,WR,25-098,6,6,SFO,ATL,away,18,3,18,3,2,18,9,0,66.7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8
K J Osborn,WR,25-128,6,6,MIN,MIA,away,18,5,18,5,3,18,6,0,60,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3
Darius Slayton,WR,25-277,6,6,NYG,BAL,home,18,3,18,3,1,18,18,0,33.3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3
Kendrick Bourne,WR,27-073,6,6,NWE,CLE,away,17,1,17,1,1,17,17,0,100,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2
Matt Breida,RB,27-230,6,6,NYG,BAL,home,17,2,17,2,2,17,8.5,0,100,8.5,-6,3,-6,3,-6,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1
DeAndre Carter,WR,29-190,6,6,LAC,DEN,home,17,5,17,5,3,17,5.7,0,60,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2
Tyler Lockett,WR,30-018,6,6,SEA,ARI,home,17,5,17,5,2,17,8.5,0,40,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7
C J Uzomah,TE,29-275,6,6,NYJ,GNB,away,17,2,17,2,2,17,8.5,0,100,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7
Mike Williams,WR,28-013,6,6,LAC,DEN,home,17,6,17,6,2,17,8.5,0,33.3,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7
Tyler Conklin,TE,27-078,6,6,NYJ,GNB,away,16,2,16,2,1,16,16,0,50,8,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2
Eric Tomlinson,TE,30-178,6,6,DEN,LAC,away,16,1,16,1,1,16,16,0,100,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1
Cole Kmet,TE,23-217,6,6,CHI,WAS,home,15,3,15,3,1,15,15,0,33.3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Rhamondre Stevenson,RB,24-235,6,6,NWE,CLE,away,15,5,15,5,4,15,3.8,0,80,3,76,19,76,19,76,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.1
