player,Position_yah,Opponent_yah,expected_points,Salary_yah,home_away,games,ex_ppd
Josh Allen,QB,CIN,22.352235734794693,37,Away,15,0.6041144793187755
Justin Herbert,QB,LAR,16.829609654359228,33,Home,15,0.509988171344219
Tom Brady,QB,CAR,16.603542966092036,26,Home,15,0.6385978063881552
Patrick Mahomes,QB,DEN,23.47935887473604,37,Home,15,0.6345772668847578
Aaron Rodgers,QB,MIN,15.35613143180964,27,Home,15,0.5687456085855422
Matthew Stafford,QB,LAC,12.79797833700325,20,Away,9,0.6398989168501625
Dak Prescott,QB,TEN,17.24211147249987,33,Away,11,0.5224882264393901
Joe Burrow,QB,BUF,21.587992258796866,34,Home,15,0.6349409487881431
Jalen Hurts,QB,NO,24.610258478270676,40,Home,14,0.6152564619567669
Kyler Murray,QB,ATL,17.221962675105104,20,Away,11,0.8610981337552552
Kirk Cousins,QB,GB,16.688369227993697,29,Away,15,0.5754610078618516
Ryan Tannehill,QB,DAL,14.443327505106248,20,Home,12,0.7221663752553125
Carson Wentz,QB,CLE,14.356946645640381,23,Home,6.75,0.6242150715495818
Derek Carr,QB,SF,15.052066205483838,24,Home,15,0.6271694252284933
Russell Wilson,QB,KC,14.248905269338875,25,Away,13,0.569956210773555
Lamar Jackson,QB,PIT,20.391763309958808,29,Home,12,0.7031642520675451
Jimmy Garoppolo,QB,LV,14.795953202707143,20,Away,10.75,0.7397976601353571
Mac Jones,QB,MIA,12.649237440637854,23,Home,12,0.5499668452451241
Matt Ryan,QB,NYG,12.115704875317777,20,Away,12,0.6057852437658888
Taylor Heinicke,QB,CLE,13.891575403307638,23,Home,9,0.6039815392742451
Teddy Bridgewater,QB,NE,9.15576374832342,20,Away,3.25,0.457788187416171
Trevor Lawrence,QB,HOU,17.219306328150388,31,Away,15,0.5554614944564641
Jared Goff,QB,CHI,16.389798887628356,30,Home,15,0.5463266295876118
Tua Tagovailoa,QB,NE,16.163148028403914,31,Away,13,0.5213918718839972
Baker Mayfield,QB,LAC,10.881515550597914,22,Away,9.5,0.4946143432089961
Daniel Jones,QB,IND,17.413422278664843,30,Home,15,0.5804474092888281
Sam Darnold,QB,TB,15.15207511819208,22,Away,4,0.6887306871905491
Davis Mills,QB,JAX,13.031680022687684,22,Home,13,0.5923490919403492
Zach Wilson,QB,SEA,11.764496974849362,20,Away,9,0.588224848742468
Justin Fields,QB,DET,18.48038217931125,41,Away,14,0.450741028763689
Jameis Winston,QB,PHI,13.049408105358527,20,Away,3,0.6524704052679263
Andy Dalton,QB,PHI,12.395609470297263,21,Away,12,0.5902671176332029
Tyler Huntley,QB,PIT,9.556742463250691,20,Home,4.5,0.47783712316253457
Tyrod Taylor,QB,IND,6.45166098402077,20,Home,1.5,0.32258304920103853
Jacoby Brissett,QB,WAS,12.12127565747902,20,Away,13.25,0.606063782873951
