player,Position_yah,Opponent_yah,expected_points,Salary_yah,home_away,games,ex_ppd
Austin Ekeler,RB,LAR,18.80689411191038,35,Home,15,0.537339831768868
Joe Mixon,RB,BUF,15.207809140700222,25,Home,13,0.6083123656280089
Najee Harris,RB,BAL,10.726147979560286,20,Away,15,0.5363073989780143
James Conner,RB,ATL,13.699242559058268,23,Away,12,0.5956192416981856
Ezekiel Elliott,RB,TEN,10.050188313769212,20,Away,13.75,0.5025094156884606
Nick Chubb,RB,WAS,13.099105697550709,25,Away,15,0.5239642279020283
Damien Harris,RB,MIA,8.91881641551889,14,Home,8.75,0.6370583153942064
Alvin Kamara,RB,PHI,12.343846983698109,22,Away,12.5,0.5610839538044595
Antonio Gibson,RB,CLE,10.950688587778709,17,Home,12.75,0.644158152222277
Leonard Fournette,RB,CAR,15.911940565563938,14,Home,12.75,1.136567183254567
Cordarrelle Patterson,RB,ARI,11.122701772963367,15,Home,10.75,0.7415134515308911
Aaron Jones,RB,MIN,13.981199232610587,23,Home,15,0.6078782275048081
Derrick Henry,RB,DAL,18.047172872117176,34,Home,15,0.5307992021210934
Dalvin Cook,RB,GB,14.31398955307148,31,Away,15,0.46174159848617674
Josh Jacobs,RB,SF,16.971516723181633,36,Home,15,0.47143102008837867
Devin Singletary,RB,CIN,9.09454203815556,16,Away,15,0.5684088773847225
David Montgomery,RB,DET,11.706445056903595,21,Away,14,0.5574497646144569
AJ Dillon,RB,MIN,10.683979052708574,20,Home,12,0.5341989526354287
D Andre Swift,RB,CHI,11.902391877152853,19,Home,11,0.626441677744887
Tony Pollard,RB,TEN,12.629249383721811,28,Away,12.25,0.45104462084720753
Michael Carter,RB,SEA,7.851749940866279,18,Away,12.75,0.4362083300481266
Chuba Hubbard,RB,TB,4.9758476972339825,15,Away,10.25,0.33172317981559885
Saquon Barkley,RB,IND,16.250808564674955,29,Home,15,0.5603727091267225
Rhamondre Stevenson,RB,MIA,12.542389263012646,27,Home,12.75,0.46453293566713505
Chase Edmonds,RB,KC,5.402010764993662,12,Away,8.75,0.4501675637494718
Alexander Mattison,RB,GB,4.191308217664609,11,Away,11.25,0.38102801978769174
Jamaal Williams,RB,CHI,13.22218176151579,26,Home,13,0.5085454523659919
Latavius Murray,RB,KC,9.480406841615727,18,Away,9.5,0.5266892689786515
Miles Sanders,RB,NO,11.833398982369774,25,Home,14.5,0.47333595929479094
Christian McCaffrey,RB,LV,16.30843072355,35,Away,14.75,0.46595516353
Kenneth Gainwell,RB,NO,4.687537293851914,12,Home,11.25,0.39062810782099283
