player,Position_yah,Opponent_yah,expected_points,Salary_yah,home_away,games,ex_ppd
Josh Allen,QB,NE,23.90335743313437,37,Home,15,0.64603668738201
Justin Herbert,QB,DEN,15.4541055473738,28,Away,16,0.5519323409776357
Tom Brady,QB,ATL,16.38560018012478,30,Away,16,0.546186672670826
Patrick Mahomes,QB,LV,22.608338889562365,39,Away,16,0.5797009971682657
Aaron Rodgers,QB,DET,15.504791812546387,30,Home,16,0.5168263937515463
Matthew Stafford,QB,SEA,12.945712802631855,20,Away,9,0.6472856401315927
Dak Prescott,QB,WAS,16.9015262986426,31,Away,11,0.5452105257626646
Joe Burrow,QB,BAL,22.139351531989366,38,Home,15,0.5826145139997202
Jalen Hurts,QB,NYG,25.166120523028397,40,Home,14,0.6291530130757099
Kyler Murray,QB,SF,16.487015674761196,20,Away,11,0.8243507837380598
Kirk Cousins,QB,CHI,16.41541762640635,32,Away,16,0.5129818008251984
Ryan Tannehill,QB,JAX,13.805938151561291,20,Away,12,0.6902969075780645
Carson Wentz,QB,DAL,14.122542190247556,25,Home,7.75,0.5649016876099022
Derek Carr,QB,KC,15.764849534608752,20,Home,15,0.7882424767304376
Russell Wilson,QB,LAC,15.537699089862327,20,Home,14,0.7768849544931163
Lamar Jackson,QB,CIN,18.586316463923023,31,Away,12,0.5995585956104201
Jimmy Garoppolo,QB,ARI,15.900220101744628,20,Home,10.75,0.7950110050872314
Mac Jones,QB,BUF,11.335681056454115,20,Away,13,0.5667840528227057
Matt Ryan,QB,HOU,12.790381118433423,20,Home,12,0.6395190559216711
Taylor Heinicke,QB,DAL,13.815533193082302,24,Home,9,0.5756472163784293
Teddy Bridgewater,QB,NYJ,10.014905844495788,23,Home,4.25,0.4354306888911212
Trevor Lawrence,QB,TEN,17.97867611283004,34,Home,16,0.5287845915538247
Jared Goff,QB,GB,15.613369214167568,29,Away,16,0.5383920418678472
Tua Tagovailoa,QB,NYJ,17.258821206460293,31,Home,13,0.5567361679503321
Baker Mayfield,QB,SEA,10.590449123180754,22,Away,10.5,0.48138405105367066
Daniel Jones,QB,PHI,17.01265538288867,30,Away,16,0.5670885127629557
Sam Darnold,QB,NO,15.414468829690085,22,Away,5,0.700657674076822
Davis Mills,QB,IND,11.916517564410153,20,Away,14,0.5958258782205077
Zach Wilson,QB,MIA,11.78035078518975,20,Away,9,0.5890175392594875
Justin Fields,QB,MIN,19.358310728355836,41,Home,15,0.47215392020380087
Jameis Winston,QB,CAR,14.248782820896713,24,Home,3,0.5936992842040297
Andy Dalton,QB,CAR,13.205616086157018,20,Home,13,0.660280804307851
Tyler Huntley,QB,CIN,8.959610951046937,20,Away,5.5,0.44798054755234684
Tyrod Taylor,QB,PHI,5.547442342844111,20,Away,2.25,0.27737211714220555
Jacoby Brissett,QB,PIT,11.57506062906253,20,Away,14,0.5787530314531265
Trey Lance,QB,ARI,7.736418352460978,20,Home,2,0.38682091762304893
Geno Smith,QB,LAR,18.136047446603595,29,Home,16,0.6253809464346067
Drew Lock,QB,LAR,2.7356354903209805,20,Home,0,0.13678177451604903
Josh Johnson,QB,ARI,3.280496089336559,21,Home,0.75,0.1562140994922171
Mike White,QB,MIA,13.51796449754049,31,Away,4,0.4360633708884029
Colt McCoy,QB,SF,8.516369641497509,20,Away,3.75,0.42581848207487544
Case Keenum,QB,NE,2.8149412752027807,20,Home,1.5,0.14074706376013904
