player,Position_yah,Opponent_yah,expected_points,Salary_yah,home_away,games,ex_ppd
Austin Ekeler,RB,DEN,17.43236053223863,33,Away,16,0.5282533494617766
Joe Mixon,RB,BAL,15.26102545405146,24,Home,13,0.6358760605854775
Najee Harris,RB,CLE,13.633278321066719,24,Home,16,0.56805326337778
James Conner,RB,SF,10.92392172046552,21,Away,13,0.5201867485935961
Ezekiel Elliott,RB,WAS,10.563524689874763,17,Away,13.75,0.6213838052867507
Nick Chubb,RB,PIT,12.763866955896647,25,Away,16,0.5105546782358659
Damien Harris,RB,BUF,7.511092546953119,16,Away,9.5,0.46944328418456993
Alvin Kamara,RB,CAR,13.799585777084967,20,Home,13.5,0.6899792888542484
Antonio Gibson,RB,DAL,10.25736350364673,14,Home,12.75,0.7326688216890521
Leonard Fournette,RB,ATL,13.973398397398235,12,Away,13.5,1.1644498664498528
Cordarrelle Patterson,RB,TB,10.980032099110717,14,Home,11.75,0.784288007079337
Aaron Jones,RB,DET,13.039335457327102,19,Home,16,0.6862808135435317
Derrick Henry,RB,JAX,17.056017655372397,35,Away,15,0.48731479015349705
Dalvin Cook,RB,CHI,15.106419495422527,30,Away,16,0.5035473165140842
Josh Jacobs,RB,KC,16.234868711610513,36,Home,16,0.4509685753225143
Devin Singletary,RB,NE,10.001267904272494,14,Home,15,0.7143762788766067
David Montgomery,RB,MIN,12.176217161366841,20,Home,15,0.608810858068342
AJ Dillon,RB,DET,11.415015604777947,22,Home,12.75,0.5188643456717249
D Andre Swift,RB,GB,11.054274005543551,19,Away,11.75,0.581803895028608
Elijah Mitchell,RB,ARI,6.905302433340171,14,Home,3.25,0.4932358880957265
Tony Pollard,RB,WAS,12.79708326809238,25,Away,12.25,0.5118833307236952
Michael Carter,RB,MIA,7.079038394015372,12,Away,13.5,0.5899198661679477
Chuba Hubbard,RB,NO,5.153595350131978,18,Away,11,0.28631085278510987
Saquon Barkley,RB,PHI,13.654348220637981,30,Away,16,0.4551449406879327
Rhamondre Stevenson,RB,BUF,11.38725461788268,21,Away,13.75,0.5422502198991752
Chase Edmonds,RB,LAC,6.452259072465058,14,Home,9.75,0.4608756480332184
Clyde Edwards Helaire,RB,LV,8.473810781099063,15,Away,9,0.5649207187399375
Alexander Mattison,RB,CHI,4.6734568387631255,15,Away,12,0.311563789250875
Jamaal Williams,RB,GB,11.031879856910557,25,Away,14,0.44127519427642226
Latavius Murray,RB,LAC,11.57390635109827,19,Home,10.5,0.6091529658472773
Miles Sanders,RB,NYG,10.797338422605316,25,Home,15.5,0.4318935369042126
Christian McCaffrey,RB,ARI,16.77086151122814,37,Home,15.75,0.4532665273304903
Kenneth Gainwell,RB,NYG,4.761300911993825,13,Home,12,0.36625391630721726
Kareem Hunt,RB,PIT,6.58516460610516,13,Away,12,0.5065511235465507
D Onta Foreman,RB,NO,7.315476033984034,20,Away,14,0.3657738016992017
Brandon Bolden,RB,KC,2.3075314535147626,12,Home,11.25,0.1922942877928969
Zack Moss,RB,HOU,4.794361776471315,21,Home,9.5,0.2283029417367293
Rex Burkhead,RB,IND,3.908676385713187,12,Away,11.25,0.3257230321427656
Khalil Herbert,RB,MIN,8.745151287401098,15,Home,9.25,0.5830100858267399
Samaje Perine,RB,BAL,7.7941236439182475,15,Home,11.75,0.5196082429278832
Travis Homer,RB,LAR,3.3360415968947916,12,Home,7.75,0.2780034664078993
Giovani Bernard,RB,ATL,0.3668298665714119,12,Away,0,0.03056915554761766
Matt Breida,RB,PHI,2.8480988201364688,14,Away,12,0.20343563000974776
Ke Shawn Vaughn,RB,ATL,0.6889017402817371,14,Away,10.5,0.049207267162981225
Royce Freeman,RB,IND,5.329369604408848,14,Away,2.5,0.38066925745777486
Corey Clement,RB,SF,0.9012592468939249,12,Away,6,0.07510493724116041
Jerick McKinnon,RB,LV,8.14738761270925,24,Away,12,0.3394744838628854
