player,fant_pos,Long_Name.x,Opponent,expected_points,Salary,ovr_ex_rec,ovr_ex_rec_yds,ovr_ex_rec_td,fl,ex_ppd
Mark Andrews,TE,Baltimore Ravens,CLE,16.19725246690344,27,6.872138047138048,84.7546915762013,0.7142857142857142,0,0.5998982395149421
Travis Kelce,TE,Kansas City Chiefs,SF,11.425096183224216,28,5.2622767857142865,60.91255087664371,0.47128378378378377,1,0.4080391494008649
Deebo Samuel,WR,San Francisco 49ers,KC,13.702402823125741,23,5.3022351797862015,89.75583157530563,0.38827838827838823,2,0.5957566444837279
Dalton Schultz,TE,Dallas Cowboys,DET,9.28971061971062,14,4.274774774774775,45.70505050505051,0.4303030303030303,0,0.6635507585507586
Ja Marr Chase,WR,Cincinnati Bengals,ATL,14.676510572183963,29,4.80813419117647,81.20482692282,0.7116013071895424,1,0.5060865714546194
George Kittle,TE,San Francisco 49ers,KC,11.768164007013493,18,5.500208246563932,65.40037905709548,0.4368131868131868,1,0.65378688927852735
Davante Adams,WR,Las Vegas Raiders,HOU,17.2598298338451,34,7.096153846153846,92.28057258594264,0.7472826086956521,0,0.5076420539366205
Mike Evans,WR,Tampa Bay Buccaneers,CAR,11.414988515869652,27,3.8964684959349594,52.54544965576592,0.7020348837209303,0,0.4227773524396167
Hunter Henry,TE,New England Patriots,CHI,9.230674971988828,12,3.0535038731760045,36.46545986220497,0.6762295081967213,0,0.7692229143324023
Tyreek Hill,WR,Miami Dolphins,PIT,13.849329242106672,34,6.224988916802127,74.02079986264243,0.5756929637526653,1,0.4073332130031374
Kyle Pitts,TE,Atlanta Falcons,CIN,9.240696936293954,16,4.356241459689736,66.44394388267267,0.0696969696969697,0,0.5775435585183721
Mike Williams,WR,Los Angeles Chargers,SEA,12.466230263157893,23,4.903225806451613,71.72512096774193,0.4736842105263158,0,0.5420100114416475
Zach Ertz,TE,Arizona Cardinals,NO,8.203141472368088,16,4.301464318813716,44.45571706123623,0.2678062678062678,0,0.5126963420230055
Mike Gesicki,TE,Miami Dolphins,PIT,8.346470852185583,15,4.571534653465346,52.035606683100525,0.14285714285714285,0,0.5564313901457055
Tyler Lockett,WR,Seattle Seahawks,LAC,12.943169778716653,22,4.794849537037037,76.95745010198135,0.475,0,0.5883258990325752
Pat Freiermuth,TE,Pittsburgh Steelers,MIA,8.314134626573596,17,3.9529411764705884,35.306464944786526,0.49122807017543857,1,0.4890667427396233
Diontae Johnson,WR,Pittsburgh Steelers,MIA,13.661679301820286,17,6.4809108159392785,75.82514216431292,0.5161290322580645,2,0.8036281942247226
Noah Fant,TE,Seattle Seahawks,LAC,8.046429640960891,12,4.466435185185185,43.88212048368298,0.2375,0,0.6705358034134076
Hunter Renfrow,WR,Las Vegas Raiders,HOU,13.528016894013792,15,6.338461538461538,65.79075979855486,0.6521739130434782,1,0.9018677929342528
CeeDee Lamb,WR,Dallas Cowboys,DET,11.181794417368188,23,4.684463151676267,67.44480874316939,0.34918032786885245,0,0.4861649746681821
Keenan Allen,WR,Los Angeles Chargers,SEA,12.047892201206142,23,6.625,68.99865885416668,0.305921052631579,0,0.5238214000524409
T J Hockenson,TE,Detroit Lions,DAL,9.645274421007166,18,4.877946127946128,51.62823096164536,0.3405797101449275,0,0.5358485789448425
Michael Pittman Jr,WR,Indianapolis Colts,TEN,12.001581103421126,23,5.7436456063907055,71.29758300225772,0.33333333333333337,0,0.5218078740617881
Tee Higgins,WR,Cincinnati Bengals,ATL,12.310691020496037,21,5.333891369047619,73.93745335972227,0.3988095238095238,1,0.5862233819283827
Darren Waller,TE,Las Vegas Raiders,HOU,9.241079357424404,16,4.615384615384615,57.47616298743954,0.1976284584980237,0,0.5775674598390252
Tyler Conklin,TE,New York Jets,DEN,6.602785905852504,12,3.6141244376538495,36.50269141571034,0.19090909090909092,0,0.550232158821042
Chris Godwin,WR,Tampa Bay Buccaneers,CAR,10.781972088484359,18,5.897357723577236,63.997384094199944,0.2865448504983389,2,0.5989984493602422
David Njoku,TE,Cleveland Browns,BAL,7.29168477785233,18,2.734322033898305,39.09995915866858,0.33575464083938655,0,0.4050935987695739
Brandin Cooks,WR,Houston Texans,LV,12.629627096665482,16,5.990466101694915,69.55822617246596,0.4464285714285714,0,0.7893516935415926
Jaylen Waddle,WR,Miami Dolphins,PIT,11.686716545708158,29,6.105816831683168,63.48093844152287,0.4017857142857143,1,0.40299022571407445
Gerald Everett,TE,Los Angeles Chargers,SEA,6.031573791935981,20,3.3684210526315788,32.54103801169591,0.22899353647276083,2,0.301578689596799
Darnell Mooney,WR,Chicago Bears,NE,10.617195080964281,12,4.887025023169601,64.65990261687175,0.2846153846153846,0,0.8847662567470235
Amon Ra St Brown,WR,Detroit Lions,DAL,11.383322281958721,26,5.757575757575758,64.61056142301278,0.3405797101449275,0,0.43782008776764314
Evan Engram,TE,Jacksonville Jaguars,NYG,6.649035794624275,12,3.411381639694805,30.310642730224863,0.3421052631578947,1,0.5540863162186896
Mo Alie Cox,TE,Indianapolis Colts,TEN,4.922749987365403,12,1.8365261813537677,24.41268505883922,0.26053639846743293,0,0.4102291656137836
Terry McLaurin,WR,Washington Football Team,GB,10.971568175039966,17,4.675727032385987,64.48830709267142,0.3641456582633053,0,0.6453863632376451
Marquise Brown,WR,Arizona Cardinals,NO,10.484293159541815,21,5.372289156626506,59.64815247895229,0.3263888888888889,1,0.4992520552162769
Amari Cooper,WR,Cleveland Browns,BAL,13.731779296362204,23,5.1648305084745765,71.20308352052277,0.6715092816787731,0,0.5970338824505306
Christian Kirk,WR,Jacksonville Jaguars,NYG,12.477103644007965,16,5.249843624340988,67.07020541514889,0.5241935483870968,0,0.7798189777504978
Tyler Boyd,WR,Cincinnati Bengals,ATL,9.674579071202107,18,4.662805316091953,54.17889056834291,0.3208812260536399,0,0.5374766150667837
Brandon Aiyuk,WR,San Francisco 49ers,KC,8.48077966579701,17,3.6259518732866285,49.61718769337393,0.30424799081515497,1,0.4988693921057065
Chase Claypool,WR,Pittsburgh Steelers,MIA,8.741640736322276,13,3.820040567951318,60.040342454500646,0.13793103448275862,0,0.6724339027940213
Geoff Swaim,TE,Tennessee Titans,IND,3.811661085121875,12,2.021152506963788,14.204030134581627,0.23011363636363635,0,0.3176384237601562
Marquez Callaway,WR,New Orleans Saints,ARI,8.86148984625391,11,3.3425079819442916,48.276107162383816,0.39377085650723026,0,0.8055899860230827
DeAndre Hopkins,WR,Arizona Cardinals,NO,11.577065762269536,26,3.967228915662651,54.1567352666043,0.6962962962962964,0,0.44527176008728986
Hayden Hurst,TE,Cincinnati Bengals,ATL,4.439694209225459,17,2.3851799242424243,19.06195156195156,0.2537878787878788,1,0.2611584828956153
Jakobi Meyers,WR,New England Patriots,CHI,7.776950462382649,18,4.614892570116451,47.6801164001099,0.13681592039800994,1,0.43205280346570274
Allen Lazard,WR,Green Bay Packers,WAS,8.019332725554985,20,2.751758449133642,35.45310264913893,0.5163572060123784,0,0.40096663627774926
