player,fant_pos,Long_Name.x,Opponent,expected_points,Salary,ovr_ex_rec_yds,ovr_ex_rec_td,ovr_ex_rus_yds,ovr_ex_rus_td,ovr_ex_rec,fl,ex_ppd
Jonathan Taylor,RB,Indianapolis Colts,TEN,17.64880853685249,31,23.721931497978545,0.11111111111111112,83.42007874015748,0.8663101604278074,2.6107480029048657,2,0.5693164044145964
Austin Ekeler,RB,Los Angeles Chargers,SEA,18.278600236614018,39,39.228587239583334,0.4078947368421053,58.45873091603053,0.7083333333333334,4.375,3,0.46868205734907736
Joe Mixon,RB,Cincinnati Bengals,ATL,18.052443356605494,21,18.61990404269816,0.17447916666666669,86.12083811710677,0.888671875,2.64892578125,1,0.8596401598383568
Najee Harris,RB,Pittsburgh Steelers,MIA,16.78680178132975,16,27.808698969264782,0.17647058823529413,76.92021849801196,0.5352941176470588,4.086643598615916,0,1.0491751113331094
James Conner,RB,Arizona Cardinals,NO,15.961102361204347,19,27.84694326748473,0.20479302832244012,52.0624126336469,0.8951406649616369,2.7411292227734467,0,0.840058019010755
Ezekiel Elliott,RB,Dallas Cowboys,DET,13.474828298511989,20,15.75686274509804,0.10441176470588234,61.402853732337675,0.6666666666666667,2.5000662427133014,1,0.6737414149255995
Nick Chubb,RB,Cleveland Browns,BAL,12.6350616203468,40,15.090232358003444,0.08843537414965985,71.09488639648495,0.47142857142857136,1.6004464285714284,1,0.31587654050867
Damien Harris,RB,New England Patriots,CHI,12.012459524484978,19,8.115530204822402,0,61.58781961878196,0.7916666666666666,1.1175824175824176,2,0.6322347118149988
Alvin Kamara,RB,New Orleans Saints,ARI,17.54837538952488,27,38.418194396402626,0.41520056298381425,72.58815691017743,0.29931972789115646,4.321237027234101,0,0.6499398292416623
Antonio Gibson,RB,Washington Football Team,GB,13.360682631546124,12,19.747728998509437,0.23963133640552994,63.559687592931716,0.45161290322580644,2.79720913374411,4,1.1133902192955103
Leonard Fournette,RB,Tampa Bay Buccaneers,CAR,15.163004226508008,27,26.82056363984075,0.11670190274841437,63.69908655937364,0.5494949494949495,4.227716186252772,0,0.5615927491299262
Aaron Jones,RB,Green Bay Packers,WAS,13.266931416522938,25,26.121035148706063,0.37435897435897436,51.51447368421053,0.27692307692307694,3.4580431177446105,1,0.5306772566609176
Derrick Henry,RB,Tennessee Titans,IND,19.009940707831078,37,20.832577530719718,0,103.72675748752081,0.8967391304347826,2.3471448467966574,0,0.5137821812927318
Josh Jacobs,RB,Las Vegas Raiders,HOU,16.13699409465605,32,22.43086549416782,0,73.7612024779095,0.8498789346246975,3.379400260756193,2,0.5042810654580016
David Montgomery,RB,Chicago Bears,NE,13.058067214131738,17,23.059988966443598,0,66.68310208126859,0.4423076923076923,3.1675162187210377,1,0.7681216008312787
AJ Dillon,RB,Green Bay Packers,WAS,12.55593685678306,16,23.671912372373683,0.1412675374939526,58.61022840119166,0.3918722786647315,2.5596545574016707,1,0.7847460535489412
D Andre Swift,RB,Detroit Lions,DAL,16.885082022321832,23,44.68172240391949,0.19009100101112236,57.88226590051543,0.4844961240310077,5.534413906506929,1,0.7341340009705144
James Robinson,RB,Jacksonville Jaguars,NYG,12.64330941409535,18,17.092284897872787,0,62.74262626262626,0.6265734265734265,2.382573659027953,2,0.7024060785608528
Sony Michel,RB,Los Angeles Chargers,SEA,9.326646236544244,12,8.56367816091954,0.056261343012704176,59.83285075019742,0.26053639846743293,1.4482758620689655,1,0.7772205197120203
Tony Pollard,RB,Dallas Cowboys,DET,12.230193919261406,19,27.958518518518517,0,66.58035761103247,0.20148148148148148,3.1348348348348347,0,0.6436944168032319
Michael Carter,RB,New York Jets,DEN,10.304354860005091,16,24.912747171942684,0,51.481047186789056,0.24797843665768193,2.6560964008244805,1,0.6440221787503182
Saquon Barkley,RB,New York Giants,JAX,11.804932684726332,40,22.379813709444498,0.2,51.5470060153117,0.2884615384615385,3.2706552706552703,1,0.2951233171181583
Rhamondre Stevenson,RB,New England Patriots,CHI,10.51310035319426,27,11.940313578865496,0,63.433604932834186,0.41666666666666663,1.3724696356275303,1,0.38937408715534294
Clyde Edwards Helaire,RB,Kansas City Chiefs,SF,9.979528440332398,16,11.175422667501566,0.16756756756756758,49.12161125319693,0.41250000000000003,1.7388392857142856,2,0.6237205275207749
Jamaal Williams,RB,Detroit Lions,DAL,8.681486946112642,22,13.347181767648696,0,48.48788971367975,0.24999999999999997,1.995959595959596,0,0.39461304300512007
Latavius Murray,RB,Denver Broncos,NYJ,9.776359803539084,13,6.959713331477873,0,45.11061728395062,0.6875,0.8886534839924671,0,0.7520276771953142
Christian McCaffrey,RB,San Francisco 49ers,CAR,14.540414710379977,35,43.45688225538972,0.14285714285714285,59.775821131776816,0.12337662337662336,5.2394835485214495,0,0.4154404202965708
Kareem Hunt,RB,Cleveland Browns,BAL,14.194526192263996,16,33.80212048192771,0,48.82564144071226,0.66,3.9435000000000002,0,0.8871578870164998
J D McKissic,RB,Washington Football Team,GB,12.280523754393704,13,45.92503794116698,0.2751322751322751,22.378349237155646,0.2222222222222222,4.932116104868914,0,0.9446556734149003
Brandon Bolden,RB,Las Vegas Raiders,HOU,8.232768757909177,15,29.61900591197723,0.16722408026755853,21.690452404738117,0.10714285714285716,2.9112426035502956,0,0.5488512505272785
