player,Position_yah,Opponent_yah,expected_points,Salary_yah,ex_ppd
Josh Allen,QB,BAL,27.472079760226794,40,0.6868019940056699
Justin Herbert,QB,HOU,17.102054033646063,32,0.5344391885514395
Tom Brady,QB,KC,16.64173074162679,28,0.5943475264866711
Patrick Mahomes,QB,TB,17.808853181563027,33,0.539662217623122
Aaron Rodgers,QB,NE,14.629425218568864,26,0.562670200714187
Matthew Stafford,QB,SF,11.893956479394296,26,0.4574598645920883
Dak Prescott,QB,WAS,15.301095041738872,20,0.7650547520869436
Joe Burrow,QB,MIA,18.6873499784235,32,0.5839796868257344
Jalen Hurts,QB,JAX,22.45581305881358,37,0.606913866454421
Kyler Murray,QB,CAR,17.577880518717517,33,0.532663046021743
Kirk Cousins,QB,NO,13.73609128223977,29,0.4736583200772334
Ryan Tannehill,QB,IND,15.477400253553848,20,0.7738700126776924
Carson Wentz,QB,DAL,14.953057093929273,29,0.5156226584113542
Derek Carr,QB,DEN,13.645002250975388,27,0.5053704537398291
Russell Wilson,QB,LV,16.005537441326005,30,0.5335179147108668
Lamar Jackson,QB,BUF,23.10441674957693,39,0.5924209422968444
Jimmy Garoppolo,QB,LAR,14.76702119504016,28,0.5273936141085771
Mac Jones,QB,GB,13.145377603497765,21,0.6259703620713222
Matt Ryan,QB,TEN,12.839123967197768,22,0.5835965439635349
Taylor Heinicke,QB,DAL,8.080189290233319,20,0.40400946451166597
Teddy Bridgewater,QB,CIN,11.397964016320815,22,0.5180892734691279
Trevor Lawrence,QB,PHI,15.071593138722827,26,0.5796766591816472
Jared Goff,QB,SEA,15.372124108089881,26,0.5912355426188416
Tua Tagovailoa,QB,CIN,14.935929311724689,30,0.49786431039082296
Baker Mayfield,QB,ARI,15.578969314759254,27,0.5769988635096021
Daniel Jones,QB,CHI,15.294848768002447,25,0.6117939507200979
Sam Darnold,QB,ARI,12.01015328607013,20,0.6005076643035065
Davis Mills,QB,LAC,14.947044646314222,20,0.7473522323157111
Zach Wilson,QB,PIT,10.351486639194462,22,0.47052211996338467
Justin Fields,QB,NYG,12.176315988984689,25,0.48705263955938755
Jameis Winston,QB,MIN,14.133475631602941,26,0.5435952166001131
Trevor Siemian,QB,NYG,9.72884306648869,20,0.48644215332443447
Andy Dalton,QB,MIN,9.117317712057199,20,0.45586588560285995
Tyler Huntley,QB,BUF,7.384328317395535,20,0.3692164158697767
Tyrod Taylor,QB,CHI,9.76432389531642,20,0.48821619476582095
Jacoby Brissett,QB,ATL,16.424179219465408,20,0.8212089609732705
Trey Lance,QB,LAR,12.577112177432275,20,0.6288556088716137
Geno Smith,QB,DET,16.060741599635442,24,0.6691975666514768
Drew Lock,QB,DET,10.62240100105616,20,0.5311200500528079
Mike White,QB,PIT,9.67825375630756,20,0.483912687815378
Colt McCoy,QB,CAR,7.469918810684196,20,0.3734959405342098
Gardner Minshew II,QB,JAX,9.589585598217187,20,0.47947927991085937
Case Keenum,QB,BAL,11.91358934847442,20,0.595679467423721
Cooper Rush,QB,WAS,14.557070221802737,20,0.7278535110901369
Joe Flacco,QB,PIT,14.388678653428977,23,0.6255947240621295
Jordan Love,QB,NE,9.100540035848136,20,0.4550270017924068
Mason Rudolph,QB,NYJ,11.29046610785818,20,0.564523305392909
Nick Foles,QB,TEN,11.93260759610931,21,0.5682194093385385
Marcus Mariota,QB,CLE,14.40763394916923,26,0.5541397672757395
Brandon Allen,QB,MIA,9.602499715994924,20,0.48012498579974616
P J Walker,QB,ARI,10.074411237785016,20,0.5037205618892509
Brian Hoyer,QB,GB,6.922274121475647,20,0.34611370607378233
Nick Mullens,QB,NO,7.046270588235295,20,0.35231352941176475
Kyle Allen,QB,LAC,10.1516959543311,20,0.507584797716555
Chad Henne,QB,TB,6.851094117647058,20,0.34255470588235293
Ian Book,QB,JAX,8.447014169645758,20,0.4223507084822879
Blaine Gabbert,QB,KC,8.943362093066892,20,0.44716810465334456
C J Beathard,QB,PHI,6.500582637841461,20,0.32502913189207305
Sam Ehlinger,QB,TEN,9.738639092172303,20,0.48693195460861516
Kellen Mond,QB,ATL,9.589141176470587,20,0.47945705882352935
Brett Rypien,QB,LV,8.436823529411765,20,0.4218411764705882
Chase Daniel,QB,HOU,6.159062813522355,20,0.30795314067611773
John Wolford,QB,SF,5.001738126361656,20,0.2500869063180828
Mitch Trubisky,QB,NYJ,12.168664858208954,20,0.6084332429104478
Trace McSorley,QB,CAR,6.159441595441596,20,0.3079720797720798
Malik Willis,QB,IND,5.372723404255318,20,0.26863617021276587
Shane Buechele,QB,TB,4.3358,20,0.21678999999999998
Kyle Trask,QB,KC,6.4442,20,0.32221
Skylar Thompson,QB,CIN,4.4352,20,0.22176
Joshua Dobbs,QB,ATL,7.0602,20,0.35301
Desmond Ridder,QB,CLE,5.6979999999999995,21,0.2713333333333333
Sam Howell,QB,DAL,3.4062,20,0.17031000000000002
Nate Sudfeld,QB,SEA,4.764200000000001,20,0.23821000000000003
Easton Stick,QB,HOU,3.8457999999999997,20,0.19229
Kenny Pickett,QB,NYJ,6.496,24,0.27066666666666667
Matt Corral,QB,ARI,7.196,20,0.3598
Bailey Zappe,QB,GB,4.0502,20,0.20251000000000002
Jarrett Stidham,QB,DEN,3.78,20,0.189
Bryce Perkins,QB,SF,3.0141999999999998,20,0.15070999999999998
Brock Purdy,QB,LAR,5.8758,20,0.29379
