Player,Position_yah,Team_yah,Opponent_yah,expected_points,Salary_yah,ovr_ex_pas_yds,ovr_ex_pas_td,ovr_ex_rus_yds,ovr_ex_rus_td,fmb_scrim,Int_pas,games,ex_ppd,home_away
Patrick Mahomes,QB,KC,LV,23.846556263935604,39,305.195,2.35,20.800328596802846,0.2547872340425532,0.31,0.75,16,0.6114501606137335,Away
Tom Brady,QB,TB,ATL,16.662800000000004,30,280.57000000000005,1.5,0,0,0,0.56,16,0.5554266666666668,Away
Justin Herbert,QB,LAC,DEN,15.699263919213974,28,268,1.383,9.572639192139738,0,0.44,0.63,16,0.5606879971147848,Away
Kirk Cousins,QB,MIN,CHI,16.966138105263166,32,261.22,1.6840000000000002,6.665681052631578,0.145795,0.44,0.88,16,0.5301918157894739,Away
Joe Burrow,QB,CIN,BAL,21.60278078175896,38,276.515,2.108,16.561807817589578,0.319,0.33,0.8,15,0.5684942310989199,Home
Jared Goff,QB,DET,GB,16.34214737856592,29,253.23,1.7455,4.309473785659214,0,0.38,0.44,16,0.5635223233988248,Away
Geno Smith,QB,SEA,LAR,17.7481604509974,29,250.25,1.7455,19.56160450997398,0.06,0.5,0.56,16,0.6120055327930138,Home
Josh Allen,QB,BUF,NE,23.40409133681852,37,260.605,2.0444999999999998,48.168913368185216,0.4325,0.87,0.87,15,0.6325430091032033,Home
Trevor Lawrence,QB,JAX,TEN,17.70571368421053,34,249.12500000000003,1.5374999999999999,17.33473684210526,0.28954,0.69,0.5,16,0.5207562848297215,Home
Tua Tagovailoa,QB,MIA,NYJ,16.543753830010488,31,260.84,1.773,5.581538300104931,0,0.46,0.62,13,0.5336694783874351,Home
Derek Carr,QB,LV,KC,15.16196,20,233.10500000000002,1.6600000000000001,6.677599999999999,0,0.27,0.93,15,0.758098,Home
Aaron Rodgers,QB,GB,DET,14.407019673566877,30,222.795,1.56,5.398596735668789,0.06756,0.5,0.69,16,0.4802339891188959,Home
Jalen Hurts,QB,PHI,NYG,24.671525434184566,40,242.95999999999998,1.5310000000000001,53.20568733153639,0.8580927835051546,0.64,0.36,14,0.6167881358546141,Home
Russell Wilson,QB,DEN,LAC,14.7350802960222,20,226.22,0.987,19.372802960222018,0.22849999999999998,0.43,0.71,14,0.73675401480111,Home
Daniel Jones,QB,NYG,PHI,17.637956289156627,30,197.465,0.9954999999999999,43.04572289156626,0.420464,0.38,0.31,16,0.5879318763052209,Away
Matt Ryan,QB,IND,HOU,12.096231269592476,20,248.05,1.1159999999999999,6.36776724137931,0.1089090909090909,1.25,1.08,12,0.6048115634796238,Home
Davis Mills,QB,HOU,IND,12.081105391955674,20,201.835,1.057,7.7775084650112865,0.17865909090909093,0.57,0.93,14,0.6040552695977837,Away
Mac Jones,QB,NE,BUF,11.793947448405252,20,210.015,0.8919999999999999,7.368674484052534,0.07808000000000001,0.38,0.62,13,0.5896973724202625,Away
Dak Prescott,QB,DAL,WAS,17.332378166189113,31,240.52499999999998,1.934,14.723581661891117,0.08216999999999999,0.36,1.27,11,0.5591089731028746,Away
Andy Dalton,QB,NO,CAR,12.759394255874673,20,211.29999999999998,1.3384999999999998,4.033942558746737,0,0.38,0.69,13,0.6379697127937336,Home
Jacoby Brissett,QB,CLE,PIT,12.057952968560132,20,181.625,0.9335,15.52692464358452,0.11771008403361345,0.4,0.4,14,0.6028976484280066,Away
Ryan Tannehill,QB,TEN,JAX,14.022370967741937,20,216.07000000000002,1.143,8.059309677419355,0.16694000000000003,0.25,0.5,12,0.7011185483870969,Away
Jimmy Garoppolo,QB,SF,ARI,15.335334567574034,20,223.645,1.4769999999999999,2.9293279766252738,0.18143362831858406,0.27,0.36,10.75,0.7667667283787016,Home
Kyler Murray,QB,ARI,SF,16.777800154457193,20,216.70999999999998,1.258,36.26434245366284,0.2584943181818182,0.73,0.64,11,0.8388900077228596,Away
Justin Fields,QB,CHI,MIN,18.95966077348066,41,168.085,1.1675,72.56260773480662,0.53,1.07,0.73,15,0.46243075057269906,Home
