Player,Position_yah,Team_yah,Opponent_yah,expected_points,Salary_yah,ovr_ex_rec,ovr_ex_rec_yds,ovr_ex_rec_td,fmb_scrim,games,ex_ppd,home_away
Justin Jefferson,WR,MIN,CHI,17.500041408963803,40,7.493925855513308,108.44238702201623,0.48480662983425415,0,16,0.43750103522409506,Away
Tyler Boyd,WR,CIN,BAL,8.339239709738077,15,3.506323170731707,47.02196434231379,0.31398028169014086,0,14.5,0.5559493139825384,Home
Mack Hollins,WR,LV,KC,7.4752033190130245,12,3.4938009478672987,41.98036572890025,0.2550443786982248,0,15.75,0.622933609917752,Home
Chase Claypool,WR,CHI,MIN,5.388911248869357,13,3.4458503816793895,33.75764819091609,0.07170353982300887,0.07,13.25,0.41453163452841213,Home
Amari Cooper,WR,CLE,PIT,12.960347528790098,25,4.744722222222222,70.08318493150685,0.596611320754717,0,16,0.5184139011516039,Away
Christian Kirk,WR,JAX,TEN,11.482064152433788,24,4.944232478632479,64.41547913117547,0.44806666666666667,0.06,16,0.47841933968474115,Home
Garrett Wilson,WR,NYJ,MIA,10.123538047207191,22,4.718887264150943,63.92445478961504,0.27194148936170215,0.13,14.75,0.4601608203275996,Away
Tyreek Hill,WR,MIA,NYJ,16.2015074348194,30,7.258360550458715,101.97527159590045,0.4158,0.06,16,0.5400502478273134,Home
Davante Adams,WR,LV,KC,17.256041990776662,31,6.03290047393365,89.73054475703326,0.8977562130177514,0.06,16,0.5566465158315053,Home
A J Brown,WR,PHI,NYG,15.076513812050019,31,5.25,86.44494581280789,0.6778365384615385,0.13,15.75,0.48633915522741994,Home
CeeDee Lamb,WR,DAL,WAS,14.16680161178231,30,6.284449765258216,80.49961344537816,0.4957692307692308,0,16,0.47222672039274366,Away
Jaylen Waddle,WR,MIA,NYJ,12.823089387080744,21,4.34905871559633,79.33560029282577,0.47250000000000003,0.06,16,0.6106233041467021,Home
Stefon Diggs,WR,BUF,NE,15.869394005884818,32,6.736918691588786,87.18218660090423,0.6537860000000001,0.07,15,0.49591856268390055,Home
