Player,Position_yah,Team_yah,Opponent_yah,expected_points,Salary_yah,ovr_ex_rec,ovr_ex_rec_yds,ovr_ex_rec_td,ovr_ex_rus_yds,ovr_ex_rus_td,fmb_scrim,games,ex_ppd,home_away
Christian McCaffrey,RB,SF,ARI,18.087645404633587,37,5.595509405940594,44.47479793192589,0.24653846153846154,64.21056245434625,0.5103539823008849,0.06,15.75,0.48885528120631316,Home
Najee Harris,RB,PIT,CLE,12.622768623727177,24,2.3664383561643834,13.575312313803376,0.24369565217391306,62.259761194029856,0.4423113636363637,0.13,16,0.5259486926552991,Home
Derrick Henry,RB,TEN,JAX,17.529630517326204,35,2.4402614457831326,29.394977299185097,0,91.94298064516128,0.8292839999999999,0.4,15,0.5008465862093201,Away
Rex Burkhead,RB,HOU,IND,3.702416648200272,12,2.436526829268293,13.890307570977917,0.07824150943396227,6.256734198645598,0,0,11.25,0.308534720683356,Away
Leonard Fournette,RB,TB,ATL,14.503627468318784,12,4.303731543624161,32.64941100323625,0.2,57.35723821989529,0.3585161290322581,0,13.5,1.2086356223598986,Away
Josh Jacobs,RB,LV,KC,17.52672499496976,36,3.366886255924171,24.244218670076727,0,95.7966,0.7032,0.19,16,0.48685347208249335,Home
Saquon Barkley,RB,NYG,PHI,14.689675457672765,30,3.5737465346534654,20.828039445629,0,75.96361445783131,0.5572728,0.06,16,0.48965584858909217,Away
Nick Chubb,RB,CLE,PIT,13.292051076656628,25,1.3745636363636362,12.584828767123287,0,80.7237881873727,0.5656512605042017,0.06,16,0.5316820430662651,Away
Austin Ekeler,RB,LAC,DEN,18.515051773062968,33,5.927067605633804,38.9636610738255,0.2780958333333333,60.09689628820961,0.7461478723404256,0.25,16,0.5610621749413021,Away
Aaron Jones,RB,GB,DET,13.780694672037903,19,3.455967741935484,24.84540919647004,0.3048079754601227,72.0379402866242,0.172588,0.25,16,0.7252997195809423,Home
Dalvin Cook,RB,MIN,CHI,15.966245934306626,30,2.101187072243346,17.069571263035918,0.11599447513812154,89.45028421052632,0.65795,0.19,16,0.5322081978102209,Away
Travis Etienne Jr,RB,JAX,TEN,9.893962420903195,22,2.1561333333333335,20.08219122657581,0,58.86852631578947,0.256804,0.31,14.75,0.44972556458650886,Home
Rhamondre Stevenson,RB,NE,BUF,12.143406044526376,21,4.015,24.297863372093026,0.063042,59.63931707317074,0.290656,0.19,13.75,0.5782574306917322,Away
Tony Pollard,RB,DAL,WAS,13.68486196799201,25,2.461943661971831,23.413327731092437,0.194,61.62877363896849,0.46428,0,12.25,0.5473944787196804,Away
Miles Sanders,RB,PHI,NYG,11.794785675651074,25,1.25,4.651866009852217,0,76.56867115902965,0.5512886597938144,0.13,15.5,0.47179142702604293,Home
Alvin Kamara,RB,NO,CAR,12.669254998898285,20,4.216237623762376,35.476447666515625,0.142275,57.64433420365535,0.16256800000000002,0.29,13.5,0.6334627499449142,Home
Joe Mixon,RB,CIN,BAL,14.43243455349819,24,4.129408536585366,29.9290824088748,0.1241830985915493,61.0892345276873,0.42013333333333336,0,13,0.6013514397290912,Home
David Montgomery,RB,CHI,MIN,11.276883510431244,20,3.0539297709923665,30.19054272517321,0.07603982300884957,45.54625414364641,0.33,0.13,15,0.5638441755215622,Home
Kenneth Walker III,RB,SEA,LAR,12.414173837705075,25,1.8142815126050422,10.992285714285714,0,65.67804509973982,0.64,0,13,0.496566953508203,Home
James Conner,RB,ARI,SF,12.292281821301751,21,3.395518604651163,23.5284,0.085928,53.050917917034425,0.4801704545454546,0.23,13,0.5853467533953215,Away
Devin Singletary,RB,BUF,NE,9.547575778300848,14,2.479002803738318,17.669667077681876,0.06399400000000001,48.47888349514563,0.2615425531914894,0.13,15,0.6819696984500606,Home
