Player,Position_yah,Team_yah,Opponent_yah,expected_points,Salary_yah,ovr_ex_rec,ovr_ex_rec_yds,ovr_ex_rec_td,ovr_ex_rus_yds,ovr_ex_rus_td,fmb_scrim,games,ex_ppd,home_away
Jamaal Williams,RB,DET,GB,11.937643121667401,25,0.6941,4.15164742024419,0,64.35944410177333,0.8532473282442747,0.19,14,0.47750572486669607,Away
Tyler Allgeier,RB,ATL,TB,8.659733106621786,18,1.2576449664429532,10.37525549132948,0.09178191489361703,53.877735849056606,0.17581999999999998,0,12.75,0.4810962837012103,Home
Raheem Mostert,RB,MIA,NYJ,9.960182248473322,17,1.8816614678899082,12.475661420204977,0.10464999999999999,60.02765372507871,0.21352,0.07,14.5,0.5858930734396072,Home
Jeff Wilson Jr,RB,MIA,NYJ,9.541084768177129,17,1.2966889908256882,10.7945439238653,0.056350000000000004,57.61337880377754,0.352308,0.2,13,0.5612402804810076,Home
Ezekiel Elliott,RB,DAL,WAS,10.977261776929142,17,1.145750704225352,6.227755594869526,0,57.88802865329513,0.665468,0,13.75,0.6457212809958319,Away
AJ Dillon,RB,GB,DET,10.567792173727947,22,1.727983870967742,13.696828146771946,0,49.49253423566879,0.584144,0.06,12.75,0.4803541897149067,Home
Antonio Gibson,RB,WAS,DAL,9.378482423517099,14,3.0757562499999995,23.345111057460166,0.1278875,36.78768192771084,0.2,0.07,12.75,0.6698916016797928,Home
Isiah Pacheco,RB,KC,LV,7.129285878274128,17,0.7821620689655173,7.524127138643069,0,49.111112788632326,0.2624468085106383,0.25,14.5,0.41936975754553696,Away
D Onta Foreman,RB,CAR,NO,7.284531617424504,20,0.33506463414634147,1.6595036157582297,0,52.980969387755096,0.295492,0.06,14,0.36422658087122517,Away
D Andre Swift,RB,DET,GB,11.038468599234472,19,2.9152199999999997,22.943314690823158,0.20869005524861878,41.248081727062456,0.34492977099236644,0.08,11.75,0.5809720315386564,Away
Cordarrelle Patterson,RB,ATL,TB,10.022738360511038,14,1.8570832214765103,11.304215799614644,0,50.6450716981132,0.5098779999999999,0.08,11.75,0.7159098828936455,Home
Jerick McKinnon,RB,KC,LV,9.208373713546884,24,3.2638367816091955,29.61526057030482,0.42200000000000004,18.250058614564832,0.06298723404255319,0.06,12,0.3836822380644535,Away
Cam Akers,RB,LAR,SEA,10.260255965129057,25,0.7060253588516747,7.061885530546624,0,59.89122914466737,0.5819886363636364,0.14,12.5,0.41041023860516224,Away
Latavius Murray,RB,DEN,LAC,11.243427114769673,19,2.0804875,9.537835497835498,0,61.52199814986123,0.5162,0,10.5,0.5917593218299828,Home
Rachaad White,RB,TB,ATL,7.907262056997227,17,2.806391610738255,17.07960517799353,0.13,37.507767015706804,0.10755483870967741,0.19,13.75,0.46513306217630745,Away
Khalil Herbert,RB,CHI,MIN,8.618249951668826,15,0.9013801526717558,6.910915704387991,0.08690265486725665,49.75052375690608,0.33,0,9.25,0.5745499967779217,Home
Michael Carter,RB,NYJ,MIA,7.06075382755696,12,2.7769716981132078,19.66017547000895,0,26.91139320388349,0.2125185185185185,0.13,13.5,0.5883961522964133,Away
Samaje Perine,RB,CIN,BAL,7.630211820323969,15,2.4112621951219513,18.36557329635499,0.22352957746478874,25.34445928338762,0.11873333333333333,0,11.75,0.5086807880215979,Home
Kareem Hunt,RB,CLE,PIT,5.981389957321061,13,1.9921212121212122,12.688835616438356,0.07390754716981132,25.332105906313643,0.1432983193277311,0.06,12,0.46010691979392776,Away
James Cook,RB,BUF,NE,5.440706827844417,12,1.274628971962617,11.079358816276201,0.06399400000000001,28.333009708737865,0.10303191489361702,0.07,11.25,0.4533922356537014,Home
Chuba Hubbard,RB,CAR,NO,5.147544228918061,18,1.0808536585365855,12.420824608742578,0,28.4434693877551,0.133448,0.14,11,0.28597467938433674,Away
J K Dobbins,RB,BAL,CIN,8.705015005135637,21,0.9150999999999999,5.712109375000001,0.12446134453781513,55.161526670754135,0.23555555555555555,0,8,0.41452452405407797,Away
Jaylen Warren,RB,PIT,CLE,4.898896606363124,15,1.580780821917808,13.674402184707052,0,23.921955223880595,0.0814784090909091,0.07,11.25,0.3265931070908749,Home
Damien Harris,RB,NE,BUF,7.4174845908961995,16,1.6059999999999999,9.18577761627907,0,40.082268292682926,0.28128,0,9.5,0.46359278693101247,Away
Clyde Edwards Helaire,RB,KC,LV,8.72343274508474,15,1.6415747126436782,13.974701081612587,0.2532,30.96358259325045,0.314936170212766,0,9,0.5815621830056493,Away
Gus Edwards,RB,BAL,CIN,6.309675189045576,17,0,0,0,44.214085223789084,0.35804444444444444,0.13,6.75,0.37115736406150446,Away
Zonovan Knight,RB,NYJ,MIA,8.323552166956102,16,2.3177033018867923,17.18978692927484,0,47.01877378640776,0.18064074074074074,0.17,5.5,0.5202220104347564,Away
Zack Moss,RB,IND,HOU,3.9583663819576094,21,0.6275666666666667,2.710744279346211,0,35.33508620689655,0,0.08,9.5,0.18849363723607665,Home
Kenneth Gainwell,RB,PHI,NYG,4.119127379043965,13,1.38,9.627837438423645,0,12.67890026954178,0.19974226804123713,0,12,0.31685595223415114,Home
Joshua Kelley,RB,LAC,DEN,4.599053496736838,16,0.993980281690141,7.193291275167786,0,24.43140611353712,0.15659893617021278,0,9.25,0.28744084354605237,Away
Chase Edmonds,RB,DEN,LAC,5.601225436596373,14,1.2751375,12.814937950937951,0.0922808510638298,18.74849213691027,0.20893809523809526,0,9.75,0.4000875311854552,Home
Deon Jackson,RB,IND,HOU,4.389285404808195,14,1.4986666666666668,9.0662720653789,0.06622446808510639,16.613689655172415,0.13576818181818184,0.07,11.75,0.3135203860577282,Home
Alexander Mattison,RB,MIN,CHI,4.5040061002474925,15,0.776909505703422,4.926055619930475,0.05353591160220994,18.01604315789474,0.25002100000000005,0,12,0.3002670733498328,Away
Matt Breida,RB,NYG,PHI,2.491122621583431,14,0.8131277227722773,6.544545095948827,0,11.116626506024097,0.0530736,0,12,0.1779373301131022,Away
Travis Homer,RB,SEA,LAR,3.405993318376708,12,1.5606722689075632,15.547647361647362,0.09073480662983426,7.264836079791848,0,0.1,7.75,0.28383277653139233,Home
Elijah Mitchell,RB,SF,ARI,5.842121579429562,14,0.8180569306930693,1.7608800086169754,0,52.570051132213294,0,0,3.25,0.417294398530683,Home
Jordan Mason,RB,SF,ARI,1.8649862421378567,13,0,0,0,14.362888970051133,0.0714495575221239,0,11.25,0.1434604801644505,Home
Malik Davis,RB,DAL,WAS,2.427791432244732,12,0.5207957746478873,5.431512870411323,0,12.063902578796561,0.069642,0,8.25,0.202315952687061,Away
Marlon Mack,RB,DEN,LAC,4.729584877952246,12,0.95875,12.130170274170275,0.1499563829787234,11.787974098057354,0.15977619047619046,0,6,0.39413207316268717,Home
Royce Freeman,RB,HOU,IND,5.89864984298165,14,1.6954165853658538,10.59779022082019,0,39.91162528216704,0,0,2.5,0.4213321316415464,Away
Brandon Bolden,RB,LV,KC,1.5590772044758432,12,0.6332701421800948,3.7298797953964193,0.0750076923076923,4.1940800000000005,0,0,11.25,0.12992310037298693,Home
Gary Brightwell,RB,NYG,PHI,1.134775304299772,12,0.25096534653465347,2.2209994669509596,0,4.687510843373493,0.0530736,0,12,0.09456460869164766,Away
Jordan Wilkins,RB,IND,HOU,3.23631352154532,13,1.4050000000000002,7.360635215453195,0,17.9775,0,0,3,0.2489471939650246,Home
Tyrion Davis Price,RB,SF,ARI,1.351801314828342,11,0,0,0,13.51801314828342,0,0,3.75,0.12289102862075837,Home
Corey Clement,RB,ARI,SF,0.8421280492826207,12,0.239796511627907,3.6973199999999995,0,3.5249779346866728,0,0,6,0.0701773374402184,Away
Ke Shawn Vaughn,RB,TB,ATL,0.35469057228413875,14,0.06276275167785235,0.745463430420712,0,2.4876285340314137,0,0,10.5,0.025335040877438483,Away
Giovani Bernard,RB,TB,ATL,0,12,0,0,0,0,0,0,0,0,Away
JaMycal Hasty,RB,JAX,TEN,0,13,0,0,0,0,0,0,0,0,Home
Brian Robinson,RB,WAS,DAL,0,17,0,0,0,0,0,0,0,0,Home
