Rk,Player,Tm,Age,Pos,G,GS,QBrec,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,1D,Lng,Y/A,AY/A,Y/C,Y/G,Rate,QBR,Sk,Yds,Sk%,NY/A,ANY/A,4QC,GWD
25,Andy Dalton,NOR,35,QB,7,7,2-5-0,20.1,31,65,222.7,1.57,5.1,1,3.2,10.4,64,7.2,6.7,11.1,222.7,89.6,45.9,1.43,9.57,4.4,6.57,6.15,0.14,0.14
26,Justin Fields,CHI,23,QB,10,10,3-7-0,12.2,20.7,58.9,148.9,1.2,5.8,0.7,3.4,6.2,56,7.2,6.8,12.2,148.9,86.4,57,3.6,21.3,14.8,5.25,4.94,0.1,0.2
27,Carson Wentz,WAS,30,QB,6,6,2-4-0,24,38.7,62.1,248.2,1.67,4.3,1,2.6,11.3,75,6.4,6.1,10.3,248.2,84.1,32.5,3.83,23.3,9,5.29,5.02,0.33,0.33
28,Zach Wilson,NYJ,23,QB,6,6,5-1-0,16,27.8,57.5,200.3,0.67,2.4,0.83,3,8.83,79,7.2,6.3,12.5,200.3,75.5,49,2,15.2,6.7,6.21,5.4,0.17,0.33
29,Kenny Pickett,PIT,24,QB,6,5,2-3-0,21.7,32.5,66.7,193.5,0.33,1,1.33,4.1,10.2,36,6,4.3,8.9,193.5,68.8,39.3,3,19.2,8.5,4.91,3.41,0,0.17
30,Mac Jones,NWE,24,QB,6,6,3-3-0,18.5,28,66.1,190,0.67,2.4,1.17,4.2,8,44,6.8,5.4,10.3,190,76,32.7,2.5,14.3,8.2,5.76,4.48,,
31,Baker Mayfield,CAR,27,QB,6,5,1-4-0,16.3,28.8,56.6,186.2,1,3.5,0.67,2.3,7,75,6.5,6.1,11.4,186.2,78.1,17.7,2.5,16.5,8,5.41,5.1,,
32,Cooper Rush,DAL,29,QB,6,5,4-1-0,15,26,57.7,170,0.83,3.2,0.5,1.9,8.33,46,6.5,6.3,11.3,170,80.1,61.1,1.17,8.17,4.3,5.96,5.74,0,0.33
33,Joe Flacco,NYJ,37,QB,3,3,1-2-0,30.3,51.7,58.7,300.3,1.67,3.2,1,1.9,15.3,66,5.8,5.6,9.9,300.3,77.9,32.6,3,20,5.5,5.13,4.91,0.33,0.33
34,Jameis Winston,NOR,28,QB,3,3,1-2-0,24.3,38.3,63.5,286,1.33,3.5,1.67,4.3,11.7,51,7.5,6.2,11.8,286,79.5,33,3.67,24.7,8.7,6.22,5.07,0.33,0.33
35,Dak Prescott,DAL,29,QB,4,4,2-2-0,20.3,31.8,63.8,214,1.5,4.7,1,3.1,11,35,6.7,6.3,10.6,214,85.9,51.9,1.75,10,5.2,6.09,5.64,,
36,Taylor Heinicke,WAS,29,QB,4,4,3-1-0,18.8,30.3,62,210,1.25,4.1,1,3.3,10.5,49,6.9,6.3,11.2,210,82.7,46.6,2.25,18,6.9,5.91,5.29,0.25,0.25
37,Mitchell Trubisky,PIT,28,QB,5,4,1-3-0,15.6,25.6,60.9,159.4,0.6,2.3,0.4,1.6,8,45,6.2,6,10.2,159.4,80.1,51.5,1.8,10.6,6.6,5.43,5.21,0,0.2
38,Bailey Zappe,NWE,23,QB,4,2,2-0-0,16.3,23,70.7,195.3,1.25,5.4,0.75,3.3,9.25,53,8.5,8.1,12,195.3,100.9,33.1,1.5,10,6.1,7.56,7.2,,
39,P.J. Walker,CAR,27,QB,6,5,2-3-0,10.5,17.7,59.4,121.8,0.5,2.8,0.5,2.8,5,62,6.9,6.2,11.6,121.8,78,,1.17,7.67,6.2,6.06,5.4,,
40,Teddy Bridgewater,MIA,30,QB,4,1,0-1-0,9.25,15,61.7,130.5,0.75,5,0.75,5,5.75,64,8.7,7.5,14.1,130.5,85.6,53.8,1.5,8.25,9.1,7.41,6.27,,
41,Sam Ehlinger,IND,24,QB,2,2,0-2-0,16,26,61.5,152,0,0,0.5,1.9,5.5,47,5.8,5,9.5,152,69.7,33.8,5.5,36,17.5,3.68,2.97,,
42,Skylar Thompson,MIA,25,QB,3,1,0-1-0,9,15.7,57.4,90.7,0,0,0.33,2.1,4,30,5.8,4.8,10.1,90.7,65.2,40.6,1,5.33,6,5.12,4.22,,
43,Colt McCoy,ARI,36,QB,1,1,1-0-0,26,37,70.3,238,1,2.7,0,0,11,26,6.4,7,9.2,238,96.5,70.5,2,18,5.1,5.64,6.15,,
44,Brett Rypien,DEN,26,QB,1,1,0-1-0,24,46,52.2,225,0,0,1,2.2,10,45,4.9,3.9,9.4,225,56.9,33.2,1,6,2.1,4.66,3.7,,
45,John Wolford,LAR,27,QB,1,1,0-1-0,24,36,66.7,212,1,2.8,1,2.8,12,25,5.9,5.2,8.8,212,79.9,21.4,3,19,7.7,4.95,4.31,,
46,Trey Lance,SFO,22,QB,2,2,1-1-0,7.5,15.5,48.4,97,0,0,0.5,3.2,3,44,6.3,4.8,12.9,97,55,35.6,1,4.5,6.1,5.61,4.24,,
47,Malik Willis,TEN,23,QB,5,2,1-1-0,2.4,6,40,28.2,0,0,0.2,3.3,1.2,48,4.7,3.2,11.8,28.2,41.1,3.7,1.2,7.6,16.7,2.86,1.61,,
48,Taysom Hill,NOR,32,TE,9,4,,0.78,1.11,70,11.2,0.11,10,0,0,0.67,41,10.1,12.1,14.4,11.2,135.8,95.1,0,0,0,10.1,12.1,,
49,Jordan Love,GNB,24,QB,2,0,,3,4.5,66.7,36.5,0,0,0,0,2,25,8.1,8.1,12.2,36.5,91.4,29.2,0,0,0,8.11,8.11,,
50,Jarrett Stidham,LVR,26,QB,2,0,,4,6.5,61.5,36,0,0,0,0,2,18,5.5,5.5,9,36,76.4,38.2,0.5,4,7.1,4.57,4.57,,
51,Brock Purdy,SFO,23,QB,2,0,,2,4.5,44.4,33,0,0,0.5,11.1,2,22,7.3,2.3,16.5,33,30.1,26.3,0,0,0,7.33,2.33,,
52,Jacob Eason,CAR,25,QB,1,0,,3,5,60,59,0,0,1,20,2,49,11.8,2.8,19.7,59,61.7,0.9,0,0,0,11.8,2.8,,
53,Brian Hoyer,NWE,37,QB,1,1,0-1-0,5,6,83.3,37,0,0,0,0,2,27,6.2,6.2,7.4,37,92.4,28,1,8,14.3,4.14,4.14,,
54,Christian McCaffrey,2TM,26,RB,9,8,,0.11,0.11,100,3.78,0.11,100,0,0,0.11,34,34,54,34,3.8,158.3,100,0,0,0,34,54,0,0
55,Tyler Boyd,CIN,28,WR,9,7,,0.11,0.11,100,2.56,0,0,0,0,0.11,23,23,23,23,2.6,118.7,12.9,0.11,1.33,50,5.5,5.5,,
56,Justin Jefferson,MIN,23,WR,9,9,,0.11,0.11,100,2.56,0,0,0,0,0.11,23,23,23,23,2.6,118.7,96.8,0,0,0,23,23,,
57,Gardner Minshew II,PHI,26,QB,1,0,,1,2,50,23,0,0,0,0,1,23,11.5,11.5,23,23,91.7,60.7,0,0,0,11.5,11.5,,
58,Brandon Allen,CIN,30,QB,1,0,,3,3,100,22,0,0,0,0,1,13,7.3,7.3,7.3,22,97.2,45.9,1,0,25,5.5,5.5,,
59,Braden Mann,NYJ,25,P,9,0,,0.11,0.11,100,1.89,0,0,0,0,0.11,17,17,17,17,1.9,118.7,19.6,0,0,0,17,17,,
60,Ryan Wright,MIN,22,P,9,0,,0.11,0.11,100,1.44,0,0,0,0,0.11,13,13,13,13,1.4,118.7,,0,0,0,13,13,,
61,Riley Dixon,LAR,29,P,9,0,,0.11,0.11,100,1.33,0,0,0,0,0.11,12,12,12,12,1.3,116.7,,0,0,0,12,12,,
62,Trace McSorley,ARI,27,QB,2,0,,1,2,50,6,0,0,0,0,0.5,10,3,3,6,6,56.2,53.7,0.5,4,20,0.8,0.8,,
63,Tyrod Taylor,NYG,33,QB,1,0,,1,3,33.3,11,0,0,1,33.3,1,11,3.7,-11.3,11,11,5.6,1.4,0,0,0,3.67,-11.33,,
64,Case Keenum,BUF,34,QB,2,0,,1,3.5,28.6,4,0,0,0,0,0,5,1.1,1.1,4,4,39.6,4.3,0,0,0,1.14,1.14,,
65,Jack Fox,DET,26,P,9,0,,0.11,0.11,100,0.67,0,0,0,0,0.11,6,6,6,6,0.7,91.7,,0,0,0,6,6,,
66,Trevor Siemian,CHI,31,QB,1,0,,1,1,100,5,0,0,0,0,0,5,5,5,5,5,87.5,2.8,0,0,0,5,5,,
67,Najee Harris,PIT,24,RB,9,9,,0.11,0.11,100,0.44,0,0,0,0,0,4,4,4,4,0.4,83.3,9.9,0,0,0,4,4,,
68,Derrick Henry,TEN,28,RB,10,10,,0.2,0.2,100,0.4,0.1,50,0,0,0.1,3,2,12,2,0.4,118.7,78.3,0,0,0,2,12,,
69,Mack Hollins,LVR,29,WR,9,8,,0.11,0.11,100,0.44,0,0,0,0,0,4,4,4,4,0.4,83.3,25.4,0,0,0,4,4,,
70,Braxton Berrios,NYJ,27,WR,9,1,,0.11,0.11,100,0.22,0.11,100,0,0,0.11,2,2,22,2,0.2,118.7,99.5,0,0,0,2,22,,
71,Chase Claypool,2TM,24,WR,10,8,,0.1,0.1,100,0.1,0.1,100,0,0,0.1,1,1,21,1,0.1,118.7,100,0,0,0,1,21,0,0
72,Rex Burkhead,HOU,32,RB,9,0,,0,0.11,0,0,0,0,0,0,0,0,0,0,,0,39.6,3.5,0,0,0,0,0,,
73,Amari Cooper,CLE,28,WR,9,9,,0,0.11,0,0,0,0,0.11,100,0,0,0,-45,,0,0,0,0,0,0,0,-45,,
74,DeeJay Dallas,SEA,24,RB,10,0,,0,0.1,0,0,0,0,0.1,100,0,0,0,-45,,0,0,0,0,0,0,0,-45,,
75,Chase Daniel,LAC,36,QB,2,0,,0,1,0,0,0,0,0,0,0,0,0,0,,0,39.6,23.9,0.5,0.5,33.3,-0.33,-0.33,,
76,Leonard Fournette,TAM,27,RB,10,9,,0,0.1,0,0,0,0,0.1,100,0,0,0,-45,,0,0,0,0,0,0,0,-45,,
77,Chad Henne,KAN,37,QB,2,0,,0,1,0,0,0,0,0,0,0,0,0,0,,0,39.6,3.3,0,0,0,0,0,,
78,Christian Kirk,JAX,26,WR,10,10,,0,0.1,0,0,0,0,0,0,0,0,0,0,,0,39.6,11.1,0,0,0,0,0,,
79,Cooper Kupp,LAR,29,WR,9,9,,0,0.11,0,0,0,0,0,0,0,0,0,0,,0,39.6,3.1,0,0,0,0,0,,
80,Tommy Townsend,KAN,26,P,9,0,,0,0.11,0,0,0,0,0,0,0,0,0,0,,0,39.6,,0,0,0,0,0,,
81,Nick Mullens,MIN,27,QB,1,0,,1,1,100,-3,0,0,0,0,0,-3,-3,-3,-3,-3,79.2,3.6,0,0,0,-3,-3,,
82,Bryce Perkins,LAR,26,QB,1,0,,1,1,100,-3,0,0,0,0,0,-3,-3,-3,-3,-3,79.2,2.4,0,0,0,-3,-3,,
