Rk,Player,Tm,Age,Pos,G,GS,QBrec,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,1D,Lng,Y/A,AY/A,Y/C,Y/G,Rate,QBR,Sk,Yds,Sk%,NY/A,ANY/A,4QC,GWD
1,Patrick Mahomes,KAN,27,QB,9,9,7-2-0,27.2,40.7,66.9,326.2,2.78,6.8,0.78,1.9,17.2,57,8,8.5,12,326.2,106.1,78.7,1.78,12.3,4.2,7.4,7.88,0.11,0.11
2,Tom Brady,TAM,45,QB,10,10,5-5-0,28.2,42.7,66,280.5,1.2,2.8,0.2,0.5,14,51,6.6,6.9,9.9,280.5,91.9,54.3,1.4,10.7,3.2,6.12,6.46,0.1,0.2
3,Josh Allen,BUF,26,QB,9,9,6-3-0,24.4,37.9,64.5,303.7,2.22,5.9,1.11,2.9,14.6,98,8,7.9,12.4,303.7,96.6,74.3,2,10.3,5,7.35,7.21,0.11,0.22
4,Aaron Rodgers,GNB,39,QB,11,11,4-7-0,22.1,34.2,64.6,231.1,1.73,5.1,0.64,1.9,10.4,58,6.8,6.9,10.5,231.1,93.2,40.9,1.91,15.5,5.3,5.97,6.14,0.18,0.18
5,Joe Burrow,CIN,26,QB,9,9,5-4-0,25.9,37,70,281.7,2,5.4,0.67,1.8,13.3,60,7.6,7.9,10.9,281.7,102.6,55.7,3.33,22.3,8.3,6.43,6.68,0.22,0.22
6,Geno Smith,SEA,32,QB,10,10,6-4-0,23,31.6,72.8,247.4,1.7,5.4,0.4,1.3,12,54,7.8,8.3,10.8,247.4,108,67.7,2.4,19.6,7.1,6.7,7.17,0,0.1
7,Justin Herbert,LAC,24,QB,9,9,5-4-0,28.2,42.9,65.8,272.2,1.56,3.6,0.67,1.6,13.1,54,6.3,6.4,9.6,272.2,89,55.3,1.33,6.78,3,6,6.03,0.33,0.33
8,Kirk Cousins,MIN,34,QB,9,9,8-1-0,25.2,39.3,64.1,261.8,1.56,4,0.89,2.3,13.2,64,6.7,6.4,10.4,261.8,87,47.6,2.22,16.7,5.3,5.9,5.68,0.56,0.56
9,Trevor Lawrence,JAX,23,QB,10,10,3-7-0,22.7,34.8,65.2,233.4,1.3,3.7,0.6,1.7,12.2,49,6.7,6.7,10.3,233.4,89.7,52,1.7,10.8,4.7,6.1,6.07,0.1,0.1
10,Jared Goff,DET,28,QB,9,9,3-6-0,21.3,33.4,63.8,253,1.67,5,0.78,2.3,12.3,81,7.6,7.5,11.9,253,93.7,54.3,1.67,12.2,4.7,6.86,6.81,0.11,0.11
11,Tua Tagovailoa,MIA,24,QB,8,8,7-1-0,22,31,71,283.1,2.25,7.3,0.38,1.2,13.6,60,9.1,10,12.9,283.1,118.4,82.7,1,8.25,3.1,8.59,9.47,0.25,0.25
12,Matt Ryan,IND,37,QB,8,8,4-3-1,28,40.6,68.9,278.8,1.25,3.1,1.13,2.8,14.1,44,6.9,6.2,10,278.8,86.8,44.8,3.13,24.8,7.1,5.81,5.22,0.63,0.5
13,Jalen Hurts,PHI,24,QB,9,9,8-1-0,20,29.4,67.9,246.3,1.56,5.3,0.33,1.1,11.8,54,8.4,8.9,12.3,246.3,106.4,63.7,2.56,14.7,8,7.24,7.74,0,0.11
14,Kyler Murray,ARI,25,QB,9,9,3-6-0,26.7,40,66.7,240.9,1.33,3.3,0.67,1.7,12.1,38,6,5.9,9,240.9,86.9,47.1,2.67,20.7,6.3,5.16,5.08,0.11,0.11
15,Derek Carr,LVR,31,QB,9,9,2-7-0,21.6,34.6,62.4,236.4,1.44,4.2,0.56,1.6,11.2,60,6.8,7,11,236.4,89.8,58.5,2.11,14.3,5.8,6.06,6.16,0.11,0.11
16,Jacoby Brissett,CLE,30,QB,9,9,3-6-0,20.6,32.2,63.8,230.4,0.89,2.8,0.56,1.7,11.1,55,7.2,6.9,11.2,230.4,87.1,61.7,2.11,13.3,6.1,6.32,6.11,0.11,0.11
17,Russell Wilson,DEN,34,QB,8,8,3-5-0,19.4,33.8,57.4,247.5,0.88,2.6,0.63,1.9,9.88,67,7.3,7,12.8,247.5,81.4,33.1,3.63,23.4,9.7,6,5.71,0.38,0.38
18,Davis Mills,HOU,24,QB,9,9,1-7-1,20.4,32.8,62.4,219.4,1.22,3.7,1,3.1,9.33,58,6.7,6.1,10.7,219.4,81.7,32.5,2.56,20,7.2,5.64,5.06,0,0.11
19,Jimmy Garoppolo,SFO,31,QB,8,7,4-3-0,19.9,29.8,66.8,241.4,1.38,4.6,0.5,1.7,10.9,57,8.1,8.3,12.1,241.4,100,48.3,2,11.1,6.3,7.25,7.41,0.13,0.13
20,Matthew Stafford,LAR,34,QB,8,8,3-5-0,24.4,35.6,68.4,241,1,2.8,1,2.8,12.3,75,6.8,6.1,9.9,241,84.9,47.5,3.5,24.9,8.9,5.52,4.88,,
21,Lamar Jackson,BAL,25,QB,9,9,6-3-0,17.8,28.6,62.3,196.4,1.78,6.2,0.67,2.3,9.56,75,6.9,7.1,11.1,196.4,93.7,65.2,2.22,9.67,7.2,6.07,6.25,0.11,0.11
22,Marcus Mariota,ATL,29,QB,10,10,4-6-0,14.3,23.1,61.9,174.7,1.2,5.2,0.7,3,8.9,75,7.6,7.2,12.2,174.7,89.9,59.3,2.6,17.9,10.1,6.1,5.81,0.2,0.2
23,Ryan Tannehill,TEN,34,QB,8,8,6-2-0,17,26.1,65.1,210.6,1.25,4.8,0.5,1.9,9.75,63,8.1,8.2,12.4,210.6,97.9,53.5,2.25,17.3,7.9,6.81,6.9,,
24,Daniel Jones,NYG,25,QB,9,9,7-2-0,17.3,26.3,65.8,177.3,0.89,3.4,0.22,0.8,8.67,65,6.7,7,10.2,177.3,92.7,60.1,3.11,17.6,10.6,5.43,5.69,0.44,0.56
