player,Position_yah,TEAM,Opponent_yah,home_away,combined_projection,Salary_yah,combined_fppd,expected_points,ex_ppd,Online_proj,MATCHUP,Start_Sit
Josh Allen,QB,BUF,MIA,Home,23.789057174590248,40,0.5947264293647562,24.212938820843213,0.6053234705210804,22.8,3 out of 5 stars,A
Justin Herbert,QB,LAC,TEN,Home,19.436064571900374,36,0.5398906825527882,18.508663674143392,0.5141295465039831,21.6,3 out of 5 stars,A
Tom Brady,QB,TB,CIN,Home,16.528392109694625,24,0.6886830045706094,16.28341729956375,0.6784757208151563,17.1,2 out of 5 stars,B-
Patrick Mahomes,QB,KC,HOU,Away,22.736764058485864,35,0.6496218302424532,22.023948654979808,0.6292556758565659,24.4,2 out of 5 stars,A
Aaron Rodgers,QB,GB,LAR,Home,15.573073825853434,24,0.6488780760772265,15.090105465504909,0.6287543943960378,16.7,3 out of 5 stars,C
Dak Prescott,QB,DAL,JAX,Away,16.73655069409572,31,0.5398887320676038,16.066500991565317,0.5182742255343651,18.3,4 out of 5 stars,B+
Joe Burrow,QB,CIN,TB,Away,20.415344254941644,35,0.5832955501411898,20.464777507059495,0.5847079287731284,20.3,3 out of 5 stars,A
Jalen Hurts,QB,PHI,CHI,Away,23.566720543851734,40,0.5891680135962933,22.86674363407391,0.5716685908518477,25.2,4 out of 5 stars,A+
Kirk Cousins,QB,MIN,IND,Home,16.968372474613297,27,0.6284582398004924,16.611960678018995,0.6152578028895924,17.8,3 out of 5 stars,B
Ryan Tannehill,QB,TEN,LAC,Away,14.324365141535797,23,0.6227984844145998,13.86337877362257,0.6027555988531552,15.4,4 out of 5 stars,D
Derek Carr,QB,LV,NE,Home,15.497339081227379,27,0.57397552152694,15.239055830324828,0.5644094751972158,16.1,4 out of 5 stars,D+
Mac Jones,QB,NE,LV,Away,12.989781876999459,22,0.5904446307727027,11.871116967142084,0.5395962257791856,15.6,5 out of 5 stars,D
Matt Ryan,QB,IND,MIN,Away,13.512139164391005,24,0.5630057985162918,12.788770234844293,0.5328654264518455,15.2,3 out of 5 stars,D
Taylor Heinicke,QB,WAS,NYG,Home,14.425525361532642,21,0.686929779120602,14.26503623076092,0.6792874395600438,14.8,3 out of 5 stars,D-
Trevor Lawrence,QB,JAC,DAL,Home,17.438483738004393,28,0.622802990643014,17.45497676857771,0.6233920274492039,17.4,2 out of 5 stars,B
Jared Goff,QB,DET,NYJ,Away,15.212392344427808,25,0.6084956937771123,14.746274777754012,0.5898509911101605,16.3,2 out of 5 stars,C-
Tua Tagovailoa,QB,MIA,BUF,Away,16.754318213257065,33,0.5077066125229414,16.649026018938667,0.5045159399678384,17,3 out of 5 stars,C+
Baker Mayfield,QB,LAR,GB,Away,11.773788178200043,21,0.5606565799142877,10.991125968857204,0.5233869508979622,13.6,3 out of 5 stars,F
Daniel Jones,QB,NYG,WAS,Away,16.517279690709465,27,0.6117510996559061,16.524685272442095,0.6120253804608183,16.5,4 out of 5 stars,C-
Sam Darnold,QB,CAR,PIT,Home,13.567652905293018,24,0.5653188710538758,13.425218436132884,0.5593841015055369,13.9,3 out of 5 stars,F
Davis Mills,QB,HOU,KC,Home,13.090538554005402,21,0.623358978762162,13.043626505722004,0.6211250717010477,13.2,5 out of 5 stars,F
Zach Wilson,QB,NYJ,DET,Home,12.224126668103368,20,0.6112063334051684,12.877323811576243,0.6438661905788121,10.7,4 out of 5 stars,F
Justin Fields,QB,CHI,PHI,Home,19.11366355958424,36,0.53093509887734,19.119519370834627,0.5310977603009619,19.1,2 out of 5 stars,B+
Andy Dalton,QB,NO,ATL,Home,14.91665198038266,23,0.6485500861035939,14.880931400546658,0.6469970174150721,15,4 out of 5 stars,D-
Tyler Huntley,QB,BAL,CLE,Away,10.760898639692215,23,0.4678651582474876,9.158426628131735,0.3981924620926842,14.5,4 out of 5 stars,F
Jacoby Brissett,QB,CLE,BAL,Home,9.998144153042901,20,0.499907207652145,13.854491647204144,0.6927245823602072,1,3 out of 5 stars,F
Geno Smith,QB,SEA,SF,Home,17.943450911921556,28,0.640837532568627,18.219215588459363,0.6506862710164059,17.3,2 out of 5 stars,B-
Josh Johnson,QB,SF,SEA,Away,2.367107523059275,20,0.11835537615296374,2.953010747227536,0.1476505373613768,1,4 out of 5 stars,F
Colt McCoy,QB,ARI,DEN,Away,10.719951428222924,20,0.5359975714111462,9.61421632603275,0.4807108163016375,13.3,1 out of 5 stars,F
Joe Flacco,QB,NYJ,DET,Home,10.39904666124528,23,0.45213246353240344,14.427209516064686,0.6272699789593341,1,4 out of 5 stars,F
Mason Rudolph,QB,PIT,CAR,Away,2.325990184970904,20,0.1162995092485452,2.551414549958434,0.12757072749792173,1.8,2 out of 5 stars,F
C J Beathard,QB,JAC,DAL,Home,1.909526517049774,20,0.09547632585248869,2.342180738642534,0.11710903693212672,0.9,2 out of 5 stars,F
Brett Rypien,QB,DEN,ARI,Home,7.707757070479307,20,0.3853878535239653,5.611081529256154,0.2805540764628077,12.6,4 out of 5 stars,F
Kenny Pickett,QB,PIT,CAR,Away,9.86653255131442,23,0.4289796761441052,10.709332216163457,0.46562313983319376,7.9,2 out of 5 stars,F
Mitch Trubisky,QB,PIT,CAR,Away,10.339027171101769,20,0.5169513585550884,9.712895958716814,0.4856447979358407,11.8,2 out of 5 stars,F
Bailey Zappe,QB,NE,LV,Away,7.9540016399999995,20,0.39770008199999995,10.9771452,0.5488572599999999,0.9,5 out of 5 stars,F
Brock Purdy,QB,SF,SEA,Away,10.313409689999999,26,0.3966696034615384,7.919156699999999,0.30458294999999996,15.9,4 out of 5 stars,D+
Deshaun Watson,QB,CLE,BAL,Home,12.325782342461538,26,0.4740685516331361,10.40826048923077,0.4003177111242604,16.8,3 out of 5 stars,C
Malik Willis,QB,TEN,LAC,Away,2.4573208078217816,20,0.12286604039108909,3.0818868683168317,0.15409434341584158,1,4 out of 5 stars,F
Trace McSorley,QB,ARI,DEN,Away,2.1410787387347554,20,0.10705393693673777,2.672969626763937,0.13364848133819685,0.9,1 out of 5 stars,F
Jeff Driskel,QB,HOU,KC,Home,6.704278779543937,20,0.33521393897719687,5.591826827919911,0.2795913413959955,9.3,5 out of 5 stars,F
Desmond Ridder,QB,ATL,NO,Away,5.181903792,21,0.24675732342857143,1.35986256,0.06475536,14.1,4 out of 5 stars,F
