player,Position_yah,TEAM,Opponent_yah,home_away,combined_projection,Salary_yah,combined_fppd,expected_points,ex_ppd,Online_proj,MATCHUP,Start_Sit
Jonathan Taylor,RB,IND,MIN,Away,15.157607586919312,25,0.6063043034767724,14.453725124170449,0.578149004966818,16.8,3 out of 5 stars,A
Austin Ekeler,RB,LAC,TEN,Home,18.747455904365964,36,0.5207626640101657,18.939222720522807,0.5260895200145224,18.3,2 out of 5 stars,A+
Joe Mixon,RB,CIN,TB,Away,14.471699015647301,26,0.5566038082941269,14.588141450924716,0.5610823634971045,14.2,3 out of 5 stars,A-
Najee Harris,RB,PIT,CAR,Away,11.558504755834495,20,0.5779252377917248,11.540721079763564,0.5770360539881783,11.6,4 out of 5 stars,B
James Conner,RB,ARI,DEN,Away,11.997212722467536,19,0.631432248550923,11.438875317810766,0.6020460693584614,13.3,3 out of 5 stars,A-
Ezekiel Elliott,RB,DAL,JAX,Away,11.636605666278014,20,0.5818302833139006,11.18086523754002,0.559043261877001,12.7,4 out of 5 stars,B
Nick Chubb,RB,CLE,BAL,Home,14.497261131311415,32,0.4530394103534817,14.453230187587735,0.4516634433621168,14.6,3 out of 5 stars,A
Damien Harris,RB,NE,LV,Away,6.99207970289244,15,0.46613864685949596,7.374399575560628,0.4916266383707085,6.1,3 out of 5 stars,D
Alvin Kamara,RB,NO,ATL,Home,14.224679039647441,19,0.7486673178761811,14.106684342353487,0.7424570706501835,14.5,4 out of 5 stars,A
Antonio Gibson,RB,WAS,NYG,Home,10.715694738805196,16,0.6697309211753247,12.093849626864566,0.7558656016790354,7.5,3 out of 5 stars,C
Leonard Fournette,RB,TB,CIN,Home,12.935365544149642,14,0.9239546817249744,14.879093634499489,1.062792402464249,8.4,3 out of 5 stars,C
Cordarrelle Patterson,RB,ATL,NO,Away,9.91509882154704,17,0.5832411071498259,10.17871260221006,0.5987478001300035,9.3,2 out of 5 stars,C
Aaron Jones,RB,GB,LAR,Home,12.524097567209417,21,0.5963855984385437,11.977282238870597,0.5703467732795522,13.8,3 out of 5 stars,B+
Derrick Henry,RB,TEN,LAC,Away,17.996721154874077,40,0.44991802887185195,17.823887364105826,0.4455971841026457,18.4,4 out of 5 stars,A+
Dalvin Cook,RB,MIN,IND,Home,15.087782633003334,29,0.5202683666552874,14.996832332861906,0.5171321494090313,15.3,3 out of 5 stars,A
Josh Jacobs,RB,LV,NE,Home,16.897940271080703,36,0.46938722975224173,16.768486101543864,0.46579128059844066,17.2,2 out of 5 stars,A
Devin Singletary,RB,BUF,MIA,Home,9.3685270156154985,15,0.6245684677076999,10.16932430802214,0.6779549538681426,7.5,3 out of 5 stars,C
David Montgomery,RB,CHI,PHI,Home,10.984422763348656,20,0.5492211381674328,10.592032519069509,0.5296016259534754,11.9,4 out of 5 stars,B
AJ Dillon,RB,GB,LAR,Home,8.839117490164773,16,0.5524448431352983,8.770167843092533,0.5481354901932833,9,3 out of 5 stars,C
D Andre Swift,RB,DET,NYJ,Away,10.76203425071327,18,0.5978907917062928,10.660048929590388,0.5922249405327993,11,3 out of 5 stars,C+
Tony Pollard,RB,DAL,JAX,Away,14.061227208683352,28,0.5021866860244054,13.787467440976217,0.4924095514634363,14.7,4 out of 5 stars,A
Michael Carter,RB,NYJ,DET,Home,8.308467623919398,14,0.5934619731370999,8.954953748456285,0.6396395534611632,6.8,4 out of 5 stars,D
Chuba Hubbard,RB,CAR,PIT,Home,5.45150498262265,16,0.3407190614139156,4.702149975175215,0.2938843734484509,7.2,2 out of 5 stars,D+
Saquon Barkley,RB,NYG,WAS,Away,13.32198118588942,31,0.4297413285770781,13.031401694127744,0.4203677965847659,14,2 out of 5 stars,A-
Rhamondre Stevenson,RB,NE,LV,Away,9.631504298092327,26,0.37044247300355104,11.61643471156047,0.44678595044463343,5,3 out of 5 stars,C-
Alexander Mattison,RB,MIN,IND,Home,4.84993811906606,13,0.37307216300508156,4.957054455808658,0.3813118812160506,4.6,3 out of 5 stars,F
