player,fant_pos,Long_Name.x,Opponent,expected_points,Salary,ovr_ex_rec,ovr_ex_rec_yds,ovr_ex_rec_td,fl,ex_ppd
Mark Andrews,TE,Baltimore Ravens,CLE,16.19725246690344,20,6.872138047138048,84.7546915762013,0.7142857142857142,0,0.809862623345172
Travis Kelce,TE,Kansas City Chiefs,HOU,11.932849282910556,36,5.204520089285714,65.3667031934878,0.4864864864864865,1,0.33146803563640437
Deebo Samuel,WR,San Francisco 49ers,SEA,13.973801802413846,19,5.601554907677357,92.29190404741223,0.36630036630036633,2,0.7354632527586235
Dalton Schultz,TE,Dallas Cowboys,JAX,8.937697925197925,18,4.370597870597871,44.25126262626262,0.3878787878787879,0,0.49653877362210697
Ja Marr Chase,WR,Cincinnati Bengals,TB,14.632304711679982,31,5.143152573529411,82.27395091581943,0.6584967320261437,1,0.4720098294090317
George Kittle,TE,San Francisco 49ers,SEA,11.959850506116988,20,5.810703873386089,67.24828239753613,0.41208791208791207,1,0.5979925253058493
Justin Jefferson,WR,Minnesota Vikings,IND,15.669038619355494,35,6.289092521430683,92.165338811315,0.5709342560553634,1,0.44768681769587126
Davante Adams,WR,Las Vegas Raiders,NE,15.530030068844914,34,6.701923076923077,82.33416356470332,0.6576086956521738,0,0.4567655902601445
Dawson Knox,TE,Buffalo Bills,MIA,8.36479644066462,14,3.153930978149888,37.87830951589675,0.5,0,0.5974854600474728
Mike Evans,WR,Tampa Bay Buccaneers,CIN,12.201376554959811,15,4.286585365853659,58.45874569707401,0.7020348837209303,0,0.8134251036639875
Hunter Henry,TE,New England Patriots,LV,9.54948922726436,13,3.4408214736083593,39.1924242488641,0.651639344262295,0,0.7345760944049508
Tyreek Hill,WR,Miami Dolphins,BUF,11.793859296042731,39,5.749298064134771,65.05564208538246,0.42217484008528783,1,0.3024066486164803
Dallas Goedert,TE,Philadelphia Eagles,CHI,9.500139793513277,18,3.839893998785403,55.056165229341346,0.34576271186440677,0,0.527785544084071
