player,fant_pos,Long_Name.x,Opponent,expected_points,Salary,ovr_ex_pas_yds,ovr_ex_pas_td,ovr_ex_rus_yds,ovr_ex_rus_td,fl,pl_int_game,ex_ppd
Davis Mills,QB,Houston Texans,KC,14.489344320344172,21,232.2364705882353,1.4341176470588235,4.234149085794655,0,1,0.8,0.6899687771592463
Zach Wilson,QB,New York Jets,DET,16.383943104074724,20,212.12217194570138,1.257918552036199,16.91557842277698,0.3626373626373627,1,0.8461538461538461,0.8191971552037363
Justin Fields,QB,Chicago Bears,PHI,15.121594969353279,36,191.77493606138108,1.1278772378516624,34.85672426423062,0.19875776397515527,5,0.8695652173913043,0.42004430470425774
Taysom Hill,QB,New Orleans Saints,ATL,17.28024468277182,15,159.7019607843137,1.0895424836601306,35.33996316758748,0.574074074074074,0,0.4444444444444444,1.152016312184788
Jameis Winston,QB,New Orleans Saints,ATL,18.553093247344144,22,199.80672268907563,1.9117647058823528,25.20908373394561,0.1845238095238095,1,0.42857142857142855,0.8433224203338248
Andy Dalton,QB,New Orleans Saints,ATL,14.080344688352488,23,217.23529411764707,1.4450980392156862,10.772074334505273,0,1,1.2,0.6121888994935865
Tyler Huntley,QB,Baltimore Ravens,CLE,16.044045660410188,23,187.6270588235294,1.092941176470588,41.13865268253328,0.27555555555555555,3,0.64,0.6975672026265299
Tyrod Taylor,QB,New York Giants,WAS,19.857501916643436,20,207.94117647058823,1.4166666666666667,25.81521524486572,0.6875,0,0.8333333333333334,0.9928750958321718
Jacoby Brissett,QB,Cleveland Browns,BAL,13.030513335496716,20,206.9969040247678,1.174922600619195,5.825257193976443,0.08684210526315789,3,0.42105263157894735,0.6515256667748358
Trey Lance,QB,San Francisco 49ers,SEA,16.35980896795888,20,193.03529411764708,1.2058823529411766,31.785041551246536,0.17272727272727273,0,0.4,0.817990448397944
Geno Smith,QB,Seattle Seahawks,SF,15.272027429551056,28,196.83529411764704,1.4019607843137254,10.352169720347156,0.25925925925925924,1,0.26666666666666666,0.5454295510553948
Drew Lock,QB,Seattle Seahawks,SF,13.224009428908175,20,178.187675070028,0.9257703081232493,9.331037332965973,0.37037037037037035,1,0.38095238095238093,0.6612004714454087
Josh Johnson,QB,San Francisco 49ers,SEA,15.335634549579476,20,230.88914027149323,1.4751131221719458,8.15001065416578,0,0,0.6153846153846154,0.7667817274789738
Mike White,QB,New York Jets,DET,14.125478810120331,34,249.41960784313727,1.5784313725490196,-0.3169766046790642,0,0,2.1333333333333333,0.4154552591211862
Colt McCoy,QB,Arizona Cardinals,DEN,10.045599338429442,20,162.22657952069716,0.869281045751634,5.238564190394634,0,1,0.14814814814814814,0.5022799669214721
Case Keenum,QB,Buffalo Bills,MIA,9.741686381797784,20,154.02685421994886,0.9373401534526855,3.5299072962387075,0,1,0.17391304347826086,0.4870843190898892
Tim Boyle,QB,Chicago Bears,PHI,10.326437487449555,20,168.91503267973854,1.156862745098039,2.757185332011893,0,0,1.3333333333333333,0.5163218743724778
Cooper Rush,QB,Dallas Cowboys,JAX,10.041975404602615,20,166.72058823529412,1.0808823529411766,-2.003775365738556,0,1,0.25,0.5020987702301307
Joe Flacco,QB,New York Jets,DET,14.893518573596207,23,218.92436974789916,1.76890756302521,2.0377067443654124,0,1,0,0.6475442858085307
Jordan Love,QB,Green Bay Packers,LAR,8.900699364510347,20,164.11609907120743,0.7105263157894737,5.4658171745152355,0,1,0.631578947368421,0.44503496822551736
Mason Rudolph,QB,Pittsburgh Steelers,CAR,14.003611268891637,20,175.2016806722689,1.0504201680672267,33.65291941160545,0,0,0.5714285714285714,0.7001805634445819
Nick Foles,QB,Indianapolis Colts,MIN,16.22050949513664,20,251.47058823529412,1.3529411764705883,7.499212598425197,0,0,0,0.811025474756832
Marcus Mariota,QB,Atlanta Falcons,NO,8.910427554418797,20,112.64901960784313,0.5882352941176471,12.151619572708476,0.1393939393939394,0,0,0.44552137772093986
Brandon Allen,QB,Cincinnati Bengals,TB,9.287089321195879,20,135.1547987616099,0.9752321981424148,-0.20031421838177532,0,0,0,0.4643544660597939
Brian Hoyer,QB,New England Patriots,LV,9.41039301373734,20,141.70784313725488,0.9862745098039215,-2.0301875096854176,0,0,0,0.47051965068686696
Nick Mullens,QB,Minnesota Vikings,IND,13.387058823529411,20,190.55882352941177,1.4411764705882353,0,0,0,0,0.6693529411764706
Kyle Allen,QB,Houston Texans,KC,10.685643804638593,20,165.6764705882353,1.1274509803921569,8.821143928738866,0,1,0,0.5342821902319297
Chad Henne,QB,Kansas City Chiefs,HOU,8.566666666666666,20,134.7549019607843,0.7941176470588235,0,0,0,0,0.42833333333333334
Ian Book,QB,Philadelphia Eagles,CHI,8.713851153721157,20,163.29411764705884,0.9117647058823529,5.350276243093923,0,0,2,0.43569255768605786
Blaine Gabbert,QB,Tampa Bay Buccaneers,CIN,8.1648483284861,20,131.62091503267973,0.7647058823529411,-1.5881180223285485,0,0,0,0.408242416424305
C J Beathard,QB,Jacksonville Jaguars,DAL,8.166583989721245,20,130.08823529411765,0.7058823529411765,1.3952516619183286,0,0,0,0.4083291994860622
Sam Ehlinger,QB,Indianapolis Colts,MIN,8.845548865215378,20,126.47058823529412,0.8529411764705882,3.7496062992125987,0,0,0,0.4422774432607689
Kellen Mond,QB,Cleveland Browns,BAL,9.35921568627451,20,142.80392156862746,0.9117647058823529,0,0,0,0,0.4679607843137255
Brett Rypien,QB,Denver Broncos,ARI,7.817647058823529,20,107.20588235294117,0.8823529411764706,0,0,0,0,0.39088235294117646
Chase Daniel,QB,Los Angeles Chargers,TEN,7.490358158530588,20,122.61764705882354,0.7058823529411765,-2.3787713558705925,0,0,0,0.3745179079265294
Logan Woodside,QB,Atlanta Falcons,NO,6.680626748287185,20,112.38235294117646,0.5882352941176471,-1.6760854583046176,0,0,0,0.33403133741435925
John Wolford,QB,Los Angeles Rams,GB,7.581519772892323,20,110.640522875817,0.9117647058823529,-0.4671552122532514,0,0,0.4444444444444444,0.3790759886446161
