player,Position_yah,Opponent_yah,expected_points,Salary_yah,home_away,games,ex_ppd
Jonathan Taylor,RB,NE,12.368055722168853,27,Away,6,0.45807613785810564
Austin Ekeler,RB,ATL,20.774617568446892,39,Away,7,0.5326825017550485
Joe Mixon,RB,CAR,14.959365606766802,25,Home,8,0.5983746242706721
James Conner,RB,SEA,9.632537908014898,21,Home,5,0.4586922813340428
Damien Harris,RB,IND,8.012995247011768,16,Home,6.75,0.5008122029382355
Alvin Kamara,RB,BAL,16.881664023775553,27,Home,5.75,0.6252468156953909
Antonio Gibson,RB,MIN,13.433960109024206,15,Home,7.5,0.8955973406016137
Leonard Fournette,RB,LAR,16.530717024324282,21,Home,8,0.7871770011582991
Cordarrelle Patterson,RB,LAC,14.770311856781714,21,Home,3.75,0.703348183656272
Aaron Jones,RB,DET,15.763696208413148,26,Away,8,0.6062960080158903
Derrick Henry,RB,KC,16.787498048328445,36,Away,7,0.46631939023134567
Dalvin Cook,RB,WAS,13.084132870176262,26,Away,7,0.5032358796221639
Josh Jacobs,RB,JAX,17.42275502503659,32,Away,7,0.5444610945323934
Devin Singletary,RB,NYJ,8.356039185730202,16,Away,7,0.5222524491081376
David Montgomery,RB,MIA,11.02389063161395,19,Home,7,0.5802047700849448
AJ Dillon,RB,DET,9.574166041166288,18,Away,6.5,0.5318981133981271
D Andre Swift,RB,GB,13.10838457366487,22,Home,3.75,0.5958356624393123
James Robinson,RB,BUF,7.737681661068858,14,Home,7.25,0.5526915472192041
Michael Carter,RB,BUF,8.396480123612951,15,Home,7.5,0.5597653415741968
Chuba Hubbard,RB,CIN,3.1225955433189516,12,Away,5.5,0.2602162952765793
Rhamondre Stevenson,RB,IND,14.261593833095933,23,Home,6.5,0.6200692970911276
Chase Edmonds,RB,CHI,7.297810532507934,11,Away,6.5,0.6634373211370849
Clyde Edwards Helaire,RB,TEN,10.765254744149258,18,Home,6.75,0.5980697080082922
Alexander Mattison,RB,WAS,5.608808184406883,14,Away,5.25,0.40062915602906307
Jamaal Williams,RB,GB,13.37290034810833,22,Home,6.25,0.6078591067321968
Miles Sanders,RB,HOU,12.670369652740357,24,Away,8,0.5279320688641815
Kenneth Gainwell,RB,HOU,5.075874361763798,13,Away,6,0.3904518739818306
D Onta Foreman,RB,CIN,6.7655429174903245,17,Away,6.25,0.3979731127935485
J D McKissic,RB,MIN,6.801467002723155,11,Home,6,0.6183151820657413
Nyheim Hines,RB,NE,4.845521778818629,12,Away,6.25,0.4037934815682191
Kenyan Drake,RB,NO,6.448107091868932,16,Away,5.25,0.40300669324180827
Khalil Herbert,RB,MIA,11.011421191860245,19,Home,6.25,0.5795484837821182
Samaje Perine,RB,CAR,4.794632885954318,11,Home,6,0.435875716904938
Dontrell Hilliard,RB,KC,11.142974716607718,13,Away,4.75,0.8571519012775167
Damien Williams,RB,LAC,0.9913470509115321,12,Home,1,0.08261225424262768
Eno Benjamin,RB,SEA,8.874433792699593,17,Home,6.75,0.5220255172176231
Dameon Pierce,RB,PHI,13.763778965091772,22,Home,8,0.6256263165950805
Travis Etienne Jr,RB,LV,9.004079935239963,27,Home,6.75,0.33348444204592453
Raheem Mostert,RB,CHI,9.359778125402592,23,Away,7.5,0.406946875017504
Kenneth Walker III,RB,ARI,9.463269931377663,28,Away,6,0.3379739261206308
Tyler Allgeier,RB,LAC,6.968219294249121,15,Home,6.25,0.4645479529499414
Darrell Henderson Jr,RB,TB,6.368903633249047,12,Away,6.25,0.5307419694374206
Caleb Huntley,RB,LAC,4.239589149205443,12,Home,4.5,0.35329909576712026
Mark Ingram II,RB,BAL,3.2722110877511423,11,Home,6.75,0.29747373525010384
Isiah Pacheco,RB,TEN,2.380687461210485,12,Home,5.5,0.1983906217675404
Justice Hill,RB,NO,2.2983733411141696,13,Away,4.5,0.17679794931647458
Brian Robinson Jr,RB,MIN,6.708961750825968,17,Home,3.5,0.3946448088721158
Gus Edwards,RB,NO,8.36632365285326,18,Away,1.75,0.46479575849184784
